sent_id	clause_text	word_n	character_n
train-s33	由于家长的要求	4	7
train-s33	该书被放置在学校图书馆的非小说类文学作品区	14	21
train-s34	本书就是基于罗伊和塞隆的真实故事	10	16
train-s34	这两只住在纽约中央公园动物园的雄性南极企鹅组成伴侣达6年	19	28
train-s35	现实中	2	3
train-s35	雄性企鹅孵化并协助抚养幼鸟成长是其天性	11	19
train-s35	这在其他许多鸟类中也很常见	9	13
train-s36	诸葛亮发明八阵图以利立营练兵	10	14
train-s37	三崎四郎	2	4
train-s37	日本足球运动员	4	7
train-s37	前日本国家足球队成员	6	10
train-s38	水库正常库容为500万立方米	6	14
train-s38	集雨面积为199平方千米	5	12
train-s38	海拔为213.4米	4	9
train-s39	1986年开始	3	7
train-s39	三星生命保险开始拓展海外市场	7	14
train-s39	并在日本东京和美国纽约开设办事处	10	16
train-s40	本鱼分布于西北太平洋区	7	11
train-s40	包括日本松岛湾至台湾等海域	8	13
train-s41	现存的三栋屋村位于三栋屋路近和宜合交汇处一带	13	22
train-s42	交换的不断发展和扩大	6	10
train-s42	使商品生产出现并发展	6	10
train-s42	又反过来促进了交换的进一步发展	11	15
train-s43	第三次社会大分工首先在商品交换最为发达的地区出现	14	24
train-s44	它还与五氧化二氮催化臭氧分解的反应有关	10	19
train-s44	这对臭氧层会造成破坏	7	10
train-s44	因此引起了人们的兴趣	7	10
train-s45	三氯化铑化学式	3	7
train-s45	RhCl3	1	5
train-s45	IUPAC名称氯化铑III	4	13
train-s45	是最常见和最稳定的铑的氯化物	11	14
train-s45	室温下为暗红色的固体	7	10
train-s46	一个不同点是	5	6
train-s46	三氯氧钒是强氧化剂	5	9
train-s46	而磷化物不是	4	6
train-s47	三江镇下辖三江社区三江村茄南村道学村茄芮村苏寻三村上云村眼镜塘村和江源村	23	36
train-s48	开播后	2	3
train-s48	该卫视将24小时滚动播出8档自办节目	11	18
train-s48	重点栏目以中英文双语字幕呈现	10	14
train-s48	为南海区域观众提供资讯和娱乐服务	9	16
train-s49	该教堂始建于公元5世纪	7	11
train-s49	1599年重建	3	7
train-s50	一开始他们尝试把亚当斯改变信仰成为天主教徒	13	21
train-s50	但是没有成功	3	6
train-s51	双方交换了友好文书	6	9
train-s51	建立了日本与新西班牙的正式外交关系	10	17
train-s52	同时他也有兼修柔道	6	9
train-s52	并且在17岁时拿到黑带一段	9	13
train-s53	拿到冠军这年	4	6
train-s53	三浦美幸击败了二宫城光佐藤胜昭等好手	10	18
train-s54	此外	1	2
train-s54	中世纪的北欧人很喜欢往科隆的东方三博士祭坛朝圣	15	23
train-s54	他们认为三王冠跟东方三博士有某种关联	11	18
train-s55	该属共有2种	5	6
train-s55	分布于印度东北部锡金不丹	7	12
train-s56	因为它们仍保留爬行动物的退化下颌	9	16
train-s56	所以它们被归类于似哺乳爬行动物	9	15
train-s57	在这个反应中	5	6
train-s57	碘离子被认为是路易斯碱	7	11
train-s57	而碘单质作路易斯酸	6	9
train-s58	故事主要讲述江南才子唐伯虎与婢女秋香的恋爱故事	13	23
train-s59	三索颌腔蛇平日多栖息于森林草原农地	8	17
train-s59	当遇到敌人时	4	6
train-s59	身体会扭曲成S型以威吓对手	9	13
train-s60	三级会议产生于君权上升之时	8	13
train-s60	当时它对君主的制约作用是有限的	10	15
train-s61	可以说	2	3
train-s61	三级会议是近代欧洲民主议会制度的起源之一	13	20
train-s62	三级跳远主要的技巧有两种	9	12
train-s62	分别为	2	3
train-s62	单足跳以及跨步跳	6	8
train-s63	但是	1	2
train-s63	许多三维模型使用纹理进行覆盖	8	14
train-s63	将纹理排列放到三维模型上的过程称作纹理映射	13	21
train-s64	奉安殿位于旧校门与校舍间	9	12
train-s64	座西朝东	2	4
train-s64	经过时须驻足行礼	5	8
train-s65	这正是往日屯门海岸线之标志	8	13
train-s66	三聚体又称三体	7	7
train-s66	是三个相同分子化合生成的产物	9	14
train-s67	同样的手法被用于现代的摄影技术中	11	16
train-s68	三船久藏入门讲道馆时	6	10
train-s68	并不认识里面的任何师傅	7	11
train-s68	最后他挑选有鬼横山之称的横山作次郎做为指导师傅	15	23
train-s69	本鱼栖息于潟湖或珊瑚礁	7	11
train-s69	常成群活动	3	5
train-s70	三角学是数学的一个分支	9	11
train-s70	主要研究三角形	5	7
train-s70	以及三角形中边与角之间的关系	11	14
train-s71	如果其中一个边的长度又为已知的话	11	16
train-s71	那么其他两条边的长度也就确定	10	14
train-s72	有人认为退化三角形并不能算是三角形	14	17
train-s72	这是由于它介乎于三角不等式之间	11	15
train-s72	在一些资料中已否定了其中一条边等于其余两条边之和的情况	21	27
train-s73	三角洲特种部队的招募对象通常是有特殊技能的人	15	22
train-s73	比如精通外语或其他有用技能	7	13
train-s74	每完成一次	4	5
train-s74	背包的重量和长跑距离都会增加	9	14
train-s74	而规定完成时间却减少	6	10
train-s75	选拔测试的心理部分是从不计其数的心理测试开始	12	22
train-s76	以早中晚三个年代划界	8	10
train-s76	分四个墓葬群	5	6
train-s77	无可否认	3	4
train-s77	世界三项全能运动协会的铁人三项运动赛事具有很高的影响力和知名度	20	31
train-s77	某种意义上让铁人三项成为了三项全能的代名词	15	21
train-s78	上伯兹贝格是瑞士的城镇	6	11
train-s78	位于该国北部	4	6
train-s78	由阿尔高州负责管辖	5	9
train-s78	面积5.45平方公里	3	10
train-s78	海拔高度540米	4	8
train-s78	2011年人口499	4	10
train-s78	五成半人口信奉基督教	5	10
train-s78	人口密度每平方公里92人	6	12
train-s79	2001年时	3	6
train-s79	旧议会大楼的遗迹在一次挖掘中被发现	12	17
train-s80	最初的地方行政开始于创建行政区	9	15
train-s80	分别为西区包括现在的布兰特福德东区戈尔区包括现在的咸美顿以及霍姆区包括现在的多伦多	21	41
train-s81	上塘镇为浙江省永嘉县县政府驻地	10	15
train-s81	全县政治文化中心	4	8
train-s81	位于永嘉县南部	5	7
train-s81	楠溪江下游	3	5
train-s82	它是南波希米亚州最重要的文化古迹之一	12	18
train-s83	全校课室均有设置电脑和LCD投影机	10	17
train-s83	并连接宽频	3	5
train-s84	当中	1	2
train-s84	校园小记者计划是其中一项最为人所知的资讯科技教学项目	18	26
train-s85	上海东方电视台娱乐频道是目前唯一一个仍然使用东视红日海鸥台标的频道	19	33
train-s86	在一些网路论坛上经常有网友将老东视的节目与现在的新娱乐频道作比较	21	32
train-s86	有一些毒舌网友甚至直接蔑称新娱乐传媒公司为土娱乐	14	24
train-s87	公园当时占地320亩	5	10
train-s87	大门位于白利南路和愚园路路口	9	14
train-s88	1996年和1997年	5	11
train-s88	五国元首先后在中国上海和俄罗斯莫斯科举行会晤	12	22
train-s88	签署关于在边境地区加强军事领域信任的协定和关于在边境地区相互裁减军事力量的协定	22	39
train-s89	1919年	2	5
train-s89	意大利钢琴家梅帕器接任指挥	6	13
train-s89	在他任指挥的23年里	8	10
train-s89	乐队演奏曲目更加广泛丰富	6	12
train-s89	并和欧洲及世界各地来沪的著名音乐家合作演出	14	21
train-s89	声名远扬	2	4
train-s89	被誉为远东第一	5	7
train-s90	1959年交通大学分立	5	11
train-s90	交通大学上海部分定名为上海交通大学	9	17
train-s90	1999年合并原上海农学院	7	13
train-s90	2005年合并原上海第二医科大学	8	16
train-s91	18路是上海市内一条公共汽车线路	11	16
train-s92	地下层设苹果电脑中国大陆第二大的旗舰店	12	19
train-s92	占地1,500平方米	3	10
train-s93	物业由两幢高层办公塔楼及一座低层建筑组成	13	20
train-s94	合作的形式	3	5
train-s94	既有版权授权	4	6
train-s94	也有中外双方共同开发选题合作出版	11	16
train-s95	教学部门由1至12年级组成	8	13
train-s95	并设有IB高中部	5	8
train-s96	2012赛季的中超联赛竞争十分激烈	8	17
train-s96	在联赛还剩两轮之时	7	9
train-s96	呈现出了2队争冠	6	8
train-s96	6队争亚冠	4	5
train-s96	7队保级的局面	5	7
train-s96	唯独只有上海申花既无争亚冠资格	9	15
train-s96	也无降级之忧	5	6
train-s97	2012赛季开赛前	4	9
train-s97	上海申花俱乐部大手笔地引进了法国球星尼古拉阿内尔卡与法国名帅让蒂迦纳	17	34
train-s97	使得球队的联赛夺冠呼声甚至超过了卫冕冠军广州恒大	13	24
train-s98	现在上海铁路局管辖上海市江苏省安徽省和浙江省境内的铁路事务	18	29
train-s99	这条路经过上陶恩附近	7	10
train-s99	使该地成为商人和他们货物的重要栖息之处	13	19
train-s100	大新县下雷镇锰矿资源丰富	7	12
train-s100	近年来锰产品加工企业增多	7	12
train-s100	污染下游河段水质	4	8
train-s101	其中藏文由左向右刻写	8	10
train-s101	察合台文由右向左	6	8
train-s102	公司在战后建立了赞比西亚后称罗德西亚这个新领地	12	23
train-s103	为重整心情	3	5
train-s103	大家一同去看宇宙的天马	6	11
train-s104	考验的内容是找寻分散在各国的葛蕾丝之石	12	19
train-s105	根据上表格中七个元素的关系	9	13
train-s105	可以推演出二十一个定理	6	11
train-s106	以前过了40岁还没有结婚的日本人会遭人侧目	15	21
train-s106	现在则再平常不过	5	8
train-s107	专利是刺激个人创造力的制度	8	13
train-s108	他希望能共享办公空间接待人员秘书并分摊成本	12	21
train-s108	从而减少日常开支	4	8
train-s109	世田谷线是东京急行电铁旗下一条较为特别的路线	13	22
train-s110	这个广播剧是由赫伯特乔治威尔斯的世界大战改编而成	15	24
train-s111	世界福音联盟是由128个国家的教会网路所形成的联盟	15	25
train-s111	有超过100个国际组织参与其中	8	15
train-s111	代表4亿2千万的福音派基督徒发声	8	16
train-s112	12月1日是世界艾滋病日	9	12
train-s112	这天旨在提高公众对HIV病毒引起的艾滋病在全球传播的意识	18	28
train-s113	从此	1	2
train-s113	艾滋病已造成超过两千五百万人死亡	8	16
train-s114	从此	1	2
train-s114	这个概念被全球各国政府国际组织和慈善机构采纳	13	22
train-s115	目前	1	2
train-s115	该组织约有50个成员国加盟	9	13
train-s115	其总部设在荷兰阿姆斯特丹	6	12
train-s116	裁判官裁定朴仁焕罪名不成立	8	13
train-s116	当场释放	2	4
train-s117	世界马拉松大满贯是世界顶级马拉松巡回赛	10	19
train-s117	自2006年设立	4	8
train-s118	世纪帝国普遍受到好评	5	10
train-s118	但批评亦有不少	5	7
train-s119	世纪帝国系列作品相当成功	6	12
train-s119	至2008年	3	6
train-s119	系列中的5个游戏皆售出超过100万套	11	18
train-s120	世纪帝国系列每集所使用的人工智慧AI	10	18
train-s120	是由设计师开发且常常改进	8	12
train-s121	世纪帝国III的数个特别版附带了一本精装原画集	15	23
train-s122	战役具有一个特定的故事情节	8	13
train-s122	由一系列互相关连的任务串联起来	9	15
train-s123	他亦断言它独一无二的要素为全效工作室建立了即时战略游戏大师的声誉	19	32
train-s124	两家工作室都负责在游戏推出前作出最后测试	13	20
train-s125	由于游戏是根据历史事件改写而来的	10	16
train-s125	开发小组常常需要对其进行大量的考究	10	17
train-s126	资料片罗马霸主于1998年10月31日推出	12	21
train-s126	加入了很多新的特色和文明	8	12
train-s126	比如古罗马等	4	6
train-s127	游戏主要分为随机地图和战役模式两部分	11	18
train-s128	由许荣茂先生创立	5	8
train-s128	主要业务为在中国大陆经济发达或极具发展潜力的城市	15	24
train-s128	发展大型及高质素的综合房地产项目	9	16
train-s128	包括住宅酒店零售及商用物业	7	13
train-s129	根据破产重组计划	4	8
train-s129	公司向SEC支付总额75亿美金的现金和新公司股票	14	24
train-s129	用以偿付受欺骗的投资者	8	11
train-s130	丑闻迅即被揭开	4	7
train-s130	苏利文被解职	3	6
train-s130	Myers主动辞职	3	9
train-s130	安达信收回了2001年的审计意见	8	16
train-s131	他早期的弟子约翰史坦贝克四世JohnSteinbeckIV与他的妻子	14	34
train-s131	指出他除了酗酒之外	6	9
train-s131	还有吸食古柯碱的习惯	6	10
train-s131	并经常服用司可巴比妥Secobarbital来镇静古柯碱造成的过度兴奋	12	35
train-s131	一年要花费四万元美金	8	10
train-s132	他说这件事在道场中被视为秘密	12	14
train-s132	不能谈论	2	4
train-s133	它是一种常用的工业燃气	8	11
train-s133	常被用在焊接上	6	7
train-s134	本疾病的原因目前还不明确	8	12
train-s135	春天天气周期变化	4	8
train-s135	也可能因寒冷旋涡的影响出现雷雨	9	15
train-s136	哲也告别了深爱着他的千春	8	12
train-s136	再次上路	2	4
train-s136	浪迹天涯	2	4
train-s137	东北亚地区彼此文化联系有着悠久的历史	11	18
train-s137	部分地区亦为汉字文化圈	7	11
train-s138	这段历史也被乾隆帝写入喇嘛说中	11	15
train-s139	为了便于设计生产和日后配件供应	9	15
train-s139	因此机车的车体结构柴油机传动系统等方面大部分采用了与援外DFH2型机车相同的零部件	24	41
train-s139	许多主要部件能够通用	5	10
train-s140	邓训再招降西羌各部	7	9
train-s140	迷唐的叔父号吾	4	7
train-s140	率本部八百户前羌人依附汉朝	9	13
train-s141	大楼西侧则为六层	5	8
train-s141	东南侧九江路上的楼宇为五层	10	13
train-s142	2005年3月	4	7
train-s142	在中铁九局建造哈大铁路拉林河特大铁路桥期间	14	21
train-s142	施工人员在深埋地底5米处	8	12
train-s142	发现了这辆机车	5	7
train-s142	媒体称之为百年火车头	8	10
train-s143	根据2010年美国人口普查	6	13
train-s143	该市有人口1,301人	5	11
train-s144	该恐怖组织还得到了另一恐怖组织塔利班的支持	13	21
train-s145	东胜乡位于中华人民共和国四川省资阳市安岳县	14	21
train-s145	距离龙台镇6公里	5	8
train-s145	位于四川盆地中偏西部	7	10
train-s145	属于高山丘陵地带	5	8
train-s146	1220年	2	5
train-s146	耶律留哥死后	3	6
train-s146	其妻姚里氏统治辽东	5	9
train-s147	试验结果显示	3	6
train-s147	东风3型机车有一定的可靠性	9	13
train-s147	运行情况良好	3	6
train-s147	但恒功率速度范围较小	6	10
train-s147	高速运行时轮周功率偏低	6	11
train-s148	同年5月	3	4
train-s148	准高速客运型机车设计方案通过了铁道部的技术设计审查	15	25
train-s148	随即开始施工设计和试制	6	11
train-s149	成千上万的工人	3	7
train-s149	特别是丝绸工人投身于这项蓬勃发展的工业	12	19
train-s150	由于取得了举世瞩目的技术创新	7	14
train-s150	纺织行业大规模的迅速发展	7	12
train-s150	标志着大不列颠棉花行业领导的工业革命开始了	12	21
train-s151	这些地区的产品和欧洲大陆丝绸区别主要在于色彩不同	14	24
train-s152	面对养蚕业的求助	5	8
train-s152	他请路易斯巴斯德于1865年开始研究这些疾病	11	22
train-s153	1977年	2	5
train-s153	甘肃省歌舞团开始策划创作一部以敦煌莫高窟为背景的	16	24
train-s153	反映甘肃地方特点的民族舞剧	7	13
train-s154	据报导	2	3
train-s154	双方核发的进出口许可文件上	8	13
train-s154	进口地为台北市立动物园	8	11
train-s154	出口地则为中国四川卧龙自然保护区管理局	11	19
train-s155	两湖平原盛产棉花油菜水稻等作物	9	15
train-s155	武汉是中国中部的重要工业基地	8	14
train-s156	今日的严岛神社已经是日本国内最重要的观光景点之一	15	24
train-s157	严鸿逵	2	3
train-s157	清朝初年浙江湖州人	5	9
train-s157	字赓臣	2	3
train-s157	师从吕留良	3	5
train-s158	北洋政府外交部委派张煜全为清华学校校长	11	19
train-s159	该属共有5种	5	6
train-s159	分布于缅甸及中国西南部和南部	9	14
train-s160	750年后14世纪黑死病爆发前	9	15
train-s160	没有发生特别重大的疫情	6	11
train-s161	哥特人苏维汇人和汪达尔人只是蛮族入侵浪潮的第一波	15	24
train-s162	大多疫情的细节已不可考	7	11
train-s162	很大程度上因为幸存的文献奇缺	8	14
train-s163	1948年5月14日	6	10
train-s163	以色列国宣告成立	4	8
train-s164	1985年	2	5
train-s164	以色列内阁专门召开会议研究对华政策	9	17
train-s165	公司总部位于深圳市南山区南海大道21号深圳直升机场	16	25
train-s165	法人代表为毕为	5	7
train-s166	1992年	2	5
train-s166	此地经过维修	3	6
train-s166	成立浙东革命根据地纪念馆	7	12
train-s167	中国水能资源蕴藏量达6.76亿千瓦	8	17
train-s167	居世界第一位	4	6
train-s168	本区是中国的主要牧区	6	10
train-s168	其所出产的畜产品在国内占据突出地位	11	17
train-s169	中华人民共和国国务院令是中华人民共和国国务院以总理名义发布的命令	20	32
train-s170	中华人民共和国国家发展和改革委员会	10	17
train-s170	是中华人民共和国国务院的重要组成部门	11	18
train-s170	主要负责综合研究拟订经济和社会发展政策	10	19
train-s170	进行总量平衡	3	6
train-s170	并指导总体经济体制改革的宏观调控部门	10	18
train-s171	第5条第3款规定国旗必须按照附表2所列规格制造	15	23
train-s172	该条例第4条禁止展示或使用破损污损褪色或不合规格的国徽	17	27
train-s173	他想到中国共产党领导的工农红军是以五角星作为自己的标志的	20	28
train-s173	而且中国共产党又是中国人民的大救星	10	17
train-s173	进而决定用五角星来象征它	9	12
train-s174	该公署成立于1997年7月2日	10	15
train-s174	位于香港金钟坚尼地道42号	8	13
train-s174	临近香港公园	3	6
train-s174	现任特派员是宋哲	6	8
train-s175	很多公司的搜索引擎已有效地滤掉含有人权法轮功和1989天安门等通常被北京认为具有违法内容的大部分网站	29	50
train-s176	时任外交部发言人刘建超表示	8	13
train-s176	中国总体上是采取对外开放的政策	9	15
train-s176	但是中国和其他国家一样	6	11
train-s176	对于网站还是要依法做必要的管理	9	15
train-s176	某些网站确实存在违反中国法律的事情	9	17
train-s177	2005年12月29日	6	11
train-s177	外管局批准13家银行开展做市商服务	10	17
train-s177	包括工农中建4家国有商业银行	11	14
train-s177	交行中信招商兴业4家股份制银行以及花旗渣打汇丰荷银以及蒙特利尔5家外资行在内的总共13家银行获得了首批人民币做市商牌照	34	59
train-s178	在2011年甬台温铁路列车追尾事故发生后	12	20
train-s178	铁道部在事故中的调查和处理方法备受社会质疑及谴责	15	24
train-s178	要求撤销铁道部的呼声再次出现	8	14
train-s179	中方为阿方邮政局印制纪念邮票	10	14
train-s179	举办了中阿友好图片展	7	10
train-s180	全国青联的机关刊物是中华儿女	8	14
train-s180	另办有内部工作刊物全国青联通讯	8	15
train-s181	各党派也分别宣布了各省当选众议员数	11	17
train-s181	国民党称获得众议员三百六七十人	8	15
train-s181	共和党号称二百五十余人	5	11
train-s181	统一党说得到一百几十席	6	11
train-s181	民主党亦称获一百余席	7	10
train-s181	以上合计八百余席	4	8
train-s181	该总数大大超过众议员共596席的总数	11	18
train-s182	因此	2	2
train-s182	有资格参加国会两院议员选举的选举人极少	12	19
train-s183	在大选中	3	4
train-s183	各政党展开激烈竞选	5	9
train-s183	发生了从政治攻讦到武力挟持等各式各样的选举伎俩	13	23
train-s183	贿选更十分常见	4	7
train-s184	后来选出的议员	4	7
train-s184	主要包括政治活动家自由职业者原清朝官吏等	12	20
train-s185	东北地区属于以汉文化为主体的多元文化圈	13	19
train-s185	还融合了满洲蒙古朝鲜鄂伦春鄂温克锡伯及俄罗斯等民族的文化习俗以及日本俄国和朝鲜的国家的风俗文化和语言	28	50
train-s186	该频道目前主要是通过长城平台向海外地区传播	12	21
train-s187	节目内容为综合频道性质	6	11
train-s187	播放各类影视剧纪录片等高清节目	9	15
train-s188	1955年1月广州市各界人民代表大会协商委员会第十五次会议通过成立	18	33
train-s188	于次月召开第一届委员会第一次会议	10	16
train-s188	至今共经历十二届	6	8
train-s189	这四种部队的官兵犯罪	7	10
train-s189	由地方公安机关管辖	5	9
train-s190	1950年4月14日	6	10
train-s190	中国人民解放军海军领导机关在北京成立	10	18
train-s190	肖劲光任司令员	5	7
train-s190	刘道生任副政委兼政治部主任	9	13
train-s190	同年任命王宏坤为副司令员	8	12
train-s190	罗舜初为参谋长	5	7
train-s191	1989年3月31日至1989年5月2日	13	20
train-s191	海军大连舰艇学院郑和号训练舰出访美国	11	18
train-s191	中国海军舰艇第一次出现在西半球	10	15
train-s192	中国伊斯兰教由中国伊斯兰教协会管理	9	17
train-s192	在1953年于北京成立	6	11
train-s192	由十个民族的代表组成	7	10
train-s193	中国的其他民族中也有少数人信奉伊斯兰教的	13	20
train-s193	如蒙古族中的托茂人藏族中的卡力岗人等	14	18
train-s194	这两次叛乱共导致了五百万汉回平民丧生	12	18
train-s195	回维吾尔哈萨克乌孜别克柯尔克孜塔吉克塔塔尔东乡撒拉保安十个民族的代表参加了成立大会	19	41
train-s196	清华大学结构工程研究所对博物馆的建筑情况进行了鉴定	15	25
train-s196	并在2001年12月12日完成了中国体育博物馆房屋安全检测报告	18	31
train-s196	报告指出博物馆的地基有不均匀的沉降	11	17
train-s196	其原因是建设时未使用设计方案规定的墙体砂浆	13	21
train-s196	导致墙体强度不足	4	8
train-s197	1980年2月	4	7
train-s197	中共十一届五中全会通过决议	6	13
train-s197	恢复设立中央书记处	5	9
train-s198	南航计划以更高效的空客A321取代它们	10	19
train-s199	评选条件和评定标准依据建设部和国家文物局2003年10月8日发布的中国历史文化名镇或中国历史文化名村评选办法	31	54
train-s199	主要内容	2	4
train-s199	注	1	1
train-s199	地名后面括弧里的数字表示公布为中国历史文化名镇的批次	15	26
train-s200	商朝和周朝都施行世卿世禄制度又称世卿制度	12	20
train-s200	就是说从王开始	5	7
train-s200	诸侯以及各级官吏都是世袭的	7	13
train-s200	这与西方中世纪的情形是一样的	10	14
train-s201	吉西的父母同意在威斯康辛儿童医院进行实验性治疗	12	23
train-s202	但是	1	2
train-s202	翌年明治天皇主动带头节省宫廷费	8	15
train-s202	加上公务员的薪俸减少一成的敕令	9	15
train-s202	确保了战舰所需的预算	7	10
train-s203	汤一般由不同种类的肉和鱼制成	10	14
train-s203	无论新鲜或烟熏	4	7
train-s204	富恩特德奥罗是哥伦比亚的城镇	5	14
train-s204	位于该国中部	4	6
train-s204	由梅塔省负责管辖	5	8
train-s204	始建于1941年	4	8
train-s204	面积576平方公里	3	9
train-s204	海拔高度293米	4	8
train-s204	2005年人口11,162	4	13
train-s204	人口密度每平方公里19.38人	6	15
train-s205	为富江疯狂的男性会伤害其他人	9	14
train-s205	甚至富江本身的细胞也会侵蚀其他女性使其变成富江	14	23
train-s206	寡尿通常是异常肾功能的最早征兆	9	15
train-s207	在实况野球游戏中	5	8
train-s207	主要分成打击跑垒守备投球四大部份分别给予不等的能力	14	25
train-s207	能力主要是以年度数据来进行合理的换算而给予的	14	22
train-s208	当三坏球时	4	5
train-s208	投手控球能力会变差	5	9
train-s209	他们的关系在德瑞克选择重回妻子身边后画下句点	12	22
train-s210	梅莉迪丝不但从五岁就失去父亲	8	14
train-s210	同时也得不到母亲的注意与喜爱	10	14
train-s210	她自称她的悲惨童年造就了她现在的阴暗且扭曲的性格DarkandTwisty	19	37
train-s211	第七季梅莉迪丝开始与德瑞克进行对阿兹海默症的医学实验	13	26
train-s211	但最后因梅莉迪丝介入实验过程而告终	9	17
