sent_id	character	component_n	stroke_n
train-s12	天	2	4
train-s12	演	3	14
train-s12	成	2	6
train-s12	柔	2	9
train-s12	弱	2	11
train-s12	堪	4	12
train-s12	怜	4	8
train-s12	的	3	8
train-s12	女	1	3
train-s12	子	1	3
train-s12	这	2	7
train-s12	是	2	9
train-s12	我	1	7
train-s12	们	2	5
train-s12	所	2	8
train-s12	不	1	4
train-s12	能	2	10
train-s12	容	2	9
train-s12	忍	3	7
train-s12	的	3	8
train-s13	可	2	5
train-s13	用	1	5
train-s13	于	1	3
train-s13	设	3	6
train-s13	计	2	4
train-s13	信	2	9
train-s13	息	2	10
train-s13	检	4	11
train-s13	索	2	10
train-s13	或	2	8
train-s13	病	3	10
train-s13	历	2	4
train-s13	系	2	7
train-s13	统	4	9
train-s13	促	3	9
train-s13	进	2	7
train-s13	不	1	4
train-s13	同	2	6
train-s13	系	2	7
train-s13	统	4	9
train-s13	之	1	3
train-s13	间	2	7
train-s13	的	3	8
train-s13	通	3	10
train-s13	讯	3	5
train-s13	交	2	6
train-s13	流	2	10
train-s13	或	2	8
train-s13	者	2	8
train-s13	用	1	5
train-s13	于	1	3
train-s13	开	2	4
train-s13	发	3	5
train-s13	能	2	10
train-s13	够	4	11
train-s13	解	2	13
train-s13	析	2	8
train-s13	生	1	5
train-s13	物	3	8
train-s13	医	2	7
train-s13	学	2	8
train-s13	文	1	4
train-s13	献	3	13
train-s13	的	3	8
train-s13	系	2	7
train-s13	统	4	9
train-s14	一	1	1
train-s14	支	2	4
train-s14	由	1	5
train-s14	白	1	5
train-s14	人	1	2
train-s14	军	2	6
train-s14	官	2	8
train-s14	带	3	9
train-s14	领	4	11
train-s14	的	3	8
train-s14	黑	1	12
train-s14	人	1	2
train-s14	民	1	5
train-s14	兵	2	7
train-s14	洗	3	9
train-s14	劫	3	7
train-s14	了	1	2
train-s14	卡	2	12
train-s14	梅	3	11
train-s14	隆	2	11
train-s14	庄	2	6
train-s14	园	3	7
train-s14	并	4	6
train-s14	且	1	5
train-s14	企	2	6
train-s14	图	3	8
train-s14	强	3	12
train-s14	暴	2	15
train-s14	卡	2	12
train-s14	梅	3	11
train-s14	隆	2	11
train-s14	家	2	10
train-s14	的	3	8
train-s14	每	2	7
train-s14	一	1	1
train-s14	个	2	3
train-s14	女	1	3
train-s14	眷	2	11
train-s14	但	3	7
train-s14	邦	2	6
train-s14	联	5	12
train-s14	军	2	6
train-s14	队	2	4
train-s14	击	2	5
train-s14	溃	3	12
train-s14	这	2	7
train-s14	些	3	8
train-s14	民	1	5
train-s14	兵	2	7
train-s14	拯	3	9
train-s14	救	2	11
train-s14	了	1	2
train-s14	她	2	6
train-s14	们	2	5
train-s15	年	1	6
train-s15	剩	2	12
train-s15	下	1	3
train-s15	的	3	8
train-s15	时	2	7
train-s15	光	3	6
train-s15	乐	1	5
train-s15	团	2	6
train-s15	都	3	10
train-s15	用	1	5
train-s15	来	1	7
train-s15	编	3	12
train-s15	写	3	5
train-s15	与	2	3
train-s15	录	2	8
train-s15	制	2	8
train-s15	乐	1	5
train-s15	团	2	6
train-s15	的	3	8
train-s15	第	3	11
train-s15	三	1	3
train-s15	张	2	7
train-s15	专	1	4
train-s15	辑	3	13
train-s15	闲	2	7
train-s15	言	1	7
train-s15	闲	2	7
train-s15	语	3	9
train-s15	就	4	12
train-s15	是	2	9
train-s15	不	1	4
train-s15	道	2	14
train-s15	自	1	6
train-s15	己	1	3
train-s15	该	4	8
train-s15	专	1	4
train-s15	辑	3	13
train-s15	并	4	6
train-s15	在	2	6
train-s15	年	1	6
train-s15	月	1	4
train-s15	发	3	5
train-s15	行	3	6
train-s16	当	2	6
train-s16	时	2	7
train-s16	他	2	5
train-s16	对	2	5
train-s16	巴	1	4
train-s16	黎	4	15
train-s16	这	2	7
train-s16	个	2	3
train-s16	法	3	8
train-s16	国	2	8
train-s16	首	1	9
train-s16	都	3	10
train-s16	兴	2	6
train-s16	奋	2	8
train-s16	不	1	4
train-s16	已	1	3
train-s16	并	4	6
train-s16	决	2	6
train-s16	定	2	8
train-s16	将	3	9
train-s16	各	2	6
train-s16	种	2	9
train-s16	印	2	5
train-s16	象	2	11
train-s16	和	2	8
train-s16	想	3	13
train-s16	像	3	13
train-s16	化	2	4
train-s16	成	2	6
train-s16	音	1	9
train-s16	乐	1	5
train-s16	作	2	7
train-s16	为	1	4
train-s16	表	2	8
train-s16	达	2	6
train-s16	他	2	5
train-s16	在	2	6
train-s16	巴	1	4
train-s16	黎	4	15
train-s16	谱	4	14
train-s16	写	3	5
train-s16	此	2	6
train-s16	乐	1	5
train-s16	曲	1	6
train-s16	在	2	6
train-s16	一	1	1
train-s16	次	2	6
train-s16	前	3	9
train-s16	往	3	8
train-s16	维	2	11
train-s16	也	1	3
train-s16	纳	2	7
train-s16	行	3	6
train-s16	程	3	12
train-s16	的	3	8
train-s16	途	3	10
train-s16	中	1	4
train-s16	进	2	7
train-s16	行	3	6
train-s16	配	2	10
train-s16	器	2	16
train-s16	工	1	3
train-s16	作	2	7
train-s16	首	1	9
train-s16	演	3	14
train-s16	则	2	6
train-s16	在	2	6
train-s16	纽	2	7
train-s16	约	3	6
train-s16	于	1	3
train-s16	年	1	6
train-s16	月	1	4
train-s16	日	1	4
train-s16	由	1	5
train-s16	瓦	1	4
train-s16	德	2	15
train-s16	丹	1	4
train-s16	路	3	13
train-s16	殊	3	10
train-s16	指	3	9
train-s16	挥	3	9
train-s16	纽	2	7
train-s16	约	3	6
train-s16	爱	3	10
train-s16	乐	1	5
train-s16	演	3	14
train-s16	出	2	5
train-s17	而	1	6
train-s17	雪	2	11
train-s17	莉	3	10
train-s17	的	3	8
train-s17	卧	2	8
train-s17	底	3	8
train-s17	身	1	7
train-s17	份	3	6
train-s17	也	1	3
train-s17	被	2	10
train-s17	拆	2	8
train-s17	穿	3	9
train-s17	原	2	10
train-s17	来	1	7
train-s17	雪	2	11
train-s17	莉	3	10
train-s17	的	3	8
train-s17	真	3	10
train-s17	正	2	5
train-s17	身	1	7
train-s17	份	3	6
train-s17	是	2	9
train-s17	云	2	4
train-s17	想	3	13
train-s17	集	2	12
train-s17	团	2	6
train-s17	董	2	12
train-s17	事	1	8
train-s17	长	1	4
train-s17	高	4	10
train-s17	超	4	12
train-s17	之	1	3
train-s17	女	1	3
train-s17	高	4	10
train-s17	蓓	4	13
train-s17	受	2	8
train-s17	后	2	6
train-s17	母	1	5
train-s17	品	3	9
train-s17	缇	3	12
train-s17	王	1	4
train-s17	琳	3	12
train-s17	饰	2	8
train-s17	指	3	9
train-s17	使	2	8
train-s17	化	2	4
train-s17	名	2	6
train-s17	雪	2	11
train-s17	莉	3	10
train-s17	潜	3	15
train-s17	入	1	2
train-s17	天	2	4
train-s17	衣	1	6
train-s17	集	2	12
train-s17	团	2	6
train-s17	搞	5	13
train-s17	垮	4	9
train-s17	天	2	4
train-s17	衣	1	6
train-s18	静	3	14
train-s18	华	3	6
train-s18	后	2	6
train-s18	来	1	7
train-s18	发	3	5
train-s18	现	2	8
train-s18	叶	2	5
train-s18	广	1	3
train-s18	义	1	3
train-s18	不	1	4
train-s18	爱	3	10
train-s18	自	1	6
train-s18	己	1	3
train-s18	便	2	9
train-s18	偷	4	11
train-s18	取	2	8
train-s18	美	2	9
train-s18	丽	5	7
train-s18	的	3	8
train-s18	设	3	6
train-s18	计	2	4
train-s18	创	3	6
train-s18	意	2	13
train-s18	投	3	7
train-s18	靠	3	15
train-s18	云	2	4
train-s18	想	3	13
train-s18	集	2	12
train-s18	团	2	6
train-s19	吴	3	7
train-s19	汤	2	6
train-s19	兴	2	6
train-s19	将	3	9
train-s19	发	3	5
train-s19	辫	3	17
train-s19	交	2	6
train-s19	给	3	9
train-s19	妻	2	8
train-s19	子	1	3
train-s19	并	4	6
train-s19	且	1	5
train-s19	嘱	3	15
train-s19	咐	3	8
train-s19	若	3	8
train-s19	不	1	4
train-s19	幸	2	8
train-s19	战	3	9
train-s19	死	2	6
train-s19	以	2	4
train-s19	发	3	5
train-s19	为	1	4
train-s19	冢	3	10
train-s20	隔	2	12
train-s20	日	1	4
train-s20	义	1	3
train-s20	民	1	5
train-s20	军	2	6
train-s20	启	2	7
train-s20	程	3	12
train-s20	前	3	9
train-s20	往	3	8
train-s20	八	1	2
train-s20	卦	3	8
train-s20	山	1	8
train-s20	吴	3	7
train-s20	汤	2	6
train-s20	兴	2	6
train-s20	一	1	1
train-s20	行	3	6
train-s20	人	1	2
train-s20	皆	2	9
train-s20	壮	2	6
train-s20	烈	3	10
train-s20	成	2	6
train-s20	仁	2	4
train-s21	一	1	1
train-s21	级	2	6
train-s21	抗	3	7
train-s21	体	2	7
train-s21	对	2	5
train-s21	于	1	3
train-s21	检	4	11
train-s21	测	3	9
train-s21	如	2	6
train-s21	癌	5	17
train-s21	症	3	10
train-s21	糖	3	16
train-s21	尿	2	7
train-s21	病	3	10
train-s21	帕	2	8
train-s21	金	1	8
train-s21	森	3	12
train-s21	氏	1	4
train-s21	症	3	10
train-s21	和	2	8
train-s21	阿	3	7
train-s21	尔	2	5
train-s21	茨	3	9
train-s21	海	3	10
train-s21	默	2	16
train-s21	氏	1	4
train-s21	病	3	10
train-s21	等	3	12
train-s21	疾	2	10
train-s21	病	3	10
train-s21	所	2	8
train-s21	特	3	10
train-s21	有	2	6
train-s21	的	3	8
train-s21	生	1	5
train-s21	物	3	8
train-s21	标	2	9
train-s21	记	2	5
train-s21	是	2	9
train-s21	非	1	8
train-s21	常	2	11
train-s21	有	2	6
train-s21	用	1	5
train-s21	的	3	8
train-s22	丁	1	2
train-s22	启	2	7
train-s22	睿	3	14
train-s22	与	2	3
train-s22	杨	2	7
train-s22	文	1	4
train-s22	岳	2	8
train-s22	逃	2	9
train-s22	奔	3	8
train-s22	汝	2	6
train-s22	宁	2	5
train-s22	明	2	8
train-s22	军	2	6
train-s22	一	1	1
train-s22	路	3	13
train-s22	死	2	6
train-s22	伤	3	6
train-s22	无	1	4
train-s22	数	3	13
train-s22	傅	3	12
train-s22	宗	2	8
train-s22	龙	1	8
train-s22	战	3	9
train-s22	死	2	6
train-s22	启	2	7
train-s22	睿	3	14
train-s22	的	3	8
train-s22	敕	2	11
train-s22	书	1	4
train-s22	尚	3	8
train-s22	方	1	4
train-s22	宝	2	8
train-s22	剑	4	9
train-s22	等	3	12
train-s22	全	2	6
train-s22	部	3	10
train-s22	丢	3	6
train-s22	失	2	5
train-s23	年	1	6
train-s23	八	1	2
train-s23	国	2	8
train-s23	联	5	12
train-s23	军	2	6
train-s23	侵	2	9
train-s23	入	1	2
train-s23	天	2	4
train-s23	津	2	9
train-s23	他	2	5
train-s23	一	1	1
train-s23	度	2	9
train-s23	兼	2	10
train-s23	任	3	6
train-s23	天	2	4
train-s23	津	2	9
train-s23	都	3	10
train-s23	统	4	9
train-s23	衙	5	13
train-s23	门	1	3
train-s23	汉	2	5
train-s23	文	1	4
train-s23	秘	2	10
train-s23	书	1	4
train-s23	办	1	4
train-s23	理	3	11
train-s23	一	1	1
train-s23	切	2	4
train-s23	外	2	5
train-s23	交	2	6
train-s23	事	1	8
train-s23	务	2	5
train-s23	后	2	6
train-s23	来	1	7
train-s23	又	1	2
train-s23	兼	2	10
train-s23	任	3	6
train-s23	保	3	9
train-s23	定	2	8
train-s23	学	2	8
train-s23	堂	2	11
train-s23	总	4	9
train-s23	教	3	11
train-s23	习	1	3
train-s24	年	1	6
train-s24	该	4	8
train-s24	学	2	8
train-s24	堂	2	11
train-s24	易	3	8
train-s24	名	2	6
train-s24	为	1	4
train-s24	北	2	5
train-s24	洋	2	9
train-s24	大	1	3
train-s24	学	2	8
train-s24	堂	2	11
train-s24	今	3	4
train-s24	天	2	4
train-s24	津	2	9
train-s24	大	1	3
train-s24	学	2	8
train-s24	丁	1	2
train-s24	家	2	10
train-s24	立	1	5
train-s24	仍	2	6
train-s24	任	3	6
train-s24	总	4	9
train-s24	教	3	11
train-s24	习	1	3
train-s25	其	2	8
train-s25	后	2	6
train-s25	前	3	9
train-s25	者	2	8
train-s25	在	2	6
train-s25	逃	2	9
train-s25	亡	1	3
train-s25	时	2	7
train-s25	被	2	10
train-s25	杀	2	6
train-s25	而	1	6
train-s25	七	1	2
train-s25	里	2	7
train-s25	氏	1	4
train-s25	则	2	6
train-s25	能	2	10
train-s25	成	2	6
train-s25	功	2	5
train-s25	逃	2	9
train-s25	至	2	6
train-s25	加	2	5
train-s25	贺	3	9
train-s26	在	2	6
train-s26	最	3	12
train-s26	后	2	6
train-s26	医	2	7
train-s26	生	1	5
train-s26	终	3	8
train-s26	于	1	3
train-s26	意	2	13
train-s26	识	3	7
train-s26	到	3	8
train-s26	外	2	5
train-s26	星	2	9
train-s26	人	1	2
train-s26	们	2	5
train-s26	只	2	5
train-s26	想	3	13
train-s26	要	2	9
train-s26	他	2	5
train-s26	的	3	8
train-s26	歌	5	14
train-s26	声	2	7
train-s26	而	1	6
train-s26	并	4	6
train-s26	没	3	7
train-s26	有	2	6
train-s26	将	3	9
train-s26	他	2	5
train-s26	视	2	8
train-s26	作	2	7
train-s26	一	1	1
train-s26	个	2	3
train-s26	有	2	6
train-s26	情	2	11
train-s26	感	4	13
train-s26	的	3	8
train-s26	实	2	8
train-s26	体	2	7
train-s27	外	2	5
train-s27	星	2	9
train-s27	人	1	2
train-s27	决	2	6
train-s27	定	2	8
train-s27	将	3	9
train-s27	他	2	5
train-s27	的	3	8
train-s27	歌	5	14
train-s27	声	2	7
train-s27	传	2	6
train-s27	遍	3	12
train-s27	整	4	16
train-s27	颗	2	14
train-s27	星	2	9
train-s27	球	2	11
train-s27	这	2	7
train-s27	让	2	5
train-s27	他	2	5
train-s27	成	2	6
train-s27	为	1	4
train-s27	了	1	2
train-s27	一	1	1
train-s27	名	2	6
train-s27	歌	5	14
train-s27	星	2	9
train-s28	医	2	7
train-s28	生	1	5
train-s28	变	5	8
train-s28	得	2	11
train-s28	十	1	2
train-s28	分	2	4
train-s28	自	1	6
train-s28	负	2	6
train-s28	并	4	6
train-s28	让	2	5
train-s28	在	2	6
train-s28	航	3	10
train-s28	海	3	10
train-s28	家	2	10
train-s28	号	2	6
train-s28	上	1	3
train-s28	的	3	8
train-s28	朋	2	8
train-s28	友	2	4
train-s28	们	2	5
train-s28	感	4	13
train-s28	到	3	8
train-s28	很	2	9
train-s28	不	1	4
train-s28	愉	4	12
train-s28	快	2	7
train-s29	该	4	8
train-s29	路	3	13
train-s29	临	2	9
train-s29	近	2	7
train-s29	静	3	14
train-s29	安	2	6
train-s29	寺	2	6
train-s29	和	2	8
train-s29	曹	2	11
train-s29	家	2	10
train-s29	渡	3	12
train-s29	两	1	7
train-s29	段	3	9
train-s29	店	3	8
train-s29	铺	2	12
train-s29	较	3	10
train-s29	多	2	6
train-s30	纪	2	6
train-s30	念	4	8
train-s30	碑	3	13
train-s30	四	1	5
train-s30	周	2	8
train-s30	建	2	8
train-s30	成	2	6
train-s30	占	2	5
train-s30	地	2	6
train-s30	面	1	9
train-s30	积	3	10
train-s30	平	1	5
train-s30	方	1	4
train-s30	米	1	6
train-s30	的	3	8
train-s30	三	1	3
train-s30	元	2	4
train-s30	里	2	7
train-s30	抗	3	7
train-s30	英	2	8
train-s30	纪	2	6
train-s30	念	4	8
train-s30	公	2	4
train-s30	园	3	7
train-s31	该	4	8
train-s31	组	2	8
train-s31	织	3	8
train-s31	的	3	8
train-s31	前	3	9
train-s31	身	1	7
train-s31	是	2	9
train-s31	年	1	6
train-s31	由	1	5
train-s31	奥	2	12
train-s31	地	2	6
train-s31	利	2	7
train-s31	裔	3	13
train-s31	美	2	9
train-s31	国	2	8
train-s31	经	2	8
train-s31	济	2	9
train-s31	学	2	8
train-s31	家	2	10
train-s31	弗	1	5
train-s31	里	2	7
train-s31	茨	3	9
train-s31	马	1	3
train-s31	赫	2	14
train-s31	卢	2	5
train-s31	普	3	12
train-s31	创	3	6
train-s31	立	1	5
train-s31	的	3	8
train-s31	目	1	5
train-s31	的	3	8
train-s31	是	2	9
train-s31	为	1	4
train-s31	了	1	2
train-s31	探	3	11
train-s31	求	1	7
train-s31	解	2	13
train-s31	决	2	6
train-s31	国	2	8
train-s31	际	2	7
train-s31	货	3	8
train-s31	币	2	4
train-s31	体	2	7
train-s31	系	2	7
train-s31	问	2	6
train-s31	题	3	15
train-s31	的	3	8
train-s31	方	1	4
train-s31	案	3	10
train-s31	特	3	10
train-s31	别	3	7
train-s31	是	2	9
train-s31	年	1	6
train-s31	代	2	5
train-s31	美	2	9
train-s31	国	2	8
train-s31	所	2	8
train-s31	面	1	9
train-s31	临	2	9
