sent_id	character	component_n	stroke_n
train-s22	方	1	4
train-s22	宝	2	8
train-s22	剑	4	9
train-s22	全	2	6
train-s22	丢	3	6
train-s22	失	2	5
train-s23	侵	2	9
train-s23	津	2	9
train-s23	度	2	9
train-s23	兼	2	10
train-s23	任	3	6
train-s23	衙	5	13
train-s23	门	1	3
train-s23	汉	2	5
train-s23	秘	2	10
train-s23	办	1	4
train-s23	切	2	4
train-s23	务	2	5
train-s23	又	1	2
train-s23	保	3	9
train-s23	总	4	9
train-s23	教	3	11
train-s23	习	1	3
train-s24	易	3	8
train-s24	北	2	5
train-s24	洋	2	9
train-s24	今	3	4
train-s24	立	1	5
train-s24	仍	2	6
train-s25	亡	1	3
train-s25	杀	2	6
train-s25	七	1	2
train-s25	里	2	7
train-s25	功	2	5
train-s25	贺	3	9
train-s26	终	3	8
train-s26	识	3	7
train-s26	星	2	9
train-s26	要	2	9
train-s26	歌	5	14
train-s26	声	2	7
train-s26	没	3	7
train-s26	感	4	13
train-s27	遍	3	12
train-s27	整	4	16
train-s27	颗	2	14
train-s27	球	2	11
train-s27	让	2	5
train-s28	变	5	8
train-s28	得	2	11
train-s28	航	3	10
train-s28	号	2	6
train-s28	很	2	9
train-s28	愉	4	12
train-s28	快	2	7
train-s29	临	2	9
train-s29	近	2	7
train-s29	安	2	6
train-s29	寺	2	6
train-s29	曹	2	11
train-s29	渡	3	12
train-s29	铺	2	12
train-s29	较	3	10
train-s30	纪	2	6
train-s30	念	4	8
train-s30	碑	3	13
train-s30	四	1	5
train-s30	建	2	8
train-s30	占	2	5
train-s30	面	1	9
train-s30	积	3	10
train-s30	米	1	6
train-s30	元	2	4
train-s30	英	2	8
train-s30	公	2	4
train-s31	组	2	8
train-s31	织	3	8
train-s31	奥	2	12
train-s31	裔	3	13
train-s31	济	2	9
train-s31	弗	1	5
train-s31	马	1	3
train-s31	赫	2	14
train-s31	卢	2	5
train-s31	普	3	12
train-s31	探	3	11
train-s31	求	1	7
train-s31	际	2	7
train-s31	币	2	4
train-s31	问	2	6
train-s31	题	3	15
train-s31	案	3	10
train-s31	别	3	7
train-s31	收	2	6
train-s31	危	3	6
train-s31	机	2	6
train-s32	瑞	3	13
train-s32	典	2	8
train-s32	布	2	5
train-s32	赖	3	13
train-s32	滕	2	15
train-s32	费	2	9
train-s32	败	2	8
train-s32	神	2	9
train-s32	圣	2	5
train-s32	帝	2	9
train-s32	麦	2	7
train-s32	却	3	7
train-s32	嫉	3	13
train-s32	妒	2	7
train-s32	果	1	8
train-s32	恐	4	10
train-s32	惧	3	11
train-s32	乘	1	10
train-s32	攻	2	7
train-s32	耳	1	6
train-s32	曼	2	11
train-s32	南	2	9
train-s32	宣	4	9
train-s33	密	3	11
train-s33	苏	2	7
train-s33	州	1	6
train-s33	放	2	8
train-s33	置	3	13
train-s33	校	3	10
train-s33	馆	3	11
train-s33	小	1	3
train-s33	区	2	4
train-s34	基	3	11
train-s34	伊	2	6
train-s34	塞	2	13
train-s34	故	3	9
train-s34	住	3	7
train-s34	央	1	5
train-s34	雄	3	12
train-s34	性	2	8
train-s34	极	2	7
train-s34	鹅	2	12
train-s34	伴	2	7
train-s34	侣	3	8
train-s35	孵	5	14
train-s35	协	2	6
train-s35	助	2	7
train-s35	抚	2	7
train-s35	养	3	9
train-s35	幼	2	5
train-s35	鸟	1	5
train-s35	许	3	6
train-s36	诸	3	10
train-s36	葛	5	12
train-s36	亮	4	9
train-s36	阵	2	6
train-s36	营	3	11
train-s36	练	2	8
train-s37	崎	4	11
train-s37	郎	3	8
train-s37	足	2	7
train-s37	员	2	7
train-s38	水	1	4
train-s38	库	2	7
train-s38	雨	1	8
train-s38	千	1	3
train-s38	拔	2	8
train-s39	始	3	8
train-s39	命	4	8
train-s39	险	4	9
train-s39	拓	2	8
train-s39	展	2	10
train-s39	市	2	5
train-s39	场	2	6
train-s39	东	1	5
train-s39	京	3	8
train-s39	处	2	5
train-s40	鱼	1	8
train-s40	西	1	6
train-s40	包	2	5
train-s40	括	2	9
train-s40	岛	2	7
train-s40	湾	6	12
train-s40	域	3	11
train-s41	存	2	6
train-s41	栋	2	9
train-s41	屋	3	9
train-s41	村	2	7
train-s41	合	2	6
train-s41	汇	2	5
train-s42	换	4	10
train-s42	断	3	11
train-s42	扩	2	6
train-s42	产	2	6
train-s42	反	2	4
train-s42	过	2	6
train-s42	步	2	7
train-s43	社	2	7
train-s43	先	2	6
train-s44	它	2	5
train-s44	氧	4	10
train-s44	氮	5	12
train-s44	催	3	13
train-s44	臭	2	10
train-s44	层	3	7
train-s44	造	3	10
train-s44	破	2	10
train-s44	坏	2	7
train-s44	引	2	4
train-s44	起	3	10
train-s45	氯	5	12
train-s45	铑	2	11
train-s45	式	2	6
train-s45	称	3	10
train-s45	稳	4	14
train-s45	室	3	9
train-s45	温	3	12
train-s45	暗	2	13
train-s45	固	3	8
train-s46	点	3	9
train-s46	钒	3	8
train-s46	剂	2	8
train-s46	磷	4	17
train-s47	江	2	6
train-s47	镇	4	15
train-s47	辖	3	14
train-s47	茄	3	8
train-s47	芮	2	7
train-s47	寻	2	6
train-s47	塘	3	13
train-s47	源	3	13
train-s48	卫	2	3
train-s48	滚	4	13
train-s48	档	3	10
train-s48	重	1	9
train-s48	栏	4	9
train-s48	双	2	4
train-s48	字	2	6
train-s48	幕	4	13
train-s48	呈	2	7
train-s48	提	3	12
train-s48	供	3	8
train-s48	娱	4	10
train-s48	服	2	8
train-s50	尝	4	9
train-s50	亚	1	6
train-s50	斯	3	12
train-s50	仰	3	6
train-s50	徒	3	10
train-s51	新	3	12
train-s51	牙	1	4
train-s52	修	3	9
train-s52	岁	2	6
train-s52	拿	3	10
train-s53	冠	2	9
train-s53	浦	2	10
train-s53	宫	3	9
train-s53	城	3	9
train-s53	佐	3	7
train-s53	藤	3	18
train-s53	胜	2	9
train-s53	昭	3	9
train-s53	手	1	4
train-s54	欧	3	8
train-s54	喜	5	12
train-s54	欢	2	6
train-s54	科	2	9
train-s54	博	3	12
train-s54	士	1	3
train-s54	祭	2	11
train-s54	坛	3	7
train-s54	朝	2	12
train-s54	跟	2	13
train-s54	某	2	9
train-s55	属	2	12
train-s55	共	2	6
train-s55	锡	4	13
train-s56	留	2	10
train-s56	爬	2	8
train-s56	退	2	9
train-s56	颌	3	12
train-s56	归	2	5
train-s56	哺	2	10
train-s56	乳	3	8
train-s57	碘	3	13
train-s57	离	2	10
train-s57	碱	4	14
train-s57	质	3	8
train-s57	酸	4	14
train-s58	讲	2	6
train-s58	述	3	8
train-s58	唐	2	10
train-s58	伯	2	7
train-s58	虎	2	8
train-s58	婢	3	11
train-s58	秋	2	9
train-s58	香	2	9
train-s58	恋	5	10
train-s59	腔	4	12
train-s59	蛇	3	11
train-s59	栖	2	10
train-s59	草	3	19
train-s59	农	2	6
train-s59	遇	3	12
train-s59	敌	2	10
train-s59	扭	2	7
train-s59	威	3	9
train-s59	吓	2	6
train-s60	议	2	5
train-s60	君	2	7
train-s60	权	2	6
train-s60	升	2	4
train-s60	限	2	8
train-s61	洲	2	9
train-s62	跳	2	13
train-s62	远	3	7
train-s62	技	3	7
train-s62	巧	2	5
train-s62	及	1	3
train-s62	跨	4	13
train-s63	模	4	14
train-s63	纹	2	7
train-s63	覆	4	18
train-s63	盖	2	11
train-s63	排	2	11
train-s63	映	2	9
train-s63	射	2	10
train-s64	奉	2	8
train-s64	殿	3	13
train-s64	旧	2	5
train-s64	舍	3	8
train-s64	座	4	10
train-s64	须	2	9
train-s64	驻	3	8
train-s64	礼	2	5
train-s65	屯	1	4
train-s65	岸	3	9
train-s65	志	2	7
train-s66	相	2	9
train-s67	摄	4	13
train-s67	影	5	15
train-s67	术	2	5
train-s68	船	3	11
train-s68	久	1	3
train-s68	藏	4	17
train-s68	何	3	7
train-s68	师	3	6
train-s68	挑	2	9
train-s68	鬼	1	9
train-s69	潟	0	0
train-s69	湖	4	12
train-s69	珊	2	9
train-s69	瑚	4	13
train-s69	礁	3	17
train-s69	群	3	13
train-s70	角	1	7
train-s70	研	3	9
train-s70	形	3	7
train-s70	边	2	5
train-s71	话	2	8
train-s71	那	2	6
train-s71	条	2	7
train-s71	确	2	12
train-s72	介	2	4
train-s72	余	2	7
train-s72	况	3	7
train-s73	招	3	8
train-s73	募	4	12
train-s73	精	2	14
train-s74	完	3	7
train-s74	背	3	9
train-s74	量	4	12
train-s74	跑	3	12
train-s74	距	2	11
train-s74	规	2	8
train-s74	减	4	11
train-s75	心	1	4
train-s75	从	2	4
train-s76	早	2	12
train-s76	晚	3	11
train-s76	划	2	6
train-s76	墓	4	13
train-s76	葬	3	12
train-s77	项	2	9
train-s77	铁	3	10
train-s77	赛	2	14
train-s77	具	2	8
train-s77	响	3	9
train-s77	力	1	2
train-s77	词	3	7
train-s78	兹	2	9
train-s78	贝	1	4
train-s78	口	1	3
train-s78	半	1	5
train-s78	督	4	13
train-s79	楼	3	13
train-s79	遗	3	12
train-s79	迹	5	9
train-s79	挖	4	9
train-s79	掘	4	11
train-s80	初	2	7
train-s80	政	3	9
train-s80	兰	3	5
train-s80	福	3	13
train-s80	戈	1	4
train-s80	咸	3	9
train-s80	顿	2	10
train-s80	霍	2	16
train-s80	姆	2	8
train-s81	浙	3	10
train-s81	省	3	9
train-s81	永	1	15
train-s81	嘉	6	14
train-s81	县	2	7
train-s81	府	3	8
train-s81	治	3	8
train-s81	楠	3	13
train-s81	溪	3	13
train-s82	波	2	8
train-s82	古	2	5
train-s83	课	2	10
train-s83	均	3	7
train-s83	脑	2	10
train-s83	接	3	11
train-s83	宽	3	10
train-s83	频	3	13
train-s85	唯	2	11
train-s85	然	2	12
train-s85	鸥	3	9
train-s86	网	1	6
train-s86	老	1	6
train-s86	毒	2	9
train-s86	舌	1	6
train-s86	甚	3	9
train-s86	直	2	8
train-s86	蔑	3	14
train-s86	媒	3	12
train-s86	司	2	5
train-s86	土	1	3
train-s87	亩	2	7
train-s87	愚	3	13
train-s88	俄	2	9
train-s88	莫	3	10
train-s88	举	3	9
train-s88	晤	3	11
train-s88	签	4	13
train-s88	署	3	13
train-s88	境	3	14
train-s88	互	1	4
train-s88	裁	2	12
train-s89	钢	3	9
train-s89	琴	5	12
train-s89	奏	3	9
train-s89	泛	3	7
train-s89	丰	1	4
train-s89	富	3	12
train-s89	沪	2	7
train-s89	著	3	11
train-s89	扬	2	6
train-s89	誉	3	13
train-s90	院	4	9
train-s91	内	1	4
train-s91	汽	4	7
train-s91	车	1	4
train-s92	苹	2	8
train-s92	陆	3	7
train-s92	旗	3	14
train-s92	舰	2	10
train-s93	业	1	5
train-s93	幢	4	15
train-s93	塔	4	12
train-s93	低	3	7
train-s93	筑	4	12
train-s94	既	2	9
train-s94	版	3	8
train-s96	季	2	8
train-s96	轮	3	8
train-s96	局	2	7
train-s96	申	1	5
train-s96	花	3	7
train-s96	降	3	8
train-s96	忧	2	7
train-s97	俱	3	10
train-s97	笔	2	10
train-s97	尼	2	5
train-s97	拉	2	8
train-s97	帅	2	5
train-s97	蒂	3	12
train-s97	迦	3	8
train-s97	夺	2	6
train-s97	呼	2	8
train-s97	冕	3	11
train-s97	恒	4	9
train-s98	徽	4	17
train-s99	陶	3	10
train-s99	恩	3	10
train-s99	附	3	7
train-s100	雷	2	13
train-s100	锰	3	13
train-s100	矿	2	8
train-s100	污	3	6
train-s100	染	4	9
train-s100	河	3	8
train-s101	左	2	5
train-s101	右	2	5
train-s101	刻	4	8
train-s101	察	3	14
train-s102	赞	5	16
train-s103	去	2	5
train-s103	宇	2	6
train-s103	宙	2	8
train-s104	验	4	10
train-s104	散	4	12
train-s104	蕾	3	16
train-s104	丝	3	5
train-s104	石	1	5
train-s105	据	4	11
train-s105	素	2	10
train-s105	推	2	11
train-s106	结	3	9
train-s106	婚	3	11
train-s106	侧	3	8
train-s107	刺	2	8
train-s108	享	3	8
train-s108	空	3	8
train-s108	待	3	9
train-s108	摊	3	13
train-s109	田	1	5
train-s109	急	3	9
train-s110	乔	3	6
train-s111	盟	3	13
train-s111	亿	2	3
train-s111	派	2	9
train-s112	艾	2	5
train-s112	滋	3	12
train-s112	旨	2	6
train-s113	百	2	6
train-s114	概	3	13
train-s114	慈	3	13
train-s114	构	3	8
train-s114	采	2	8
train-s115	荷	4	10
train-s116	判	2	7
train-s116	朴	2	6
train-s116	焕	4	11
train-s116	罪	2	13
train-s116	释	2	12
train-s117	满	2	13
train-s117	贯	2	8
train-s117	顶	2	8
train-s117	巡	4	6
train-s117	回	2	6
train-s118	评	2	7
train-s118	批	2	7
train-s118	亦	4	6
train-s119	戏	2	6
train-s119	售	2	11
train-s119	套	2	10
train-s120	智	3	12
train-s120	慧	4	15
train-s121	画	3	8
train-s122	役	3	7
train-s122	串	1	7
train-s123	效	3	10
train-s123	即	2	7
train-s123	略	3	11
train-s125	件	2	6
train-s125	需	2	14
train-s126	霸	2	21
train-s127	随	4	11
train-s128	荣	2	9
train-s128	茂	2	8
train-s128	综	3	11
train-s128	房	2	8
train-s128	宅	3	10
train-s128	酒	2	10
train-s128	零	4	13
train-s129	付	2	5
train-s129	额	4	15
train-s129	股	3	8
train-s129	票	2	11
train-s129	偿	5	11
train-s129	欺	3	12
train-s129	骗	3	12
train-s130	丑	1	4
train-s130	迅	3	16
train-s130	职	3	11
train-s130	辞	2	13
train-s130	审	2	8
train-s131	弟	4	7
train-s131	翰	3	16
train-s131	坦	3	8
train-s131	克	3	7
train-s131	除	3	9
train-s131	酗	3	11
train-s131	吸	2	6
train-s131	食	3	9
train-s131	柯	3	9
train-s131	惯	3	11
train-s131	妥	2	7
train-s132	谈	3	10
train-s133	燃	3	15
train-s133	气	3	4
train-s133	焊	3	11
train-s135	春	2	9
train-s135	寒	2	12
train-s135	冷	4	7
train-s135	旋	2	11
train-s135	涡	3	10
train-s136	哲	3	10
train-s136	告	2	7
train-s136	深	3	11
train-s136	浪	3	10
train-s136	涯	4	11
train-s137	彼	2	8
train-s137	悠	3	11
train-s138	乾	3	11
train-s138	喇	3	12
train-s138	嘛	4	16
train-s139	柴	3	10
train-s139	油	2	8
train-s139	援	5	12
train-s140	邓	2	4
train-s140	训	2	5
train-s140	羌	2	7
train-s140	叔	3	8
train-s140	吾	2	7
train-s140	率	1	11
train-s140	户	1	4
train-s140	依	2	8
train-s141	六	2	4
train-s141	九	1	2
train-s142	哈	3	9
train-s142	桥	4	10
train-s142	施	2	9
train-s142	埋	3	10
train-s142	辆	2	11
train-s142	火	1	4
train-s142	头	1	5
train-s143	查	3	9
train-s144	怖	3	8
train-s144	持	3	9
train-s145	乡	1	3
train-s145	川	1	3
train-s145	阳	2	6
train-s145	盆	3	9
train-s145	偏	3	11
train-s145	丘	1	7
train-s145	陵	4	10
train-s146	耶	2	8
train-s146	律	2	9
train-s146	哥	4	10
train-s146	姚	2	9
train-s146	辽	2	5
train-s147	显	2	9
train-s147	风	1	4
train-s147	良	2	7
train-s147	速	2	10
train-s147	范	3	8
train-s147	围	2	7
train-s148	准	2	10
train-s148	客	3	9
train-s149	绸	3	11
train-s149	蓬	4	13
train-s149	勃	3	9
train-s150	瞩	3	17
train-s150	纺	2	7
train-s150	颠	4	16
train-s150	棉	3	12
train-s150	革	1	9
train-s151	彩	3	11
train-s152	蚕	3	10
train-s152	请	2	10
train-s153	甘	1	5
train-s153	肃	1	8
train-s153	舞	3	14
train-s153	策	2	12
train-s153	敦	4	12
train-s153	煌	3	13
train-s153	窟	5	13
train-s153	景	4	12
train-s153	族	2	11
train-s154	报	2	7
train-s154	核	4	10
train-s154	护	2	7
train-s155	盛	3	11
train-s155	菜	3	11
train-s155	稻	3	15
train-s156	严	1	7
train-s157	鸿	3	11
train-s157	逵	4	11
train-s157	清	2	11
train-s157	赓	3	12
train-s157	臣	1	6
train-s157	吕	2	6
train-s158	委	2	8
train-s158	煜	3	13
train-s159	缅	2	12
train-s159	甸	2	7
train-s160	爆	3	19
train-s160	疫	3	9
train-s161	汪	2	7
train-s161	蛮	5	12
train-s161	潮	3	15
train-s162	细	2	8
train-s162	奇	3	8
train-s162	缺	2	10
train-s164	阁	3	9
train-s164	召	2	5
train-s165	圳	2	6
train-s165	毕	2	6
train-s167	蕴	4	15
train-s167	居	3	8
train-s168	牧	2	8
train-s168	畜	2	10
train-s168	突	3	9
train-s169	令	3	5
train-s170	拟	3	7
train-s170	订	2	4
train-s170	衡	4	16
train-s170	宏	3	7
train-s170	调	3	10
train-s170	控	4	11
train-s171	款	2	12
train-s171	必	1	5
train-s171	按	3	9
train-s171	照	4	13
train-s172	例	3	8
train-s172	禁	3	13
train-s172	止	1	4
