sent_id	word_char	character_token_n	stroke_n
train-s12	是	1	9
train-s12	我们	2	12
train-s12	所	1	8
train-s12	不能	2	14
train-s12	容忍	2	16
train-s12	的	1	8
train-s13	可	1	5
train-s13	用	1	5
train-s13	于	1	3
train-s13	设计	2	10
train-s13	信息	2	19
train-s13	检索	2	21
train-s13	或	1	8
train-s13	病历	2	14
train-s13	系统	2	16
train-s13	促进	2	16
train-s13	不同	2	10
train-s13	系统	2	16
train-s13	之间	2	10
train-s13	的	1	8
train-s13	通讯	2	15
train-s13	交流	2	16
train-s13	或者	2	16
train-s13	用	1	5
train-s13	于	1	3
train-s13	开发	2	9
train-s13	能够	2	21
train-s13	解析	2	21
train-s13	生物	2	13
train-s13	医学	2	15
train-s13	文献	2	17
train-s13	的	1	8
train-s13	系统	2	16
train-s14	一	1	1
train-s14	支	1	4
train-s14	由	1	5
train-s14	白人	2	7
train-s14	军官	2	14
train-s14	带领	2	20
train-s14	的	1	8
train-s14	黑人	2	14
train-s14	民兵	2	12
train-s14	洗劫	2	16
train-s14	了	1	2
train-s14	卡梅隆	3	34
train-s14	庄园	2	13
train-s14	并且	2	11
train-s14	企图	2	14
train-s14	强暴	2	27
train-s14	卡梅隆	3	34
train-s14	家	1	10
train-s14	的	1	8
train-s14	每	1	7
train-s14	一	1	1
train-s14	个	1	3
train-s14	女眷	2	14
train-s14	但	1	7
train-s14	邦联	2	18
train-s14	军队	2	10
train-s14	击溃	2	17
train-s14	这些	2	15
train-s14	民兵	2	12
train-s14	拯救	2	20
train-s14	了	1	2
train-s14	她们	2	11
train-s15	年	1	6
train-s15	剩下	2	15
train-s15	的	1	8
train-s15	时光	2	13
train-s15	乐团	2	11
train-s15	都	1	10
train-s15	用	1	5
train-s15	来	1	7
train-s15	编写	2	17
train-s15	与	1	3
train-s15	录制	2	16
train-s15	乐团	2	11
train-s15	的	1	8
train-s15	第三	2	14
train-s15	张	1	7
train-s15	专辑	2	17
train-s15	闲言闲语	4	30
train-s15	就是	2	21
train-s15	不道	2	18
train-s15	自己	2	9
train-s15	该	1	8
train-s15	专辑	2	17
train-s15	并	1	6
train-s15	在	1	6
train-s15	年	1	6
train-s15	月	1	4
train-s15	发行	2	11
train-s16	当时	2	13
train-s16	他	1	5
train-s16	对	1	5
train-s16	巴黎	2	19
train-s16	这	1	7
train-s16	个	1	3
train-s16	法国	2	16
train-s16	首都	2	19
train-s16	兴奋	2	14
train-s16	不已	2	7
train-s16	并	1	6
train-s16	决定	2	14
train-s16	将	1	9
train-s16	各种	2	15
train-s16	印象	2	16
train-s16	和	1	8
train-s16	想像	2	26
train-s16	化成	2	10
train-s16	音乐	2	14
train-s16	作	1	7
train-s16	为	1	4
train-s16	表达	2	14
train-s16	他	1	5
train-s16	在	1	6
train-s16	巴黎	2	19
train-s16	谱写	2	19
train-s16	此	1	6
train-s16	乐曲	2	11
train-s16	在	1	6
train-s16	一	1	1
train-s16	次	1	6
train-s16	前往	2	17
train-s16	维也纳	3	21
train-s16	行程	2	18
train-s16	的	1	8
train-s16	途中	2	14
train-s16	进行	2	13
train-s16	配器	2	26
train-s16	工作	2	10
train-s16	首演	2	23
train-s16	则	1	6
train-s16	在	1	6
train-s16	纽约	2	13
train-s16	于	1	3
train-s16	年	1	6
train-s16	月	1	4
train-s16	日	1	4
train-s16	由	1	5
train-s16	瓦德	2	19
train-s16	丹路殊	3	27
train-s16	指挥	2	18
train-s16	纽约	2	13
train-s16	爱乐	2	15
train-s16	演出	2	19
train-s17	而	1	6
train-s17	雪莉	2	21
train-s17	的	1	8
train-s17	卧底	2	16
train-s17	身份	2	13
train-s17	也	1	3
train-s17	被	1	10
train-s17	拆穿	2	17
train-s17	原来	2	17
train-s17	雪莉	2	21
train-s17	的	1	8
train-s17	真正	2	15
train-s17	身份	2	13
train-s17	是	1	9
train-s17	云想	2	17
train-s17	集团	2	18
train-s17	董事	2	20
train-s17	长	1	4
train-s17	高	1	10
train-s17	超	1	12
train-s17	之	1	3
train-s17	女	1	3
train-s17	高	1	10
train-s17	蓓	1	13
train-s17	受	1	8
train-s17	后母	2	11
train-s17	品	1	9
train-s17	缇	1	12
train-s17	王	1	4
train-s17	琳	1	12
train-s17	饰	1	8
train-s17	指使	2	17
train-s17	化名	2	10
train-s17	雪莉	2	21
train-s17	潜入	2	17
train-s17	天衣	2	10
train-s17	集团	2	18
train-s17	搞垮	2	22
train-s17	天衣	2	10
train-s18	静华	2	20
train-s18	后来	2	13
train-s18	发现	2	13
train-s18	叶	1	5
train-s18	广义	2	6
train-s18	不爱	2	14
train-s18	自己	2	9
train-s18	便	1	9
train-s18	偷取	2	19
train-s18	美丽	2	16
train-s18	的	1	8
train-s18	设计	2	10
train-s18	创意	2	19
train-s18	投靠	2	22
train-s18	云想	2	17
train-s18	集团	2	18
train-s19	吴	1	7
train-s19	汤兴	2	12
train-s19	将	1	9
train-s19	发辫	2	22
train-s19	交给	2	15
train-s19	妻子	2	11
train-s19	并且	2	11
train-s19	嘱咐	2	23
train-s19	若	1	8
train-s19	不幸	2	12
train-s19	战死	2	15
train-s19	以	1	4
train-s19	发	1	5
train-s19	为	1	4
train-s19	冢	1	10
train-s20	隔日	2	16
train-s20	义民	2	8
train-s20	军	1	6
train-s20	启程	2	19
train-s20	前往	2	17
train-s20	八卦	2	10
train-s20	山	1	8
train-s20	吴	1	7
train-s20	汤兴	2	12
train-s20	一	1	1
train-s20	行	1	6
train-s20	人	1	2
train-s20	皆	1	9
train-s20	壮烈	2	16
train-s20	成仁	2	10
train-s21	一	1	1
train-s21	级	1	6
train-s21	抗体	2	14
train-s21	对于	2	8
train-s21	检测	2	20
train-s21	如	1	6
train-s21	癌症	2	27
train-s21	糖尿	2	23
train-s21	病	1	10
train-s21	帕金森	3	28
train-s21	氏	1	4
train-s21	症	1	10
train-s21	和	1	8
train-s21	阿尔茨海默	5	47
train-s21	氏	1	4
train-s21	病	1	10
train-s21	等	1	12
train-s21	疾病	2	20
train-s21	所	1	8
train-s21	特有	2	16
train-s21	的	1	8
train-s21	生物	2	13
train-s21	标记	2	14
train-s21	是	1	9
train-s21	非常	2	19
train-s21	有用	2	11
train-s21	的	1	8
train-s22	丁	1	2
train-s22	启睿	2	21
train-s22	与	1	3
train-s22	杨	1	7
train-s22	文岳	2	12
train-s22	逃奔	2	17
train-s22	汝宁	2	11
train-s22	明	1	8
train-s22	军	1	6
train-s22	一路	2	14
train-s22	死伤	2	12
train-s22	无数	2	17
train-s22	傅	1	12
train-s22	宗龙	2	16
train-s22	战死	2	15
train-s22	启睿	2	21
train-s22	的	1	8
train-s22	敕书	2	15
train-s22	尚方	2	12
train-s22	宝剑	2	17
train-s22	等	1	12
train-s22	全部	2	16
train-s22	丢失	2	11
train-s23	年	1	6
train-s23	八	1	2
train-s23	国	1	8
train-s23	联军	2	18
train-s23	侵入	2	11
train-s23	天津	2	13
train-s23	他	1	5
train-s23	一	1	1
train-s23	度	1	9
train-s23	兼任	2	16
train-s23	天津	2	13
train-s23	都统	2	19
train-s23	衙门	2	16
train-s23	汉	1	5
train-s23	文	1	4
train-s23	秘书	2	14
train-s23	办理	2	15
train-s23	一切	2	5
train-s23	外交	2	11
train-s23	事务	2	13
train-s23	后来	2	13
train-s23	又	1	2
train-s23	兼任	2	16
train-s23	保定	2	17
train-s23	学堂	2	19
train-s23	总	1	9
train-s23	教习	2	14
train-s24	年	1	6
train-s24	该	1	8
train-s24	学堂	2	19
train-s24	易名	2	14
train-s24	为	1	4
train-s24	北洋	2	14
train-s24	大	1	3
train-s24	学堂	2	19
train-s24	今	1	4
train-s24	天津	2	13
train-s24	大学	2	11
train-s24	丁	1	2
train-s24	家立	2	15
train-s24	仍	1	6
train-s24	任	1	6
train-s24	总	1	9
train-s24	教习	2	14
train-s25	其后	2	14
train-s25	前者	2	17
train-s25	在	1	6
train-s25	逃亡	2	12
train-s25	时	1	7
train-s25	被	1	10
train-s25	杀	1	6
train-s25	而	1	6
train-s25	七里	2	9
train-s25	氏	1	4
train-s25	则	1	6
train-s25	能	1	10
train-s25	成功	2	11
train-s25	逃至	2	15
train-s25	加贺	2	14
train-s26	在	1	6
train-s26	最后	2	18
train-s26	医生	2	12
train-s26	终于	2	11
train-s26	意识	2	20
train-s26	到	1	8
train-s26	外星	2	14
train-s26	人	1	2
train-s26	们	1	5
train-s26	只	1	5
train-s26	想	1	13
train-s26	要	1	9
train-s26	他	1	5
train-s26	的	1	8
train-s26	歌声	2	21
train-s26	而	1	6
train-s26	并	1	6
train-s26	没有	2	13
train-s26	将	1	9
train-s26	他	1	5
train-s26	视作	2	15
train-s26	一	1	1
train-s26	个	1	3
train-s26	有	1	6
train-s26	情感	2	24
train-s26	的	1	8
train-s26	实体	2	15
train-s27	外星	2	14
train-s27	人	1	2
train-s27	决定	2	14
train-s27	将	1	9
train-s27	他	1	5
train-s27	的	1	8
train-s27	歌声	2	21
train-s27	传遍	2	18
train-s27	整颗	2	30
train-s27	星球	2	20
train-s27	这	1	7
train-s27	让	1	5
train-s27	他	1	5
train-s27	成	1	6
train-s27	为	1	4
train-s27	了	1	2
train-s27	一	1	1
train-s27	名	1	6
train-s27	歌星	2	23
train-s28	医生	2	12
train-s28	变得	2	19
train-s28	十分	2	6
train-s28	自负	2	12
train-s28	并	1	6
train-s28	让	1	5
train-s28	在	1	6
train-s28	航海	2	20
train-s28	家	1	10
train-s28	号	1	6
train-s28	上	1	3
train-s28	的	1	8
train-s28	朋友	2	12
train-s28	们	1	5
train-s28	感到	2	21
train-s28	很	1	9
train-s28	不	1	4
train-s28	愉快	2	19
train-s29	该路	2	21
train-s29	临近	2	16
train-s29	静安	2	20
train-s29	寺	1	6
train-s29	和	1	8
train-s29	曹家	2	21
train-s29	渡	1	12
train-s29	两	1	7
train-s29	段	1	9
train-s29	店铺	2	20
train-s29	较多	2	16
train-s30	纪念	2	14
train-s30	碑	1	13
train-s30	四周	2	13
train-s30	建成	2	14
train-s30	占地	2	11
train-s30	面积	2	19
train-s30	平方米	3	15
train-s30	的	1	8
train-s30	三元	2	7
train-s30	里	1	7
train-s30	抗	1	7
train-s30	英	1	8
train-s30	纪念	2	14
train-s30	公园	2	11
train-s31	该	1	8
train-s31	组织	2	16
train-s31	的	1	8
train-s31	前身	2	16
train-s31	是	1	9
train-s31	年	1	6
train-s31	由	1	5
train-s31	奥地利	3	25
train-s31	裔	1	13
train-s31	美国	2	17
train-s31	经济	2	17
train-s31	学	1	8
train-s31	家	1	10
train-s31	弗里茨	3	21
train-s31	马赫卢普	4	34
train-s31	创立	2	11
train-s31	的	1	8
train-s31	目的	2	13
train-s31	是	1	9
train-s31	为了	2	6
train-s31	探求	2	18
train-s31	解决	2	19
train-s31	国际	2	15
train-s31	货币	2	12
train-s31	体系	2	14
train-s31	问题	2	21
train-s31	的	1	8
train-s31	方案	2	14
train-s31	特别	2	17
train-s31	是	1	9
train-s31	年代	2	11
train-s31	美国	2	17
train-s31	所	1	8
train-s31	面临	2	18
train-s31	的	1	8
train-s31	国际	2	15
train-s31	收支	2	10
train-s31	危机	2	12
train-s32	年	1	6
train-s32	月	1	4
train-s32	瑞典	2	21
train-s32	军	1	6
train-s32	于	1	3
train-s32	布赖滕费尔德	6	62
train-s32	再度	2	15
train-s32	击败	2	13
train-s32	神圣	2	14
train-s32	罗马	2	11
train-s32	帝国	2	17
train-s32	军	1	6
train-s32	但	1	7
train-s32	此时	2	13
train-s32	丹麦	2	11
train-s32	王	1	4
train-s32	却	1	7
train-s32	嫉妒	2	20
train-s32	瑞典	2	21
train-s32	军	1	6
train-s32	的	1	8
train-s32	成果	2	14
train-s32	并	1	6
train-s32	恐惧	2	21
train-s32	瑞典	2	21
train-s32	强大	2	15
train-s32	后	1	6
train-s32	丹麦	2	11
train-s32	受	1	8
train-s32	其	1	8
train-s32	所	1	8
train-s32	制	1	8
train-s32	因	1	6
train-s32	此	1	6
train-s32	乘	1	10
train-s32	瑞典	2	21
train-s32	军	1	6
train-s32	进攻	2	14
train-s32	日耳曼	3	21
train-s32	南方	2	13
train-s32	之	1	3
train-s32	际	1	7
train-s32	向	1	6
train-s32	瑞典	2	21
train-s32	宣战	2	18
train-s33	在	1	6
train-s33	密苏里	3	25
train-s33	州	1	6
train-s33	由于	2	8
train-s33	家长	2	14
train-s33	的	1	8
train-s33	要求	2	16
train-s33	该书	2	12
train-s33	被	1	10
train-s33	放置	2	21
train-s33	在	1	6
train-s33	学校	2	18
train-s33	图书	2	12
train-s33	馆	1	11
train-s33	的	1	8
train-s33	非	1	8
train-s33	小说	2	12
train-s33	类	1	9
train-s33	文学	2	12
train-s33	作品	2	16
train-s33	区	1	4
train-s34	本书	2	9
train-s34	就是	2	21
train-s34	基	1	11
train-s34	于	1	3
train-s34	罗伊	2	14
train-s34	和	1	8
train-s34	塞隆	2	24
train-s34	的	1	8
train-s34	真实	2	18
train-s34	故事	2	17
train-s34	这	1	7
train-s34	两	1	7
train-s34	只	1	5
train-s34	住	1	7
train-s34	在	1	6
train-s34	纽约	2	13
train-s34	中央	2	9
train-s34	公园	2	11
train-s34	动物	2	14
train-s34	园	1	7
train-s34	的	1	8
train-s34	雄性	2	20
train-s34	南极	2	16
train-s34	企鹅	2	18
train-s34	组成	2	14
train-s34	伴侣	2	15
train-s34	达	1	6
train-s34	年	1	6
train-s35	现实	2	16
train-s35	中	1	4
train-s35	雄性	2	20
train-s35	企鹅	2	18
train-s35	孵化	2	18
train-s35	并	1	6
train-s35	协助	2	13
train-s35	抚养	2	16
train-s35	幼鸟	2	10
train-s35	成长	2	10
train-s35	是	1	9
train-s35	其	1	8
train-s35	天性	2	12
train-s35	这	1	7
train-s35	在	1	6
train-s35	其他	2	13
train-s35	许多	2	12
train-s35	鸟类	2	14
train-s35	中	1	4
train-s35	也	1	3
train-s35	很	1	9
train-s35	常见	2	15
train-s36	诸葛	2	22
train-s36	亮	1	9
train-s36	发明	2	13
train-s36	八	1	2
train-s36	阵	1	6
train-s36	图	1	8
train-s36	以	1	4
train-s36	利	1	7
train-s36	立营	2	16
train-s36	练兵	2	15
train-s37	三崎	2	14
train-s37	四郎	2	13
train-s37	日本	2	9
train-s37	足球	2	18
train-s37	运动	2	13
train-s37	员	1	7
train-s37	前	1	9
train-s37	日本	2	9
train-s37	国家	2	18
train-s37	足球	2	18
train-s37	队	1	4
train-s37	成员	2	13
train-s38	水库	2	11
train-s38	正常	2	16
train-s38	库容	2	16
train-s38	为	1	4
train-s38	立方米	3	15
train-s38	集雨	2	20
train-s38	面积	2	19
train-s38	为	1	4
train-s38	平方千米	4	18
train-s38	海拔	2	18
train-s38	为	1	4
train-s38	米	1	6
train-s39	年	1	6
train-s39	开始	2	12
train-s39	三星	2	12
train-s39	生命	2	13
train-s39	保险	2	18
train-s39	开始	2	12
train-s39	拓展	2	18
train-s39	海外	2	15
train-s39	市场	2	11
train-s39	并	1	6
train-s39	在	1	6
train-s39	日本	2	9
train-s39	东京	2	13
train-s39	和	1	8
train-s39	美国	2	17
train-s39	纽约	2	13
train-s39	开设	2	10
train-s39	办事	2	12
train-s39	处	1	5
train-s40	本鱼	2	13
train-s40	分布	2	9
train-s40	于	1	3
train-s40	西北	2	11
train-s40	太平	2	9
train-s40	洋	1	9
train-s40	区	1	4
train-s40	包括	2	14
train-s40	日本	2	9
train-s40	松岛	2	15
train-s40	湾	1	12
train-s40	至	1	6
train-s40	台湾	2	17
train-s40	等	1	12
train-s40	海域	2	21
train-s41	现存	2	14
train-s41	的	1	8
train-s41	三栋屋	3	21
train-s41	村	1	7
train-s41	位	1	7
train-s41	于	1	3
train-s41	三栋屋	3	21
train-s41	路	1	13
train-s41	近	1	7
train-s41	和宜合	3	22
train-s41	交汇	2	11
train-s41	处	1	5
train-s41	一带	2	10
train-s42	交换	2	16
train-s42	的	1	8
train-s42	不断	2	15
train-s42	发展	2	15
train-s42	和	1	8
train-s42	扩大	2	9
train-s42	使	1	8
train-s42	商品	2	20
train-s42	生产	2	11
train-s42	出现	2	13
train-s42	并	1	6
train-s42	发展	2	15
train-s42	又	1	2
train-s42	反	1	4
train-s42	过来	2	13
train-s42	促进	2	16
train-s42	了	1	2
train-s42	交换	2	16
train-s42	的	1	8
train-s42	进	1	7
train-s42	一	1	1
train-s42	步	1	7
train-s42	发展	2	15
train-s43	第三	2	14
train-s43	次	1	6
train-s43	社会	2	13
train-s43	大	1	3
train-s43	分工	2	7
train-s43	首先	2	15
train-s43	在	1	6
train-s43	商品	2	20
train-s43	交换	2	16
train-s43	最为	2	16
train-s43	发达	2	11
train-s43	的	1	8
train-s43	地区	2	10
train-s43	出现	2	13
train-s44	它	1	5
train-s44	还	1	7
train-s44	与	1	3
train-s44	五氧化二氮	5	32
train-s44	催化	2	17
train-s44	臭氧	2	20
train-s44	分解	2	17
train-s44	的	1	8
train-s44	反应	2	11
train-s44	有关	2	12
train-s44	这	1	7
train-s44	对	1	5
train-s44	臭氧	2	20
train-s44	层	1	7
train-s44	会	1	6
train-s44	造成	2	16
train-s44	破坏	2	17
train-s44	因	1	6
train-s44	此	1	6
train-s44	引起	2	14
train-s44	了	1	2
train-s44	人们	2	7
train-s44	的	1	8
train-s44	兴趣	2	21
train-s45	三氯化铑	4	30
train-s45	化学	2	12
train-s45	式	1	6
train-s45	名称	2	16
train-s45	氯化铑	3	27
train-s45	是	1	9
train-s45	最	1	12
train-s45	常见	2	15
train-s45	和	1	8
train-s45	最	1	12
train-s45	稳定	2	22
train-s45	的	1	8
train-s45	铑	1	11
train-s45	的	1	8
train-s45	氯化	2	16
train-s45	物	1	8
train-s45	室温	2	21
train-s45	下	1	3
train-s45	为	1	4
train-s45	暗	1	13
train-s45	红色	2	12
train-s45	的	1	8
train-s45	固体	2	15
train-s46	一	1	1
train-s46	个	1	3
train-s46	不同	2	10
train-s46	点	1	9
train-s46	是	1	9
train-s46	三氯氧钒	4	33
train-s46	是	1	9
train-s46	强	1	12
train-s46	氧化	2	14
train-s46	剂	1	8
train-s46	而	1	6
train-s46	磷化	2	21
train-s46	物	1	8
train-s46	不是	2	13
train-s47	三江	2	9
train-s47	镇	1	15
train-s47	下辖	2	17
train-s47	三江	2	9
train-s47	社区	2	11
train-s47	三江	2	9
train-s47	村	1	7
train-s47	茄南	2	17
train-s47	村	1	7
train-s47	道学	2	22
train-s47	村	1	7
train-s47	茄芮	2	15
train-s47	村	1	7
train-s47	苏寻三	3	16
train-s47	村	1	7
train-s47	上云	2	7
train-s47	村	1	7
train-s47	眼镜	2	27
train-s47	塘	1	13
train-s47	村	1	7
train-s47	和	1	8
train-s47	江源	2	19
train-s47	村	1	7
train-s48	开播	2	19
train-s48	后	1	6
train-s48	该	1	8
train-s48	卫视	2	11
train-s48	将	1	9
train-s48	小时	2	10
train-s48	滚动	2	19
train-s48	播出	2	20
train-s48	档	1	10
train-s48	自办	2	10
train-s48	节目	2	10
train-s48	重点	2	18
train-s48	栏目	2	14
train-s48	以	1	4
train-s48	中	1	4
train-s48	英	1	8
train-s48	文	1	4
train-s48	双	1	4
train-s48	语	1	9
train-s48	字幕	2	19
train-s48	呈现	2	15
train-s48	为	1	4
train-s48	南海	2	19
train-s48	区域	2	15
train-s48	观众	2	12
train-s48	提供	2	20
train-s48	资讯	2	15
train-s48	和	1	8
train-s48	娱乐	2	15
train-s48	服务	2	13
train-s49	该	1	8
train-s49	教堂	2	22
train-s49	始建	2	16
train-s49	于	1	3
train-s49	公元	2	8
train-s49	世纪	2	11
train-s49	年	1	6
train-s49	重建	2	17
train-s50	一	1	1
train-s50	开始	2	12
train-s50	他们	2	10
train-s50	尝试	2	17
train-s50	把	1	7
train-s50	亚当斯	3	24
train-s50	改变	2	15
train-s50	信仰	2	15
train-s50	成	1	6
train-s50	为	1	4
train-s50	天主	2	9
train-s50	教	1	11
train-s50	徒	1	10
train-s50	但是	2	16
train-s50	没有	2	13
train-s50	成功	2	11
train-s51	双	1	4
train-s51	方	1	4
train-s51	交换	2	16
train-s51	了	1	2
train-s51	友好	2	10
train-s51	文书	2	8
