sent_id	word_sound	character_token_n	sound_n
train-s14	['$eŋ', 'jiu']	2	6
train-s14	['le']	1	2
train-s14	['ta', 'men']	2	5
train-s15	['nian']	1	4
train-s15	['$eŋ', 'xia']	2	6
train-s15	['de']	1	2
train-s15	['$i', 'guaŋ']	2	6
train-s15	['ɥe', 'tuan']	2	6
train-s15	['d#']	1	2
train-s15	['yoŋ']	1	3
train-s15	['l#']	1	2
train-s15	['bian', 'xie']	2	7
train-s15	['yu']	1	2
train-s15	['lu', '$i']	2	4
train-s15	['ɥe', 'tuan']	2	6
train-s15	['de']	1	2
train-s15	['di', 'san']	2	5
train-s15	['$aŋ']	1	3
train-s15	['$uan', 'ji']	2	6
train-s15	['xian', 'yan', 'xian', 'yu']	4	13
train-s15	['jiu', '$i']	2	5
train-s15	['bu', 'd#']	2	4
train-s15	['zi', 'ji']	2	4
train-s15	['g#']	1	2
train-s15	['$uan', 'ji']	2	6
train-s15	['bjəŋ']	1	4
train-s15	['z#']	1	2
train-s15	['nian']	1	4
train-s15	['ɥe']	1	2
train-s15	['fa', 'xjəŋ']	2	6
train-s16	['daŋ', '$i']	2	5
train-s16	['ta']	1	2
train-s16	['dui']	1	3
train-s16	['ba', 'li']	2	4
train-s16	['$e']	1	2
train-s16	['ge']	1	2
train-s16	['fa', 'guo']	2	5
train-s16	['$#', 'du']	2	4
train-s16	['xjəŋ', 'fen']	2	7
train-s16	['bu', 'yi']	2	4
train-s16	['bjəŋ']	1	4
train-s16	['jue', 'djəŋ']	2	7
train-s16	['jiaŋ']	1	4
train-s16	['ge', '$oŋ']	2	5
train-s16	['yin', 'xiaŋ']	2	7
train-s16	['he']	1	2
train-s16	['xiaŋ', 'xiaŋ']	2	8
train-s16	['hua', '$eŋ']	2	6
train-s16	['yin', 'ɥe']	2	5
train-s16	['zuo']	1	3
train-s16	['w#']	1	2
train-s16	['bi#', 'da']	2	5
train-s16	['ta']	1	2
train-s16	['z#']	1	2
train-s16	['ba', 'li']	2	4
train-s16	['pu', 'xie']	2	5
train-s16	['ci']	1	2
train-s16	['ɥe', 'qu']	2	4
train-s16	['z#']	1	2
train-s16	['yi']	1	2
train-s16	['ci']	1	2
train-s16	['qian', 'waŋ']	2	7
train-s16	['w#', 'ye', 'na']	3	6
train-s16	['xjəŋ', '$eŋ']	2	7
train-s16	['de']	1	2
train-s16	['tu', '$oŋ']	2	5
train-s16	['jin', 'xjəŋ']	2	7
train-s16	['p#', 'qi']	2	4
train-s16	['goŋ', 'zuo']	2	6
train-s16	['$#', 'yan']	2	5
train-s16	['ze']	1	2
train-s16	['z#']	1	2
train-s16	['niu', 'ɥe']	2	5
train-s16	['yu']	1	2
train-s16	['nian']	1	4
train-s16	['ɥe']	1	2
train-s16	['ri']	1	2
train-s16	['y#']	1	2
train-s16	['wa', 'de']	2	4
train-s16	['dan', 'lu', '$u']	3	7
train-s16	['$i', 'hui']	2	5
train-s16	['niu', 'ɥe']	2	5
train-s16	['#', 'le']	2	3
train-s16	['yan', '$u']	2	5
train-s17	['er']	1	2
train-s17	['xue', 'li']	2	5
train-s17	['de']	1	2
train-s17	['wo', 'di']	2	4
train-s17	['$en', 'fen']	2	6
train-s17	['ye']	1	2
train-s17	['b#']	1	2
train-s17	['$#', '$uan']	2	6
train-s17	['ɥæn', 'l#']	2	5
train-s17	['xue', 'li']	2	5
train-s17	['de']	1	2
train-s17	['$en', '$eŋ']	2	6
train-s17	['$en', 'fen']	2	6
train-s17	['$i']	1	2
train-s17	['yun', 'xiaŋ']	2	7
train-s17	['ji', 'tuan']	2	6
train-s17	['doŋ', '$i']	2	5
train-s17	['$aŋ']	1	3
train-s17	['g#']	1	2
train-s17	['$#']	1	2
train-s17	['$i']	1	2
train-s17	['nv']	1	2
train-s17	['g#']	1	2
train-s17	['b#']	1	2
train-s17	['$#']	1	2
train-s17	['h#', 'mu']	2	4
train-s17	['pin']	1	3
train-s17	['ti']	1	2
train-s17	['waŋ']	1	3
train-s17	['lin']	1	3
train-s17	['$i']	1	2
train-s17	['$i', '$i']	2	4
train-s17	['hua', 'mjəŋ']	2	7
train-s17	['xue', 'li']	2	5
train-s17	['qian', 'ru']	2	6
train-s17	['tian', 'yi']	2	6
train-s17	['ji', 'tuan']	2	6
train-s17	['g#', 'kua']	2	5
train-s17	['tian', 'yi']	2	6
train-s18	['jjəŋ', 'hua']	2	7
train-s18	['h#', 'l#']	2	4
train-s18	['fa', 'xian']	2	6
train-s18	['ye']	1	2
train-s18	['guaŋ', 'yi']	2	6
train-s18	['bu', '#']	2	3
train-s18	['zi', 'ji']	2	4
train-s18	['bian']	1	4
train-s18	['t#', 'qu']	2	4
train-s18	['m#', 'li']	2	4
train-s18	['de']	1	2
train-s18	['$e', 'ji']	2	4
train-s18	['$uaŋ', 'yi']	2	6
train-s18	['t#', 'k#']	2	4
train-s18	['yun', 'xiaŋ']	2	7
train-s18	['ji', 'tuan']	2	6
train-s19	['wu']	1	2
train-s19	['taŋ', 'xjəŋ']	2	7
train-s19	['jiaŋ']	1	4
train-s19	['fa', 'bian']	2	6
train-s19	['ji#', 'g#']	2	5
train-s19	['qi', 'zi']	2	4
train-s19	['bjəŋ', 'qie']	2	7
train-s19	['$u', 'fu']	2	4
train-s19	['ruo']	1	3
train-s19	['bu', 'xjəŋ']	2	6
train-s19	['$an', 'si']	2	5
train-s19	['yi']	1	2
train-s19	['fa']	1	2
train-s19	['w#']	1	2
train-s19	['$oŋ']	1	3
train-s20	['ge', 'ri']	2	4
train-s20	['yi', 'min']	2	5
train-s20	['jun']	1	3
train-s20	['qi', '$eŋ']	2	5
train-s20	['qian', 'waŋ']	2	7
train-s20	['ba', 'gua']	2	5
train-s20	['$an']	1	3
train-s20	['wu']	1	2
train-s20	['taŋ', 'xjəŋ']	2	7
train-s20	['yi']	1	2
train-s20	['xjəŋ']	1	4
train-s20	['ren']	1	3
train-s20	['jie']	1	3
train-s20	['$uaŋ', 'lie']	2	7
train-s20	['$eŋ', 'ren']	2	6
train-s21	['yi']	1	2
train-s21	['ji']	1	2
train-s21	['kaŋ', 'ti']	2	5
train-s21	['dui', 'yu']	2	5
train-s21	['jian', 'ce']	2	6
train-s21	['ru']	1	2
train-s21	['#', '$eŋ']	2	4
train-s21	['taŋ', 'ni#']	2	6
train-s21	['bjəŋ']	1	4
train-s21	['pa', 'jin', 'sen']	3	8
train-s21	['$i']	1	2
train-s21	['$eŋ']	1	3
train-s21	['he']	1	2
train-s21	['a', 'er', 'ci', 'h#', 'mwo']	5	10
train-s21	['$i']	1	2
train-s21	['bjəŋ']	1	4
train-s21	['deŋ']	1	3
train-s21	['ji', 'bjəŋ']	2	6
train-s21	['suo']	1	3
train-s21	['te', 'y#']	2	4
train-s21	['de']	1	2
train-s21	['$eŋ', 'wu']	2	5
train-s21	['bi#', 'ji']	2	5
train-s21	['$i']	1	2
train-s21	['f#', '$aŋ']	2	5
train-s21	['y#', 'yoŋ']	2	5
train-s21	['de']	1	2
train-s22	['djəŋ']	1	4
train-s22	['qi', 'rui']	2	5
train-s22	['yu']	1	2
train-s22	['yaŋ']	1	3
train-s22	['wen', 'ɥe']	2	5
train-s22	['t#', 'ben']	2	5
train-s22	['ru', 'njəŋ']	2	6
train-s22	['mjəŋ']	1	4
train-s22	['jun']	1	3
train-s22	['yi', 'lu']	2	4
train-s22	['si', '$aŋ']	2	5
train-s22	['wu', '$u']	2	4
train-s22	['fu']	1	2
train-s22	['zoŋ', 'loŋ']	2	6
train-s22	['$an', 'si']	2	5
train-s22	['qi', 'rui']	2	5
train-s22	['de']	1	2
train-s22	['$i', '$u']	2	4
train-s22	['$aŋ', 'faŋ']	2	6
train-s22	['b#', 'jian']	2	6
train-s22	['deŋ']	1	3
train-s22	['quan', 'bu']	2	6
train-s22	['diu', '$i']	2	5
train-s23	['nian']	1	4
train-s23	['ba']	1	2
train-s23	['guo']	1	3
train-s23	['lian', 'jun']	2	7
train-s23	['qin', 'ru']	2	5
train-s23	['tian', 'jin']	2	7
train-s23	['ta']	1	2
train-s23	['yi']	1	2
train-s23	['du']	1	2
train-s23	['jian', 'ren']	2	7
train-s23	['tian', 'jin']	2	7
train-s23	['du', 'toŋ']	2	5
train-s23	['ya', 'men']	2	5
train-s23	['han']	1	3
train-s23	['wen']	1	3
train-s23	['mi', '$u']	2	4
train-s23	['ban', 'li']	2	5
train-s23	['yi', 'qie']	2	5
train-s23	['w#', 'ji#']	2	5
train-s23	['$i', 'wu']	2	4
train-s23	['h#', 'l#']	2	4
train-s23	['y#']	1	2
train-s23	['jian', 'ren']	2	7
train-s23	['b#', 'djəŋ']	2	6
train-s23	['xue', 'taŋ']	2	6
train-s23	['zoŋ']	1	3
train-s23	['ji#', 'xi']	2	5
train-s24	['nian']	1	4
train-s24	['g#']	1	2
train-s24	['xue', 'taŋ']	2	6
train-s24	['yi', 'mjəŋ']	2	6
train-s24	['w#']	1	2
train-s24	['b#', 'yaŋ']	2	5
train-s24	['da']	1	2
train-s24	['xue', 'taŋ']	2	6
train-s24	['jin']	1	3
train-s24	['tian', 'jin']	2	7
train-s24	['da', 'xue']	2	5
train-s24	['djəŋ']	1	4
train-s24	['jia', 'li']	2	5
train-s24	['reŋ']	1	3
train-s24	['ren']	1	3
train-s24	['zoŋ']	1	3
train-s24	['ji#', 'xi']	2	5
train-s25	['qi', 'h#']	2	4
train-s25	['qian', '$e']	2	6
train-s25	['z#']	1	2
train-s25	['t#', 'waŋ']	2	5
train-s25	['$i']	1	2
train-s25	['b#']	1	2
train-s25	['$a']	1	2
train-s25	['er']	1	2
train-s25	['qi', 'li']	2	4
train-s25	['$i']	1	2
train-s25	['ze']	1	2
train-s25	['neŋ']	1	3
train-s25	['$eŋ', 'goŋ']	2	6
train-s25	['t#', '$i']	2	4
train-s25	['jia', 'he']	2	5
train-s26	['z#']	1	2
train-s26	['zui', 'h#']	2	5
train-s26	['yi', '$eŋ']	2	5
train-s26	['$oŋ', 'yu']	2	5
train-s26	['yi', '$i']	2	4
train-s26	['d#']	1	2
train-s26	['w#', 'xjəŋ']	2	6
train-s26	['ren']	1	3
train-s26	['men']	1	3
train-s26	['$i']	1	2
train-s26	['xiaŋ']	1	4
train-s26	['y#']	1	2
train-s26	['ta']	1	2
train-s26	['de']	1	2
train-s26	['ge', '$eŋ']	2	5
train-s26	['er']	1	2
train-s26	['bjəŋ']	1	4
train-s26	['m#', 'y#']	2	4
train-s26	['jiaŋ']	1	4
train-s26	['ta']	1	2
train-s26	['$i', 'zuo']	2	5
train-s26	['yi']	1	2
train-s26	['ge']	1	2
train-s26	['y#']	1	2
train-s26	['qjəŋ', 'gan']	2	7
train-s26	['de']	1	2
train-s26	['$i', 'ti']	2	4
train-s27	['w#', 'xjəŋ']	2	6
train-s27	['ren']	1	3
train-s27	['jue', 'djəŋ']	2	7
train-s27	['jiaŋ']	1	4
train-s27	['ta']	1	2
train-s27	['de']	1	2
train-s27	['ge', '$eŋ']	2	5
train-s27	['$uan', 'bian']	2	8
train-s27	['$eŋ', 'ke']	2	5
train-s27	['xjəŋ', 'qiu']	2	7
train-s27	['$e']	1	2
train-s27	['raŋ']	1	3
train-s27	['ta']	1	2
train-s27	['$eŋ']	1	3
train-s27	['w#']	1	2
train-s27	['le']	1	2
train-s27	['yi']	1	2
train-s27	['mjəŋ']	1	4
train-s27	['ge', 'xjəŋ']	2	6
train-s28	['yi', '$eŋ']	2	5
train-s28	['bian', 'de']	2	6
train-s28	['$i', 'fen']	2	5
train-s28	['zi', 'fu']	2	4
train-s28	['bjəŋ']	1	4
train-s28	['raŋ']	1	3
train-s28	['z#']	1	2
train-s28	['haŋ', 'h#']	2	5
train-s28	['jia']	1	3
train-s28	['h#']	1	2
train-s28	['$aŋ']	1	3
train-s28	['de']	1	2
train-s28	['peŋ', 'y#']	2	5
train-s28	['men']	1	3
train-s28	['gan', 'd#']	2	5
train-s28	['hen']	1	3
train-s28	['bu']	1	2
train-s28	['yu', 'ku#']	2	5
train-s29	['g#', 'lu']	2	4
train-s29	['lin', 'jin']	2	6
train-s29	['jjəŋ', 'an']	2	6
train-s29	['si']	1	2
train-s29	['he']	1	2
train-s29	['c#', 'jia']	2	5
train-s29	['du']	1	2
train-s29	['liaŋ']	1	4
train-s29	['duan']	1	4
train-s29	['dian', 'pu']	2	6
train-s29	['ji#', 'duo']	2	6
train-s30	['ji', 'nian']	2	6
train-s30	['b#']	1	2
train-s30	['si', '$#']	2	4
train-s30	['jian', '$eŋ']	2	7
train-s30	['$an', 'di']	2	5
train-s30	['mian', 'ji']	2	6
train-s30	['pjəŋ', 'faŋ', 'mi']	3	9
train-s30	['de']	1	2
train-s30	['san', 'ɥæn']	2	6
train-s30	['li']	1	2
train-s30	['kaŋ']	1	3
train-s30	['yiŋ']	1	3
train-s30	['ji', 'nian']	2	6
train-s30	['goŋ', 'ɥæn']	2	6
train-s31	['g#']	1	2
train-s31	['zu', '$i']	2	4
train-s31	['de']	1	2
train-s31	['qian', '$en']	2	7
train-s31	['$i']	1	2
train-s31	['nian']	1	4
train-s31	['y#']	1	2
train-s31	['#', 'di', 'li']	3	5
train-s31	['yi']	1	2
train-s31	['m#', 'guo']	2	5
train-s31	['jjəŋ', 'ji']	2	6
train-s31	['xue']	1	3
train-s31	['jia']	1	3
train-s31	['fu', 'li', 'ci']	3	6
train-s31	['ma', 'he', 'lu', 'pu']	4	8
train-s31	['$uaŋ', 'li']	2	6
train-s31	['de']	1	2
train-s31	['mu', 'di']	2	4
train-s31	['$i']	1	2
train-s31	['w#', 'le']	2	4
train-s31	['tan', 'qiu']	2	6
train-s31	['jie', 'jue']	2	6
train-s31	['guo', 'ji']	2	5
train-s31	['huo', 'bi']	2	5
train-s31	['ti', 'xi']	2	4
train-s31	['wen', 'ti']	2	5
train-s31	['de']	1	2
train-s31	['faŋ', 'an']	2	5
train-s31	['te', 'bie']	2	5
train-s31	['$i']	1	2
train-s31	['nian', 'd#']	2	6
train-s31	['m#', 'guo']	2	5
train-s31	['suo']	1	3
train-s31	['mian', 'lin']	2	7
train-s31	['de']	1	2
train-s31	['guo', 'ji']	2	5
