sent_id	clause_text	lds_n	word_n
n01116021	抖動+時+對峙+前伸+脖子+她+暴起+青筋+手+不斷+	5	10
n01116035	能+但是+誰+挑剔+表現+的+格倫達+Glenda+精彩+	5	9
n01117007	從事+來+數十+年+他+一直+在+工作+的+廣播+電視+和+新聞+時事+及+	11	15
n01118003	放下+麥克風+	1	2
n01118010	了+他+已經+拍+根據+統計+的+導演+自己+為+到+目前+止+劇情片+部+八+	9	16
n01120020	了+除+武裝+人員+的+所有+醫護+都+全副+我+	5	10
n01121051	中+還+在+進行+季+第二+目前+嗎+	6	8
n01123012	於+生+日+年+1832+月+10+31+克頓+裡+小鎮+的+附近+桑德蘭+個+一+	6	16
n01129010	是+這+的+最+常見+問題+國土+安全+	5	8
n01130003	達到+中+選舉+此次+投票數+的+北卡羅來納州+North+Carolina+最低+以來+有史+	4	12
n01136005	了+他們+打到+在+下+幫助+的+聯盟+美國+公民+自由+了+挑戰+最終+該州+最後+將+該案+法庭+的+美國+最高+	12	22
n01137010	響+沒看+我+集+幾+手機+就+了+	4	8
n01141022	是+但+努力+它+最近+的+在+方面+工作+場所+聊天+遊戲+部分+的+更大+中+趨勢+的+公司+科技+一+	13	21
n01147026	可以+憑藉+門票+的+賽車+F1+還+去+音樂會+的+當天+	4	11
n01147085	有+上+網站+亞斯+碼頭+賽道+計時+精確+	4	8
n01149010	了+她+談+跟+時尚+CNN+CNN+Style+經歷+的+自己+	5	11
w01002013	了+它+覆蓋+具有+在+以外+地區+極西北+泰加林+地位+統治+部分+的+西伯利亞+整個+個+一+重要+	9	18
w01003056	如+包括+島嶼+花崗岩+塞舌爾+刁曼島+和+島嶼+火山岩+則+聖赫勒拿島+	4	11
w01005021	了+軍隊+阿契美尼德+征服+城市+的+色雷斯+希臘+沿海+培奧尼亞人+以及+	6	11
w01005024	通婚+此外+人士+許多+的+馬其頓+波斯+和+精英+	6	9
w01006027	成立+成立+公司+首家+電影+Athina+Film+於+年+1912+Asty+Film+則+於+年+1916+	10	16
w01007004	提供+簽署+條約+法國+摩納哥+於+月+年+1918+7+法國+據+此+為+摩納哥+保護+的+有限+	11	18
w01007087	包括+項目+的+當前+土地+開墾+進行+對+芳特維耶區+擴建+這+一+項+	8	13
w01008043	存在+但+之間+愛爾蘭+北+英格蘭+威爾士+和+在+上+法律+程序+和+差異+的+重要+	10	16
w01014002	可+而+為+稱+可+亦+為+稱+區域+高加索+山脈+北部+地區+內+高加索+Ciscaucasus+區域+南部+地區+外+高加索+Transcaucasus+	13	22
w01017004	是+它們+山峰+了+影響+的+構造力+全球+板塊+形成+大裂谷+東+非+於+位+乞力馬扎羅山+肯尼亞山+和+非+東+非洲+的+最高+個+兩+	13	25
w01019073	發生+期間+年+2010+月+六+月+至+八+撒海爾區+非洲+飢荒+	6	12
w01020020	為+稱+了+奧古斯塔斯+建立+後來+帝國+羅馬+羅馬人+把+地中海+海+的+我們+Mare+Nostrum+	8	16
w01022055	可能+也+於+適用+在+中+丹麥語+詞+個+這+淺礁湖+	6	11
w01030094	自+於+來+在+中+如+等+米蘭+城市+供水+的+80%+徑流+的+阿爾卑斯山+	7	15
w01031034	不會+一般+它們+也+發生+爆炸+的+災難性+	4	8
w01033025	被+為+宣佈+這裡+於+年+1975+保護區+野生+動物+	7	10
w01033061	繼續+工作+的+島嶼+個+這+調查+考察+與+正+在+	6	11
w01033067	遷移+可能+活動+這些+定居+在+約+年+前+公元+1000+就+已+開始+美拉尼西亞人+的+東部+當時+在+往北+	11	20
w01036077	於+依然+存在+科屬+這些+植物+巴布亞+新幾內亞+	5	8
w01041046	如+了+但+城鎮化+的+泰國+也+導致+激增+的+問題+肥胖+	6	12
w01043065	了+控制+的+對+河+尼羅+額外+促進+同時+發展+的+傑濟拉島+一帶+和+城市+海濱+	11	16
w01044010	有+輸出+的+內華達州+產業+旅遊業+礦業+加工業+機械+印刷+出版+與+加工+食品+設備+和+電子+	7	17
w01045004	存在+在+中+發展+的+世紀+頭個+控制+西班牙+的+對+地區+該+不+爭議+	7	15
w01047104	了+這+引起+注意+的+產業+化學+說客+和+相關+大眾+以及+普羅+	8	13
w01048090	被+自+以來+六十+年代+世紀+二十+結構+經濟+徹底+改變+了+經濟+的+南韓+已+獲得+增長+的+巨大+	10	20
w01054107	了+區域+新法蘭西+的+尚+未+穩定+較舊+也+修建+堡壘+	8	11
w01057006	了+詩歌+每首+只+描述+部分+的+戰爭+一+	5	9
w01065019	即+但是+約+年+在+作用+的+巨碑+個+這+具體+仍然+當中+討論+可能+它們+了+組成+在+時代+中期+青銅+高地+的+迦南人+前+公元+1600+	14	28
w01066006	是+是+生肖+的+她+黃道+猴子+慶典+的+她+的+上+意義+傳統+很+重要+週年+六十+在+年+1992+	8	21
w01068056	過+阿特靈+結+婚+次+三+	3	6
w01070033	在+標記+標記+個+三+把+日出+處+夏至+冬至+和+春分+秋分+以及+	7	14
w01070034	了+標記+另外+個+四+分別+給出+傾斜角+在+時+夏季+冬季+和+的+滿月+最小+最大+和+	12	18
w01071036	出來+反應+重要性+其+在+中+事實+個+兩+	4	9
w01071043	被+系統+個+第三+在+時期+的+半島+尤卡坦+後古典+應用+	5	11
w01072046	大+但是+在+中+事物+新生+影響+的+希斯帕尼亞+也+非常+	6	11
w01073054	勢不可擋+了+編輯+惠勒斯蒂芬+給+在+上+工作+吉卜林+壓力+很大+但是+興致+的+基普林+寫作+	9	16
w01073075	地+他+已經+多+越來越+思考+至+時+此刻+未來+	4	10
w01078013	了+本書+詳細+探討+在+中+段落+個+多+傷害+戰爭+的+對+社會+人類+文化+及+	10	17
w01079038	是+牧師+道明會+海因里希+克雷默+助理+的+大主教+薩爾茲堡+	4	9
w01081030	滿意+女皇+俄羅斯+葉卡捷琳娜+同樣+非常+	3	6
w01084085	出現+城邦+該+與+王朝+素可泰+在+時期+同+一+	7	10
w01085004	表現+在+中+戰鬥+的+古巴+優秀+部隊+	4	8
w01085008	了+割讓+根據+協議+和平+西班牙+將+殖民地+的+自己+波多黎各+關島+菲律賓+以及+給+美國+	10	16
w01089017	自+主要+來+信息+的+關於+時期+個+這+地點+埋葬+陪葬品+以及+	7	13
w01092019	了+蘇格蘭人+詹姆斯+瓦特+改變+從+上+根本+原理+其+工作+	7	11
w01094022	被+為+評+在+中+活動+世紀+20+國際+汽車+評選+T型車+福特+車型+有+最+影響力+	10	17
w01094066	了+公司+通用+公司+和+福特+推出+大獲+車型+的+公司+美國+汽車+緊湊+漫步+者+成功+在+下+激勵+種+這+於+年+1960+汽車+的+自己+小型+	15	29
w01095092	自+也+起+以前+天皇+明治+改變+年號+朝代+經常+諡號+的+天皇+方式+的+不同+	7	16
w01097059	接受+部隊+英國+騎兵+同時+還+訓練+的+嚴格+劍術+	6	10
w01099012	於+取決+解釋+的+起源+音樂+定義+的+對+音樂+	3	10
w01101020	探討+參加+拉瑪爾+曼德爾+和+一起+會議+商務+在+中+會議+他+和+科學家+人士+以及+其他+專業+一起+技術+軍事+	13	21
w01106052	了+叛軍+解放+剛果+民主+力量+同盟+占領+於+月+年+1997+4+盧本巴希+	10	14
w01108063	了+牧師+的+大使館+英國+威廉+赫爾勒+拜訪+日+年+1896+月+3+10+赫爾茨+	8	15
w01115026	了+隨後+他+回到+基里繆爾+	4	5
w01116036	了+版+第一+只+印+份+3000+	4	7
w01116100	人+批評+學者+一些+基督教+學說+的+托爾+但是+其他+有加+則+讚賞+	7	13
w01129019	離開+著火+汽車+突然+肯瑟斯+轉身+	4	6
w01129037	了+艾略特+參加+在+當天+比賽+葬禮+的+父親+他+	5	10
w01130100	了+他+隊友+和+的+樂隊+盜用輪+艾根+次+再+一+合作+在+中+翼+祈禱+和+年+1992+歌曲+首+幾+	12	22
w01134009	是+祖母+的+三島+後代+的+德川+家康+直系+	4	9
w01135034	擔任+年+2011+布朗特+代言人+伊夫+聖+羅蘭+鴉片+香水+	6	10
w01137068	於+歸咎+之後+穿過+軍隊+德國+邊境+張+伯倫+在+中+發言+的+對+內閣+把+責任+德國+奧地利+和+	9	20
w01142031	死+約翰+的+岡特+於+年+1399+	2	7
w01142063	被+追隨者+的+他+則+投入+被+騎士+李維+釋放+倫敦塔+	4	11
w01144056	值+進行+競選+的+1980+年+總統+在+之間+裡根+總統+和+時任+吉米+卡特+當時+正+發酵+的+危機+國內+危機+以及+伊朗+人質+持續+	18	26
n02002007	能夠+警察們+本來+製服+在+中+行動+的+早晨+星期+天+人+個+那+的+53+歲+	9	17
n02033063	搖搖頭+庫恩+Kühn+只好+	2	4
n02033113	了+報紙+德國+時代+周報+Die+ZEIT+首先+質詢+向+企業+該+房地產+現金流+其+的+可疑+危機+和+的+七+月份+破產+	14	23
n02041014	停止+生產+的+模型+智能+手機+已+完全+	4	8
n02042005	佔據+30+年+2015+月+8+天+這+一+互聯網+被+鴨子+群+一+了+	8	15
n02042028	是+方面+另+一+Vine+藝術+個+一+的+六+秒鐘+	6	11
n02043008	了+他+也+成+現在+冠軍+世界+	5	7
n02048002	過+你+抵抗+鬧鐘+嗎+	4	5
n02050052	應付+明顯+很+在+方面+避孕+男人+責任+更多+	5	9
n02068015	引起+調離+的+巴羅佐+Barrosos+軒然大波+	2	6
n03001030	會+根據+流程+她+將+講話+在+分+點+23+45+	7	11
n03002003	可能+週+本+二+美國+就+會+選出+總統+上+歷史+位+第一+女+了+	7	15
n03003025	為+作+保守派+伊斯蘭+黨+正義+發展+與+把+拒絕+次+這+證明+的+疑問+的+之前+	8	17
n03005007	了+瑞啟達+達利+表示+監督+後者+在+初選+的+共和黨+黨內+在+中+初選+次+那+對+尼古拉斯+薩科齊+支持+	10	20
n03006016	可以+在+放+人員+工作+把+物品+宗教+的+相關+嗎+上+辦公桌+	8	13
n03008011	透露+要+ETA+來+了+法國+代表+	3	7
n03010019	太好+名聲+法國+不+	2	4
n04005003	需要+元+這+500+歐+花完+會+政府+提供+為+老年人+元+500+歐+在+之前+31+日+年+2017+月+12+	14	22
n04006010	於+都+屬+在+下+情況+個+兩+水平+歐盟+首位+	6	11
n04006016	了+價格+個+這+大幅+超過+為+花費+1365+每升+元+歐+價格+的+使用+貨幣+單一+國家+平均+	9	19
n04007023	需要+這+評估+	1	3
n04010021	會+領導人+的+等+Spotify+特斯拉+優步+快拍+以及+公司+在+以外+峰會+山景城+還+參加+活動+個+一+私人+	10	20
n05001008	擔任+擔任+Durán+發言人+Ángel+Pintado+財務長+	3	7
n05002015	飽受+但是+管理+的+它+一直+批評+	3	7
n05002020	面臨+部門+個+這+現在+挑戰+的+新+	3	8
n05002023	需要+另外+政府+還+對付+山芋+個+另+一+燙手+	6	10
n05004025	樣+黨派+的+權力派+那些+歷史+又+怎麼+呢+	4	9
w02001069	舉行+慶典+節日+於+日+年+1955+月+4+30+	6	10
w02005029	有+裡面+紀念碑+的+馬丁+路德+金+Martin+Luther+King,+Jr.+	4	11
w02006036	下滑+從+起+60+年代+世紀+20+經濟+的+城市+該+就+一直+急劇+	8	14
w02006081	能+中+大選+年+2010+工黨+了+贏得+選票+所有+的+選區+個+七+	5	14
w02007008	了+人們+進行+對+時間+的+事件+發生+順序+及+發展+討論+的+熱烈+	8	14
w02008055	在+他們+當時+原本+山上+	3	5
w02012042	了+大戰+次+第一+世界+帶來+轉變+的+政治+殖民+新發展+和+	5	12
w02013015	早+革命+的+英國+工業+比+革命+的+國家+其他+任何+工業+都+	7	13
w02013076	想+在+後+掌權+年+1933+的+國社黨+各處+都+贏回+舊殖民地+	5	12
w02015086	摧毀+修道院+魯帕斯堡+Rupertsberg+於+年+1632+在+中+戰爭+年+三十+被+軍隊+瑞典+	9	15
w02015088	了+進行+後來+對+廢墟+重建+	4	6
w02017061	一樣+血跡+的+上+衣服+與+描述+的+上+報導+謀殺案+案發+當天+	6	13
w02018030	了+科隆+不來梅+和+分別+授予+韋斯+Weiss+殊榮+的+文學獎+	6	11
w02019077	被+小木屋+完全+燒毀+	2	4
w03001058	相關+歷史+的+卡爾卡鬆+與+要塞+其+城堡+直接+	5	9
w03002048	有+在+初+21+世界+中+10萬+每+人口+居住+醫生+名+5+	6	13
w03004037	了+擬定+次+這+建立+為+法+羅馬+建立+的+共和國+羅馬+習慣法+以及+基礎+	7	15
w03005014	了+逐漸+出現+從+世紀+前+公元+9+文字+批+第一+希臘+	7	12
w03005015	被+上+很大+程度+希臘+了+分成+由於+條件+的+希臘+地理+了+幾乎+島嶼+每個+山谷+平原+和+都+隔開+被+海洋+山脈+或+於+外界+城區+個+許多+小型+自治+	18	32
w03006024	沒有+在+世紀+中+基督徒+大部分+並+聖經+的+母語版+	5	10
w03008011	可以+事件+次+這+被+看作+起點+的+激進+事業+他+革命+	4	12
w03010100	承認+了+出+發展+期間+假期+他+和+孩子+個+這+的+年輕+女+婚外情+不久+之後+他+就+了+	11	20
w04002055	拆毀+使用+年+1976+賽馬場+已經+不+再+了+大火+場+一+吞噬+年+1990+看台+木製+也+在+之後+和+馬厩+一起+被+部分+其餘+了+	15	27
w04004005	沒+起伏+內部+個+這+地區+突然+之間+不同+區域+分隔+的+明顯+	5	13
w04007006	就是+之後+大革命+法國+在+中+戰爭+次+第一+同盟+反+法+他+拿破崙+嶄露頭角+軍官+位+一+的+年輕+科西嘉+砲兵+波拿巴+	10	23
w05006058	包括+方面+另+一+歷史+的+外部+歷史+的+使用者+西班牙語+變遷+的+他們+歷史+復興+和+運用+以及+的+西班牙語+社會+	10	22
w05010025	霸占+同時+與+此+霸占+職位+他+的+保民官+也+被+馬克+安東尼+他+職位+此+直到+月+12+	11	19
train-s4	为+期+怀孕+421+457+至+日+	3	7
train-s29	较多+段+临近+该路+寺+静安+渡+和+曹家+两+店铺+	6	11
train-s37	三崎+四郎+员+日本+足球+运动+前+成员+日本+国家+队+足球+	8	12
train-s47	下辖+镇+三江+社区+三江+村+三江+村+茄南+村+道学+村+茄芮+村+苏寻三+村+上云+村+塘+眼镜+村+和+江源+	11	23
train-s58	讲述+故事+主要+故事+才子+江南+的+唐+伯虎+婢女+与+秋香+恋爱+	7	13
train-s65	正是+这+标志+之+往日+屯门+线+海岸+	4	8
train-s82	是+它+一+之+州+南+波希米亚+的+最+重要+文化+古迹+	7	12
train-s98	管辖+现在+局+上海+铁路+事务+的+市+上海+省+江苏+省+安徽+省+和+浙江+境内+铁路+	10	18
train-s109	是+线+世田谷+旗下+东京+急行+电铁+路线+条+一+的+较为+特别+	7	13
train-s114	被+从此+概念+个+这+政府+全球+各国+组织+国际+机构+和+慈善+采纳+	8	14
train-s127	为+主要+分+游戏+地图+随机+模式+和+战役+部分+两+	7	11
train-s134	还+原因+的+疾病+本+目前+明确+不+	3	8
train-s144	还+组织+该+恐怖+了+得到+支持+组织+一+另+恐怖+的+塔利班+	7	13
train-s156	是+神社+的+今日+严岛+已经+一+之+日本+国内+的+最+重要+观光+景点+	9	15
train-s157	师从+严+鸿逵+人+清朝+初年+浙江+湖州+字+赓臣+吕+留良+	7	12
train-s161	是+人+哥特+人+苏维汇+人+和+汪达尔+只+波+的+蛮族+入侵+浪潮+第一+	9	15
train-s195	了+代表+的+回+维吾尔+哈萨克+乌孜别克+柯尔克孜+塔吉克+塔塔尔+东乡+撒拉+保安+民族+个+十+参加+大会+成立+	5	19
train-s206	是+寡尿+通常+征兆+的+异常+肾+功能+最早+	6	9
train-s233	了+水库+小浪底+已经+进行+自+年+2002+目前+到+调沙+次+10+调水+	8	14
train-s245	命名+小+行星+该+以+家+美国+学+天文+乔治+赫比格+	6	11
train-s256	为+星等+小+的+行星+颗+这+绝对+319.4618816440522+等+	5	10
train-s259	发现+小+行星+该+于+日+年+1977+月+2+11+	7	11
train-s263	为+星等+小+的+行星+颗+这+绝对+248.1580343212532+等+	5	10
train-s264	为+星等+小+的+行星+颗+这+绝对+337.14920+等+	5	10
train-s268	为+星等+小+的+行星+颗+这+绝对+347.71961+等+	5	10
train-s274	为+年+1988+再度+辟+岛+小青+公园+	5	8
train-s289	是+他+一+之+香港+明星+队+足球+成员+	5	9
train-s297	也是+贪婪+题材+的+小说+部+这+重要+	3	8
train-s298	结婚+他俩+于+日+年+1989+月+7+22+	6	9
train-s299	降临+年+1945+旱灾+场+一+大+的+规模+乌克兰+	5	10
train-s302	是+尼尔马尔+Nirmal+城镇+的+印度+安得拉邦+县+Adilabad+个+一+	6	11
train-s306	效力+他+曾+于+帕纳辛纳克斯+AEK+和+雅典+俱乐部+家+两+足球+	6	12
train-s311	也+点+居里+称+温度+居里+点+或+磁性+转变+	5	10
train-s319	接掌+年+1929+山内+积良+从+手中+岳父+任天堂+	5	9
train-s332	被+一般+为+简称+大学+岐阜+立+市+女子+短期+岐女短+	7	11
train-s336	为+年代+的+岗斜+遗址+历史+青铜+时代+	4	8
train-s354	成立+日+年+2011+月+12+18+工党+正式+	5	9
train-s360	转投+年+2012+卡巴雷罗+上将+阿根廷+乙级+球队+布朗+	6	9
train-s371	发生+期间+大战+次+第二+世界+海峡+该+在+月+年+1942+2+战斗+	7	14
train-s373	为+时间+下列+标示+欧洲+中部+时间+CET+	4	8
train-s385	获授+其间+日+年+1927+月+4+5+巴英额+将军+府+将军+恪威+	7	13
train-s386	可+身长+的+巴莫鳄+达+公尺+1.5+2+到+	4	9
train-s389	为+分+字母+母音+辅音+及+部分+二+大+	5	9
train-s395	至+日+同年+月+5+2+延长+线路+向+西+奥特伊+Auteuil+	7	12
train-s403	了+其中+流派+北京+完全+沿袭+技法+的+清代+营+善扑+布库+	7	12
train-s406	表现+霍普+在+赛季+小+的+联盟+个+四+出色+	6	10
train-s413	也是+他+教徒+位+一+的+虔诚+教+基督+	4	9
train-s423	围绕+画作+的+他+主要+荒地+物+建筑+农舍+和+	4	10
train-s425	形成+画作+这些+与+画作+的+维也纳+时期+对比+强烈+	6	10
train-s441	进行+在+方面+餐厅+于+年+2006+曾经+工程+改革+翻新+及+	8	12
train-s445	为+兄+其+币原+坦+台北+帝国+大学+校长+首任+	5	10
train-s447	列入+超人+这+幪面+不+并+系列+的+正传+	4	9
train-s450	包括+一+之+其中+者+殉教+牧师+朱+基彻+	4	9
train-s455	得到+此后+局面+的+广东+动荡+扼止+基本+	4	8
train-s460	实行+年+1929+市+广州+制+市长+	3	7
train-s463	试播+日+年+2003+月+3+1+电视+广州+数字+正式+	6	11
train-s464	是+辖区+的+法院+本+辖区+的+广州+铁路+局+	4	10
train-s465	是+学院+广西+师范+院校+所+一+普通+制+全日+本科+师范+	7	12
train-s493	出生+月+年+1867+4+廖+名缙+于+镇+省+湖南+县+泸溪+浦市+	7	14
train-s499	可以+细节+个+这+专利+找到+在+文摘+化学+	5	9
train-s504	也是+这+政府+互动+的+和+民间+良性+	4	8
train-s505	可能+因+此+人+萨尔马提亚+在+方面+头盔+受+影响+的+人+诺曼+	6	13
train-s517	就+在+光+东京+有+学校+家+上+千+佛朗明哥+舞蹈+	6	11
train-s524	去世+弗朗西丝+夏默+于+日+年+1901+月+11+10+	6	10
train-s537	是+父亲+的+张+敬尧+官吏+的+县里+下级+	4	9
train-s542	源于+名字+的+他+喜爱+父亲+的+对+明星+足球+济科+	5	11
train-s543	又+月+同年+11+张+继科+获得+在+杯+法国+世界+冠军+男子+打+单+	10	15
train-s575	是+在+大学+他+一+之+成员+的+式+联盟+球+橄榄+校队+的+爱思德+大学+	7	16
train-s578	去世+日+年+927+月+5+27+大帝+西蒙+突然+	5	10
train-s579	了+年+1870+71+团+奥尔登堡+第91+步兵+参加+战争+普+法+	8	12
train-s601	为+编号+的+车+辆+这+290999+号+	2	8
train-s624	都+软体+大+的+部分+法+图+心智+工具+具有+型式+的+类似+功能+和+	6	15
train-s631	约定俗成+速度+的+传统+中国+音乐+常常+	4	7
train-s636	为+日+年+1943+月+1+1+改+政厅+晋北+省+大同+	5	12
train-s637	有+矿藏+县+怀仁+探明+已+种+39+	3	8
train-s648	是+国+美利坚+合众+国家+最早+的+最+典型+制+总统+	6	11
train-s655	当选+日+年+2012+月+2+12+他+以+高+的+63%+率+得票+人+派+反对+总统+候选+	11	19
train-s656	获得+年+1918+金+的+比萨+高等+师范+学校+奖学+	6	10
train-s661	忠于+背景+其+战斗+设定+和+战斗+人物+均+描述+原著+	7	11
train-s682	了+现时+方式+的+慈善+组织+的+全球+筹款+出现+运动+种+一+的+有效+捐+月+DDC+Direct+Dialogue+Campaign+	9	21
train-s686	结婚+月+年+1951+7+邱+的+24+岁+雪梅+关+与+的+40+岁+华石+	8	16
train-s701	也是+板块+胡安+德富卡+一+之+残遗+的+法拉龙+板块+	4	10
train-s720	却+期间+在任+戴麟趾+未能+对+风气+社会+的+严重+贪污+作+打击+的+有效+	7	15
train-s725	能+军+反抗+只+采取+策略+的+战+游击+	3	9
train-s770	是+者+修复+专家+资深+古+建筑+冯+冬青+	4	9
train-s792	署名+何+家干+	1	3
train-s812	开始+在+分+清晨+时+五+十五+队+游击+行动+进攻+	6	11
train-s815	而+定义+的+腐败+因+国家+不同+体系+或+法律+有+不同+	6	12
train-s819	如下+根据+法+美国+国旗+内容+该+誓言+	5	8
train-s821	为+加冕+约翰+教皇+十二世+将+其+皇帝+神圣+罗马+	5	10
train-s849	是+他+现在+芝加哥+大学+弗兰克+教授+P+希克森+服务+杰出+名誉+	8	12
train-s854	生+斯图尔特+格拉汉姆+孟席斯+日+年+1890+月+1+30+于+号+英格兰+伦敦+上+街+格罗夫纳+46+	9	18
train-s873	藏有+馆+英+大+图书+大学+和+纽约+立+州+品+众多+的+茨威格+收藏+	9	15
train-s876	是+斯里赛拉姆古德姆德瓦斯塔纳姆+Srisailamgudem+Devasthanam+城镇+的+印度+邦+安得拉+县+Kurnool+个+一+	6	13
train-s883	开+新+城门+在+西段+街+庙+二郎+地方+的+不远+距+口+丁字+	6	14
train-s894	是+新+金氏+安东+后人+的+新罗+王朝+直系+	6	9
train-s898	入+巴士+线+595+正+在+总站+海怡+半岛+巴士+	6	10
train-s904	到达+于+日+年+1824+月+5+14+囚犯+位+这+100+场所+施工+	7	14
train-s905	是+新+站+栃木+车站+的+日本+县+栃木+市+栃木+东武+铁道+铁路+	9	14
train-s912	助长+谈话+段+这+更+气焰+的+者+新+论+经济+	5	11
train-s913	于+位+总部+楼+香港+中环+道+夏悫+号+10+和记+大厦+5+	8	13
train-s934	入围+作品+于+年+2002+大赛+中国+中央+台+电视+中国+音乐+电视+	10	13
train-s937	是+以下+名单+年+2011+女子+杯+世界+参赛+	5	9
train-s950	对此+组织+许多+国际+国家+表示+了+不满+	3	8
train-s952	是+目标+的+日航+酒店+服务+的+最高+水准+酒店+	5	10
train-s968	了+日+年+1989+月+10+12+维京+得到+从+牛仔+达拉斯+Herschel+Walker+	8	14
train-s979	上映+日+日期+北+美+首映+年+2007+月+8+10+台湾+于+日+年+2007+月+10+19+	12	19
train-s1004	被+时常+于+盗用+石材+的+建筑+该+很多+原始+建筑+的+远处+	6	13
train-s1009	包括+商店+的+桥上+花店+店+老+地图+吧+和+果汁+	5	11
train-s1024	介绍+专栏+Canal+académie+人物+的+科学+研究+领域+著名+活动+和+	7	12
train-s1057	有+男友+的+美知留+同居+倾向+暴力+	3	7
train-s1065	爆发+月+年+2013+9+政争+月+九+	3	8
train-s1074	启用+日+年+1999+月+4+2+馆+波锭+纪念+图书+正式+	7	12
train-s1077	了+语音+字+汉+保留+体系+的+音+中古+入声+	4	10
train-s1089	还+木村+过+担任+次长+的+近卫+内阁+内阁+东条+省+陆军+	7	12
train-s1090	可能+根据+考证+的+沙畹+木櫾+逝世+于+年+1688+	4	10
train-s1095	相近+在+方面+反+传统+思想+的+马雅可夫斯基+和+马里内蒂+最为+	6	11
train-s1099	但+不是+路径+的+物质+这些+正+圆形+的+	3	9
train-s1104	袭封+朱+祁镛+于+年+成化+十五+年+1479+襄王+	6	10
train-s1151	还+李+裕智+负责+亲自+工作+教育+政治+及+训练+军事+	6	11
train-s1152	是+李+遇陛+人+丰城+江西+人物+名+一+清朝+政治+	6	11
train-s1175	了+编剧+的+杰克托尔+罗伯特+卡洛克+获得+提名+奖+黄金+时段+艾美+剧集+杰出+喜剧+奖+编剧+	8	17
train-s1185	为+社+日本+出版+社+讲谈+园区+商+全体+赞助+	6	10
train-s1187	代表+因+此+使团+东+加勒比+国家+组织+外交+不+并+国家+这+个+两+	9	15
train-s1188	于+位+总部+号+市+吉林+区+高新+街+厦门+路+号+二+3+	6	14
train-s1195	是+桥+东升+拱桥+的+市+台中+东区+座+一+	4	10
