sent_id	clause_text	lds_n	word_n
n01129010	问题+这+是+常见+最+的+国土+安全+	5	8
n01130003	达到+选举+此次+中+投票数+北卡罗来纳州+North+Carolina+的+最低+有史+以来+	6	12
n01136005	打到+帮助+在+联盟+美国+公民+自由+的+下+他们+挑战+最终+了+该州+最后+该案+将+了+法庭+美国+的+最高+	12	22
n01137010	响+没看+我+集+几+手机+就+了+	4	8
n01141022	部分+但+努力+它+最近+在+方面+工作+场所+聊天+游戏+的+是+趋势+公司+科技+的+更大+中+的+一+	15	21
n01147026	去+门票+凭藉+赛车+F1+的+还+可以+音乐会+当天+的+	7	11
n01147085	有+网站+亚斯+码头+赛道+上+计时+精确+	5	8
n01149010	谈+她+时尚+跟+CNN+CNN+Style+了+经历+自己+的+	6	11
w01002013	覆盖+具有+地区+在+极西北+以外+泰加林+地位+统治+它+了+部分+西伯利亚+整个+的+个+一+重要+	8	18
w01003056	如+包括+岛屿+花岗岩+塞舌尔+刁曼岛+和+岛屿+火山岩+则+圣赫勒拿岛+	4	11
w01005021	征服+军队+阿契美尼德+了+城市+色雷斯+希腊+的+沿海+培奥尼亚人+以及+	5	11
w01005024	通婚+此外+人士+许多+马其顿+波斯+和+的+精英+	6	9
w01006027	成立+成立+公司+首家+电影+Athina+Film+年+于+1912+Asty+Film+则+年+于+1916+	8	16
w01007004	提供+签署+条约+法国+摩纳哥+月+于+年+1918+7+法国+此+据+摩纳哥+为+保护+有限+的+	10	18
w01007087	包括+项目+当前+的+土地+开垦+进行+芳特维耶区+对+扩建+这+一+项+	7	13
w01008043	存在+但+爱尔兰+北+英格兰+威尔士+和+之间+法律+在+程序+和+上+差异+重要+的+	10	16
w01014002	称+称+区域+高加索+山脉+北部+亦+可+为+地区+内+高加索+Ciscaucasus+而+区域+南部+可+为+地区+外+高加索+Transcaucasus+	12	22
w01017004	山峰+形成+影响+构造力+全球+板块+的+了+大裂谷+东+非+位+乞力马扎罗山+肯尼亚山+和+于+非+东+它们+是+非洲+最高+的+个+两+	14	25
w01019073	发生+期间+年+2010+月+六+月+至+八+撒海尔区+非洲+饥荒+	6	12
w01020020	称+建立+后来+奥古斯塔斯+了+帝国+罗马+罗马人+地中海+把+为+海+我们+的+Mare+Nostrum+	7	16
w01022055	适用+丹麦语+在+中+词+个+这+可能+也+于+浅礁湖+	5	11
w01030094	来+城市+在+如+米兰+等+中+供水+80%+的+自+于+径流+阿尔卑斯山+的+	8	15
w01031034	发生+一般+它们+也+不会+爆炸+灾难性+的+	6	8
w01033025	宣布+这里+年+于+1975+被+为+保护区+野生+动物+	6	10
w01033061	继续+工作+岛屿+个+这+的+调查+考察+与+正+在+	6	11
w01033067	迁移+开始+活动+这些+定居+年+约+在+公元+前+1000+可能+就+已+美拉尼西亚人+东部+当时+的+在+往北+	13	20
w01036077	存在+科属+这些+植物+依然+于+巴布亚+新几内亚+	4	8
w01041046	如+导致+但+城镇化+泰国+的+也+了+激增+问题+的+肥胖+	7	12
w01043065	促进+同时+控制+对+河+尼罗+的+额外+了+发展+杰济拉岛+一带+和+城市+海滨+的+	11	16
w01044010	有+输出+内华达州+的+产业+旅游业+矿业+加工业+机械+印刷+出版+与+加工+食品+设备+和+电子+	8	17
w01045004	存在+发展+在+世纪+头个+的+中+控制+西班牙+对+地区+该+的+不+争议+	9	15
w01047104	引起+这+了+注意+产业+化学+说客+和+相关+大众+以及+普罗+的+	8	13
w01048090	改变+年代+自+世纪+二十+六十+以来+获得+经济+南韩+的+已+了+增长+巨大+的+结构+经济+被+彻底+	11	20
w01054107	修建+区域+新法兰西+稳定+尚+未+的+较旧+也+了+堡垒+	6	11
w01057006	描述+诗歌+每首+只+了+部分+战争+的+一+	4	9
w01065019	年+在+作用+巨碑+个+这+的+具体+仍然+当中+讨论+但是+组成+它们+可能+时代+在+中期+青铜+了+高地+迦南人+的+即+约+公元+前+1600+	16	28
w01066006	是+猴子+生肖+她+的+黄道+是+庆典+她+的+重要+意义+传统+上+很+的+周年+六十+年+在+1992+	9	21
w01068056	结+阿特灵+过+婚+次+三+	2	6
w01070033	标记+标记+个+三+日出+把+在+处+夏至+冬至+和+春分+秋分+以及+	7	14
w01070034	给出+标记+另外+个+四+分别+了+倾斜角+夏季+在+冬季+和+时+满月+的+最小+最大+和+	10	18
w01071036	反应+重要性+其+事实+在+个+两+中+出来+	4	9
w01071043	应用+系统+个+第三+时期+在+半岛+尤卡坦+的+后古典+被+	5	11
w01072046	大+但是+事物+在+新生+中+影响+希斯帕尼亚+的+也+非常+	7	11
w01073054	势不可挡+给+编辑+惠勒斯蒂芬+工作+在+上+了+吉卜林+压力+很大+但是+兴致+基普林+的+写作+	8	16
w01073075	思考+至+时+此刻+他+已经+多+越来越+地+未来+	5	10
w01078013	探讨+本书+段落+在+个+多+中+详细+了+伤害+战争+对+社会+人类+文化+及+的+	10	17
w01079038	助理+牧师+道明会+海因里希+克雷默+是+大主教+萨尔兹堡+的+	5	9
w01081030	满意+女皇+俄罗斯+叶卡捷琳娜+同样+非常+	3	6
w01084085	出现+城邦+该+王朝+与+素可泰+时期+在+同+一+	6	10
w01085004	优秀+部队+战斗+在+古巴+的+中+表现+	5	8
w01085008	割让+协议+根据+和平+西班牙+殖民地+将+自己+的+波多黎各+关岛+菲律宾+以及+给+了+美国+	10	16
w01089017	来+信息+关于+时期+个+这+的+主要+自+地点+埋葬+陪葬品+以及+	7	13
w01092019	改变+苏格兰人+詹姆斯+瓦特+根本+从+上+了+原理+其+工作+	6	11
w01094022	评+活动+在+世纪+20+国际+汽车+评选+中+T型车+福特+被+为+车型+有+最+影响力+	9	17
w01094066	推出+大获+车型+公司+美国+汽车+的+紧凑+漫步+者+成功+激励+在+种+这+下+公司+通用+公司+和+福特+年+于+1960+了+汽车+自己+的+小型+	14	29
w01095092	起+天皇+明治+以前+改变+年号+朝代+经常+谥号+天皇+的+也+自+方式+不同+的+	8	16
w01097059	接受+部队+英国+骑兵+同时+还+训练+严格+的+剑术+	6	10
w01099012	取决+解释+起源+音乐+的+于+定义+对+音乐+的+	5	10
w01101020	探讨+参加+拉玛尔+曼德尔+和+一起+会议+商务+会议+在+中+他+科学家+和+人士+以及+其他+专业+一起+技术+军事+	12	21
w01106052	占领+叛军+解放+刚果+民主+力量+同盟+月+于+年+1997+4+了+卢本巴希+	9	14
w01108063	拜访+日+年+1896+月+3+10+牧师+大使馆+英国+的+威廉+赫尔勒+了+赫尔茨+	7	15
w01115026	回到+随后+他+了+基里缪尔+	3	5
w01116036	印+版+第一+只+了+份+3000+	3	7
w01116100	人+批评+学者+一些+基督教+学说+托尔+的+但是+其他+有加+则+赞赏+	8	13
w01129019	离开+着火+汽车+突然+肯瑟斯+转身+	4	6
w01129037	参加+当天+在+比赛+艾略特+了+葬礼+父亲+他+的+	5	10
w01130100	合作+翼+在+祈祷+和+年+1992+中+他+队友+和+乐队+盗用轮+的+艾根+次+再+一+了+歌曲+首+几+	11	22
w01134009	后代+祖母+三岛+的+是+德川+家康+的+直系+	6	9
w01135034	担任+年+2011+布朗特+代言人+伊夫+圣+罗兰+鸦片+香水+	6	10
w01137068	归咎+穿过+军队+德国+边境+之后+张+伯伦+发言+在+对+内阁+的+中+责任+把+于+德国+奥地利+和+	9	20
w01142031	死+约翰+冈特+的+年+于+1399+	4	7
w01142063	投入+释放+骑士+李维+被+追随者+他+的+则+被+伦敦塔+	6	11
w01144056	值+进行+竞选+年+1980+的+总统+里根+在+总统+和+时任+吉米+卡特+之间+当时+正+发酵+危机+国内+危机+以及+伊朗+人质+的+持续+	16	26
n02002007	制服+警察们+本来+能够+行动+在+早晨+星期+天+的+中+人+个+那+岁+53+的+	11	17
n02033063	摇摇头+库恩+Kvhn+只好+	2	4
n02033113	质询+报纸+德国+时代+周报+Die+ZEIT+首先+企业+向+该+房地产+了+现金流+其+可疑+的+危机+和+月份+七+的+破产+	13	23
n02041014	停止+生产+模型+智能+手机+的+已+完全+	5	8
n02042005	占据+30+年+2015+月+8+天+这+一+互联网+鸭子+被+群+一+了+	7	15
n02042028	艺术+方面+另+一+Vine+是+个+一+秒钟+六+的+	7	11
n02043008	成+现在+他+也+了+冠军+世界+	4	7
n02048002	抵抗+你+过+闹钟+吗+	3	5
n02050052	应付+明显+很+方面+在+避孕+男人+责任+更多+	5	9
n02068015	引起+调离+巴罗佐+Barrosos+的+轩然大波+	3	6
n03001030	讲话+流程+根据+她+将+会+分+在+点+23+45+	7	11
n03002003	选出+周+本+二+美国+可能+就+会+总统+历史+上+位+第一+女+了+	9	15
n03003025	作+保守派+伊斯兰+党+正义+发展+与+拒绝+把+次+这+为+证明+疑问+之前+的+的+	9	17
n03005007	表示+监督+后者+在+初选+共和党+的+党内+初选+在+次+那+中+瑞启达+达利+尼古拉斯+对+萨科齐+了+支持+	10	20
n03006016	放+人员+工作+可以+物品+把+宗教+相关+的+在+办公桌+上+吗+	7	13
n03008011	透露+来+ETA+要+了+法国+代表+	4	7
n03010019	太好+名声+法国+不+	2	4
n04005003	花完+提供+政府+会+老年人+为+元+500+欧+元+这+500+欧+需要+日+在+年+2017+月+12+31+之前+	14	22
n04006010	属+情况+在+个+两+下+都+于+水平+欧盟+首位+	5	11
n04006016	超过+元+花费+为+1365+欧+每升+价格+个+这+大幅+了+价格+国家+使用+货币+单一+的+平均+	10	19
n04007023	评估+这+需要+	2	3
n04010021	参加+领导人+Spotify+特斯拉+优步+快拍+以及+等+公司+的+峰会+在+山景城+以外+还+会+活动+个+一+私人+	13	20
n05001008	担任+担任+Duran+发言人+Angel+Pintado+财务长+	3	7
n05002015	饱受+但是+管理+它+的+一直+批评+	4	7
n05002020	面临+部门+个+这+现在+挑战+新+的+	4	8
n05002023	对付+另外+政府+还+需要+山芋+个+另+一+烫手+	7	10
n05004025	样+党派+权力派+那些+历史+的+又+怎么+呢+	5	9
w02001069	举行+庆典+节日+日+于+年+1955+月+4+30+	5	10
w02005029	有+里面+纪念碑+马丁+路德+金+Martin+Luther+King,+Jr.+的+	8	11
w02006036	下滑+年代+从+世纪+20+60+起+经济+城市+该+的+就+一直+急剧+	8	14
w02006081	赢得+大选+年+2010+中+工党+能+了+选票+所有+选区+个+七+的+	6	14
w02007008	进行+人们+时间+对+事件+的+发生+顺序+及+发展+了+讨论+热烈+的+	9	14
w02008055	在+他们+当时+原本+山上+	3	5
w02012042	带来+大战+次+第一+世界+了+转变+政治+殖民+的+新发展+和+	5	12
w02013015	早+革命+英国+的+工业+革命+比+国家+其他+任何+的+工业+都+	7	13
w02013076	赢回+掌权+在+年+1933+国社党+的+后+各处+都+想+旧殖民地+	7	12
w02015086	摧毁+修道院+鲁帕斯堡+Rupertsberg+年+于+1632+战争+在+年+三十+中+军队+被+瑞典+	8	15
w02015088	进行+后来+废墟+对+了+重建+	3	6
w02017061	一样+血迹+衣服+上+的+描述+与+报导+谋杀案+案发+当天+上+的+	9	13
w02018030	授予+科隆+不来梅+和+分别+了+韦斯+Weiss+殊荣+文学奖+的+	6	11
w02019077	烧毁+小木屋+被+完全+	3	4
w03001058	相关+历史+卡尔卡松+的+要塞+与+其+城堡+直接+	6	9
w03002048	有+世界+在+21+初+人口+10万+每+居住+中+医生+名+5+	6	13
w03004037	建立+拟定+次+这+法+为+罗马+建立+共和国+罗马+的+习惯法+以及+了+基础+	8	15
w03005014	出现+世纪+从+公元+前+9+逐渐+了+文字+批+第一+希腊+	6	12
w03005015	分成+程度+很大+上+条件+由于+希腊+的+地理+隔开+几乎+岛屿+每个+山谷+平原+和+都+海洋+被+山脉+或+外界+于+了+希腊+被+了+城区+个+许多+小型+自治+	16	32
w03006024	没有+世纪+在+中+基督徒+大部分+并+圣经+母语版+的+	6	10
w03008011	看作+事件+次+这+可以+被+起点+事业+他+激进+革命+的+	7	12
w03010100	承认+发展+期间+假期+他+孩子+和+个+这+年轻+的+女+出+了+婚外情+不久+之后+他+就+了+	11	20
w04002055	拆毁+使用+年+1976+赛马场+已经+不+再+吞噬+年+1990+大火+场+一+了+看台+木制+部分+其余+被+也+之后+在+马厩+和+一起+了+	15	27
w04004005	没+突然+内部+个+这+地区+起伏+区域+不同+之间+分隔+明显+的+	7	13
w04007006	拿破仑+大革命+法国+之后+战争+在+次+第一+同盟+反+法+中+崭露头角+军官+位+一+年轻+的+科西嘉+炮兵+他+就是+波拿巴+	11	23
w05006058	包括+方面+另+一+历史+外部+的+历史+使用者+西班牙语+的+变迁+他们+的+历史+复兴+和+运用+以及+西班牙语+的+社会+	12	22
w05010025	霸占+同时+此+与+霸占+职位+他+保民官+的+也+马克+被+安东尼+他+职位+此+月+直到+12+	11	19
train-s4	日+期+怀孕+为+421+457+至+	5	7
train-s29	较多+段+临近+该路+寺+静安+渡+和+曹家+两+店铺+	6	11
train-s37	三崎+四郎+员+日本+足球+运动+成员+前+日本+国家+队+足球+	8	12
train-s47	下辖+镇+三江+社区+三江+村+三江+村+茄南+村+道学+村+茄芮+村+苏寻三+村+上云+村+塘+眼镜+村+和+江源+	11	23
train-s58	讲述+故事+主要+故事+才子+江南+唐+伯虎+婢女+与+秋香+的+恋爱+	6	13
train-s65	标志+这+正是+线+往日+屯门+海岸+之+	6	8
train-s82	一+它+是+古迹+州+南+波希米亚+重要+最+的+文化+之+	7	12
train-s98	管辖+现在+局+上海+铁路+事务+境内+市+上海+省+江苏+省+安徽+省+和+浙江+的+铁路+	10	18
train-s109	路线+线+世田谷+是+旗下+东京+急行+电铁+条+一+特别+较为+的+	8	13
train-s114	采纳+从此+概念+个+这+被+政府+全球+各国+组织+国际+机构+和+慈善+	9	14
train-s127	分+游戏+主要+为+地图+随机+模式+和+战役+部分+两+	6	11
train-s134	明确+原因+疾病+本+的+目前+还+不+	5	8
train-s144	得到+组织+该+恐怖+还+了+支持+组织+一+另+恐怖+塔利班+的+	6	13
train-s156	一+神社+今日+的+严岛+已经+是+景点+日本+国内+重要+最+的+观光+之+	9	15
train-s157	师从+严+鸿逵+人+清朝+初年+浙江+湖州+字+赓臣+吕+留良+	7	12
train-s161	波+人+哥特+人+苏维汇+人+和+汪达尔+只+是+浪潮+蛮族+入侵+的+第一+	9	15
train-s195	参加+代表+回+维吾尔+哈萨克+乌孜别克+柯尔克孜+塔吉克+塔塔尔+东乡+撒拉+保安+民族+个+十+的+了+大会+成立+	13	19
train-s206	征兆+寡尿+通常+是+功能+异常+肾+的+最早+	6	9
train-s233	进行+年+自+2002+目前+到+水库+小浪底+已经+了+调沙+次+10+调水+	7	14
train-s245	命名+行星+该+小+家+以+美国+学+天文+乔治+赫比格+	6	11
train-s256	等+星等+行星+颗+这+小+的+绝对+为+319.4618816440522+	5	10
train-s259	发现+行星+该+小+日+于+年+1977+月+2+11+	6	11
train-s263	等+星等+行星+颗+这+小+的+绝对+为+248.1580343212532+	5	10
train-s264	等+星等+行星+颗+这+小+的+绝对+为+337.14920+	5	10
train-s268	等+星等+行星+颗+这+小+的+绝对+为+347.71961+	5	10
train-s274	辟+年+1988+岛+小青+再度+为+公园+	4	8
train-s289	一+他+是+成员+香港+明星+队+足球+之+	6	9
train-s297	题材+贪婪+也是+小说+部+这+的+重要+	4	8
train-s298	结婚+他俩+日+于+年+1989+月+7+22+	5	9
train-s299	降临+年+1945+旱灾+场+一+规模+大+的+乌克兰+	4	10
train-s302	城镇+尼尔马尔+Nirmal+是+县+印度+安得拉邦+Adilabad+的+个+一+	6	11
train-s306	效力+他+曾+帕纳辛纳克斯+于+AEK+和+雅典+俱乐部+家+两+足球+	7	12
train-s311	称+点+居里+也+温度+居里+点+或+磁性+转变+	6	10
train-s319	接掌+年+1929+山内+积良+手中+从+岳父+任天堂+	4	9
train-s332	简称+大学+岐阜+立+市+女子+短期+一般+被+为+岐女短+	7	11
train-s336	时代+年代+遗址+岗斜+的+历史+为+青铜+	4	8
train-s354	成立+日+年+2011+月+12+18+工党+正式+	5	9
train-s360	转投+年+2012+卡巴雷罗+上将+阿根廷+乙级+球队+布朗+	6	9
train-s371	发生+期间+大战+次+第二+世界+海峡+该+月+在+年+1942+2+战斗+	6	14
train-s373	时间+时间+下列+标示+为+欧洲+中部+CET+	5	8
train-s385	获授+其间+日+年+1927+月+4+5+巴英额+将军+府+将军+恪威+	7	13
train-s386	达+身长+巴莫鳄+的+可+公尺+1.5+2+到+	6	9
train-s389	分+字母+为+母音+辅音+及+部分+二+大+	5	9
train-s395	延长+日+同年+月+5+2+线路+西+向+至+奥特伊+Auteuil+	6	12
train-s403	沿袭+其中+流派+北京+完全+了+技法+营+清代+善扑+的+布库+	6	12
train-s406	出色+霍普+赛季+在+联盟+小+的+个+四+表现+	5	10
train-s413	教徒+他+也是+位+一+虔诚+的+教+基督+	5	9
train-s423	围绕+画作+他+的+主要+荒地+物+建筑+农舍+和+	5	10
train-s425	形成+画作+这些+画作+与+时期+维也纳+的+对比+强烈+	5	10
train-s441	进行+方面+在+餐厅+年+于+2006+曾经+工程+改革+翻新+及+	8	12
train-s445	校长+兄+其+币原+坦+为+台北+帝国+大学+首任+	6	10
train-s447	列入+超人+这+幪面+不+并+系列+正传+的+	5	9
train-s450	包括+一+其中+之+者+殉教+牧师+朱+基彻+	5	9
train-s455	得到+此后+局面+广东+的+动荡+扼止+基本+	4	8
train-s460	实行+年+1929+市+广州+制+市长+	3	7
train-s463	试播+日+年+2003+月+3+1+电视+广州+数字+正式+	6	11
train-s464	辖区+辖区+法院+本+的+是+局+广州+铁路+的+	6	10
train-s465	院校+学院+广西+师范+是+所+一+普通+制+全日+本科+师范+	8	12
train-s493	出生+月+年+1867+4+廖+名缙+镇+于+省+湖南+县+泸溪+浦市+	8	14
train-s499	找到+细节+个+这+专利+可以+文摘+在+化学+	5	9
train-s504	互动+这+也是+政府+和+民间+的+良性+	6	8
train-s505	受+此+因+人+萨尔马提亚+方面+在+头盔+可能+影响+人+诺曼+的+	7	13
train-s517	有+东京+光+在+就+学校+家+上+千+佛朗明哥+舞蹈+	7	11
train-s524	去世+弗朗西丝+夏默+日+于+年+1901+月+11+10+	5	10
train-s537	官吏+父亲+张+敬尧+的+是+县里+的+下级+	6	9
train-s542	源于+名字+他+的+喜爱+父亲+对+明星+足球+济科+的+	7	11
train-s543	获得+月+同年+11+张+继科+又+杯+在+法国+世界+冠军+男子+打+单+	9	15
train-s575	一+大学+在+他+是+成员+校队+大学+爱思德+的+式+联盟+球+橄榄+的+之+	8	16
train-s578	去世+日+年+927+月+5+27+大帝+西蒙+突然+	5	10
train-s579	参加+年+1870+71+团+奥尔登堡+第91+步兵+了+战争+普+法+	7	12
train-s601	号+编号+车+辆+这+的+为+290999+	4	8
train-s624	具有+软体+部分+大+的+法+图+心智+工具+都+型式+类似+的+功能+和+	7	15
train-s631	约定俗成+速度+音乐+传统+中国+的+常常+	4	7
train-s636	改+日+年+1943+月+1+1+政厅+晋北+为+省+大同+	5	12
train-s637	有+矿藏+县+怀仁+探明+已+种+39+	3	8
train-s648	国家+国+美利坚+合众+是+最早+典型+最+的+制+总统+	6	11
train-s655	当选+日+年+2012+月+2+12+他+率+以+63%+的+高+得票+人+派+反对+总统+候选+	11	19
train-s656	获得+年+1918+金+学校+比萨+高等+师范+的+奖学+	5	10
train-s661	忠于+背景+其+战斗+设定+和+战斗+人物+均+描述+原著+	7	11
train-s682	出现+现时+方式+组织+全球+的+慈善+的+筹款+了+运动+种+一+有效+的+捐+月+DDC+Direct+Dialogue+Campaign+	8	21
train-s686	结婚+月+年+1951+7+邱+岁+24+的+雪梅+关+与+岁+40+的+华石+	8	16
train-s701	一+板块+胡安+德富卡+也是+残遗+板块+法拉龙+的+之+	6	10
train-s720	作+期间+在任+戴麟趾+却+风气+对+社会+严重+的+贪污+未能+打击+有效+的+	9	15
train-s725	采取+军+反抗+只+能+策略+战+游击+的+	5	9
train-s770	专家+者+修复+是+资深+建筑+古+冯+冬青+	4	9
train-s792	署名+何+家干+	1	3
train-s812	开始+分+在+清晨+时+五+十五+队+游击+行动+进攻+	6	11
train-s815	有+定义+腐败+的+国家+因+不同+体系+或+法律+而+不同+	7	12
train-s819	如下+法+根据+美国+国旗+内容+该+誓言+	5	8
train-s821	加冕+约翰+教皇+十二世+其+将+为+皇帝+神圣+罗马+	4	10
train-s849	教授+他+现在+是+芝加哥+大学+弗兰克+P+希克森+服务+杰出+名誉+	10	12
train-s854	生+斯图尔特+格拉汉姆+孟席斯+日+年+1890+月+1+30+号+于+英格兰+伦敦+上+街+格罗夫纳+46+	11	18
train-s873	藏有+馆+英+大+图书+大学+和+纽约+立+州+品+众多+茨威格+的+收藏+	9	15
train-s876	城镇+斯里赛拉姆古德姆德瓦斯塔纳姆+Srisailamgudem+Devasthanam+是+县+印度+邦+安得拉+Kurnool+的+个+一+	6	13
train-s883	开+城门+新+西段+在+街+庙+二郎+地方+不远+口+距+丁字+的+	6	14
train-s894	后人+金氏+新+安东+是+王朝+新罗+的+直系+	5	9
train-s898	入+巴士+线+595+正+在+总站+海怡+半岛+巴士+	6	10
train-s904	到达+日+于+年+1824+月+5+14+囚犯+位+这+100+场所+施工+	7	14
train-s905	车站+站+新+栃木+是+市+日本+县+栃木+栃木+的+东武+铁道+铁路+	9	14
train-s912	助长+谈话+段+这+更+气焰+者+论+新+经济+的+	5	11
train-s913	位+总部+于+楼+香港+中环+道+夏悫+号+10+和记+大厦+5+	8	13
train-s934	入围+作品+年+于+2002+大赛+中国+中央+台+电视+中国+音乐+电视+	9	13
train-s937	名单+以下+是+年+2011+女子+杯+世界+参赛+	6	9
train-s950	不满+组织+许多+国际+国家+对此+表示+了+	6	8
train-s952	服务+目标+酒店+日航+的+是+水准+最高+的+酒店+	5	10
train-s968	得到+日+年+1989+月+10+12+维京+牛仔+从+达拉斯+了+Herschel+Walker+	7	14
train-s979	上映+日+日期+北+美+首映+年+2007+月+8+10+台湾+日+于+年+2007+月+10+19+	11	19
train-s1004	盗用+石材+建筑+该+的+很多+原始+时常+被+于+建筑+远处+的+	7	13
train-s1009	包括+商店+桥上+的+花店+店+地图+老+吧+和+果汁+	5	11
train-s1024	介绍+专栏+Canal+académie+人物+领域+科学+研究+的+著名+活动+和+	6	12
train-s1057	有+男友+美知留+的+同居+倾向+暴力+	3	7
train-s1065	爆发+月+年+2013+9+政争+月+九+	3	8
train-s1074	启用+日+年+1999+月+4+2+馆+波锭+纪念+图书+正式+	7	12
train-s1077	保留+语音+字+汉+了+体系+音+中古+的+入声+	3	10
train-s1089	担任+木村+还+过+次长+内阁+近卫+内阁+东条+的+省+陆军+	6	12
train-s1090	逝世+考证+根据+沙畹+的+木櫾+可能+年+于+1688+	7	10
train-s1095	相近+方面+在+反+传统+思想+马雅可夫斯基+的+马里内蒂+和+最为+	7	11
train-s1099	圆形+但+路径+物质+这些+的+不是+正+的+	5	9
train-s1104	袭封+朱+祁镛+年+于+成化+十五+年+1479+襄王+	6	10
train-s1151	负责+李+裕智+还+亲自+工作+教育+政治+及+训练+军事+	6	11
train-s1152	人物+李+遇陛+人+丰城+江西+是+名+一+清朝+政治+	6	11
train-s1175	获得+编剧+杰克托尔+的+罗伯特+卡洛克+了+提名+奖+黄金+时段+艾美+剧集+杰出+喜剧+奖+编剧+	9	17
train-s1185	商+社+日本+出版+社+讲谈+为+园区+全体+赞助+	7	10
train-s1187	代表+此+因+使团+东+加勒比+国家+组织+外交+不+并+国家+这+个+两+	9	15
train-s1188	位+总部+于+号+市+吉林+区+高新+街+厦门+路+号+二+3+	6	14
train-s1195	拱桥+桥+东升+是+东区+市+台中+的+座+一+	4	10
train-s1197	签订+年+1898+清+俄+条约+旅+大+租地+	6	9
train-s1214	获颁+年+1998+林+佐民+勋章+加拿大+员佐+	5	8
train-s1215	届满+任期+他+的+日+于+年+2010+月+5+11+	6	11
train-s1218	出身+林+向滋+人+省+直隶+府+天津+县+天津+人物+清朝+政治+进士+同+	7	15
train-s1243	发生+期间+比赛+她+常常+者+和+参赛+金美+麦当劳+冲突+	6	11
