sent_id	word_sound	upos	character_token_n	sound_n
A010009	['bu', 'de', 'yi']	ad	3	6
A010009	['b#']	v	1	2
A010009	['$i', 'fan']	n	2	5
A010009	['ɥæn', 'xi#']	n	2	6
A010009	['jin', 'guan']	c	2	7
A010009	['lu', 'qu']	v	2	4
A010009	['$i', 'fan', 'da', 'xue']	n	4	10
A010009	['yi', 'ran']	d	2	5
A010009	['quan', 'guo']	n	2	7
A010009	['dan']	c	1	3
A010009	['b#', 'ta']	n	2	4
A010009	['djəŋ']	ng	1	4
A010009	['die', 'luo']	v	2	6
A010009	['xia', 'l#']	v	2	5
A010010	['ru', 'xue']	v	2	5
A010010	['h#']	f	1	2
A010010	['coŋ', 'bu']	d	2	5
A010010	['p#', 'd#']	v	2	4
A010010	['xi#', 'hui']	n	2	6
A010010	['w#', 'l#']	t	2	4
A010010	['h#', 'zi', 'waŋ']	n	3	7
A010010	['$oŋ', 'ri']	m	2	5
A010010	['yan', 'yan']	z	2	6
A010010	['gan', 'd#']	v	2	5
A010010	['huo']	v	1	3
A010010	['wu', 'w#']	a	2	4
A010011	['m#', 'ri']	r	2	4
A010011	['hui', 'd#']	v	2	5
A010011	['hen']	d	1	3
A010011	['jia', 'li']	s	2	5
A010011	['ju', 'jue']	v	2	5
A010011	['gu', 'du']	an	2	4
A010012	['guan']	v	1	4
A010012	['wu', 'li']	s	2	4
A010012	['zuo', '$u']	v	2	5
A010012	['ren', '$en']	ad	2	6
A010012	['du', '$u']	v	2	4
A010012	['yaŋ', 'zi']	n	2	5
A010012	['man', 'hoŋ']	v	2	6
A010012	['$i', 'ji', '$aŋ']	d	3	7
A010012	['$eŋ', 'z#']	u	2	5
A010012	['wu', 'waŋ']	v	2	5
A010012	['$eŋ', '$a']	v	2	5
A010013	['jjəŋ', '$aŋ']	d	2	7
A010013	['kuaŋ', 'ke']	v	2	6
A010013	['que']	d	1	3
A010013	['g#', 'su']	v	2	4
A010013	['jin', 'ri']	t	2	5
A010013	['wu']	v	1	2
A010013	['ke']	n	1	2
A010014	['m#', 'y#']	d	2	4
A010014	['da', 'xue']	n	2	5
A010014	['dui']	p	1	3
A010014	['$oŋ', 'jjəŋ']	vn	2	7
A010014	['qi', 'pian']	vn	2	6
A010014	['ta', 'men']	r	2	5
A010014	['bu']	d	1	2
A010014	['$i', 'd#']	v	2	4
A010014	['$en']	ng	1	3
A010014	['xia']	f	1	3
A010014	['faŋ']	v	1	3
A010014	['man']	v	1	3
A010014	['wu', 'xia', 'xi#', '$uo']	n	4	11
A010014	['huaŋ', 'se']	n	2	6
A010014	['$u', 'kan']	n	2	5
A010015	['si']	m	1	2
A010015	['nian', 'ji']	n	2	6
A010015	['ku#']	d	1	3
A010015	['men']	q	1	3
A010015	['goŋ', 'ke']	n	2	5
A010015	['ji', 'ge']	v	2	4
A010015	['xian', '$i']	n	2	6
A010015	['yi', 'xia']	m	2	5
A010015	['ya', 'kua']	v	2	5
A010016	['maŋ', 'ran']	an	2	6
A010016	['xiaŋ', 'd#']	v	2	6
A010017	['qian']	f	1	4
A010017	['y#', 'yu']	an	2	4
A010017	['hu', 'ran']	d	2	5
A010017	['xiaŋ', '$#']	v	2	6
A010017	['#', 'qjəŋ']	n	2	5
A010017	['huan', 'le']	an	2	6
A010017	['yu', '$i']	c	2	4
A010017	['mwo', 'gui']	n	2	6
A010017	['ban']	u	1	3
A010017	['di']	u	1	2
A010017	['pu']	v	1	2
A010017	['xiaŋ']	p	1	4
A010017	['lin', 'ju']	n	2	5
A010017	['yi', 'ge']	m	2	4
A010017	['nuu', 'h#', 'zi']	n	3	7
A010017	['jjəŋ', 'huaŋ']	an	2	8
A010017	['can', 'ren']	a	2	6
A010017	['hwən']	v	1	4
A010017	['nuu']	b	1	3
A010017	['h#', 'er']	n	2	4
A010017	['die', 'die', '$uaŋ', '$uaŋ']	z	4	14
A010017	['t#']	v	1	2
A010017	['$u']	v	1	2
A010017	['xi#', 'wu']	n	2	5
A010018	['daŋ']	p	1	3
A010018	['wo']	r	1	2
A010018	['nuu', 'h#']	n	2	5
A010018	['er', '$i']	t	2	4
A010018	['yi', 'w#']	v	2	4
A010018	['neŋ']	v	1	3
A010018	['ke', '$i']	c	2	4
A010018	['m#']	v	1	2
A010018	['huaŋ']	a	1	4
A010018	['$u', '$#', 'wu', 'ce']	i	4	8
A010018	['yi', 'hui', 'er']	m	3	7
A010018	['n#', 'zi']	n	2	4
A010018	['pian']	q	1	4
A010018	['koŋ', 'b#']	n	2	5
A010018	['xi#', '$eŋ']	vd	2	6
A010018	['xu', '$u']	v	2	4
A010018	['daŋ', '$i']	t	2	5
A010018	['fan', 'zui']	v	2	6
A010018	['qjəŋ', 'jjəŋ']	n	2	8
A010018	['di', 'xia']	a	2	5
A010018	['qu']	v	1	2
A010019	['qiaŋ', 'jian']	v	2	8
A010019	['$a', 'ren', 'zui']	n	3	8
A010019	['pan']	v	1	3
A010019	['si', 'xjəŋ']	n	2	6
A010019	['huan', 'qi']	v	2	6
A010019	['nian']	q	1	4
A010019	['$i', 'xjəŋ']	vn	2	6
A010020	['xie']	n	1	3
A010020	['mian', 'qian']	f	2	8
A010020	['ren', 'zui']	v	2	6
A010021	['g#']	p	1	2
A010021	['jian', '$a', '$aŋ']	n	3	9
A010021	['xin']	n	1	3
A010021	['xie', 'd#']	v	2	5
A010021	['zui', 'xjəŋ']	n	2	7
A010021	['$u', 'yi']	v	2	4
A010021	['ji', 'xjəŋ']	n	2	6
A010021	['ye']	d	1	2
A010021	['guo', 'fen']	a	2	6
A010022	['ɥe', 'djəŋ']	v	2	6
A010022	['di', 'er']	m	2	4
A010022	['ci']	q	1	2
A010022	['tan', 'hua']	n	2	6
A010022	['fen', 'xi']	v	2	5
A010022	['ɥæn', 'yin']	n	2	6
A010023	['$uo']	v	1	3
A010023	['ru', 'guo']	c	2	5
A010023	['ke', 'neŋ']	v	2	5
A010023	['qjəŋ']	v	1	4
A010023	['$uan', 'g#']	v	2	6
A010023	['l#', '$i']	n	2	4
A010023	['jia', '$aŋ']	n	2	6
A010023	['bu', 'y#']	d	2	4
A010023	['$i', 'yoŋ']	v	2	5
A010023	['$eŋ', 'goŋ']	a	2	6
A010023	['roŋ', 'yu']	n	2	5
A010023	['ji', 'li']	vn	2	4
A010023	['qjəŋ', '$#', 'nian']	n	3	10
A010023	['yiŋ', 'daŋ']	v	2	6
A010023	['raŋ']	v	1	3
A010023	['doŋ', 'de']	v	2	5
A010023	['geŋ']	d	1	3
A010023	['duo']	a	1	3
A010023	['cuo', '$e']	n	2	5
A010024	['hu#']	v	1	3
A010024	['$en', '$en']	z	2	6
A010024	['toŋ', 'ku']	an	2	5
A010024	['fan']	q	1	3
A010024	['hua']	n	1	3
A010025	['li', 'qia']	nr	2	5
A010025	['$e', 'ge']	r	2	4
A010025	['rui', 'qi']	n	2	5
A010025	['bu', 'd#']	v	2	4
A010025	['coŋ', 'ci']	d	2	5
A010025	['bu', 'bu']	q	2	4
A010025	['z#', 'xiaŋ']	v	2	6
A010025	['$en', 'ɥæn']	n	2	6
A010026	['ru', 'jin']	t	2	5
A010026	['tie', '$uaŋ']	n	2	7
A010026	['ji#', '$i']	n	2	5
A010026	['yi', 'yaŋ']	a	2	5
A010026	['fan', 'ren']	n	2	6
A010027	['fan', 'xjəŋ']	v	2	7
A010027	['jian']	q	1	4
A010027	['ban', 'goŋ', '$i']	n	3	8
A010027	['hoŋ', 'xiaŋ']	nr	2	7
A010028	['ge', 'zi']	n	2	4
A010028	['tjəŋ']	d	1	4
A010028	['ceŋ']	d	1	3
A010028	['ge']	q	1	2
A010028	['yun', 'doŋ', 'ɥæn']	n	3	9
A010029	['qi']	vg	1	2
A010029	['er', 'h#']	d	2	4
A010029	['ru', 'yu']	v	2	4
A010030	['ru']	v	1	2
A010030	['qi', 'jian']	f	2	6
A010030	['fen', 'p#']	v	2	5
A010030	['d#']	v	1	2
A010030	['za', 'wu']	n	2	4
A010030	['dan', 'ren']	v	2	6
A010030	['fu', 'fa']	v	2	4
A010030	['bjəŋ', 'qie']	c	2	7
A010030	['ke', 'k#']	a	2	4
A010030	['ren']	n	1	3
A010031	['qia']	d	1	3
A010031	['meŋ']	n	1	3
A010031	['nian', 'ljəŋ']	n	2	8
A010031	['sui']	q	1	3
A010032	['$i', 'h#']	n	2	4
A010032	['gan', 'qjəŋ']	n	2	7
A010032	['bu', 'h#']	a	2	4
A010033	['coŋ', 'xi#']	d	2	6
A010033	['$a']	a	1	2
A010033	['te', 'bie']	d	2	5
A010033	['xi', 'huan']	v	2	6
A010033	['wu', 'xian', 'dian']	n	3	10
A010033	['yi', 'l#']	b	2	4
A010033	['ke', 'w#']	b	2	4
A010033	['$u', 'ji']	n	2	4
A010033	['$e', '$oŋ']	r	2	5
A010033	['quan']	d	1	4
A010033	['suo']	v	1	3
A010033	['qi', 'l#']	v	2	4
A010033	['ban', 'fa']	n	2	5
A010033	['tie', 'pian']	n	2	7
A010033	['qi#']	v	1	3
A010033	['k#']	v	1	2
A010034	['ke', 'yi']	v	2	4
A010034	['hui']	v	1	3
A010034	['doŋ', 'xi']	n	2	5
A010035	['zi', 'jue']	a	2	5
A010035	['nan', 'kan']	a	2	6
A010035	['ku']	a	1	2
A010036	['jun', 'guan']	n	2	7
A010036	['fu', 'qin']	n	2	5
A010036	['xue', '$i']	n	2	5
A010037	['gan', 'bu']	n	2	5
A010037	['mu', 'qin']	n	2	5
A010037	['neŋ', 'li']	n	2	5
A010037	['hu', '$i']	v	2	4
A010037	['$aŋ', 'da']	v	2	5
A010037	['h#', 'zi']	n	2	4
A010037	['pa']	v	1	2
A010037	['ljəŋ', 'qian']	n	2	8
A010037	['wu', 'fa']	v	2	4
A010037	['can', 'jia']	v	2	6
A010037	['zu', '$i']	v	2	4
A010037	['ji#', 'y#']	v	2	5
A010038	['toŋ', 'xue']	n	2	6
A010038	['g#', 'g#', 'xjəŋ', 'xjəŋ']	z	4	12
A010038	['ta', 'qjəŋ']	vn	2	6
A010038	['xun']	v	1	3
A010038	['qiu']	tg	1	3
A010038	['du', 'zi']	d	2	4
A010038	['jie', 'xiaŋ']	s	2	7
A010038	['$aŋ', 'dian']	n	2	7
A010038	['xian', 'guaŋ']	v	2	8
A010038	['wan', '$aŋ']	t	2	6
A010038	['$uaŋ']	v	1	4
A010038	['yu', 'ku#']	a	2	5
A010038	['$u', 'xian']	v	2	6
A010039	['xu', 'roŋ', 'xin']	n	3	8
A010039	['bie']	d	1	3
A010039	['bie', 'ren']	r	2	6
A010039	['kan', 'jian']	v	2	7
A010040	['zen', 'me']	r	2	5
A010041	['k#', '$aŋ']	v	2	5
A010041	['m#', 'ɥe']	r	2	4
A010041	['$u', 'le']	p	2	4
A010041	['guo', 'jia']	n	2	6
A010041	['fa']	v	1	2
A010041	['$i', 'liu']	m	2	5
A010041	['ɥæn']	q	1	3
A010041	['$u', 'xue', 'jin']	n	3	8
A010042	['yi', 'jiu', 'ba', 'wu', 'nian']	t	5	13
A010042	['$aŋ', 'pin', 'jjəŋ', 'ji']	n	4	12
A010042	['jin', 'qian']	n	2	7
A010042	['huo', '$eŋ', '$eŋ']	z	3	9
A010042	['p#']	v	1	2
A010042	['ren', 'men']	n	2	6
A010043	['xi#', 'ɥæn']	n	2	6
A010043	['si', 'k#']	v	2	4
A010043	['jin', 'h#']	t	2	5
A010043	['d#', 'lu']	n	2	4
A010044	['naŋ', '$oŋ']	s	2	6
A010044	['jian', 'se']	a	2	6
A010044	['xin', 'li']	s	2	5
A010045	['bu', 'neŋ']	v	2	5
A010045	['an', 'yu']	v	2	4
A010045	['qjəŋ', 'pin']	a	2	7
A010045	['$eŋ', 'huo']	vn	2	6
A010046	['$en', 'qjəŋ']	v	2	7
A010046	['tui', 'xue']	v	2	6
A010046	['yi', 'jia']	m	2	5
A010046	['goŋ', 'si']	n	2	5
A010046	['ren', '$i']	vn	2	5
A010047	['m#', 't#', 'ku', 'gan']	i	4	9
A010047	['pwo']	d	1	3
A010047	['$eŋ', 'ji']	n	2	5
A010048	['soŋ', 'ru']	v	2	5
A010048	['$i', 'pi#']	n	2	5
A010049	['na', '$i']	r	2	4
A010049	['lian', 'ji']	v	2	6
A010049	['$eŋ', 'b#']	v	2	5
A010049	['goŋ', '$eŋ']	n	2	6
A010049	['ji', 'yu']	vd	2	4
A010049	['yoŋ']	v	1	3
A010049	['d#', 'yoŋ']	v	2	5
A010049	['$i', 'p#']	v	2	4
A010050	['dan', 'w#']	n	2	5
A010050	['hui', 'jia']	v	2	6
A010050	['faŋ', 'z#']	v	2	5
A010050	['ti', 'b#']	n	2	4
A010050	['$wən', 'b#']	v	2	6
A010050	['$e', 'yaŋ']	r	2	5
A010050	['$u', 'b#']	n	2	4
A010050	['d#', 'z#']	v	2	4
A010050	['h#', 'l#']	t	2	4
A010050	['$eŋ', 'ju']	n	2	5
A010051	['xjəŋ', 'qi']	n	2	6
A010051	['$i', 'er']	m	2	4
A010052	['h#', 'xiaŋ']	v	2	6
A010052	['ya']	v	1	2
A010052	['$i', 't#']	n	2	4
A010052	['c#']	n	1	2
A010052	['an']	p	1	2
A010052	['xi', 'waŋ']	v	2	5
A010053	['yi', '$i']	d	2	4
A010053	['zi', 'li']	v	2	4
A010053	['fa', 'hui']	v	2	5
A010053	['neŋ', 'liaŋ']	n	2	7
A010054	['h#', 'roŋ', 'yi']	d	3	7
A010054	['$eŋ', 'tuo']	v	2	6
A010054	['heŋ', '$oŋ', '$i', '$uaŋ']	i	4	12
A010054	['feŋ', '$aŋ']	v	2	6
A010055	['gaŋ', 'gaŋ']	d	2	6
A010055	['yu']	p	1	2
A010055	['zui', 'fan']	n	2	6
A010055	['ku', 'se']	a	2	4
A010055	['y#', 'y#']	v	2	4
A010056	['g#', 'bie']	v	2	5
A010057	['coŋ', 'l#', 'bu']	d	3	7
A010057	['bie', 'de']	r	2	5
A010057	['zuan']	v	1	4
A010057	['ji']	d	1	2
A010057	['$i', 'bi']	n	2	4
A010057	['$i', '$u']	v	2	4
A010057	['jie', 't#']	s	2	5
A010057	['zi', 'wo']	r	2	4
A010057	['ye', 'xu']	d	2	4
A010057	['y#', 'xi#']	a	2	5
A010057	['meŋ', 'ya']	v	2	5
A010059	['l#', 'g#']	vn	2	4
A010059	['ju']	n	1	2
A010059	['fu']	b	1	2
A010059	['ju', '$aŋ']	n	2	5
A010059	['wen', 'pu']	nr	2	5
A010059	['liu', '$i']	m	2	5
A010059	['nian', 'd#']	n	2	6
A010059	['da', 'xue', '$eŋ']	n	3	8
A010059	['$uan']	v	1	4
A010059	['daŋ', 'd#']	t	2	5
A010059	['toŋ', 'xi']	v	2	5
A010059	['man', '$aŋ']	a	2	6
A010059	['zuo']	ng	1	3
A010059	['l#']	v	1	2
A010059	['jia', '$i']	n	2	5
A010059	['can', '$oŋ']	a	2	6
A010060	['fan', 'mian']	n	2	7
A010060	['$eŋ', 'mian']	n	2	7
A010061	['xjəŋ', 'fa']	n	2	6
A010061	['di', 'jiu', '$i']	m	3	7
A010061	['tui', 'fan']	v	2	6
A010061	['wu', '$an', 'jie', 'ji']	n	4	10
A010061	['$uan', '$eŋ']	n	2	7
A010061	['$e', 'hui', '$u', 'yi']	n	4	9
A010061	['$i', 'du']	n	2	4
A010061	['mu', 'di']	n	2	4
A010061	['w#', 'h#']	v	2	4
A010061	['$oŋ', 'hua', 'ren', 'min', 'goŋ', 'he', 'guo']	ns	7	20
A010061	['xjəŋ', 'w#']	n	2	6
A010061	['fan', 'ge', 'mjəŋ']	n	3	9
A010061	['zui']	n	1	3
A010062	['lie']	v	1	3
A010062	['ge', 'l#']	r	2	4
A010063	['guan', 'ya']	v	2	6
A010063	['san', '$i']	m	2	5
A010063	['mjəŋ']	q	1	4
A010063	['fen', 'san']	v	2	6
A010063	['$oŋ', 'dui']	n	2	6
A010063	['qi', 'ta']	r	2	4
A010063	['xjəŋ', '$i', 'fan']	n	3	9
A010063	['bian', 'dui']	n	2	7
A010063	['te', '$u']	a	2	4
A010063	['jian', 'jin']	vn	2	7
A010063	['ge', 'li']	vn	2	4
A010064	['jjəŋ', 'guan']	n	2	8
A010064	['g#', 'z#']	v	2	4
A010064	['dan', 'zi']	n	2	5
A010065	['er', 'b#', 'san', '$i', 'qi']	m	5	11
A010065	['da', 'xjəŋ']	b	2	6
A010065	['qi', '$oŋ']	r	2	5
A010065	['$i', 'san']	m	2	5
A010066	['yin']	nr	1	3
A010066	['$i', '$eŋ']	nr	2	5
A010066	['jie', '$#']	v	2	5
A010066	['qjəŋ', 'kuaŋ']	n	2	8
A010067	['gen', 'ju']	p	2	5
A010067	['ju', 'ti']	ad	2	4
A010068	['y#', 'de']	r	2	4
A010068	['maŋ', 'mu']	a	2	5
A010068	['y#', 'ɥe', 'gan']	n	3	7
A010068	['jian', 'yin']	v	2	7
A010068	['d#', 'qie']	v	2	5
A010068	['deŋ']	u	1	3
A010069	['h#', 'y#']	v	2	4
A010069	['si', 'xiaŋ']	n	2	6
A010069	['guan', 'ji#']	vn	2	7
A010069	['kan', 'bu', 'qi']	v	3	7
A010069	['w#', 'le']	p	2	4
A010069	['man', 't#']	n	2	5
A010069	['y#', '$i']	d	2	4
A010069	['jjəŋ']	d	1	4
A010070	['te', 'wu']	n	2	4
A010070	['ji', 'guan']	n	2	6
A010070	['ren', 'mjəŋ']	v	2	7
A010070	['qiaŋ', 'ci', 'duo', 'li']	i	4	11
A010070	['doŋ', 'bu', 'doŋ']	d	3	8
A010070	['huan']	d	1	4
A010070	['fa', 'pi', 'qi']	v	3	6
A010070	['gu', 'li']	a	2	4
A010071	['da', 'duo', '$u']	m	3	7
A010071	['bi#', 'xian']	v	2	7
A010071	['xjəŋ']	n	1	4
A010072	['xia', 'xi#']	a	2	6
A010072	['jin', 'xjəŋ']	v	2	7
A010072	['ju', '$u']	a	2	4
A010073	['w#', 'min']	nr	2	5
A010073	['$en', 'ti']	n	2	5
A010073	['jie', '$i']	a	2	5
A010073	['jian', 'dan']	a	2	7
A010073	['liaŋ']	m	1	4
A010073	['qi', 'tu']	v	2	4
A010073	['xia', 'men']	ns	2	6
A010073	['t#', 'du']	v	2	4
A010073	['dui', 'an']	s	2	5
A010074	['di', 'yi']	m	2	4
A010074	['h#', 'qi']	an	2	4
A010074	['ren', 'jia']	r	2	6
A010074	['na', 'bian']	r	2	6
A010074	['hua', 'hua', '$i', 'jie']	i	4	11
A010075	['kan', 'kan']	v	2	6
A010075	['d#', 'di']	d	2	4
A010075	['$en', 'me']	r	2	5
A010076	['yi', 'hui']	m	2	5
A010077	['$i', 'ge']	v	2	4
A010078	['$e', 'ci']	r	2	4
A010078	['da', 'tjəŋ']	v	2	6
A010078	['lu', 'xian']	n	2	6
A010078	['jian', 'xin']	an	2	7
A010078	['an', 'bian']	s	2	6
A010078	['kan', 'd#']	v	2	5
A010078	['hui', 'l#']	v	2	5
A010079	['qjəŋ', 'b#']	n	2	6
A010079	['$uan', 'qian']	v	2	8
A010079	['faŋ', 'mian']	n	2	7
A010079	['$i', 'qian']	a	2	6
A010079	['yi', 'xin']	d	2	5
A010079	['$e', 'fa']	vd	2	4
A010081	['xi#', 'xue']	n	2	6
A010081	['wen', 'hua']	n	2	6
A010081	['$eŋ', 'du']	n	2	5
A010082	['wen', 'ji']	v	2	5
A010082	['guan', 'yu']	p	2	6
A010082	['xin', 'yaŋ']	vn	2	6
A010082	['wen', 'ti']	n	2	5
A010082	['ru', 'toŋ']	v	2	5
A010083	['l#', 'd#']	v	2	4
A010083	['liu']	m	1	3
A010084	['nian', 'qjəŋ']	a	2	8
A010084	['$oŋ', 'dui', '$aŋ']	n	3	9
A010084	['p#', 'toŋ']	vn	2	5
A010084	['n#', 'li']	nr	2	4
A010084	['t#', 'lwən']	v	2	6
A010084	['ren', 'ge']	n	2	5
A010084	['kan', 'fa']	n	2	5
A010085	['er', '$i', 'yi']	m	3	6
A010085	['$en', 'jjəŋ']	a	2	7
A010085	['n#', 'xiaŋ']	a	2	6
A010085	['lian', '$aŋ']	s	2	7
A010085	['$i', 'qi']	a	2	4
A010085	['qi', '$e']	n	2	4
A010085	['di#', 'du']	vn	2	5
A010085	['zuo', 'meŋ']	v	2	6
A010085	['xiaŋ', 'bu', 'd#']	l	3	8
A010085	['$i', 'n#']	f	2	4
A010085	['er', 'qie']	c	2	5
A010086	['que', '$i']	ad	2	5
A010086	['san', 'fa']	v	2	5
A010086	['$uan', 'dan']	n	2	7
A010086	['xuan', '$uan']	vn	2	8
A010087	['tuo', 'ren']	v	2	6
A010087	['pan', 'guo']	v	2	6
A010087	['t#', 'di']	v	2	4
A010088	['bu', 'man']	a	2	5
A010089	['qin', 'qi']	n	2	5
A010089	['kan']	v	1	3
A010089	['bu', '$#']	m	2	4
A010089	['wen', 'jian']	n	2	7
A010089	['c#', 'li#']	n	2	5
A010089	['guo', 'z#']	d	2	5
A010089	['$eŋ', '$#']	a	2	5
A010089	['si', 'w#']	n	2	4
A010089	['fu', 'za']	a	2	4
A010089	['$i', 'wu']	n	2	4
A010089	['de', '$u']	v	2	4
A010089	['pian', 'ji']	a	2	6
A010089	['jie', 'lwən']	n	2	7
A010089	['coŋ', 'er']	c	2	5
A010089	['$oŋ', 'zi']	n	2	5
A010090	['xuan', 'pan']	v	2	7
A010090	['$i', 'y#']	c	2	4
A010090	['suan']	d	1	4
A010090	['ku', 'n#']	an	2	4
A010090	['$i', 'fen']	d	2	5
A010090	['jie', '$oŋ', 'er', 'l#']	i	4	10
A010091	['nuu', 'y#']	n	2	5
A010091	['jie', 'hwən']	v	2	7
A010091	['ya', 'li']	n	2	4
A010091	['ke', 'xiaŋ', 'er', '$i']	i	4	10
A010092	['$i', 'yiŋ']	v	2	5
A010092	['yi', 'qie']	r	2	5
A010092	['di', '$u']	vn	2	4
A010092	['$i', 'waŋ']	an	2	5
A010092	['$i', 'qu']	v	2	4
A010092	['xia', 'qu']	v	2	5
A010092	['yoŋ', 'qi']	n	2	5
A010092	['zi', '$a']	v	2	4
A010093	['bwo', 'li']	n	2	5
A010093	['qi#', 'qi#', 'di']	z	3	8
A010093	['twən']	v	1	4
A020001	['duan']	q	1	4
A020001	['li', '$i']	n	2	4
A020001	['zuo', '$eŋ']	v	2	6
A020001	['can', 'guan']	v	2	7
A020001	['xi', 'zaŋ']	ns	2	5
A020001	['daŋ', 'an', 'guan']	n	3	9
A020002	['wen']	nr	1	3
A020002	['min']	nr	1	3
A020002	['b#', 'fu']	nr	2	4
A020003	['$aŋ', 'wu']	t	2	5
A020003	['yaŋ', 'guaŋ']	n	2	7
A020003	['mjəŋ', 'm#']	a	2	6
A020003	['qjəŋ', 'koŋ', 'wan', 'li']	l	4	12
A020004	['zuo', 'w#']	p	2	5
A020004	['daŋ', 'nian']	t	2	7
A020004	['qian', 'djəŋ']	v	2	8
A020004	['he', 'pjəŋ']	n	2	6
A020004	['jie', 'faŋ']	v	2	6
A020004	['xie', 'yi']	n	2	5
A020004	['han']	j	1	3
A020004	['caŋ']	j	1	3
A020004	['d#', 'bi#']	n	2	5
A020004	['w#', 'yi']	b	2	4
A020004	['jian', 'z#', '$e']	n	3	8
A020004	['w#', 'ɥæn', '$aŋ']	n	3	8
A020004	['zi', '$i', 'qu']	n	3	6
A020004	['hui', 'xiaŋ']	v	2	7
A020004	['yi', 'mu', 'mu']	m	3	6
A020005	['$oŋ', 'yaŋ']	n	2	6
A020005	['ren', 'min', '$eŋ', 'fu']	l	4	11
A020005	['w#', 'han']	nr	2	5
A020005	['jjəŋ', 'wu']	nr	2	6
A020005	['guo', 'hua']	nr	2	6
A020006	['a', 'p#']	nr	2	3
A020006	['$an']	v	1	3
A020006	['yi', '$aŋ', '$aŋ']	m	3	8
A020006	['$#', 'pian']	n	2	6
A020006	['jin', 'tian']	t	2	7
A020006	['reŋ', 'ran']	d	2	6
A020006	['y#', 'ren']	r	2	5
A020006	['yin', '$aŋ']	n	2	6
A020006	['$eŋ', 'lwən', 'bu', 'xiu']	l	4	12
A020007	['ni', 'men']	r	2	5
A020007	['ma']	y	1	2
A020007	['wo', 'men']	r	2	5
A020007	['m#', 'ge']	r	2	4
A020007	['qin', 'bi']	d	2	5
A020007	['qian', 'mjəŋ']	v	2	8
A020007	['$aŋ', 'mian']	f	2	7
A020008	['juan']	v	1	4
