sent_id	clause_text	lds_n	word_n
686	进行+主持人+作为+会议+我+只+能+规则+根据+会议+程序+	7	11
687	确保+想+如果+议员+	2	4
687	得到+问题+他+的+答复+满意+的+	4	7
687	提出+可以+场合+在+其他+	3	5
688	没有+会议+今天+的+中+则+办法+	3	7
688	处理+问题+这个+	2	3
689	问一问+想+我+现在+	2	4
689	有+议员+哪些+	2	3
689	举手+刚才+曾+	2	3
689	提出+想+问题+规程+	2	4
690	看+我+到+不+	2	4
691	请+秘书+	1	2
691	帮忙+	1	1
691	举手+曾+的+	2	3
691	表示+	1	1
691	提出+想+问题+规程+	2	4
691	交+名单+把+议员+我+给+	3	6
692	看+因为+我+到+不+	3	5
693	争论+今天+我+想+不+大家+跟+问题+其他+	5	9
693	没有+因为+我+权力+	2	4
693	做+这样+	1	2
694	执行+我+只是+规则+会议+	3	5
695	是+其实+我+也+不+	4	5
695	主持+想+很+会议+这+	2	5
696	议事+	1	1
696	担任+议员+	1	2
696	长+时间+最+的+	2	4
696	来+不过+规定+根据+规则+附表+一+段+第六+七+及+的+我+由+	10	14
696	主持+会议+	1	2
697	主持+规则+根据+会议+我+现在+只+能+过程+投票+的+	8	11
698	处理+事情+其他+我+无法+	3	5
699	处理+如果+我+的话+	2	4
699	违反+便+规则+会议+	2	4
700	是+	1	1
700	合法+不+的+	1	3
701	要+大家+如果+我+	2	4
701	表明+	1	1
701	是+会议+这+个+究竟+	3	5
701	否+	1	1
701	合法+	1	1
701	说+能够+我+只+	2	4
701	合法+规则+根据+会议+会议+这+个+是+的+	5	9
702	提出+议员+如果+想+问题+规程+	4	6
702	请+我+再+大家+	2	4
702	返回+先+座位+自己+的+	3	5
703	邀请+我+会+大家+	2	4
703	发言+	1	1
704	离开+我们+不+	2	3
704	怎样+又+呢+	1	3
705	返回+如果+议员+真的+不+座位+	4	6
705	要紧+也+不+	2	3
706	请+	1	1
706	作出+不要+骚扰+	1	3
706	继续+但+以便+会议+可+	4	5
706	进行+	1	1
707	给+秘书+我+的+	2	4
707	提出+问题+规程+的+	3	4
707	毛孟静+名单+根据+议员+第一+位+是+议员+	5	8
708	议事+	1	1
708	涉及+规则+根据+规程+今天+的+只+能够+过程+	7	9
708	选举+	1	1
709	有+如果+问题+其他+	2	4
709	请+议员+	1	2
709	提出+场合+在+其他+	2	4
710	请+现在+毛孟静+议员+	1	4
710	提问+	1	1
711	感谢+主席+	1	2
712	是+我+不+	2	3
712	为难+故意+要+你+	2	4
712	什么+或+	1	2
713	感谢+还+要+	2	3
713	安排+你+试图+我们+	2	4
713	聆听+会议厅+到+外+解释+梁君彦+议员+的+	5	8
714	听+我们+已+罢+解释+他+的+	4	7
715	说+他+	1	2
715	是+信+第一+封+	2	4
715	关乎+问题+国籍+其+居留权+或+外国+的+	6	8
716	表示+信+中+	2	3
716	enclosed+已+声明+	2	3
716	附上+	1	1
716	放弃+国籍+的+	2	3
717	存在+但+copy+相关+的+却+并不+	5	7
718	电邮+原来+那+是+一+封+	5	6
719	正本+信+第二+封+才+是+	4	6
720	收+但+他+暂时+仍+未+到+	5	7
721	提出+我+想+此+就+问题+规程+	4	7
722	订明+因为+基本法+已+	3	4
722	无+主席+立法会+必须+外国+在+居留权+	3	7
723	是+而+即使+信+两+封+都+	5	7
723	发出+政府+由+	1	3
723	文件+但+却+不+一定+是+法律+	6	7
724	看+我们+主要+最+想+的+	3	6
724	放弃+	1	1
724	声明+是+那+份+国籍+	3	5
724	Declaration_of_Renunciation_of_British_Citizenship+	1	1
725	有+而+我+本人+也+份+一+	4	7
726	是+我们+	1	2
726	否+	1	1
726	待+应+	1	2
726	收+他+到+文件+有关+	2	5
727	确认+事情+所有+皆+被+正式+后+	4	7
727	展开+才+程序+呢+	3	4
727	选举+	1	1
728	好+的+你+	2	3
728	谢谢+毛孟静+议员+	2	3
729	说+我+刚才+过+	2	4
729	涉及+只+能够+提问+你+的+过程+事情+或+	7	9
729	选举+	1	1
729	有关+选举+与+的+	1	4
730	要求+但+你+却+	3	4
730	澄清+问题+梁君彦+议员+的+国籍+	4	6
731	作出+我+刚才+已+安排+特别+	4	6
731	让+梁君彦+议员+	1	3
731	作出+大家+向+大众+和+社会+澄清+交代+及+	5	9
732	回应+至于+答复+他+的+能+否+提问+你+刚才+的+	8	11
732	提出+我+并不+能够+意见+任何+	4	6
733	说+不过+我+想+大家+对+	4	6
733	提供+鉴于+梁君彦+议员+已经+一而再再而三+地+资料+	5	8
733	作出+并+场合+在+公开+澄清+	3	6
733	决定+议员+可+自行+大+	4	5
733	投票+稍后+会+否+	3	4
733	支持+他+	1	2
734	认为+如果+大家+	2	3
734	回应+答复+梁君彦+议员+的+未+能+提问+大家+的+	6	10
734	决定+大家+可以+	2	3
734	寻求+	1	1
735	disqualified+那么+梁天琦+也+应该+不+被+	5	7
735	对+吗+	1	2
736	知道+我+也+不+	3	4
736	是+梁君彦+议员+究竟+	2	4
736	否+	1	1
736	有+真的+权利+合法+	2	4
736	参选+	1	1
736	要求+但+梁耀忠+议员+却+我们+吗+	4	7
736	考虑+自行+	1	2
736	是+	1	1
736	否+	1	1
736	投票+他+给+	2	3
737	是+你+否+	1	3
737	要求+也+可+	2	3
737	决定+选民+自行+	2	3
737	是+	1	1
737	否+	1	1
737	投票+梁天琦+给+	2	3
738	议事+	1	1
738	订+附表+规则+一+所+的+	2	6
738	进行+由于+选举+主席+立法会+的+须+程序+按照+	6	9
739	是+而+条文+有关+的+的+	4	6
739	容许+议员+	1	2
739	选举+主席+的+	2	3
739	进行+会议+在+上+事宜+就+候选人+的+讨论+	5	9
740	在+事实上+讨论+有关+的+亦+已+论坛+上+	6	9
740	安排+昨天+特别+的+	2	4
741	是+主席+我+不+	3	4
741	要求+讨论+	1	2
742	要求+我+的+	1	3
742	澄清+是+法律+上+的+	4	5
743	提供+他+一定+要+文件+声明+一+份+的+正式+	6	10
743	放弃+国籍+英国+	2	3
744	正本+而+好+最+当然+是+	4	6
745	没有+如果+暂时+正本+	2	4
745	提供+但+我们+向+copy+一+份+	4	7
745	可以+也+	1	2
746	说+不过+现时+已经+得+	3	5
746	清楚+很+	1	2
747	是+便+	1	2
747	收到+理解+按照+我+的+他+仍未+文件+相关+	6	9
748	试问+呢+	2	2
748	进行+我们+怎+可以+这里+在+程序+	5	7
748	选举+的+	1	2
749	了解+据+我+	2	3
749	订明+基本法+	1	2
749	拥有+能够+主席+立法会+不+居留权+国家+任何+其他+的+	5	10
750	订明+方面+这+已+清楚+	3	5
750	提及+但+并+没有+候选人+	3	5
751	是+我+今天+不+	3	4
751	辩论+要+大家+与+问题+这个+	3	6
751	澄清+如果+大家+想+的话+	3	5
751	透过+但+便+应该+途径+其他+	4	6
752	具有+背景+法律+的+	3	4
752	议员+因为+我+既+非+	5	5
753	作+而+身份+我+主席+这+个+的+也+能够+不+回答+任何+	8	13
754	能够+我+只+	2	3
755	是+不好意思+我+不+	3	4
755	为难+特别+要+你+	2	4
755	觉得+	1	1
755	礼貌+亦+插言+这样+不+	3	5
756	要紧+不+	1	2
757	拥有+但+说法+按照+你+刚才+的+主席+作为+立法会+便+不+能够+居留权+外国+	11	15
758	进行+如果+要+选举+的话+	3	5
758	有+但是+人+	2	3
758	当选+将+小时+于+稍后+半+分钟+或+十+后+便会+主席+	7	12
759	提供+但+他+却+未+能+今天+在+内+我们+向+声明+正式+	8	13
759	说+刚才+所+的+	2	4
759	放弃+国籍+	1	2
760	说+你+得+	1	3
760	对+	1	1
761	多谢+	1	1
762	是+就+	1	2
762	当选+一旦+他+	2	3
762	发觉+	1	1
762	符合+条件+不+规定+	2	4
762	成为+他+便+不+应该+主席+	4	6
763	正确+这+是+的+	2	4
764	是+不过+问题+	2	3
764	建议+我+不+能够+他+	3	5
764	做+接着+该+怎样+	3	4
764	没有+因为+我+身份+这+个+	4	6
765	主持+我+只+能够+	3	4
766	坐+主席+那么+你+这里+在+做+什么+	5	8
767	说+你+得+	1	3
767	对+	1	1
768	澄清+我+也+想+	3	4
768	坐+这里+在+	2	3
768	做+我+什么+	2	3
769	议事+	1	1
769	做+规则+根据+我+只是+事+两+件+	6	8
770	主持+第一+投票+选举+主席+的+	3	6
771	宣布+第二+	1	2
771	当选+候选人+哪+位+	2	4
772	做+我+只是+事+这+两+件+	5	7
773	做+而+不+应该+事+其他+	4	6
774	问题+最后+规程+一+个+	3	5
775	抗争+为了+	1	2
775	表示+为+	1	2
775	同意+我+不+程序+现时+的+	4	6
775	走+我+现在+也+出来+	3	5
775	站+后面+在+你+	3	4
775	离开+会+不+	1	3
776	呼吁+即使+你+我+	2	4
776	离开+	1	1
776	离开+我+亦+不+会+	4	5
777	是+大家+呢+	2	3
777	否+	1	1
777	继续+要+一直+这样+下去+	3	5
778	影响+如果+你+不+程序+大家+的+投票+	5	8
778	是+我+的+	2	3
778	阻止+会+不+你+	1	4
779	投票+在+前+	1	3
779	确定+不过+你+首先+需要+议员+三+位+投票权+我+梁颂恒+姚松炎+和+的+	10	14
780	无+权+	1	2
780	确定+其实+我+也+	4	4
780	是+你们+	1	2
780	否+	1	1
780	有+权+	1	2
780	投票+	1	1
781	接受+我+只+能够+名单+	4	5
781	给+秘书+我+的+	2	4
781	包括+候选人+议员+和+	3	4
781	有+资格+	1	2
781	投票+的+	1	2
782	提出+其实+你+应该+秘书处+向+	4	6
782	是+而+不+	2	3
782	提出+我+向+	1	3
782	无+权+	1	2
782	代表+因为+我+秘书处+	3	4
782	说话+	1	1
783	提出+如果+你+要+	3	4
783	提出+可以+秘书处+向+	2	4
784	提出+想+问题+规程+的+	3	5
784	许智峯+议员+位+第二+是+议员+	3	6
785	想+主席+我+	2	3
785	想想+你+清醒+地+	3	4
785	是+我们+今天+	2	3
785	否+	1	1
786	清醒+我+	1	2
786	否+与+	1	2
786	是+不+的+	2	3
786	判断+你+由+	1	3
787	是+我们+	1	2
787	否+	1	1
787	继续+应该+	1	2
787	进行+会议+	1	2
787	选举+并+主席+	1	3
788	说+毛孟静+议员+议员+和+多+位+派+建制+非+刚才+过+	5	12
788	信纳+我们+不+	2	3
788	放弃+梁君彦+议员+已经+完全+英籍+	3	6
788	放弃+或+居留权+英国+的+	3	5
789	要+我们+	1	2
789	选举+主席+	1	2
789	公道+情况+在+这+种+下+并+不+	5	8
790	点+这+是+第一+	3	4
791	站+	1	1
791	宣誓+在+时+	1	3
791	遇到+第二+议员+身后+在+你+的+数+位+刚才+障碍+一些+	8	12
792	负责+的+	2	2
792	监誓+	1	1
792	处理+由于+秘书长+没有+宣誓+他们+的+	5	7
793	表示+并+	1	2
793	举行+稍后+的+	1	3
793	投票+他们+选举+在+主席+中+可以+不+	4	8
794	认为+但是+议员+多+位+	3	5
794	采用+他们+所+的+	2	4
794	采用+方式+宣誓+议员+立法会+历+届+也+曾+方式+类似+	6	11
794	没有+却+问题+	1	3
795	证明+这+	1	2
795	宣誓+	1	1
795	出现+过程+问题+	1	3
796	令+议员+数+位+	3	4
796	进行+稍后+无法+投票+	2	4
796	公平+	1	1
796	符合+及+公义+程序+的+	3	5
796	选举+选举+这+个+便+会+不+是+	6	8
797	请+我+想+你+	2	4
797	决定+	1	1
797	面对+问题+多+那么+公义+程序+	3	6
797	继续+应+否+	2	3
797	进行+会议+	1	2
797	选+出+主席+一+位+立法会+	3	6
797	没有+代表性+任何+的+	3	4
798	担任+主席+你+主席+	3	4
798	代理+	1	1
798	容易+亦+不+	2	3
799	支持+我+你+	1	3
799	执行+规则+议事+	2	3
799	包括+	1	1
799	维持+秩序+议会+的+	3	4
799	确保+但是+	2	2
799	选举+我们+主席+的+	2	4
799	完成+程序+能够+顺利+	3	4
800	工作+因为+这+是+宪制+	4	5
800	看+市民+全+港+正在+着+我们+的+	5	8
800	做+	1	1
800	事情+亦+是+	3	3
801	请+此外+我+想+你+	3	5
801	了解+也+一下+规则+	2	4
801	议事+	1	1
802	有+议员+	1	2
802	没有+理由+合理+	2	3
802	站+而+身后+在+你+旁边+及+着+	5	8
803	恐怕+我+	1	2
803	涉嫌+议员+这些+已+	2	4
803	违反+规则+	2	2
803	议事+	1	1
804	希望+	1	1
804	考虑+你+	1	2
804	请+议员+这些+	2	3
804	返回+座位+	1	2
805	经过+劝谕+多次+	2	3
805	返回+如果+他们+仍+不+座位+	4	6
805	认为+我+	1	2
805	执行+你+应+规则+	3	4
805	议事+	1	1
805	维持+以+秩序+议会+的+	3	5
806	点+这+是+第一+	3	4
807	投票权+点+第二+是+关于+议员+的+	5	7
808	同意+我+判断+你+的+	3	5
808	是+便+	1	2
808	监誓+秘书长+已+法例+按照+依法+我们+为+	5	8
809	认为+我+亦+	2	3
809	有+议员+数+位+	3	4
809	没有+	1	1
809	完成+内容+依照+誓词+的+宣誓+	3	6
810	选举+主席+的+	2	3
810	参与+因此+过程+在+中+不+能+表决+	5	8
811	相信+我+	1	2
811	明白+情况+这+议员+所有+都+	3	6
812	完成+由于+未+能+宣誓+	3	5
812	参与+因此+不+能+选举+	3	5
813	怀疑+他+	1	2
813	完成+未+能+	2	3
813	宣誓+	1	1
813	给予+而+秘书长+亦+议员+对+所有+机会+一+次+多+	9	11
813	宣誓+的+	1	2
814	认为+我+	1	2
814	兼顾+做法+这+已经+到+考虑+人情+上+的+	5	9
815	质疑+至于+大家+问题+梁君彦+议员+的+国籍+	5	8
815	关心+点+第三+我+早+已+很+事+此+	6	9
815	请+并+次+多+梁+议员+	2	6
815	澄清+	1	1
815	要求+他+	1	2
815	确认+	1	1
816	表示+而+他+已+多次+确定+地+	6	7
816	处理+事情+已经+好+	2	4
817	提供+及后+亦+已+信+两+封+	5	7
817	发出+领事馆+英国+的+	1	4
817	参阅+大家+供+	1	3
818	要求+当然+议员+可以+梁+议员+	3	6
818	提供+证书+一+份+	3	4
819	是+我+的+	2	3
819	理解+点+这+	2	3
820	看+我+过+信+那+两+封+后+	5	8
820	认为+但+最低限度+	2	3
820	没有+此刻+到+证据+其他+新+	3	6
820	指+	1	1
820	处理+问题+梁+议员+的+英籍+并+未+	5	8
821	定+已+了+	1	3
821	选举+天+今+主席+	1	4
821	认为+既然+我+	2	3
821	订定+所+的+	1	3
821	完成+我们+应+安排+时间+按照+顺利+主席+	6	8
821	选举+	1	1
822	一样+选举+正如+其他+	2	4
822	有+人+	1	2
822	质疑+可能+会+	2	3
822	有误+声明+候选人+不同+的+某些+	2	6
823	跟进+大家+日后+可以+方式+透过+不同+	5	7
823	包括+覆核+司法+程序+或+其他+法律+	5	7
824	理解+议员+作为+我们+都+很+	4	6
825	希望+我+	1	2
825	主持+梁耀忠+议员+可以+公平+公正+地+会议+	4	8
825	确保+	1	1
825	选+我们+能够+顺利+出+主席+	4	6
826	留意+主席+我+到+	2	4
826	提+同事+有些+资格+就+人+候选人+两+位+的+其中+一+的+出+了+意见+质疑+或+	10	18
827	相信+但+我+	2	3
827	抱持+虽然+议员+立场+不同+政治+的+事+对+此+态度+不同+的+	8	13
827	阻碍+会议厅+在+这+个+内+但+亦+不+能+因此+而+议程+今+天+既定+的+	13	17
828	完成+我们+宣誓+由+	2	4
828	相信+至今+我+	2	3
828	浪费+已+了+小时+两+	2	5
829	主持+而+工作+阁下+的+亦+只是+选举+天+今+这+项+主席+	8	13
829	希望+所以+我+	2	3
829	浪费+你+不要+再+时间+	3	5
829	进入+直接+程序+选举+主席+立法会+的+	3	7
830	谢谢+	1	1
831	提+主席+毛孟静+议员+刚才+观点+到+一+个+	6	9
831	是+就+做法+按照+严谨+最+谨慎+最+合理+的+	6	10
832	看+在+我们+到+文件+正式+前+	4	7
832	予以+实+难以+副本+单凭+电邮+一+封+或+文件+相关+的+确认+	8	13
832	相信+即使+我们+他+	2	4
833	认为+我+	1	2
833	选举+次+今+主席+	1	4
833	重大+后果+十分+	2	3
833	足以+	1	1
833	带来+危机+宪制+	2	3
834	是+我们+	1	2
834	否+	1	1
834	处理+必须+草率+如此+仓促+地+	4	6
835	有+刚才+也+同事+	2	4
835	提+到+	1	2
835	订+国籍法+英国+所+	2	4
835	取消+有关+国籍+居留权+和+的+	3	6
835	认为+点+另+一+问题+就+上+我+	5	8
835	有+当中+仍+争议+	2	4
836	谘询+而+我们+似乎+未+有+充分+意见+法律+	7	9
837	指+条+基本法+第七十一+所+的+	3	6
837	认为+情况+在+此+下+问题+就+居留权+外国+我+	5	10
837	澄清+在+未+之前+	2	4
837	是+	1	1
837	否+	1	1
837	选举+必须+在+刻+这+一+主席+立法会+	5	8
838	提到+刚才+问题+规程+	2	4
839	说+你+	1	2
839	是+责任+你+的+	2	4
839	主持+会议+	1	2
839	得+出+结果+后+	3	4
839	作+以及+在+出+宣布+	4	5
840	有+其实+事情+一+件+	3	5
840	是+	1	1
840	否+	1	1
840	属于+也+范围+你+的+权力+	3	6
840	是+就+	1	2
840	中止+会议+整个+	2	3
841	面对+观点+这些+法律+风险+或+	4	6
841	认为+你+	1	2
841	是+今天+	1	2
841	否+	1	1
841	适宜+不+	1	2
841	选举+就+主席+立法会+	2	4
841	作+出+决定+	2	3
842	多谢+主席+	1	2
843	次+第一+	1	2
843	参与+我+是+会议+立法会+	4	5
844	言+正如+李慧琼+议员+所+	3	5
844	观看+人+香港+很多+正在+	2	5
844	关注+和+会议+这+次+	3	5
845	如此+正+因+	2	3
845	有+我们+自己+对+应+要求+高+更+的+	5	9
846	留意+我+到+	1	3
846	什么+刚才+问题+最大+的+是+	4	6
847	大学生+我+仍+是+一+名+	5	6
848	不如+但+程度+选举+这+次+的+严谨+选举+比+学生会+大学+更+	7	13
849	确定+在+尚+未+国籍+候选人+的+	5	7
849	开展+可能+怎+便+程式+整个+	3	6
850	是+他+现在+只+	3	4
850	表示+口头+	1	2
851	有+虽然+人+	1	3
851	指+	1	1
851	证实+信件+那些+可+事+其+	3	6
851	确认+但+都+不过+是+口头上+的+	6	7
852	负责+倘若+秘书处+主席+和+选举+对+整个+	5	8
852	觉得+或+	1	2
852	取信于民+立法会+整个+要+	2	4
852	取得+信任+市民+重新+的+	4	5
852	做+将+每+个+得+便+更+要+程式+	7	9
852	严谨+更+	1	2
852	非+	1	1
852	工作+而+章+按+	2	4
852	说+秘书处+	1	2
852	查+不+需要+	2	3
852	查+即+便+不+	3	4
853	要求+	1	1
853	提供+文件+一+份+书面+具有+和+效力+法律+的+	7	10
853	简单+本应+很+	2	3
854	参加+即使+我+选举+学生会+	3	5
854	提供+亦+需+学生证+	2	4
854	证明+学生+我+是+大学+的+	5	6
855	完成+如果+连+程序+简单+如此+的+也+能+不+	6	10
855	取信于人+主席+立法会+整个+不+可能+	4	6
856	问题+这+是+第一+个+	4	5
857	弄+问题+第二+个+我们+现在+尚+未+清楚+	6	9
857	投票+议员+多少+能够+	2	4
858	议事+	1	1
858	是+精神+规则+基本+最+的+	3	6
858	确保+	1	1
858	有+机会+充足+	2	3
858	完成+议员+每+位+程序+	4	5
858	宣誓+	1	1
859	没有+完全+理据+法律+的+	3	5
859	表示+而+秘书长+能+不+质疑+基于+无理+判断+凭+其+个人+议员+向+其他+	10	15
859	没有+他+能力+	1	3
859	主持+	1	1
859	监誓+	1	1
860	认为+我+	1	2
860	是+这+	1	2
860	违反+完全+了+规则+精神+	3	5
860	议事+	1	1
860	有+应+的+	1	3
861	让+议员+所有+	2	3
861	完成+能够+成功+程式+	3	4
861	宣誓+	1	1
861	进行+即+然后+才+选举+主席+立法会+	4	7
862	arbitrary_use_of_power+所以+决定+秘书长+陈维安+的+刚才+或+判断+完全+是+	8	11
862	没有+完全+的+基础+任何+	3	5
862	判断+是+	2	2
863	翻看+如果+大家+片段+	3	4
863	录影+刚才+	1	2
863	读+其实+议员+三+位+已+完整+完+誓词+	6	9
864	议事+	1	1
864	规定+而+规则+只+	3	4
864	要+	1	1
864	读+议员+完整+出+誓词+	3	5
865	标准+所以+秘书长+能+不+语气+以+条件+或+其他+为+	7	11
865	判断+他+	1	2
865	无权+	1	1
865	监誓+	1	1
866	希望+我+	1	2
866	明白+主席+	1	2
866	有+面前+大家+问题+两+大+	3	6
867	处理+如果+我们+不+先+问题+这些+	5	7
867	进行+然后+才+选举+主席+	3	5
867	取信于人+立法会+便+难以+	3	4
868	相信+我+	1	2
868	包括+议员+众多+的+直选+	4	5
868	有+基础+广大+民意+	3	4
868	支持+	1	1
868	信纳+议员+很多+都+不+能+结果+这+次+	6	9
868	选举+	1	1
869	展示+主席+今天+我们+人+向+香港+程序+一+个+	7	10
869	粗疏+得+的+	2	3
869	粗疏+能+不+再+	2	4
870	拿+议员+梁君彦+连+正本+都+出来+不+	5	8
870	证明+国籍+自己+的+	3	4
871	提供+只+文件+	2	3
871	像+副本+一+份+不+副本+的+	4	7
872	糟糕+最+的+	1	3
872	是+	1	1
872	厘清+他+连+居留权+都+未+能+	6	7
873	进入+如果+我们+天+今+情况+在+一+种+粗疏+如此+的+下+程序+	9	14
873	选举+立法会+的+	2	3
873	是+主席+就+	2	3
873	让+梁君彦+议员+	1	3
873	过+了+海+	2	3
873	神仙+便+是+	2	3
874	乐意+他+当然+	2	3
875	觉得+我+	1	2
875	问+大家+刚才+的+	2	4
875	具体+问题+都+很+	3	4
876	合+以至+议员+哪些+资格+	2	5
876	投票+	1	1
876	厘清+资格+候选人+的+我们+都+未+能+	6	8
877	进入+情况+在+混乱+如此+粗疏+的+下+程序+	6	9
877	选举+	1	1
877	怕+主席+我+	2	3
877	背负+你+的+	1	3
877	大+压力+会+很+	3	4
878	希望+因此+我+	2	3
878	聆听+主席+你+能够+耐心+意见+议员+的+	5	8
878	作出+然后+裁决+	1	3
879	服众+如此+不+能+的+	3	5
879	进行+如果+情况+在+一+种+下+选举+立法会+主席+	7	10
879	是+人+香港+	1	3
879	看+会+到+的+	2	4
880	谢谢+主席+	1	2
881	说+对于+你+刚才+所+	4	5
881	有+主席+只有+立法会+才+限制+居留权+	4	7
881	没有+候选人+	1	2
881	接受+主席+我+完全+能+不+	4	6
882	进行+如果+我们+这+刻+一+投票+	4	7
882	成为+当选者+刻+下+一+便+主席+立法会+	5	8
883	有+因此+我们+绝对+义务+	3	5
883	厘清+	1	1
883	完成+他+已+手续+所有+	4	5
883	放弃+居留权+英国+的+	3	4
883	交+并且+出+正本+	2	4
883	正+以+视听+	1	3
884	有+秘书处+立法会+亦+责任+	2	5
884	维护+	1	1
884	进行+程序+这个+正确+完整+和+地+	4	7
885	交+如果+议员+梁君彦+仍然+无法+出+正本+信件+	5	9
885	盖+印章+正规+的+	3	4
885	有+	1	1
885	符合+所以+他+应该+不+资格+	5	6
885	参选+	1	1
886	设置+除了+投票箱+两+个+	3	5
886	投+分别+供+废票+	2	4
886	投+和+涂谨申+给+议员+	2	5
886	是+我们+	1	2
886	否+	1	1
886	设置+还+梁君彦+要+议员+为+投票箱+	5	7
887	影响+这+相当+	2	3
887	进行+会议+任期+未来+立法会+内+如何+	4	7
887	有+利益+跟+港+全+公众+也+关系+莫大+	5	9
888	认为+我+	1	2
888	处理+刻+这+一+一定+要+事+这+件+	6	9
889	交+如果+梁君彦+议员+无法+出+正本+文件+	4	8
889	符合+他+应该+不+资格+	4	5
889	参选+	1	1
890	是+我+刚才+只+	3	4
890	依书直说+	1	1
890	引述+大家+向+内容+基本法+的+	3	6
890	加入+并+没有+意见+个人+	3	5
891	加入+由于+主席+不+应+意见+个人+	5	7
891	涉及+况且+当中+问题+宪制+法律+和+的+	6	8
891	宜+我+不+	2	3
891	给予+意见+任何+	2	3
892	提+即使+我+出+意见+	3	5
892	正确+也+未必+是+最+	4	5
892	无误+	1	1
893	参考+只+大家+供+而已+	2	5
894	选举+任何+一+项+	3	4
894	参加+我+以往+过+的+	3	5
894	选举+不论+是+学生会+	3	4
894	选举+以至+天+今+主席+立法会+的+	4	7
895	会议+如果+这+是+正式+	4	5
895	没有+主席+梁颂恒+议员+资格+	3	5
895	参加+会议+这个+	2	3
896	修正+主席+那么+我+问题+我+第一+个+	6	8
897	问+我+想+	2	3
897	有+我+现在+究竟+权+	4	5
897	有+没+	1	2
897	参加+会议+这个+	2	3
