sent_id	clause_text	c_phrase_n	word_n
690	我+到+不+	2	3
691	秘书+	1	1
691		0	0
691	曾+的+	2	2
691		0	0
691	想+问题+规程+	2	3
691	名单+把+议员+我+给+	2	5
692	因为+我+到+不+	3	4
693	今天+我+想+不+大家+跟+问题+其他+	5	8
693	因为+我+权力+	3	3
693	这样+	1	1
694	我+只是+规则+会议+	3	4
695	其实+我+也+不+	4	4
695	想+很+会议+这+	2	4
696		0	0
696	议员+	1	1
696	时间+最+的+	3	3
696	不过+规定+根据+规则+附表+一+段+第六+七+及+的+我+由+	3	13
696	会议+	1	1
697	规则+根据+会议+我+现在+只+能+过程+投票+的+	6	10
698	事情+其他+我+无法+	3	4
699	如果+我+的话+	3	3
699	便+规则+会议+	2	3
700		0	0
700	不+的+	2	2
701	大家+如果+我+	3	3
701		0	0
701	会议+这+个+究竟+	2	4
701		0	0
701		0	0
701	能够+我+只+	1	3
701	规则+根据+会议+会议+这+个+是+的+	4	8
702	议员+如果+想+问题+规程+	4	5
702	我+再+大家+	3	3
702	先+座位+自己+的+	2	4
703	我+会+大家+	3	3
703		0	0
704	我们+不+	2	2
704	又+呢+	2	2
705	如果+议员+真的+不+座位+	5	5
705	也+不+	2	2
706		0	0
706	不要+骚扰+	2	2
706	但+以便+会议+可+	4	4
706		0	0
707	秘书+我+的+	3	3
707	问题+规程+的+	2	3
707	名单+根据+议员+第一+位+是+议员+	4	7
708		0	0
708	规则+根据+规程+今天+的+只+能够+过程+	5	8
708		0	0
709	如果+问题+其他+	2	3
709	议员+	1	1
709	场合+在+其他+	1	3
710	现在+毛孟静+议员+	2	3
710		0	0
711	主席+	1	1
712	我+不+	2	2
712	故意+要+你+	3	3
712	或+	1	1
713	还+要+	2	2
713	你+试图+我们+	3	3
713	会议厅+到+外+解释+梁君彦+议员+的+	2	7
714	我们+已+罢+解释+他+的+	3	6
715	他+	1	1
715	信+第一+封+	1	3
715	问题+国籍+其+居留权+或+外国+的+	1	7
716	信+中+	1	2
716	已+声明+	2	2
716		0	0
716	国籍+的+	2	2
717	但+copy+相关+的+却+并不+	4	6
718	原来+那+是+一+封+	4	5
719	信+第二+封+才+是+	3	5
720	但+他+暂时+仍+未+到+	6	6
721	我+想+此+就+问题+规程+	4	6
722	因为+基本法+已+	3	3
722	主席+立法会+必须+外国+在+居留权+	4	6
723	而+即使+信+两+封+都+	4	6
723	政府+由+	1	2
723	但+却+不+一定+是+法律+	6	6
724	我们+主要+最+想+的+	4	5
724		0	0
724	是+那+份+国籍+	3	4
724		0	0
725	而+我+本人+也+份+一+	4	6
726	我们+	1	1
726		0	0
726	应+	1	1
726	他+到+文件+有关+	3	4
727	事情+所有+皆+被+正式+后+	5	6
727	才+程序+呢+	3	3
727		0	0
728	的+你+	2	2
728	毛孟静+议员+	1	2
729	我+刚才+过+	3	3
729	只+能够+提问+你+的+过程+事情+或+	3	8
729		0	0
729	选举+与+的+	2	3
730	但+你+却+	3	3
730	问题+梁君彦+议员+的+国籍+	1	5
731	我+刚才+已+安排+特别+	4	5
731	梁君彦+议员+	1	2
731	大家+向+大众+和+社会+澄清+交代+及+	2	8
732	至于+答复+他+的+能+否+提问+你+刚才+的+	4	10
732	我+并不+能够+意见+任何+	4	5
733	不过+我+想+大家+对+	4	5
733	鉴于+梁君彦+议员+已经+一而再再而三+地+资料+	6	7
733	并+场合+在+公开+澄清+	3	5
733	议员+可+自行+大+	3	4
733	稍后+会+否+	2	3
733	他+	1	1
734	如果+大家+	2	2
734	答复+梁君彦+议员+的+未+能+提问+大家+的+	4	9
734	大家+可以+	2	2
734		0	0
735	那么+梁天琦+也+应该+不+被+	5	6
735	吗+	1	1
736	我+也+不+	3	3
736	梁君彦+议员+究竟+	2	3
736		0	0
736	真的+权利+合法+	2	3
736		0	0
736	但+梁耀忠+议员+却+我们+吗+	5	6
736	自行+	1	1
736		0	0
736		0	0
736	他+给+	1	2
737	你+否+	2	2
737	也+可+	2	2
737	选民+自行+	2	2
737		0	0
737		0	0
737	梁天琦+给+	1	2
738		0	0
738	附表+规则+一+所+的+	3	5
738	由于+选举+主席+立法会+的+须+程序+按照+	4	8
739	而+条文+有关+的+的+	3	5
739	议员+	1	1
739	主席+的+	2	2
739	会议+在+上+事宜+就+候选人+的+讨论+	3	8
740	事实上+讨论+有关+的+亦+已+论坛+上+	5	8
740	昨天+特别+的+	3	3
741	主席+我+不+	3	3
741	讨论+	1	1
742	我+的+	2	2
742	是+法律+上+的+	2	4
743	他+一定+要+文件+声明+一+份+的+正式+	4	9
743	国籍+英国+	1	2
744	而+好+最+当然+是+	4	5
745	如果+暂时+正本+	3	3
745	但+我们+向+copy+一+份+	3	6
745	也+	1	1
746	不过+现时+已经+得+	4	4
746	很+	1	1
747	便+	1	1
747	理解+按照+我+的+他+仍未+文件+相关+	4	8
748	呢+	1	1
748	我们+怎+可以+这里+在+程序+	5	6
748	的+	1	1
749	据+我+	2	2
749	基本法+	1	1
749	能够+主席+立法会+不+居留权+国家+任何+其他+的+	2	9
750	方面+这+已+清楚+	3	4
750	但+并+没有+候选人+	4	4
751	我+今天+不+	3	3
751	要+大家+与+问题+这个+	3	5
751	如果+大家+想+的话+	4	4
751	但+便+应该+途径+其他+	4	5
752	背景+法律+的+	2	3
752	因为+我+既+非+	4	4
753	而+身份+我+主席+这+个+的+也+能够+不+回答+任何+	5	12
754	我+只+	2	2
755	不好意思+我+不+	3	3
755	特别+要+你+	3	3
755		0	0
755	亦+插言+这样+不+	3	4
756	不+	1	1
757	但+说法+按照+你+刚才+的+主席+作为+立法会+便+不+能够+居留权+外国+	7	14
758	如果+要+选举+的话+	4	4
758	但是+人+	2	2
758	将+小时+于+稍后+半+分钟+或+十+后+便会+主席+	4	11
759	但+他+却+未+能+今天+在+内+我们+向+声明+正式+	8	12
759	刚才+所+的+	3	3
759	国籍+	1	1
760	你+得+	2	2
760		0	0
761		0	0
762	就+	1	1
762	一旦+他+	2	2
762		0	0
762	条件+不+规定+	3	3
762	他+便+不+应该+主席+	5	5
763	这+是+的+	3	3
764	不过+问题+	2	2
764	我+不+能够+他+	4	4
764	接着+该+怎样+	3	3
764	因为+我+身份+这+个+	3	5
765	我+只+能够+	3	3
766	主席+那么+你+这里+在+做+什么+	4	7
767	你+得+	2	2
767		0	0
768	我+也+想+	3	3
768	这里+在+	1	2
768	我+什么+	2	2
769		0	0
769	规则+根据+我+只是+事+两+件+	4	7
770	第一+投票+选举+主席+的+	2	5
771	第二+	1	1
771	候选人+哪+位+	1	3
772	我+只是+事+这+两+件+	3	6
773	而+不+应该+事+其他+	4	5
774	最后+规程+一+个+	2	4
775	为了+	1	1
775	为+	1	1
775	我+不+程序+现时+的+	3	5
775	我+现在+也+出来+	4	4
775	后面+在+你+	1	3
775	会+不+	1	2
776	即使+你+我+	3	3
776		0	0
776	我+亦+不+会+	4	4
777	大家+呢+	2	2
777		0	0
777	要+一直+这样+下去+	4	4
778	如果+你+不+程序+大家+的+投票+	4	7
778	我+的+	2	2
778	会+不+你+	2	3
779	在+前+	2	2
779	不过+你+首先+需要+议员+三+位+投票权+我+梁颂恒+姚松炎+和+的+	6	13
780	权+	1	1
780	其实+我+也+	3	3
780	你们+	1	1
780		0	0
780	权+	1	1
780		0	0
781	我+只+能够+名单+	4	4
781	秘书+我+的+	3	3
781	候选人+议员+和+	1	3
781	资格+	1	1
781	的+	1	1
782	其实+你+应该+秘书处+向+	4	5
782	而+不+	2	2
782	我+向+	1	2
782	权+	1	1
782	因为+我+秘书处+	3	3
782		0	0
783	如果+你+要+	3	3
783	可以+秘书处+向+	2	3
784	想+问题+规程+的+	3	4
784	议员+位+第二+是+议员+	3	5
785	主席+我+	2	2
785	你+清醒+地+	2	3
785	我们+今天+	2	2
785		0	0
786	我+	1	1
786	与+	1	1
786	不+的+	2	2
786	你+由+	1	2
787	我们+	1	1
787		0	0
787	应该+	1	1
787	会议+	1	1
787	并+主席+	2	2
788	毛孟静+议员+议员+和+多+位+派+建制+非+刚才+过+	3	11
788	我们+不+	2	2
788	梁君彦+议员+已经+完全+英籍+	4	5
788	或+居留权+英国+的+	2	4
789	我们+	1	1
789	主席+	1	1
789	情况+在+这+种+下+并+不+	3	7
790	这+是+第一+	3	3
791		0	0
791	在+时+	2	2
791	第二+议员+身后+在+你+的+数+位+刚才+障碍+一些+	4	11
792	的+	1	1
792		0	0
792	由于+秘书长+没有+宣誓+他们+的+	4	6
793	并+	1	1
793	稍后+的+	2	2
793	他们+选举+在+主席+中+可以+不+	3	7
794	但是+议员+多+位+	2	4
794	他们+所+的+	3	3
794	方式+宣誓+议员+立法会+历+届+也+曾+方式+类似+	5	10
794	却+问题+	2	2
795	这+	1	1
795		0	0
795	过程+问题+	2	2
796	议员+数+位+	1	3
796	稍后+无法+投票+	3	3
796		0	0
796	及+公义+程序+的+	3	4
796	选举+这+个+便+会+不+是+	4	7
797	我+想+你+	3	3
797		0	0
797	问题+多+那么+公义+程序+	1	5
797	应+否+	1	2
797	会议+	1	1
797	出+主席+一+位+立法会+	2	5
797	代表性+任何+的+	2	3
798	主席+你+主席+	3	3
798		0	0
798	亦+不+	2	2
799	我+你+	2	2
799	规则+议事+	1	2
799		0	0
799	秩序+议会+的+	1	3
799	但是+	1	1
799	我们+主席+的+	3	3
799	程序+能够+顺利+	3	3
800	因为+这+是+宪制+	4	4
800	市民+全+港+正在+着+我们+的+	5	7
800		0	0
800	亦+是+	2	2
801	此外+我+想+你+	4	4
801	也+一下+规则+	3	3
801		0	0
802	议员+	1	1
802	理由+合理+	1	2
802	而+身后+在+你+旁边+及+着+	3	7
803	我+	1	1
803	议员+这些+已+	2	3
803	规则+	1	1
803		0	0
804		0	0
804	你+	1	1
804	议员+这些+	1	2
804	座位+	1	1
805	劝谕+多次+	1	2
805	如果+他们+仍+不+座位+	5	5
805	我+	1	1
805	你+应+规则+	3	3
805		0	0
805	以+秩序+议会+的+	2	4
806	这+是+第一+	3	3
807	点+第二+是+关于+议员+的+	4	6
808	我+判断+你+的+	2	4
808	便+	1	1
808	秘书长+已+法例+按照+依法+我们+为+	5	7
809	我+亦+	2	2
809	议员+数+位+	1	3
809		0	0
809	内容+依照+誓词+的+宣誓+	2	5
810	主席+的+	2	2
810	因此+过程+在+中+不+能+表决+	5	7
811	我+	1	1
811	情况+这+议员+所有+都+	3	5
812	由于+未+能+宣誓+	4	4
812	因此+不+能+选举+	4	4
813	他+	1	1
813	未+能+	2	2
813		0	0
813	而+秘书长+亦+议员+对+所有+机会+一+次+多+	5	10
813	的+	1	1
814	我+	1	1
814	做法+这+已经+到+考虑+人情+上+的+	4	8
815	至于+大家+问题+梁君彦+议员+的+国籍+	3	7
815	点+第三+我+早+已+很+事+此+	6	8
815	并+次+多+梁+议员+	3	5
815		0	0
815	他+	1	1
815		0	0
816	而+他+已+多次+确定+地+	5	6
816	事情+已经+好+	3	3
817	及后+亦+已+信+两+封+	4	6
817	领事馆+英国+的+	2	3
817	大家+供+	1	2
818	当然+议员+可以+梁+议员+	4	5
818	证书+一+份+	1	3
819	我+的+	2	2
819	点+这+	1	2
820	我+过+信+那+两+封+后+	4	7
820	但+最低限度+	2	2
820	此刻+到+证据+其他+新+	2	5
820		0	0
820	问题+梁+议员+的+英籍+并+未+	3	7
821	已+了+	2	2
821	天+今+主席+	2	3
821	既然+我+	2	2
821	所+的+	2	2
821	我们+应+安排+时间+按照+顺利+主席+	5	7
821		0	0
822	选举+正如+其他+	1	3
822	人+	1	1
822	可能+会+	2	2
822	声明+候选人+不同+的+某些+	1	5
823	大家+日后+可以+方式+透过+不同+	4	6
823	覆核+司法+程序+或+其他+法律+	1	6
824	议员+作为+我们+都+很+	4	5
825	我+	1	1
825	梁耀忠+议员+可以+公平+公正+地+会议+	4	7
825		0	0
825	我们+能够+顺利+出+主席+	5	5
826	主席+我+到+	3	3
826	同事+有些+资格+就+人+候选人+两+位+的+其中+一+的+出+了+意见+质疑+或+	5	17
827	但+我+	2	2
827	虽然+议员+立场+不同+政治+的+事+对+此+态度+不同+的+	4	12
827	会议厅+在+这+个+内+但+亦+不+能+因此+而+议程+今+天+既定+的+	8	16
828	我们+宣誓+由+	2	3
828	至今+我+	2	2
828	已+了+小时+两+	3	4
829	而+工作+阁下+的+亦+只是+选举+天+今+这+项+主席+	5	12
829	所以+我+	2	2
829	你+不要+再+时间+	4	4
829	直接+程序+选举+主席+立法会+的+	2	6
830		0	0
831	主席+毛孟静+议员+刚才+观点+到+一+个+	4	8
831	就+做法+按照+严谨+最+谨慎+最+合理+的+	2	9
832	在+我们+到+文件+正式+前+	5	6
832	实+难以+副本+单凭+电邮+一+封+或+文件+相关+的+确认+	4	12
832	即使+我们+他+	3	3
833	我+	1	1
833	次+今+主席+	2	3
833	后果+十分+	2	2
833		0	0
833	危机+宪制+	1	2
834	我们+	1	1
834		0	0
834	必须+草率+如此+仓促+地+	2	5
835	刚才+也+同事+	3	3
835	到+	1	1
835	国籍法+英国+所+	2	3
835	有关+国籍+居留权+和+的+	3	5
835	点+另+一+问题+就+上+我+	3	7
835	当中+仍+争议+	3	3
836	而+我们+似乎+未+有+充分+意见+法律+	7	8
837	条+基本法+第七十一+所+的+	2	5
837	情况+在+此+下+问题+就+居留权+外国+我+	3	9
837	在+未+之前+	3	3
837		0	0
837		0	0
837	必须+在+刻+这+一+主席+立法会+	4	7
838	刚才+问题+规程+	2	3
839	你+	1	1
839	责任+你+的+	1	3
839	会议+	1	1
839	出+结果+后+	3	3
839	以及+在+出+宣布+	4	4
840	其实+事情+一+件+	2	4
840		0	0
840		0	0
840	也+范围+你+的+权力+	2	5
840	就+	1	1
840	会议+整个+	1	2
841	观点+这些+法律+风险+或+	1	5
841	你+	1	1
841	今天+	1	1
841		0	0
841	不+	1	1
841	就+主席+立法会+	2	3
841	出+决定+	2	2
842	主席+	1	1
843	第一+	1	1
843	我+是+会议+立法会+	3	4
844	正如+李慧琼+议员+所+	3	4
844	人+香港+很多+正在+	2	4
844	和+会议+这+次+	2	4
845	正+因+	2	2
845	我们+自己+对+应+要求+高+更+的+	4	8
846	我+到+	2	2
846	刚才+问题+最大+的+是+	3	5
847	我+仍+是+一+名+	4	5
848	但+程度+选举+这+次+的+严谨+选举+比+学生会+大学+更+	4	12
849	在+尚+未+国籍+候选人+的+	4	6
849	可能+怎+便+程式+整个+	3	5
850	他+现在+只+	3	3
850	口头+	1	1
851	虽然+人+	2	2
851		0	0
851	信件+那些+可+事+其+	3	5
851	但+都+不过+是+口头上+的+	5	6
852	倘若+秘书处+主席+和+选举+对+整个+	3	7
852	或+	1	1
852	立法会+整个+要+	2	3
852	信任+市民+重新+的+	1	4
852	将+每+个+得+便+更+要+程式+	3	8
852	更+	1	1
852		0	0
852	而+章+按+	2	3
852	秘书处+	1	1
852	不+需要+	2	2
852	即+便+不+	3	3
853		0	0
853	文件+一+份+书面+具有+和+效力+法律+的+	1	9
853	本应+很+	2	2
854	即使+我+选举+学生会+	3	4
854	亦+需+学生证+	3	3
854	学生+我+是+大学+的+	1	5
855	如果+连+程序+简单+如此+的+也+能+不+	5	9
855	主席+立法会+整个+不+可能+	4	5
856	这+是+第一+个+	3	4
857	问题+第二+个+我们+现在+尚+未+清楚+	6	8
857	议员+多少+能够+	2	3
858		0	0
858	精神+规则+基本+最+的+	1	5
858		0	0
858	机会+充足+	1	2
858	议员+每+位+程序+	2	4
858		0	0
859	完全+理据+法律+的+	3	4
859	而+秘书长+能+不+质疑+基于+无理+判断+凭+其+个人+议员+向+其他+	6	14
859	他+能力+	2	2
859		0	0
859		0	0
860	我+	1	1
860	这+	1	1
860	完全+了+规则+精神+	4	4
860		0	0
860	应+的+	2	2
861	议员+所有+	1	2
861	能够+成功+程式+	3	3
861		0	0
861	即+然后+才+选举+主席+立法会+	4	6
862	所以+决定+秘书长+陈维安+的+刚才+或+判断+完全+是+	4	10
862	完全+的+基础+任何+	2	4
862	是+	1	1
863	如果+大家+片段+	3	3
863	刚才+	1	1
863	其实+议员+三+位+已+完整+完+誓词+	6	8
864		0	0
864	而+规则+只+	3	3
864		0	0
864	议员+完整+出+誓词+	4	4
865	所以+秘书长+能+不+语气+以+条件+或+其他+为+	5	10
865	他+	1	1
865		0	0
865		0	0
866	我+	1	1
866	主席+	1	1
866	面前+大家+问题+两+大+	2	5
867	如果+我们+不+先+问题+这些+	5	6
867	然后+才+选举+主席+	3	4
867	立法会+便+难以+	3	3
868	我+	1	1
868	议员+众多+的+直选+	1	4
868	基础+广大+民意+	1	3
868		0	0
868	议员+很多+都+不+能+结果+这+次+	5	8
868		0	0
869	主席+今天+我们+人+向+香港+程序+一+个+	5	9
869	得+的+	2	2
869	能+不+再+	2	3
870	议员+梁君彦+连+正本+都+出来+不+	5	7
870	国籍+自己+的+	1	3
871	只+文件+	2	2
871	副本+一+份+不+副本+的+	4	6
872	最+的+	2	2
872		0	0
872	他+连+居留权+都+未+能+	6	6
873	如果+我们+天+今+情况+在+一+种+粗疏+如此+的+下+程序+	5	13
873	立法会+的+	2	2
873	主席+就+	2	2
873	梁君彦+议员+	1	2
873	了+海+	2	2
873	便+是+	2	2
874	他+当然+	2	2
875	我+	1	1
875	大家+刚才+的+	3	3
875	问题+都+很+	3	3
876	以至+议员+哪些+资格+	3	4
876		0	0
876	资格+候选人+的+我们+都+未+能+	5	7
877	情况+在+混乱+如此+粗疏+的+下+程序+	2	8
877		0	0
877	主席+我+	2	2
877	你+的+	2	2
877	压力+会+很+	3	3
878	因此+我+	2	2
878	主席+你+能够+耐心+意见+议员+的+	4	7
878	然后+裁决+	2	2
879	如此+不+能+的+	4	4
879	如果+情况+在+一+种+下+选举+立法会+主席+	3	9
879	人+香港+	1	2
879	会+到+的+	3	3
880	主席+	1	1
881	对于+你+刚才+所+	4	4
881	主席+只有+立法会+才+限制+居留权+	3	6
881	候选人+	1	1
881	主席+我+完全+能+不+	4	5
882	如果+我们+这+刻+一+投票+	5	6
882	当选者+刻+下+一+便+主席+立法会+	4	7
883	因此+我们+绝对+义务+	4	4
883		0	0
883	他+已+手续+所有+	3	4
883	居留权+英国+的+	2	3
883	并且+出+正本+	3	3
883	以+视听+	2	2
884	秘书处+立法会+亦+责任+	3	4
884		0	0
884	程序+这个+正确+完整+和+地+	2	6
885	如果+议员+梁君彦+仍然+无法+出+正本+信件+	6	8
885	印章+正规+的+	2	3
885		0	0
885	所以+他+应该+不+资格+	5	5
885		0	0
886	除了+投票箱+两+个+	2	4
886	分别+供+废票+	3	3
886	和+涂谨申+给+议员+	2	4
886	我们+	1	1
886		0	0
886	还+梁君彦+要+议员+为+投票箱+	3	6
887	这+相当+	2	2
887	会议+任期+未来+立法会+内+如何+	2	6
887	利益+跟+港+全+公众+也+关系+莫大+	3	8
888	我+	1	1
888	刻+这+一+一定+要+事+这+件+	4	8
889	如果+梁君彦+议员+无法+出+正本+文件+	5	7
889	他+应该+不+资格+	4	4
889		0	0
890	我+刚才+只+	3	3
890		0	0
890	大家+向+内容+基本法+的+	2	5
890	并+没有+意见+个人+	3	4
891	由于+主席+不+应+意见+个人+	5	6
891	况且+当中+问题+宪制+法律+和+的+	3	7
891	我+不+	2	2
891	意见+任何+	1	2
892	即使+我+出+意见+	4	4
892	也+未必+是+最+	4	4
892		0	0
893	只+大家+供+而已+	3	4
894	任何+一+项+	2	3
894	我+以往+过+的+	4	4
894	不论+是+学生会+	3	3
894	以至+天+今+主席+立法会+的+	3	6
895	如果+这+是+正式+	4	4
895	主席+梁颂恒+议员+资格+	3	4
895	会议+这个+	1	2
896	主席+那么+我+问题+我+第一+个+	4	7
897	我+想+	2	2
897	我+现在+究竟+权+	4	4
897	没+	1	1
897	会议+这个+	1	2
898	未+的+	2	2
898	主席+规则+根据+议事+法例+和+相关+议员+任何+能+不+会议+正式+发言+和+	5	15
899	主席+那么+我+问题+下+一+个+了+	5	8
900		0	0
900	条+规则+第十二+会议+任期+每+届+的+首+次+明+	2	11
901		0	0
901	本+	1	1
901	式+宗教+式+或+非宗教+	1	5
901	会议+在+立法会+任期+每+届+首+次+上+议员+须+规定+按照+条+规则+第一+的+宣誓+式+宗教+式+或+非宗教+	5	23
902		0	0
902	会议+的+	2	2
902	我+	1	1
902	在+议员+所有+宣誓+式+宗教+式+非宗教+或+后+	4	10
902		0	0
902	主席+立法会+的+	1	3
902	条+按照+规则+本+第四+的+	2	6
902	须+程序+选举+主席+立法会+的+	3	6
903	主席+这里+问题+次序+先后+的+	3	6
904	我们+尚+未+程序+款+第一+的+	4	7
904	会议+这+次+的+	2	4
904	即+议员+所有+宣誓+	3	4
905	试问+怎+能+程序+款+第二+	4	6
905	主席+立法会+的+	2	3
906	这+是+严重+很+的+规程+	4	6
907	既然+我+已+议员+其他+	4	5
907		0	0
907	便+不+会+决定+	4	4
907	不+议员+的+	3	3
907		0	0
908	我+会+他+	3	3
908		0	0
909	如果+你+	2	2
909	这+是+一+个+正式+	4	5
909	你+这样+	2	2
909	主席+严重+了+规定+第一+条+规则+议事+的+	4	9
910	我+	1	1
910	你+重新+	2	2
911	我+	1	1
911	要+主席+	2	2
912	我+谢伟俊+议员+	2	3
913	他+不+	2	2
914	要+主席+	2	2
915	你+可以+质疑+	3	3
915	但+我+已+了+决定+	5	5
916	选举+经过+的+	2	3
916	议员+在席+是+	2	3
916	虽然+他+未+	3	3
916	但+我+会+他+	4	4
916		0	0
917	你+可以+决定+你+的+	3	5
918	但+我+想+	3	3
918	决定+你+的+是否+	2	4
918	你+	1	1
918	议员+有关+是否+应该+正式+	4	5
919	如果+你+	2	2
919	宣誓+他+的+	1	3
919	而+他+	2	2
919		0	0
919	此+以+基础+	2	3
919	你+可+决定+	3	3
920	如果+你+	2	2
920	宣誓+有关+不+	2	3
920	和+不+	2	2
920	这样+	1	1
920	但+你+便+严重+了+条+规则+第一+	6	8
920		0	0
921	即使+议员+任何+未曾+宣誓+最后+	4	6
921	他+仍+资格+议员+的+	3	5
921	这+	1	1
921	身份+就+其+而+	2	4
922	当然+你+可以+	3	3
922	他+尚+未+	3	3
922	尚+未+是+	3	3
923	但+问题+	2	2
923	你+刚才+尚+未+	4	4
923	我+已+你+	3	3
923		0	0
924	你+又+如何+呢+	4	4
925	当+你+	2	2
925	阶段+第二+	1	2
925	主席+的+	2	2
925	主席+便+已+	3	3
925	了+仪式+阶段+第一+的+宣誓+	2	6
926	所以+你+不+要+错+逻辑+这个+	6	7
927	你+得+	2	2
927		0	0
928	不过+问题+	2	2
928	尚+未+人+	3	3
928	资格+他+的+	1	3
928		0	0
928	他+未+	2	2
929	你+先前+会议+在+上+	3	5
929	没+人+	2	2
929	资格+你+的+	1	3
929	所以+你+资格+	3	3
929		0	0
930	我+主席+	2	2
930		0	0
930	他+	1	1
931	不+	1	1
931	资格+	1	1
932	步+下+一+会+的+	3	5
932	这+是+	2	2
933	我+只+	2	2
933		0	0
933	议员+要+宣誓+阶段+第一+的+	3	6
933	资格+	1	1
933	才+阶段+第二+	2	3
933	会议+	1	1
934	你+可以+做法+我+的+	3	5
935	但+我+	2	2
935	你们+尚未+	2	2
935	已+资格+	2	2
935	程序+按照+刚才+的+会议厅+在+	2	6
935	我+	1	1
935	理念+基于+这个+决定+	2	4
936	你+我+	2	2
936	是+	1	1
936	理据+我+已+你+向+	4	5
936		0	0
937	无论+你+	2	2
937	与+	1	1
937	又+或+决定+我+的+是+	4	6
937	或+	1	1
938	如果+你+仍+我+	4	4
938	为+	1	1
938	并+我+	2	2
938	为+	1	1
938	你+便+要+决定+我+的+	4	6
939	除非+你+不+把+我+主席+	6	6
939	那+就+不用+决定+我+这+	4	6
940	梁颂恒+议员+你+是否+要+	4	5
940		0	0
941	主席+我+	2	2
941	你+不+想+丑人+	4	4
941	但+你+不+可以+规则+	5	5
941		0	0
942		0	0
942	条+规则+第一+	1	3
942	未+	1	1
942	议员+便+不+能+会议+	5	5
943	你+可以+质疑+	3	3
943	但+我+刚才+已+决定+	5	5
944	权+	1	1
944	规则+	1	1
944		0	0
944	你+决定+这+	2	3
945	你+根本+	2	2
945	power+	1	1
945	决定+这+	1	2
946	我+已+了+	3	3
947	决定+我+的+可以+是+	3	5
947	或+	1	1
948	无论+	1	1
948	但+我+今天+不+会+你+跟+	6	7
