sent_id	phrase_text	word_n	character_n
716	声明	1	2
716	国籍	1	2
716	的	1	1
717	但	1	1
717	相关+的+copy	3	7
717	却	1	1
717	并不	1	2
718	原来	1	2
718	那	1	1
718	是	1	1
718	封+一	2	2
719	第二+封+信	3	4
719	才	1	1
719	是	1	1
720	但	1	1
720	他	1	1
720	暂时	1	2
720	仍	1	1
720	未	1	1
720	到	1	1
721	我	1	1
721	想	1	1
721	就+此	2	2
721	规程+问题	2	4
722	因为	1	2
722	基本法	1	3
722	已	1	1
722	立法会+主席	2	5
722	必须	1	2
722	在+外国	2	3
722	居留权	1	3
723	而	1	1
723	即使	1	2
723	两+封+信	3	3
723	都	1	1
723	由+政府	2	3
723	但	1	1
723	却	1	1
723	不	1	1
723	一定	1	2
723	是	1	1
723	法律	1	2
724	我们	1	2
724	最+主要	2	3
724	想	1	1
724	的	1	1
724	是	1	1
724	份+那	2	2
724	国籍	1	2
725	而	1	1
725	本人+我	2	3
725	也	1	1
725	一+份	2	2
726	我们	1	2
726	应	1	1
726	他	1	1
726	到	1	1
726	有关+文件	2	4
727	所有+事情	2	4
727	皆	1	1
727	被	1	1
727	正式	1	2
727	后	1	1
727	才	1	1
727	程序	1	2
727	呢	1	1
728	的	1	1
728	你	1	1
728	议员+毛孟静	2	5
729	我	1	1
729	刚才	1	2
729	过	1	1
729	只	1	1
729	提问+你+的+能够	4	6
729	事情+或+过程	3	5
729	与+选举	2	3
729	的	1	1
730	但	1	1
730	你	1	1
730	却	1	1
730	梁君彦+议员+的+国籍+问题	5	10
731	我	1	1
731	刚才	1	2
731	已	1	1
731	特别+安排	2	4
731	议员+梁君彦	2	5
731	向+大众+和+社会+大家	5	8
731	交代+及+澄清	3	5
732	至于	1	2
732	他+的+答复	3	4
732	否+能	2	2
732	你+刚才+的+提问	4	6
732	我	1	1
732	并不	1	2
732	能够	1	2
732	任何+意见	2	4
733	不过	1	2
733	我	1	1
733	想	1	1
733	对+大家	2	3
733	鉴于	1	2
733	议员+梁君彦	2	5
733	已经	1	2
733	一而再再而三	1	6
733	地	1	1
733	资料	1	2
733	并	1	1
733	在+公开+场合	3	5
733	澄清	1	2
733	议员	1	2
733	可	1	1
733	大+自行	2	3
733	稍后	1	2
733	否+会	2	2
733	他	1	1
734	如果	1	2
734	大家	1	2
734	梁君彦+议员+的+答复	4	8
734	未	1	1
734	能	1	1
734	大家+的+提问	3	5
734	大家	1	2
734	可以	1	2
735	那么	1	2
735	梁天琦	1	3
735	也	1	1
735	不+应该	2	3
735	被	1	1
735	吗	1	1
736	我	1	1
736	也	1	1
736	不	1	1
736	议员+梁君彦	2	5
736	究竟	1	2
736	真的	1	2
736	合法+权利	2	4
736	但	1	1
736	议员+梁耀忠	2	5
736	却	1	1
736	我们	1	2
736	吗	1	1
736	自行	1	2
736	给+他	2	2
737	你	1	1
737	否	1	1
737	也	1	1
737	可	1	1
737	选民	1	2
737	自行	1	2
737	给+梁天琦	2	4
738	规则+一+附表	3	5
738	所	1	1
738	的	1	1
738	由于	1	2
738	主席+立法会+的+选举	4	8
738	须	1	1
738	按照+程序	2	4
739	而	1	1
739	有关+的+条文	3	5
739	的	1	1
739	议员	1	2
739	主席	1	2
739	的	1	1
739	在+上+会议	3	4
739	就+候选人+的+事宜	4	7
739	讨论	1	2
740	事实上	1	3
740	有关+的+讨论	3	5
740	亦	1	1
740	已	1	1
740	上+论坛	2	3
740	昨天	1	2
740	特别	1	2
740	的	1	1
741	主席	1	2
741	我	1	1
741	不	1	1
741	讨论	1	2
742	我	1	1
742	的	1	1
742	是	1	1
742	上+的+法律	3	4
743	他	1	1
743	一定	1	2
743	要	1	1
743	声明+一+份+的+正式+文件	6	9
743	英国+国籍	2	4
744	而	1	1
744	最+好	2	2
744	当然	1	2
744	是	1	1
745	如果	1	2
745	暂时	1	2
745	正本	1	2
745	但	1	1
745	向+我们	2	3
745	一+份+copy	3	6
745	也	1	1
746	不过	1	2
746	现时	1	2
746	已经	1	2
746	得	1	1
746	很	1	1
747	便	1	1
747	按照+我+的+理解	4	6
747	他	1	1
747	仍未	1	2
747	相关+文件	2	4
748	呢	1	1
748	我们	1	2
748	怎	1	1
748	可以	1	2
748	在+这里	2	3
748	程序	1	2
748	的	1	1
749	据	1	1
749	我	1	1
749	基本法	1	3
749	主席+立法会+不+能够	4	8
749	国家+任何+其他+的+居留权	5	10
750	这+方面	2	3
750	已	1	1
750	清楚	1	2
750	但	1	1
750	并	1	1
750	没有	1	2
750	候选人	1	3
751	我	1	1
751	今天	1	2
751	不	1	1
751	要	1	1
751	与+大家	2	3
751	这个+问题	2	4
751	如果	1	2
751	大家	1	2
751	想	1	1
751	的话	1	2
751	但	1	1
751	便	1	1
751	应该	1	2
751	其他+途径	2	4
752	法律+背景	2	4
752	的	1	1
752	因为	1	2
752	我	1	1
752	既	1	1
752	非	1	1
753	而	1	1
753	我+主席+这+个+的+身份	6	8
753	也	1	1
753	不+能够	2	3
753	任何+回答	2	4
754	我	1	1
754	只	1	1
755	不好意思	1	4
755	我	1	1
755	不	1	1
755	特别	1	2
755	要	1	1
755	你	1	1
755	亦	1	1
755	这样+插言	2	4
755	不	1	1
756	不	1	1
757	但	1	1
757	按照+你+刚才+的+说法	5	8
757	作为+立法会+主席	3	7
757	便	1	1
757	不	1	1
757	能够	1	2
757	外国+居留权	2	5
758	如果	1	2
758	要	1	1
758	选举	1	2
758	的话	1	2
758	但是	1	2
758	人	1	1
758	将	1	1
758	于+稍后+半+分钟+或+十+后+小时	8	11
758	便会	1	2
758	主席	1	2
759	但	1	1
759	他	1	1
759	却	1	1
759	未	1	1
759	能	1	1
759	在+内+今天	3	4
759	向+我们	2	3
759	正式+声明	2	4
759	刚才	1	2
759	所	1	1
759	的	1	1
759	国籍	1	2
760	你	1	1
760	得	1	1
762	就	1	1
762	一旦	1	2
762	他	1	1
762	条件	1	2
762	不	1	1
762	规定	1	2
762	他	1	1
762	便	1	1
762	不	1	1
762	应该	1	2
762	主席	1	2
763	这	1	1
763	是	1	1
763	的	1	1
764	不过	1	2
764	问题	1	2
764	我	1	1
764	不	1	1
764	能够	1	2
764	他	1	1
764	接着	1	2
764	该	1	1
764	怎样	1	2
764	因为	1	2
764	我	1	1
764	这+个+身份	3	4
765	我	1	1
765	只	1	1
765	能够	1	2
766	主席	1	2
766	那么	1	2
766	你	1	1
766	在+做+什么+这里	4	6
767	你	1	1
767	得	1	1
768	我	1	1
768	也	1	1
768	想	1	1
768	在+这里	2	3
768	我	1	1
768	什么	1	2
769	根据+规则	2	4
769	我	1	1
769	只是	1	2
769	两+件+事	3	3
770	第一	1	2
770	选举+主席+的+投票	4	7
771	第二	1	2
771	哪+位+候选人	3	5
772	我	1	1
772	只是	1	2
772	这+两+件+事	4	4
773	而	1	1
773	不	1	1
773	应该	1	2
773	其他+事	2	3
774	最后	1	2
774	一+个+规程	3	4
775	为了	1	2
775	为	1	1
775	我	1	1
775	不	1	1
775	现时+的+程序	3	5
775	我	1	1
775	现在	1	2
775	也	1	1
775	出来	1	2
775	在+你+后面	3	4
775	不+会	2	2
776	即使	1	2
776	你	1	1
776	我	1	1
776	我	1	1
776	亦	1	1
776	不	1	1
776	会	1	1
777	大家	1	2
777	呢	1	1
777	要	1	1
777	一直	1	2
777	这样	1	2
777	下去	1	2
778	如果	1	2
778	你	1	1
778	不	1	1
778	大家+的+投票+程序	4	7
778	我	1	1
778	的	1	1
778	不+会	2	2
778	你	1	1
779	在	1	1
779	前	1	1
779	不过	1	2
779	你	1	1
779	首先	1	2
779	需要	1	2
779	三+位+议员	3	4
779	我+梁颂恒+姚松炎+和+的+投票权	6	12
780	权	1	1
780	其实	1	2
780	我	1	1
780	也	1	1
780	你们	1	2
780	权	1	1
781	我	1	1
781	只	1	1
781	能够	1	2
781	名单	1	2
781	秘书	1	2
781	我	1	1
781	的	1	1
781	议员+和+候选人	3	6
781	资格	1	2
781	的	1	1
782	其实	1	2
782	你	1	1
782	应该	1	2
782	向+秘书处	2	4
782	而	1	1
782	不	1	1
782	向+我	2	2
782	权	1	1
782	因为	1	2
782	我	1	1
782	秘书处	1	3
783	如果	1	2
783	你	1	1
783	要	1	1
783	可以	1	2
783	向+秘书处	2	4
784	想	1	1
784	规程+问题	2	4
784	的	1	1
784	位+第二+议员	3	5
784	是	1	1
784	议员	1	2
785	主席	1	2
785	我	1	1
785	你	1	1
785	地+清醒	2	3
785	我们	1	2
785	今天	1	2
786	我	1	1
786	与	1	1
786	不	1	1
786	的	1	1
786	由+你	2	2
787	我们	1	2
787	应该	1	2
787	会议	1	2
787	并	1	1
787	主席	1	2
788	议员+议员+和+多+位+派+建制+非+毛孟静	9	14
788	刚才	1	2
788	过	1	1
788	我们	1	2
788	不	1	1
788	议员+梁君彦	2	5
788	已经	1	2
788	完全	1	2
788	英籍	1	2
788	或	1	1
788	英国+的+居留权	3	6
789	我们	1	2
789	主席	1	2
789	在+这+种+下+情况	5	6
789	并	1	1
789	不	1	1
790	这	1	1
790	是	1	1
790	第一	1	2
791	在	1	1
791	时	1	1
791	第二	1	2
791	身后+在+你+的+数+位+议员	7	9
791	刚才	1	2
791	一些+障碍	2	4
792	的	1	1
792	由于	1	2
792	秘书长	1	3
792	没有	1	2
792	他们+的+宣誓	3	5
793	并	1	1
793	稍后	1	2
793	的	1	1
793	他们	1	2
793	在+主席+中+选举	4	6
793	不+可以	2	3
794	但是	1	2
794	多+位+议员	3	4
794	他们	1	2
794	所	1	1
794	的	1	1
794	宣誓+方式	2	4
794	立法会+历+届+议员	4	7
794	也	1	1
794	曾	1	1
794	类似+方式	2	4
794	却	1	1
794	问题	1	2
795	这	1	1
795	过程	1	2
795	问题	1	2
796	数+位+议员	3	4
796	稍后	1	2
796	无法	1	2
796	投票	1	2
796	及	1	1
796	程序+公义	2	4
796	的	1	1
796	这+个+选举	3	4
796	便	1	1
796	不+会	2	2
796	是	1	1
797	我	1	1
797	想	1	1
797	你	1	1
797	多+那么+公义+程序+问题	5	9
797	否+应	2	2
797	会议	1	2
797	出	1	1
797	一+位+立法会+主席	4	7
797	任何+代表性	2	5
797	的	1	1
798	主席	1	2
798	你	1	1
798	主席	1	2
798	亦	1	1
798	不	1	1
799	我	1	1
799	你	1	1
799	议事+规则	2	4
799	议会+的+秩序	3	5
799	但是	1	2
799	我们	1	2
799	主席	1	2
799	的	1	1
799	程序	1	2
799	能够	1	2
799	顺利	1	2
800	因为	1	2
800	这	1	1
800	是	1	1
800	宪制	1	2
800	全+港+市民	3	4
800	正在	1	2
800	着	1	1
800	我们	1	2
800	的	1	1
800	亦	1	1
800	是	1	1
801	此外	1	2
801	我	1	1
801	想	1	1
801	你	1	1
801	也	1	1
801	一下	1	2
801	规则	1	2
802	议员	1	2
802	合理+理由	2	4
802	而	1	1
802	在+你+旁边+及+身后	5	7
802	着	1	1
803	我	1	1
803	这些+议员	2	4
803	已	1	1
803	规则	1	2
804	你	1	1
804	这些+议员	2	4
804	座位	1	2
805	多次+劝谕	2	4
805	如果	1	2
805	他们	1	2
805	仍	1	1
805	不	1	1
805	座位	1	2
805	我	1	1
805	你	1	1
805	应	1	1
805	规则	1	2
805	以	1	1
805	议会+的+秩序	3	5
806	这	1	1
806	是	1	1
806	第一	1	2
807	第二+点	2	3
807	是	1	1
807	关于	1	2
807	的+议员	2	3
808	我	1	1
808	你+的+判断	3	4
808	便	1	1
808	秘书长	1	3
808	已	1	1
808	按照+法例	2	4
808	依法	1	2
808	为+我们	2	3
809	我	1	1
809	亦	1	1
809	数+位+议员	3	4
809	依照+誓词+的+内容	4	7
809	宣誓	1	2
810	主席	1	2
810	的	1	1
810	因此	1	2
810	在+中+过程	3	4
810	不	1	1
810	能	1	1
810	表决	1	2
811	我	1	1
811	这+情况	2	3
811	所有+议员	2	4
811	都	1	1
812	由于	1	2
812	未	1	1
812	能	1	1
812	宣誓	1	2
812	因此	1	2
812	不	1	1
812	能	1	1
812	选举	1	2
813	他	1	1
813	未	1	1
813	能	1	1
813	而	1	1
813	秘书长	1	3
813	亦	1	1
813	对+所有+议员	3	5
813	一+次+多+机会	4	5
813	的	1	1
814	我	1	1
814	这+做法	2	3
814	已经	1	2
814	到	1	1
814	人情+上+的+考虑	4	6
815	至于	1	2
815	大家	1	2
815	梁君彦+议员+的+国籍+问题	5	10
815	第三+点	2	3
815	我	1	1
815	早	1	1
815	已	1	1
815	很	1	1
815	此+事	2	2
815	并	1	1
815	多+次	2	2
815	议员+梁	2	3
815	他	1	1
816	而	1	1
816	他	1	1
816	已	1	1
816	多次	1	2
816	地+确定	2	3
816	事情	1	2
816	已经	1	2
816	好	1	1
817	及后	1	2
817	亦	1	1
817	已	1	1
817	两+封+信	3	3
817	英国+领事馆	2	5
817	的	1	1
817	供+大家	2	3
818	当然	1	2
818	议员	1	2
818	可以	1	2
818	议员+梁	2	3
818	一+份+证书	3	4
819	我	1	1
819	的	1	1
819	这+点	2	2
820	我	1	1
820	过	1	1
820	那+两+封+信	4	4
820	后	1	1
820	但	1	1
820	最低限度	1	4
820	到+此刻	2	3
820	其他+新+证据	3	5
820	梁+议员+的+英籍+问题	5	8
820	并	1	1
820	未	1	1
821	已	1	1
821	了	1	1
821	今+天	2	2
821	主席	1	2
821	既然	1	2
821	我	1	1
821	所	1	1
821	的	1	1
821	我们	1	2
821	应	1	1
821	时间+按照+安排	3	6
821	顺利	1	2
821	主席	1	2
822	正如+其他+选举	3	6
822	人	1	1
822	可能	1	2
822	会	1	1
822	候选人+不同+的+某些+声明	5	10
823	大家	1	2
823	日后	1	2
823	可以	1	2
823	透过+不同+方式	3	6
823	司法+程序+或+其他+法律+覆核	6	11
824	作为+议员	2	4
824	我们	1	2
824	都	1	1
824	很	1	1
825	我	1	1
825	议员+梁耀忠	2	5
825	可以	1	2
825	公正+地+公平	3	5
825	会议	1	2
825	我们	1	2
825	能够	1	2
825	顺利	1	2
825	出	1	1
825	主席	1	2
826	主席	1	2
826	我	1	1
826	到	1	1
826	有些+同事	2	4
826	就+人+候选人+两+位+的+其中+一+的+资格	10	14
826	出	1	1
826	了	1	1
826	质疑+或+意见	3	5
827	但	1	1
827	我	1	1
827	虽然	1	2
827	立场+不同+政治+的+议员	5	9
827	对+此+事	3	3
827	不同+的+态度	3	5
827	在+这+个+内+会议厅	5	7
827	但	1	1
827	亦	1	1
827	不	1	1
827	能	1	1
827	因此	1	2
827	而	1	1
827	今+天+既定+的+议程	5	7
828	我们	1	2
828	由+宣誓	2	3
828	至今	1	2
828	我	1	1
828	已	1	1
828	了	1	1
828	两+小时	2	3
829	而	1	1
829	阁下+的+工作	3	5
829	亦	1	1
829	只是	1	2
829	天+今+这+项+主席+选举	6	8
829	所以	1	2
829	我	1	1
829	你	1	1
829	不要	1	2
829	再	1	1
829	时间	1	2
829	直接	1	2
829	选举+主席+立法会+的+程序	5	10
831	主席	1	2
831	议员+毛孟静	2	5
831	刚才	1	2
831	到+一+个+观点	4	5
831	就	1	1
831	按照+严谨+最+谨慎+最+合理+的+做法	8	13
832	在	1	1
832	我们	1	2
832	到	1	1
832	正式+文件	2	4
832	前	1	1
832	实	1	1
832	难以	1	2
832	单凭+电邮+一+封+或+文件+相关+的+副本	9	14
832	确认	1	2
832	即使	1	2
832	我们	1	2
832	他	1	1
833	我	1	1
833	今+次	2	2
833	主席	1	2
833	后果	1	2
833	十分	1	2
833	宪制+危机	2	4
834	我们	1	2
834	必须	1	2
834	如此+仓促+地+草率	4	7
835	刚才	1	2
835	也	1	1
835	同事	1	2
835	到	1	1
835	英国+国籍法	2	5
835	所	1	1
835	有关	1	2
835	居留权+和+国籍	3	6
835	的	1	1
835	另+一+点	3	3
835	就+上+问题	3	4
835	我	1	1
835	当中	1	2
835	仍	1	1
835	争议	1	2
836	而	1	1
836	我们	1	2
836	似乎	1	2
836	未	1	1
836	有	1	1
836	充分	1	2
836	法律+意见	2	4
837	基本法+第七十一+所+条	4	9
837	的	1	1
837	在+此+下+情况	4	5
837	就+居留权+外国+问题	4	8
837	我	1	1
837	在	1	1
837	未	1	1
837	之前	1	2
837	必须	1	2
837	在	1	1
837	这+一+刻	3	3
837	立法会+主席	2	5
838	刚才	1	2
838	规程+问题	2	4
839	你	1	1
839	你+的+责任	3	4
839	会议	1	2
839	出	1	1
839	结果	1	2
839	后	1	1
839	以及	1	2
839	在	1	1
839	出	1	1
839	宣布	1	2
840	其实	1	2
840	一+件+事情	3	4
840	也	1	1
840	你+的+权力+范围	4	6
840	就	1	1
840	整个+会议	2	4
841	这些+法律+风险+或+观点	5	9
841	你	1	1
841	今天	1	2
841	不	1	1
841	就	1	1
841	立法会+主席	2	5
841	出	1	1
841	决定	1	2
842	主席	1	2
843	第一	1	2
843	我	1	1
843	是	1	1
843	立法会+会议	2	5
844	正如	1	2
844	议员+李慧琼	2	5
844	所	1	1
844	香港+很多+人	3	5
844	正在	1	2
844	和	1	1
844	这+次+会议	3	4
845	正	1	1
845	因	1	1
845	我们	1	2
845	对+自己	2	3
845	应	1	1
845	高+更+的+要求	4	5
846	我	1	1
846	到	1	1
846	刚才	1	2
846	最大+的+问题	3	5
846	是	1	1
847	我	1	1
847	仍	1	1
847	是	1	1
847	名+一	2	2
848	但	1	1
848	选举+这+次+的+严谨+程度	6	9
848	比+学生会+大学+选举	4	8
848	更	1	1
849	在	1	1
849	尚	1	1
849	未	1	1
849	候选人+的+国籍	3	6
849	怎+可能	2	3
849	便	1	1
849	整个+程式	2	4
850	他	1	1
850	现在	1	2
850	只	1	1
850	口头	1	2
851	虽然	1	2
851	人	1	1
851	那些+信件	2	4
851	可	1	1
851	其+事	2	2
851	但	1	1
851	都	1	1
851	不过	1	2
851	是	1	1
851	的+口头上	2	4
852	倘若	1	2
852	主席+和+秘书处	3	6
852	对+整个+选举	3	5
852	或	1	1
852	整个+立法会	2	5
852	要	1	1
852	市民+重新+的+信任	4	7
852	将	1	1
852	个+每	2	2
852	便+更+要+程式+得	5	6
852	更	1	1
852	而	1	1
852	按+章	2	2
852	秘书处	1	3
852	不	1	1
852	需要	1	2
852	即	1	1
852	便	1	1
852	不	1	1
853	一+份+书面+具有+和+效力+法律+的+文件	9	14
853	本应	1	2
853	很	1	1
854	即使	1	2
854	我	1	1
854	学生会+选举	2	5
854	亦	1	1
854	需	1	1
854	学生证	1	3
854	我+是+大学+的+学生	5	7
855	如果	1	2
855	连	1	1
855	简单+如此+的+程序	4	7
855	也	1	1
855	不+能	2	2
855	主席	1	2
855	整个+立法会	2	5
855	不	1	1
855	可能	1	2
856	这	1	1
856	是	1	1
856	个+第一	2	3
857	第二+个+问题	3	5
857	我们	1	2
857	现在	1	2
857	尚	1	1
857	未	1	1
857	清楚	1	2
857	多少+议员	2	4
857	能够	1	2
858	规则+基本+最+的+精神	5	8
858	充足+机会	2	4
858	每+位+议员	3	4
858	程序	1	2
859	完全	1	2
859	法律+理据	2	4
859	的	1	1
859	而	1	1
859	秘书长	1	3
859	不+能	2	2
859	基于+无理+质疑	3	6
859	凭+其+个人+判断	4	6
859	向+其他+议员	3	5
859	他	1	1
859	能力	1	2
860	我	1	1
860	这	1	1
860	完全	1	2
860	了	1	1
860	规则	1	2
860	精神	1	2
860	应	1	1
860	的	1	1
861	所有+议员	2	4
861	能够	1	2
861	成功	1	2
861	程式	1	2
861	即	1	1
861	然后	1	2
861	才	1	1
861	主席+立法会+选举	3	7
862	所以	1	2
862	秘书长+陈维安+的+刚才+或+判断+决定	7	14
862	完全	1	2
862	是	1	1
862	的+完全	2	3
862	任何+基础	2	4
862	是	1	1
863	如果	1	2
863	大家	1	2
863	片段	1	2
863	刚才	1	2
863	其实	1	2
863	三+位+议员	3	4
863	已	1	1
863	完整	1	2
863	完	1	1
863	誓词	1	2
864	而	1	1
864	规则	1	2
864	只	1	1
864	议员	1	2
864	完整	1	2
864	出	1	1
864	誓词	1	2
865	所以	1	2
865	秘书长	1	3
865	不+能	2	2
865	以+条件+或+其他+语气	5	8
865	为	1	1
865	他	1	1
866	我	1	1
866	主席	1	2
866	大家+面前	2	4
866	两+大+问题	3	4
867	如果	1	2
867	我们	1	2
867	不	1	1
867	先	1	1
867	这些+问题	2	4
867	然后	1	2
867	才	1	1
867	主席+选举	2	4
867	立法会	1	3
867	便	1	1
867	难以	1	2
868	我	1	1
868	众多+的+直选+议员	4	7
