sent_id	word_sound	upos	character_token_n	sound_n
M010011	['wo', 'men']	r	2	5
M010011	['yi', 'jjəŋ']	d	2	6
M010011	['y#']	v	1	2
M010011	['duo']	m	1	3
M010011	['ri']	q	1	2
M010011	['bu']	d	1	2
M010011	['z#']	p	1	2
M010011	['yi', 'qi']	s	2	4
M010011	['le']	y	1	2
M010011	['y#']	v	1	2
M010011	['tan']	v	1	3
M010011	['de']	u	1	2
M010011	['hua']	n	1	3
M010011	['daŋ', 'ran']	d	2	6
M010011	['hen', 'duo']	m	2	6
M010012	['tjəŋ', 'd#']	v	2	6
M010012	['ta']	r	1	2
M010012	['$uo']	v	1	3
M010012	['$e', 'hua']	r	2	5
M010012	['$i', 'h#']	f	2	4
M010012	['wo']	r	1	2
M010012	['bian']	d	1	4
M010012	['$uan', 'guo']	v	2	7
M010012	['t#']	n	1	2
M010012	['l#']	v	1	2
M010012	['kan']	v	1	3
M010012	['le']	u	1	2
M010012	['ta']	r	1	2
M010012	['yi', 'yan']	m	2	5
M010012	['ta']	r	1	2
M010012	['ye']	d	1	2
M010012	['$eŋ', 'h#']	z	2	5
M010012	['z#']	u	1	2
M010012	['kan']	v	1	3
M010012	['wo']	r	1	2
M010013	['ji#', 'huan']	v	2	7
M010013	['yan', '$en']	n	2	6
M010013	['$i', 'bu', 'guo']	d	3	7
M010013	['$i']	v	1	2
M010013	['$wən', 'jian']	t	2	8
M010013	['de']	u	1	2
M010013	['$i']	n	1	2
M010013	['ye', 'xu']	d	2	4
M010013	['$i', 'fen', '$i', 'yi', 'mi#']	t	5	12
M010013	['ye', 'xu']	d	2	4
M010013	['b#', 'fen', '$i', 'yi', 'mi#']	t	5	12
M010013	['$#']	r	1	2
M010013	['neŋ']	v	1	3
M010013	['$uo']	v	1	3
M010013	['de']	u	1	2
M010013	['qjəŋ', '$u']	a	2	6
M010014	['dan', '$i']	c	2	5
M010014	['wo']	r	1	2
M010014	['coŋ']	p	1	3
M010014	['ta']	r	1	2
M010014	['de']	u	1	2
M010014	['yan', '$en']	n	2	6
M010014	['$oŋ']	f	1	3
M010014	['kan', 'd#']	v	2	5
M010014	['le']	u	1	2
M010014	['yi']	m	1	2
M010014	['$oŋ']	q	1	3
M010014	['jian', 'ren']	an	2	7
M010014	['coŋ', 'er']	c	2	5
M010014	['raŋ']	v	1	3
M010014	['wo']	r	1	2
M010014	['$i', 'd#']	v	2	4
M010014	['ta']	r	1	2
M010014	['jie', 'xia', 'l#']	l	3	8
M010014	['y#']	v	1	2
M010014	['$uo']	v	1	3
M010014	['de']	u	1	2
M010014	['hua']	n	1	3
M010014	['si', 'hu']	d	2	4
M010014	['y#', 'xie']	r	2	5
M010014	['te', 'bie']	a	2	5
M010014	['er', 'qie']	c	2	5
M010014	['ta']	r	1	2
M010014	['z#', 'yi']	d	2	4
M010014	['na']	v	1	2
M010014	['djəŋ']	v	1	4
M010014	['le']	u	1	2
M010014	['$u', 'yi']	n	2	4
M010014	['yi', 'djəŋ']	d	2	6
M010014	['y#']	v	1	2
M010014	['guo', 'wen']	v	2	6
M010014	['yi', 'xia']	m	2	5
M010014	['$e']	r	1	2
M010014	['jian']	q	1	4
M010014	['$i']	n	1	2
M010014	['bjəŋ', 'qie']	c	2	7
M010014	['yi', 'djəŋ']	d	2	6
M010014	['y#']	v	1	2
M010014	['la']	v	1	2
M010014	['wo']	r	1	2
M010014	['yi', 'qi']	d	2	4
M010014	['jin', 'xjəŋ']	v	2	7
M010014	['de']	u	1	2
M010015	['wo']	r	1	2
M010015	['jiaŋ']	p	1	4
M010015	['jiu']	n	1	3
M010015	['duan']	ag	1	4
M010015	['guo', 'l#']	v	2	5
M010015	['z#']	p	1	2
M010015	['ta']	r	1	2
M010015	['de']	u	1	2
M010015	['mian', 'qian']	f	2	8
M010015	['zuo', 'xia']	v	2	6
M010015	['xiaŋ']	p	1	4
M010015	['ta']	r	1	2
M010015	['ju']	v	1	2
M010015	['le']	u	1	2
M010015	['ju']	v	1	2
M010015	['jiu', 'b#']	n	2	5
M010015	['na']	r	1	2
M010015	['yi', 'si']	n	2	4
M010015	['$i']	v	1	2
M010015	['$uo']	v	1	3
M010015	['ji', 'ran']	c	2	5
M010015	['ni']	r	1	2
M010015	['ren', 'w#']	v	2	5
M010015	['$e']	r	1	2
M010015	['$i']	v	1	2
M010015	['bi', 'y#']	a	2	4
M010015	['de']	u	1	2
M010015	['na']	r	1	2
M010015	['ni']	r	1	2
M010015	['jiu']	d	1	3
M010015	['$uo']	v	1	3
M010015	['xia', 'qu']	v	2	5
M010015	['h#']	a	1	2
M010015	['le']	y	1	2
M010015	['wo']	r	1	2
M010015	['b#', '$eŋ']	v	2	5
M010015	['yi']	m	1	2
M010015	['zi']	n	1	2
M010015	['bu']	d	1	2
M010015	['lu']	v	1	2
M010015	['di']	u	1	2
M010015	['tjəŋ']	v	1	4
M010016	['di', 'er']	m	2	4
M010016	['tian']	q	1	4
M010016	['de']	u	1	2
M010016	['f#', 'xjəŋ']	vn	2	6
M010016	['jie', '$u']	v	2	5
M010016	['h#']	f	1	2
M010016	['tian']	q	1	4
M010016	['$i', 'ji', '$aŋ']	d	3	7
M010016	['yi', 'jjəŋ']	d	2	6
M010016	['hen']	d	1	3
M010016	['wan']	d	1	3
M010016	['$an']	n	1	3
M010016	['$oŋ']	f	1	3
M010016	['de']	u	1	2
M010016	['b#', 'tian']	t	2	6
M010016	['hen']	d	1	3
M010016	['duan']	a	1	4
M010016	['ta']	r	1	2
M010016	['he']	c	1	2
M010016	['duo', 'duo']	nr	2	6
M010016	['hui', 'd#']	v	2	5
M010016	['jia']	n	1	3
M010016	['$i']	ng	1	2
M010016	['tian']	q	1	4
M010016	['yi', 'jjəŋ']	d	2	6
M010016	['h#']	a	1	2
M010016	['le']	u	1	2
M010016	['xia', 'l#']	v	2	5
M010016	['l#', 'qjəŋ']	nr	2	6
M010016	['he']	c	1	2
M010016	['qiu', 'lin']	nr	2	6
M010016	['yi', 'jjəŋ']	d	2	6
M010016	['zuo', 'h#']	v	2	5
M010016	['le']	u	1	2
M010016	['wan', 'fan']	n	2	6
M010016	['yi', 'jia', 'ren']	n	3	8
M010016	['$eŋ']	d	1	3
M010016	['zuo']	v	1	3
M010016	['z#']	p	1	2
M010016	['jia', 'li']	s	2	5
M010016	['deŋ']	v	1	3
M010016	['$#']	u	1	2
M010016	['ta', 'men']	r	2	5
M010017	['b#', 'su']	nr	2	4
M010017	['he']	c	1	2
M010017	['duo', 'duo']	nr	2	6
M010017	['$i', 'ji', '$aŋ']	d	3	7
M010017	['bjəŋ']	d	1	4
M010017	['m#', 'y#']	d	2	4
M010017	['$i']	v	1	2
M010017	['$oŋ', 'can']	n	2	6
M010017	['suo', 'yi']	c	2	5
M010017	['du', 'zi']	n	2	4
M010017	['ye']	d	1	2
M010017	['$i', 'z#']	d	2	4
M010017	['$i']	v	1	2
M010017	['e']	v	1	1
M010017	['le']	y	1	2
M010018	['$i']	v	1	2
M010018	['guo']	v	1	3
M010018	['wan', 'fan']	n	2	6
M010018	['b#', 'su']	nr	2	4
M010018	['yu']	p	1	2
M010018	['qiu', 'lin']	nr	2	6
M010018	['tan']	v	1	3
M010018	['le']	u	1	2
M010018	['yi', 'hui']	m	2	5
M010018	['hua']	n	1	3
M010018	['qi', 'jian']	f	2	6
M010018	['ta']	r	1	2
M010018	['y#', 'yi']	d	2	4
M010018	['bu']	d	1	2
M010018	['ti', 'qi']	v	2	4
M010018	['duo', 'duo']	nr	2	6
M010018	['de']	u	1	2
M010018	['$i']	n	1	2
M010018	['$i', '$i']	d	2	4
M010018	['tan', 'qi']	v	2	5
M010018	['$e']	r	1	2
M010018	['ji']	m	1	2
M010018	['nian']	q	1	4
M010018	['l#']	v	1	2
M010018	['xiaŋ', 'hu']	b	2	6
M010018	['de']	u	1	2
M010018	['jjəŋ', 'li']	n	2	6
M010019	['ta', 'men']	r	2	5
M010019	['de']	u	1	2
M010019	['jjəŋ', 'li']	n	2	6
M010019	['jiu', '$i']	d	2	5
M010019	['li', 'k#']	v	2	4
M010019	['fan', 'hua']	a	2	6
M010019	['du', '$i']	n	2	4
M010019	['d#']	v	1	2
M010019	['le']	u	1	2
M010019	['na']	r	1	2
M010019	['yi']	m	1	2
M010019	['$u']	q	1	2
M010019	['$en', '$an']	n	2	6
M010019	['$i']	u	1	2
M010019	['$u']	n	1	2
M010019	['z#']	p	1	2
M010019	['na', 'li']	r	2	4
M010019	['guo']	v	1	3
M010019	['yi']	m	1	2
M010019	['$oŋ']	q	1	3
M010019	['$i', 'fen']	d	2	5
M010019	['njəŋ', 'jjəŋ']	a	2	8
M010019	['de']	u	1	2
M010019	['$eŋ', 'huo']	vn	2	6
M010019	['$eŋ', 'er', 'yu', 'nuu']	l	4	10
M010019	['ye']	d	1	2
M010019	['m#', 'y#']	v	2	4
M010019	['t#']	d	1	2
M010019	['duo']	a	1	3
M010019	['qu', '$e']	an	2	4
M010019	['$i']	u	1	2
M010019	['$u']	n	1	2
M010020	['$i', 'yu']	p	2	4
M010020	['wo']	r	1	2
M010020	['he']	c	1	2
M010020	['b#', 'su']	nr	2	4
M010020	['de']	u	1	2
M010020	['$eŋ', 'huo']	vn	2	6
M010020	['d#', '$i']	d	2	4
M010020	['$u', 'duo']	m	2	5
M010020	['qi', 'yu']	n	2	4
M010020	['dan']	c	1	3
M010020	['jue', 'da', 'bu', 'fen']	m	4	10
M010020	['wo']	r	1	2
M010020	['yi', 'jjəŋ']	d	2	6
M010020	['$eŋ', 'li']	v	2	5
M010020	['$u', 'ban']	v	2	5
M010020	['da', 'duo', '$u']	m	3	7
M010020	['ren']	n	1	3
M010020	['yi', 'jjəŋ']	d	2	6
M010020	['$i', 'd#']	v	2	4
M010021	['yin', 'ci']	c	2	5
M010021	['$e', '$i']	r	2	4
M010021	['ye']	d	1	2
M010021	['m#', 'y#']	v	2	4
M010021	['t#']	d	1	2
M010021	['duo']	ad	1	3
M010021	['ke']	v	1	2
M010021	['ji']	v	1	2
M010021	['de']	u	1	2
M010021	['gu', 'ci']	c	2	4
M010021	['lue']	d	1	3
M010021	['guo']	v	1	3
M010021	['yi']	m	1	2
M010021	['ye']	tg	1	2
M010021	['wu']	v	1	2
M010021	['hua']	n	1	3
M010022	['di', 'san']	m	2	5
M010022	['tian']	q	1	4
M010022	['z#', '$en']	t	2	5
M010022	['b#', 'su']	nr	2	4
M010022	['qi']	v	1	2
M010022	['de']	u	1	2
M010022	['ji#']	d	1	3
M010022	['z#']	a	1	2
M010022	['yu']	p	1	2
M010022	['$u', 'ren']	n	2	5
M010022	['yi', 'jia']	n	2	5
M010022	['goŋ']	d	1	3
M010022	['jin']	v	1	3
M010022	['z#', 'can']	n	2	5
M010022	['$i', 'h#']	f	2	4
M010022	['l#', 'qjəŋ']	nr	2	6
M010022	['z#', 'ci']	d	2	4
M010022	['d#']	v	1	2
M010022	['$#']	u	1	2
M010022	['h#', 'zi']	n	2	4
M010022	['men']	k	1	3
M010022	['w#', '$u']	v	2	4
M010022	['l#', 'doŋ']	vn	2	5
M010023	['l#', 'qjəŋ']	nr	2	6
M010023	['ci', '$i']	r	2	4
M010023	['$i']	v	1	2
M010023	['$a', 'bu', 'duo']	l	3	7
M010023	['qi', '$i']	m	2	4
M010023	['sui']	q	1	3
M010023	['de']	u	1	2
M010023	['ren']	n	1	3
M010023	['le']	y	1	2
M010023	['jjəŋ']	d	1	4
M010023	['huan']	d	1	4
M010023	['y#']	v	1	2
M010023	['$#']	u	1	2
M010023	['ji', 'qi']	d	2	4
M010023	['qiaŋ', '$uaŋ']	a	2	8
M010023	['de']	u	1	2
M010023	['$en', 'ti']	n	2	5
M010023	['qie']	c	1	3
M010023	['m#', 'tian']	r	2	6
M010023	['d#']	d	1	2
M010023	['jian', '$i']	v	2	6
M010023	['can', 'jia']	v	2	6
M010023	['l#', 'doŋ']	vn	2	5
M010023	['$e']	r	1	2
M010023	['raŋ']	v	1	3
M010023	['b#', 'su']	nr	2	4
M010023	['da', 'w#']	d	2	4
M010023	['jjəŋ', 'qi']	a	2	6
M010023	['hen']	d	1	3
M010023	['xiaŋ']	v	1	4
M010023	['gen']	p	1	3
M010023	['ta', 'men']	r	2	5
M010023	['qu']	v	1	2
M010023	['kan']	v	1	3
M010023	['yi']	m	1	2
M010023	['kan']	v	1	3
M010024	['ta']	r	1	2
M010024	['gaŋ', 'gaŋ']	d	2	6
M010024	['z#']	v	1	2
M010024	['$u', 'men']	v	2	5
M010024	['de']	u	1	2
M010024	['$i', 'h#']	n	2	4
M010024	['fa', 'xian']	v	2	6
M010024	['y#', 'ren']	r	2	5
M010024	['la']	v	1	2
M010024	['zi', 'ji']	r	2	4
M010024	['de']	u	1	2
M010024	['yi', 'ji#']	n	2	5
M010025	['di', 'yi']	m	2	4
M010025	['ci']	q	1	2
M010025	['ta']	r	1	2
M010025	['bjəŋ']	d	1	4
M010025	['m#', 'y#']	d	2	4
M010025	['z#', 'yi']	v	2	4
M010025	['reŋ', 'ran']	d	2	6
M010025	['gen']	v	1	3
M010025	['$#']	u	1	2
M010025	['ta', 'men']	r	2	5
M010025	['xiaŋ', 'qian']	v	2	8
M010025	['z#']	v	1	2
M010025	['ke', '$i']	c	2	4
M010025	['na']	r	1	2
M010025	['ren']	n	1	3
M010025	['di', 'er']	m	2	4
M010025	['ci']	q	1	2
M010025	['y#']	d	1	2
M010025	['la']	v	1	2
M010025	['le']	u	1	2
M010025	['ta']	r	1	2
M010025	['de']	u	1	2
M010025	['yi', 'ji#']	n	2	5
M010025	['$e', 'ci']	r	2	4
M010025	['ta']	r	1	2
M010025	['hui', 't#']	d	2	5
M010025	['kan']	v	1	3
M010025	['le']	u	1	2
M010025	['kan']	v	1	3
M010025	['jian']	v	1	4
M010025	['$i']	v	1	2
M010025	['duo', 'duo']	nr	2	6
M010025	['duo', 'duo']	nr	2	6
M010025	['de']	u	1	2
M010025	['$en', 'qjəŋ']	n	2	7
M010025	['xian', 'de']	v	2	6
M010025	['hen']	d	1	3
M010025	['ji', 'qie']	a	2	5
M010025	['si', 'hu']	d	2	4
M010025	['y#']	v	1	2
M010025	['$en', 'me']	r	2	5
M010025	['hua']	n	1	3
M010025	['y#']	v	1	2
M010025	['xiaŋ']	p	1	4
M010025	['ta']	r	1	2
M010025	['$uo']	v	1	3
M010026	['b#', 'su']	nr	2	4
M010026	['gaŋ']	d	1	3
M010026	['y#']	v	1	2
M010026	['k#', 'k#']	v	2	4
M010026	['wen']	v	1	3
M010026	['ta']	r	1	2
M010026	['ta']	r	1	2
M010026	['que']	d	1	3
M010026	['$u', 'qi']	v	2	4
M010026	['yi']	m	1	2
M010026	['$i']	q	1	2
M010026	['$#', '$i']	n	2	4
M010026	['yi', 'si']	n	2	4
M010026	['ji#']	v	1	3
M010026	['ta']	r	1	2
M010026	['bu', 'y#']	d	2	4
M010026	['$u']	v	1	2
M010026	['$eŋ']	ng	1	3
M010027	['duo', 'duo']	nr	2	6
M010027	['la']	v	1	2
M010027	['qi']	v	1	2
M010027	['b#', 'su']	nr	2	4
M010027	['de']	u	1	2
M010027	['$#']	n	1	2
M010027	['jiaŋ']	p	1	4
M010027	['ta']	r	1	2
M010027	['d#', 'd#']	v	2	4
M010027	['le']	u	1	2
M010027	['$an']	n	1	3
M010027	['$oŋ']	f	1	3
M010027	['de']	u	1	2
M010027	['yi', 'ku#']	m	2	5
M010027	['xi#']	a	1	3
M010027	['pjəŋ', 'di']	n	2	6
M010027	['$oŋ']	f	1	3
M010027	['na']	r	1	2
M010027	['qi', '$i']	d	2	4
M010027	['$i']	v	1	2
M010027	['san']	m	1	3
M010027	['ke']	q	1	2
M010027	['$u']	n	1	2
M010027	['$oŋ', 'jian']	f	2	7
M010027	['de']	u	1	2
M010027	['yi']	m	1	2
M010027	['xi#']	a	1	3
M010027	['ku#']	q	1	3
M010027	['di', 'faŋ']	n	2	5
M010027	['$u']	n	1	2
M010027	['hen']	d	1	3
M010027	['g#', 'da']	a	2	4
M010027	['xia', 'mian']	f	2	7
M010027	['quan', 'd#']	d	2	6
M010027	['$i']	v	1	2
M010027	['$u', 'yin']	n	2	5
M010028	['duo', 'duo']	nr	2	6
M010028	['la']	v	1	2
M010028	['$#']	u	1	2
M010028	['b#', 'su']	nr	2	4
M010028	['xi', 'di', 'er', 'zuo']	i	4	9
M010028	['$en', 'qjəŋ']	n	2	7
M010028	['ji']	c	1	2
M010028	['$en', 'mi']	an	2	5
M010028	['y#']	d	1	2
M010028	['$uaŋ', '$oŋ']	a	2	7
M010029	['b#', 'su']	nr	2	4
M010029	['wen', 'd#']	v	2	5
M010029	['ni']	r	1	2
M010029	['y#']	v	1	2
M010029	['$en', 'me']	r	2	5
M010029	['hua']	n	1	3
M010029	['y#']	v	1	2
M010029	['dui']	p	1	3
M010029	['wo']	r	1	2
M010029	['$uo']	v	1	3
M010029	['ma']	y	1	2
M010030	['duo', 'duo']	nr	2	6
M010030	['bjəŋ']	c	1	4
M010030	['m#', 'y#']	v	2	4
M010030	['$i', 'jie']	ad	2	5
M010030	['hui', 'da']	v	2	5
M010030	['ta']	r	1	2
M010030	['er', '$i']	c	2	4
M010030	['wen', 'd#']	v	2	5
M010030	['ni']	r	1	2
M010030	['$uo']	v	1	3
M010030	['wo', 'men']	r	2	5
M010030	['$i', 'bu', '$i']	v	3	6
M010030	['yi', 'jjəŋ']	d	2	6
M010030	['$eŋ']	v	1	3
M010030	['le']	u	1	2
M010030	['h#']	a	1	2
M010030	['peŋ', 'y#']	n	2	5
M010031	['yi', 'ge']	m	2	4
M010031	['wu']	m	1	2
M010031	['sui']	q	1	3
M010031	['de']	u	1	2
M010031	['h#', 'zi']	n	2	4
M010031	['hu', 'ran']	d	2	5
M010031	['xiaŋ']	p	1	4
M010031	['yi', 'ge']	m	2	4
M010031	['$eŋ', 'nian', 'ren']	n	3	10
M010031	['wen', 'qi']	v	2	5
M010031	['$e', 'yaŋ']	r	2	5
M010031	['de']	u	1	2
M010031	['hua']	n	1	3
M010031	['duo', '$#']	r	2	5
M010031	['du', 'hui']	d	2	5
M010031	['y#', 'xie']	r	2	5
M010031	['hua', 'ji']	a	2	5
M010031	['b#', 'su']	nr	2	4
M010031	['daŋ', 'ran']	d	2	6
M010031	['ye']	d	1	2
M010031	['y#']	v	1	2
M010031	['$e', 'yaŋ']	r	2	5
M010031	['de']	u	1	2
M010031	['gan', 'jue']	n	2	6
M010031	['he', 'kuaŋ']	c	2	6
M010031	['ta']	r	1	2
M010031	['yi', 'jjəŋ']	d	2	6
M010031	['$i', 'd#']	v	2	4
M010031	['$e', 'ge']	r	2	4
M010031	['h#', 'zi']	n	2	4
M010031	['$i']	v	1	2
M010031	['ge']	q	1	2
M010031	['y#']	v	1	2
M010031	['bjəŋ']	n	1	4
M010031	['de']	u	1	2
M010031	['h#', 'zi']	n	2	4
M010031	['ci', '$i']	r	2	4
M010031	['que']	d	1	3
M010031	['$uo', '$u']	v	2	5
M010031	['$e', '$oŋ']	r	2	5
M010031	['kan', 'qi', 'l#']	v	3	7
M010031	['ji', 'qi']	d	2	4
M010031	['$eŋ', '$aŋ']	a	2	6
M010031	['de']	u	1	2
