sent_id	word_char	upos	character_token_n	component_n
M010008	见	v	1	1
M010008	了	u	1	1
M010008	此生	r	2	3
M010008	中	f	1	1
M010008	很难说	l	3	7
M010008	还	d	1	2
M010008	会	v	1	3
M010008	不会	v	2	4
M010008	有	v	1	2
M010008	下次	t	2	3
M010008	所以	c	2	4
M010008	我	r	1	1
M010008	也	d	1	1
M010008	不好意思	ad	4	7
M010008	说	v	1	3
M010008	走	v	1	2
M010008	就	d	1	4
M010008	走	v	1	2
M010008	便	d	1	2
M010008	决定	v	2	4
M010008	在	p	1	2
M010008	那里	r	2	4
M010008	多	d	1	2
M010008	住	v	1	3
M010008	几	m	1	1
M010008	天	q	1	2
M010008	然后	c	2	4
M010008	在	p	1	2
M010008	走	v	1	2
M010008	的	u	1	3
M010008	那天	t	2	4
M010008	委婉	a	2	6
M010008	地	u	1	2
M010008	告诉	v	2	4
M010008	她们	r	2	4
M010008	别	d	1	3
M010008	再	d	1	2
M010008	为	p	1	1
M010008	这	r	1	2
M010008	件	q	1	2
M010008	事	n	1	1
M010008	费心	a	2	3
M010008	了	y	1	1
M010009	可是	c	2	4
M010009	接下来	l	3	5
M010009	的	u	1	3
M010009	一些	m	2	4
M010009	事	n	1	1
M010009	却	d	1	3
M010009	让	v	1	2
M010009	我	r	1	1
M010009	彻底	ad	2	6
M010009	改变	v	2	7
M010009	了	u	1	1
M010009	主意	n	2	4
M010010	我	r	1	1
M010010	已经	d	2	3
M010010	对	p	1	2
M010010	此	r	1	2
M010010	不	d	1	1
M010010	感兴趣	a	3	10
M010010	已经	d	2	3
M010010	起身	v	2	4
M010010	去	v	1	2
M010010	倒	v	1	4
M010010	酒	n	1	2
M010010	准备	v	2	4
M010010	再次	d	2	4
M010010	坐	v	1	3
M010010	下来	v	2	2
M010010	与	p	1	2
M010010	谈	v	1	3
M010010	点	q	1	3
M010010	别的	r	2	6
M010011	毕竟	d	2	4
M010011	我们	r	2	3
M010011	已经	d	2	3
M010011	有	v	1	2
M010011	多	m	1	2
M010011	日	q	1	1
M010011	不	d	1	1
M010011	在	p	1	2
M010011	一起	s	2	4
M010011	了	y	1	1
M010011	要	v	1	2
M010011	谈	v	1	3
M010011	的	u	1	3
M010011	话	n	1	2
M010011	当然	d	2	4
M010011	很多	m	2	4
M010012	听到	v	2	5
M010012	她	r	1	2
M010012	说	v	1	3
M010012	这话	r	2	4
M010012	之后	f	2	3
M010012	我	r	1	1
M010012	便	d	1	2
M010012	转过	v	2	4
M010012	头	n	1	1
M010012	来	v	1	1
M010012	看	v	1	2
M010012	了	u	1	1
M010012	她	r	1	2
M010012	一眼	m	2	3
M010012	她	r	1	2
M010012	也	d	1	1
M010012	正好	z	2	4
M010012	在	u	1	2
M010012	看	v	1	2
M010012	我	r	1	1
M010013	交换	v	2	6
M010013	眼神	n	2	4
M010013	只不过	d	3	5
M010013	是	v	1	2
M010013	瞬间	t	2	6
M010013	的	u	1	3
M010013	事	n	1	1
M010013	也许	d	2	4
M010013	十分之一秒	t	5	8
M010013	也许	d	2	4
M010013	百分之一秒	t	5	9
M010013	谁	r	1	2
M010013	能	v	1	2
M010013	说	v	1	3
M010013	得	u	1	2
M010013	清楚	a	2	5
M010014	但是	c	2	5
M010014	我	r	1	1
M010014	从	p	1	2
M010014	她	r	1	2
M010014	的	u	1	3
M010014	眼神	n	2	4
M010014	中	f	1	1
M010014	看到	v	2	5
M010014	了	u	1	1
M010014	一	m	1	1
M010014	种	q	1	2
M010014	坚韧	an	2	5
M010014	从而	c	2	3
M010014	让	v	1	2
M010014	我	r	1	1
M010014	知道	v	2	4
M010014	她	r	1	2
M010014	接下来	l	3	5
M010014	要	v	1	2
M010014	说	v	1	3
M010014	的	u	1	3
M010014	话	n	1	2
M010014	似乎	d	2	4
M010014	有些	r	2	5
M010014	特别	a	2	6
M010014	而且	c	2	2
M010014	她	r	1	2
M010014	早已	d	2	3
M010014	拿	v	1	3
M010014	定	v	1	2
M010014	了	u	1	1
M010014	主意	n	2	4
M010014	一定	d	2	3
M010014	要	v	1	2
M010014	过问	v	2	4
M010014	一下	m	2	2
M010014	这	r	1	2
M010014	件	q	1	2
M010014	事	n	1	1
M010014	并且	c	2	5
M010014	一定	d	2	3
M010014	要	v	1	2
M010014	拉	v	1	2
M010014	我	r	1	1
M010014	一起	d	2	4
M010014	进行	v	2	5
M010014	的	u	1	3
M010015	我	r	1	1
M010015	将	p	1	3
M010015	酒	n	1	2
M010015	端	ag	1	3
M010015	过来	v	2	3
M010015	在	p	1	2
M010015	她	r	1	2
M010015	的	u	1	3
M010015	面前	f	2	4
M010015	坐下	v	2	4
M010015	向	p	1	2
M010015	她	r	1	2
M010015	举	v	1	3
M010015	了	u	1	1
M010015	举	v	1	3
M010015	酒杯	n	2	4
M010015	那	r	1	2
M010015	意思	n	2	4
M010015	是	v	1	2
M010015	说	v	1	3
M010015	既然	c	2	4
M010015	你	r	1	3
M010015	认为	v	2	3
M010015	这	r	1	2
M010015	是	v	1	2
M010015	必要	a	2	3
M010015	的	u	1	3
M010015	那	r	1	2
M010015	你	r	1	3
M010015	就	d	1	4
M010015	说	v	1	3
M010015	下去	v	2	3
M010015	好	a	1	2
M010015	了	y	1	1
M010015	我	r	1	1
M010015	保证	v	2	6
M010015	一	m	1	1
M010015	字	n	1	2
M010015	不	d	1	1
M010015	露	v	1	4
M010015	地	u	1	2
M010015	听	v	1	2
M010016	第二	m	2	4
M010016	天	q	1	2
M010016	的	u	1	3
M010016	飞行	vn	2	4
M010016	结束	v	2	4
M010016	后	f	1	2
M010016	天	q	1	2
M010016	实际上	d	3	5
M010016	已经	d	2	3
M010016	很	d	1	2
M010016	晚	d	1	3
M010016	山	n	1	1
M010016	中	f	1	1
M010016	的	u	1	3
M010016	白天	t	2	3
M010016	很	d	1	2
M010016	短	a	1	4
M010016	她	r	1	2
M010016	和	c	1	2
M010016	回到	v	2	5
M010016	家	n	1	2
M010016	时	ng	1	2
M010016	天	q	1	2
M010016	已经	d	2	3
M010016	黑	a	1	1
M010016	了	u	1	1
M010016	下来	v	2	2
M010016	和	c	1	2
M010016	已经	d	2	3
M010016	做好	v	2	6
M010016	了	u	1	1
M010016	晚饭	n	2	6
M010016	一家人	n	3	4
M010016	正	d	1	2
M010016	坐	v	1	3
M010016	在	p	1	2
M010016	家里	s	2	4
M010016	等	v	1	3
M010016	着	u	1	2
M010016	他们	r	2	4
M010017	和	c	1	2
M010017	实际上	d	3	5
M010017	并	d	1	4
M010017	没有	d	2	5
M010017	吃	v	1	3
M010017	中餐	n	2	5
M010017	所以	c	2	4
M010017	肚子	n	2	3
M010017	也	d	1	1
M010017	实在	d	2	4
M010017	是	v	1	2
M010017	饿	v	1	2
M010017	了	y	1	1
M010018	吃	v	1	3
M010018	过	v	1	2
M010018	晚饭	n	2	6
M010018	与	p	1	2
M010018	谈	v	1	3
M010018	了	u	1	1
M010018	一会	m	2	4
M010018	话	n	1	2
M010018	其间	f	2	4
M010018	她	r	1	2
M010018	有意	d	2	4
M010018	不	d	1	1
M010018	提起	v	2	6
M010018	的	u	1	3
M010018	事	n	1	1
M010018	只是	d	2	4
M010018	谈起	v	2	6
M010018	这	r	1	2
M010018	几	m	1	1
M010018	年	q	1	1
M010018	来	v	1	1
M010018	相互	b	2	3
M010018	的	u	1	3
M010018	经历	n	2	4
M010019	他们	r	2	4
M010019	的	u	1	3
M010019	经历	n	2	4
M010019	就是	d	2	6
M010019	离开	v	2	4
M010019	繁华	a	2	7
M010019	都市	n	2	5
M010019	到	v	1	3
M010019	了	u	1	1
M010019	那	r	1	2
M010019	一	m	1	1
M010019	处	q	1	2
M010019	深山	n	2	4
M010019	之	u	1	1
M010019	处	n	1	2
M010019	在	p	1	2
M010019	那里	r	2	4
M010019	过	v	1	2
M010019	一	m	1	1
M010019	种	q	1	2
M010019	十分	d	2	3
M010019	宁静	a	2	5
M010019	的	u	1	3
M010019	生活	vn	2	3
M010019	生儿育女	l	4	6
M010019	也	d	1	1
M010019	没有	v	2	5
M010019	太	d	1	2
M010019	多	a	1	2
M010019	曲折	an	2	3
M010019	之	u	1	1
M010019	处	n	1	2
M010020	至于	p	2	3
M010020	我	r	1	1
M010020	和	c	1	2
M010020	的	u	1	3
M010020	生活	vn	2	3
M010020	倒是	d	2	6
M010020	诸多	m	2	5
M010020	奇遇	n	2	6
M010020	但	c	1	3
M010020	绝大部分	m	4	8
M010020	我	r	1	1
M010020	已经	d	2	3
M010020	整理	v	2	7
M010020	出版	v	2	5
M010020	大多数	m	3	6
M010020	人	n	1	1
M010020	已经	d	2	3
M010020	知道	v	2	4
M010021	因此	c	2	4
M010021	这时	r	2	4
M010021	也	d	1	1
M010021	没有	v	2	5
M010021	太	d	1	2
M010021	多	ad	1	2
M010021	可	v	1	2
M010021	记	v	1	2
M010021	的	u	1	3
M010021	故此	c	2	5
M010021	略	d	1	3
M010021	过	v	1	2
M010021	一	m	1	1
M010021	夜	tg	1	3
M010021	无	v	1	1
M010021	话	n	1	2
M010022	第三	m	2	4
M010022	天	q	1	2
M010022	早晨	t	2	4
M010022	起	v	1	3
M010022	得	u	1	2
M010022	较	d	1	3
M010022	早	a	1	2
M010022	与	p	1	2
M010022	主人	n	2	3
M010022	一家	n	2	3
M010022	共	d	1	2
M010022	进	v	1	2
M010022	早餐	n	2	6
M010022	之后	f	2	3
M010022	再次	d	2	4
M010022	带	v	1	3
M010022	着	u	1	2
M010022	孩子	n	2	5
M010022	们	k	1	2
M010022	外出	v	2	4
M010022	劳动	vn	2	5
M010023	此时	r	2	4
M010023	是	v	1	2
M010023	差不多	l	3	5
M010023	七十	m	2	2
M010023	岁	q	1	2
M010023	的	u	1	3
M010023	人	n	1	1
M010023	了	y	1	1
M010023	竟	d	1	2
M010023	还	d	1	2
M010023	有	v	1	2
M010023	着	u	1	2
M010023	极其	d	2	4
M010023	强壮	a	2	5
M010023	的	u	1	3
M010023	身体	n	2	3
M010023	且	c	1	1
M010023	每天	r	2	4
M010023	都	d	1	3
M010023	坚持	v	2	5
M010023	参加	v	2	4
M010023	劳动	vn	2	5
M010023	这	r	1	2
M010023	让	v	1	2
M010023	大为	d	2	2
M010023	惊奇	a	2	7
M010023	很	d	1	2
M010023	想	v	1	3
M010023	跟	p	1	2
M010023	他们	r	2	4
M010023	去	v	1	2
M010023	看	v	1	2
M010023	一	m	1	1
M010023	看	v	1	2
M010024	她	r	1	2
M010024	刚刚	d	2	6
M010024	走	v	1	2
M010024	出门	v	2	3
M010024	的	u	1	3
M010024	时候	n	2	5
M010024	发现	v	2	5
M010024	有人	r	2	3
M010024	拉	v	1	2
M010024	自己	r	2	2
M010024	的	u	1	3
M010024	衣角	n	2	2
M010025	第一	m	2	4
M010025	次	q	1	2
M010025	她	r	1	2
M010025	并	d	1	4
M010025	没有	d	2	5
M010025	在意	v	2	4
M010025	仍然	d	2	4
M010025	跟	v	1	2
M010025	着	u	1	2
M010025	她们	r	2	4
M010025	向前	v	2	5
M010025	走	v	1	2
M010025	可是	c	2	4
M010025	那	r	1	2
M010025	人	n	1	1
M010025	第二	m	2	4
M010025	次	q	1	2
M010025	又	d	1	1
M010025	拉	v	1	2
M010025	了	u	1	1
M010025	她	r	1	2
M010025	的	u	1	3
M010025	衣角	n	2	2
M010025	这次	r	2	4
M010025	她	r	1	2
M010025	回头	d	2	3
M010025	看	v	1	2
M010025	了	u	1	1
M010025	看	v	1	2
M010025	见	v	1	1
M010025	是	v	1	2
M010025	的	u	1	3
M010025	神情	n	2	4
M010025	显得	v	2	4
M010025	很	d	1	2
M010025	急切	a	2	5
M010025	似乎	d	2	4
M010025	有	v	1	2
M010025	什么	r	2	4
M010025	话	n	1	2
M010025	要	v	1	2
M010025	向	p	1	2
M010025	她	r	1	2
M010025	说	v	1	3
M010026	刚	d	1	3
M010026	要	v	1	2
M010026	开口	v	2	3
M010026	问	v	1	2
M010026	她	r	1	2
M010026	她	r	1	2
M010026	却	d	1	3
M010026	竖起	v	2	5
M010026	一	m	1	1
M010026	只	q	1	2
M010026	手指	n	2	4
M010026	意思	n	2	4
M010026	叫	v	1	2
M010026	她	r	1	2
M010026	不要	d	2	3
M010026	出	v	1	2
M010026	声	ng	1	2
M010027	拉	v	1	2
M010027	起	v	1	3
M010027	的	u	1	3
M010027	手	n	1	1
M010027	将	p	1	3
M010027	她	r	1	2
M010027	带到	v	2	6
M010027	了	u	1	1
M010027	山	n	1	1
M010027	中	f	1	1
M010027	的	u	1	3
M010027	一块	m	2	3
M010027	小	a	1	1
M010027	平地	n	2	3
M010027	中	f	1	1
M010027	那	r	1	2
M010027	其实	d	2	4
M010027	是	v	1	2
M010027	三	m	1	1
M010027	棵	q	1	2
M010027	树	n	1	3
M010027	中间	f	2	3
M010027	的	u	1	3
M010027	一	m	1	1
M010027	小	a	1	1
M010027	块	q	1	2
M010027	地方	n	2	3
M010027	树	n	1	3
M010027	很	d	1	2
M010027	高大	a	2	5
M010027	下面	f	2	2
M010027	全都	d	2	5
M010027	是	v	1	2
M010027	树荫	n	2	6
M010028	拉	v	1	2
M010028	着	u	1	2
M010028	席地而坐	i	4	8
M010028	神情	n	2	4
M010028	既	c	1	2
M010028	神秘	an	2	4
M010028	又	d	1	1
M010028	庄重	a	2	3
M010029	问道	v	2	4
M010029	你	r	1	3
M010029	有	v	1	2
M010029	什么	r	2	4
M010029	话	n	1	2
M010029	要	v	1	2
M010029	对	p	1	2
M010029	我	r	1	1
M010029	说	v	1	3
M010029	吗	y	1	2
M010030	并	c	1	4
M010030	没有	v	2	5
M010030	直接	ad	2	5
M010030	回答	v	2	5
M010030	她	r	1	2
M010030	而是	c	2	3
M010030	问道	v	2	4
M010030	你	r	1	3
M010030	说	v	1	3
M010030	我们	r	2	3
M010030	是不是	v	3	5
M010030	已经	d	2	3
M010030	成	v	1	2
M010030	了	u	1	1
M010030	好	a	1	2
M010030	朋友	n	2	4
M010031	一个	m	2	3
M010031	五	m	1	1
M010031	岁	q	1	2
M010031	的	u	1	3
M010031	孩子	n	2	5
M010031	忽然	d	2	5
M010031	向	p	1	2
M010031	一个	m	2	3
M010031	成年人	n	3	4
M010031	问起	v	2	5
M010031	这样	r	2	4
M010031	的	u	1	3
M010031	话	n	1	2
M010031	多少	r	2	4
M010031	都会	d	2	6
M010031	有些	r	2	5
M010031	滑稽	a	2	7
M010031	当然	d	2	4
M010031	也	d	1	1
M010031	有	v	1	2
M010031	这样	r	2	4
M010031	的	u	1	3
M010031	感觉	n	2	6
M010031	何况	c	2	6
M010031	她	r	1	2
M010031	已经	d	2	3
M010031	知道	v	2	4
M010031	这个	r	2	4
M010031	孩子	n	2	5
M010031	是	v	1	2
M010031	个	q	1	2
M010031	有	v	1	2
M010031	病	n	1	3
M010031	的	u	1	3
M010031	孩子	n	2	5
M010031	此时	r	2	4
M010031	却	d	1	3
M010031	说出	v	2	5
M010031	这种	r	2	4
M010031	看起来	v	3	6
M010031	极其	d	2	4
M010031	正常	a	2	4
M010031	的	u	1	3
M010031	话	n	1	2
M010031	来	v	1	1
M010032	但	c	1	3
M010032	却	d	1	3
M010032	没有	d	2	5
M010032	表示	v	2	3
M010032	任何	r	2	6
M010032	惊讶	a	2	6
M010032	而是	c	2	3
M010032	同样	d	2	4
M010032	非常	d	2	3
M010032	认真	a	2	5
M010032	地	u	1	2
M010032	回答	v	2	5
M010032	她	r	1	2
M010032	当然	d	2	4
M010032	难道	d	2	4
M010032	你	r	1	3
M010032	对	p	1	2
M010032	这	r	1	2
M010032	一点	m	2	4
M010032	有	v	1	2
M010032	什么	r	2	4
M010032	疑问	n	2	4
M010032	吗	y	1	2
M010033	仍然	d	2	4
M010033	没有	d	2	5
M010033	回答	v	2	5
M010033	她	r	1	2
M010033	只是	d	2	4
M010033	说	v	1	3
M010033	可是	c	2	4
M010033	我们	r	2	3
M010033	既然	c	2	4
M010033	是	v	1	2
M010033	好	a	1	2
M010033	朋友	n	2	4
M010033	你	r	1	3
M010033	为什么	r	3	5
M010033	不肯	v	2	3
M010033	帮	v	1	3
M010033	我	r	1	1
M010034	一时	t	2	3
M010034	不	d	1	1
M010034	明白	v	2	3
M010034	她	r	1	2
M010034	说	v	1	3
M010034	的	u	1	3
M010034	话	n	1	2
M010034	是	v	1	2
M010034	什么	r	2	4
M010034	意思	n	2	4
M010034	便	d	1	2
M010034	问	v	1	2
M010034	你	r	1	3
M010034	要	v	1	2
M010034	我	r	1	1
M010034	帮	v	1	3
M010034	你	r	1	3
M010035	你	r	1	3
M010035	要	v	1	2
M010035	我	r	1	1
M010035	帮	v	1	3
M010035	你	r	1	3
M010035	什么	r	2	4
M010036	可是	c	2	4
M010036	你	r	1	3
M010036	从来	d	2	3
M010036	都	d	1	3
M010036	没有	v	2	5
M010036	向	p	1	2
M010036	我	r	1	1
M010036	提出	v	2	5
M010036	来	v	1	1
M010036	呀	y	1	2
M010037	听	v	1	2
M010037	了	u	1	1
M010037	她	r	1	2
M010037	的	u	1	3
M010037	话	n	1	2
M010037	显得	v	2	4
M010037	非常	d	2	3
M010037	吃惊	a	2	7
M010037	站	v	1	3
M010037	了	u	1	1
M010037	起来	v	2	4
M010037	可是	c	2	4
M010037	你	r	1	3
M010037	是	v	1	2
M010037	来	f	1	1
M010037	帮	v	1	3
M010037	我	r	1	1
M010037	找	v	1	2
M010037	我	r	1	1
M010037	的	u	1	3
M010037	家	n	1	2
M010037	的	u	1	3
M010037	对	p	1	2
M010037	不	d	1	1
M010037	对	p	1	2
M010038	那时	r	2	4
M010038	不	d	1	1
M010038	想	v	1	3
M010038	对	p	1	2
M010038	一个	m	2	3
M010038	孩子	n	2	5
M010038	说	v	1	3
M010038	别的	r	2	6
M010038	话	n	1	2
M010038	她	r	1	2
M010038	知道	v	2	4
M010038	很	d	1	2
M010038	期望	v	2	6
M010038	能够	v	2	6
M010038	回到	v	2	5
M010038	自己	r	2	2
M010038	的	u	1	3
M010038	那个	r	2	4
M010038	家	q	1	2
M010038	去	v	1	2
M010038	她	r	1	2
M010038	不	d	1	1
M010038	想	v	1	3
M010038	让	v	1	2
M010038	这个	r	2	4
M010038	孩子	n	2	5
M010038	失望	an	2	5
M010038	便道	n	2	4
M010038	你	r	1	3
M010038	的	u	1	3
M010038	父母	n	2	2
M010038	是	v	1	2
M010038	这样	r	2	4
M010038	对	p	1	2
M010038	我	r	1	1
M010038	说	v	1	3
M010038	的	u	1	3
M010039	又	d	1	1
M010039	问	v	1	2
M010039	现在	t	2	4
M010039	你	r	1	3
M010039	真的	d	2	6
M010039	不	d	1	1
M010039	想	v	1	3
M010039	帮	v	1	3
M010039	我	r	1	1
M010039	了	y	1	1
M010040	这时	r	2	4
M010040	猛然	d	2	5
M010040	间	f	1	2
M010040	醒悟	v	2	6
M010040	过来	v	2	3
M010041	她	r	1	2
M010041	决定	v	2	4
M010041	不再	d	2	3
M010041	管	v	1	3
M010041	这	r	1	2
M010041	件	q	1	2
M010041	事	n	1	1
M010041	这	r	1	2
M010041	是	v	1	2
M010041	她	r	1	2
M010041	个人	n	2	3
M010041	的	u	1	3
M010041	决定	n	2	4
M010041	还	d	1	2
M010041	没有	v	2	5
M010041	对	p	1	2
M010041	任何人	r	3	7
M010041	说	v	1	3
M010041	起	f	1	3
M010041	但	c	1	3
M010041	眼前	s	2	5
M010041	这个	r	2	4
M010041	孩子	n	2	5
M010041	却	d	1	3
M010041	已经	d	2	3
M010041	知道	v	2	4
M010041	了	y	1	1
M010041	知道	v	2	4
M010041	她	r	1	2
M010041	已经	d	2	3
M010041	决定	v	2	4
M010041	不	d	1	1
M010041	帮	v	1	3
M010041	她	r	1	2
M010041	去	v	1	2
M010041	了解	v	2	3
M010041	她	r	1	2
M010041	的	u	1	3
M010041	身世	n	2	2
M010041	之	u	1	1
M010041	谜	n	1	3
M010041	了	y	1	1
M010042	的	u	1	3
M010042	决定	n	2	4
M010042	只是	c	2	4
M010042	她	r	1	2
M010042	的	u	1	3
M010042	心中	s	2	2
M010042	所	u	1	2
M010042	想	v	1	3
M010042	的	u	1	3
M010042	事	n	1	1
M010042	并	c	1	4
M010042	没有	d	2	5
M010042	向	p	1	2
M010042	任何人	r	3	7
M010042	提起	v	2	6
M010042	而	c	1	1
M010042	这个	r	2	4
M010042	孩子	n	2	5
M010042	却	d	1	3
M010042	知道	v	2	4
M010042	了	y	1	1
M010043	她	r	1	2
M010043	心中	s	2	2
M010043	当时	t	2	4
M010043	便	d	1	2
M010043	说	v	1	3
M010043	不	d	1	1
M010043	这	r	1	2
M010043	是	v	1	2
M010043	绝对	d	2	4
M010043	没有	d	2	5
M010043	可能	v	2	4
M010043	的	u	1	3
M010043	事	n	1	1
M010043	不	d	1	1
M010043	可能	v	2	4
M010043	知道	v	2	4
M010043	我	r	1	1
M010043	心中	s	2	2
M010043	所	u	1	2
M010043	想	v	1	3
M010044	可是	c	2	4
M010044	既然	c	2	4
M010044	没有	d	2	5
M010044	可能	v	2	4
M010044	怎么	r	2	4
M010044	又	d	1	1
M010044	要	v	1	2
M010044	问起	v	2	5
M010044	呢	y	1	3
M010045	而且	c	2	2
M010045	如此	r	2	4
M010045	慎重	a	2	5
M010045	其	r	1	2
M010045	事	n	1	1
M010045	两	m	1	1
M010045	次	q	1	2
M010045	拉	v	1	2
M010045	她	r	1	2
M010045	的	u	1	3
M010045	衣角	n	2	2
M010045	且	c	1	1
M010045	将	p	1	3
M010045	她	r	1	2
M010045	带到	v	2	6
M010045	了	u	1	1
M010045	这样	r	2	4
M010045	的	u	1	3
M010045	一个	m	2	3
M010045	所在	n	2	4
M010046	接着	c	2	5
M010046	又	d	1	1
M010046	说	v	1	3
M010046	了	u	1	1
M010046	一	m	1	1
M010046	句	q	1	2
M010046	话	n	1	2
M010046	惊	v	1	4
M010046	得	u	1	2
M010046	半天	m	2	3
M010046	没有	d	2	5
M010046	出	v	1	2
M010046	声	ng	1	2
M010047	说	v	1	3
M010047	我	r	1	1
M010047	知道	v	2	4
M010047	你	r	1	3
M010047	不	d	1	1
M010047	相信	v	2	4
M010047	我	r	1	1
M010047	说	v	1	3
M010047	的	u	1	3
M010047	是	v	1	2
M010047	真的	a	2	6
M010048	可是	c	2	4
M010048	我	r	1	1
M010048	绝对	d	2	4
M010048	没有	d	2	5
M010048	说	v	1	3
M010048	假话	n	2	5
M010048	我	r	1	1
M010048	从来	d	2	3
M010048	都	d	1	3
M010048	不	d	1	1
M010048	说	v	1	3
M010048	假话	n	2	5
M010048	的	u	1	3
M010049	知道	v	2	4
M010049	我	r	1	1
M010049	是	v	1	2
M010049	从来	d	2	3
M010049	都	d	1	3
M010049	不	d	1	1
M010049	说	v	1	3
M010049	假话	n	2	5
M010049	的	u	1	3
M010049	不	d	1	1
M010049	信	v	1	2
M010049	你	r	1	3
M010049	可以	v	2	4
M010049	去	v	1	2
M010049	问	v	1	2
M010050	这时候	r	3	7
M010050	忽然	d	2	5
M010050	觉得	v	2	4
M010050	这个	r	2	4
M010050	小	a	1	1
M010050	女孩	n	2	5
M010050	竟然	d	2	4
M010050	有	v	1	2
M010050	着	u	1	2
M010050	一	m	1	1
M010050	种	q	1	2
M010050	非常	d	2	3
M010050	特别	a	2	6
M010050	的	u	1	3
M010050	能力	n	2	3
M010050	她	r	1	2
M010050	能够	v	2	6
M010050	知道	v	2	4
M010050	一个	m	2	3
M010050	人	n	1	1
M010050	心中	s	2	2
M010050	在	u	1	2
M010050	想	v	1	3
M010050	着	u	1	2
M010050	什么	r	2	4
M010050	当时	t	2	4
M010050	她	r	1	2
M010050	的	u	1	3
M010050	心中	s	2	2
M010050	实在	d	2	4
M010050	是	v	1	2
M010050	骇异	a	2	6
M010050	至极	v	2	4
