sent_id	word_char	upos	character_token_n	component_n
M010015	必要	a	2	3
M010015	好	a	1	2
M010015	保证	v	2	4
M010015	字	n	1	2
M010015	露	v	1	2
M010016	第二	m	2	4
M010016	飞行	vn	2	3
M010016	结束	v	2	3
M010016	后	f	1	2
M010016	实际上	d	3	5
M010016	很	d	1	2
M010016	晚	d	1	2
M010016	山	n	1	1
M010016	白天	t	2	3
M010016	短	a	1	2
M010016	和	c	1	2
M010016	回到	v	2	4
M010016	家	n	1	2
M010016	黑	a	1	1
M010016	做好	v	2	4
M010016	晚饭	n	2	4
M010016	一家人	n	3	4
M010016	正	d	1	2
M010016	家里	s	2	4
M010016	等	v	1	2
M010016	着	u	1	2
M010016	他们	r	2	4
M010017	并	d	1	2
M010017	吃	v	1	2
M010017	中餐	n	2	3
M010017	肚子	n	2	3
M010017	饿	v	1	2
M010018	过	v	1	2
M010018	一会	m	2	3
M010018	其间	f	2	4
M010018	有意	d	2	4
M010018	提起	v	2	4
M010018	只是	d	2	4
M010018	谈起	v	2	4
M010018	相互	b	2	3
M010018	经历	n	2	4
M010019	就是	d	2	4
M010019	离开	v	2	4
M010019	繁华	a	2	4
M010019	都市	n	2	4
M010019	到	v	1	2
M010019	处	q	1	2
M010019	深山	n	2	3
M010019	之	u	1	1
M010019	十分	d	2	3
M010019	宁静	a	2	4
M010019	生活	vn	2	3
M010019	生儿育女	l	4	6
M010019	太	d	1	2
M010019	曲折	an	2	3
M010020	至于	p	2	3
M010020	倒是	d	2	4
M010020	诸多	m	2	4
M010020	奇遇	n	2	4
M010020	但	c	1	2
M010020	绝大部分	m	4	7
M010020	整理	v	2	4
M010020	出版	v	2	4
M010020	大多数	m	3	5
M010021	因此	c	2	4
M010021	记	v	1	2
M010021	故此	c	2	4
M010021	略	d	1	2
M010021	夜	tg	1	3
M010021	无	v	1	1
M010022	第三	m	2	4
M010022	早晨	t	2	4
M010022	起	v	1	2
M010022	较	d	1	2
M010022	早	a	1	2
M010022	主人	n	2	3
M010022	一家	n	2	3
M010022	共	d	1	2
M010022	进	v	1	2
M010022	早餐	n	2	4
M010022	带	v	1	3
M010022	孩子	n	2	3
M010022	们	k	1	2
M010022	外出	v	2	4
M010022	劳动	vn	2	4
M010023	此时	r	2	4
M010023	差不多	l	3	5
M010023	七十	m	2	2
M010023	岁	q	1	2
M010023	竟	d	1	2
M010023	极其	d	2	4
M010023	强壮	a	2	4
M010023	身体	n	2	3
M010023	且	c	1	1
M010023	每天	r	2	4
M010023	都	d	1	2
M010023	坚持	v	2	4
M010023	参加	v	2	4
M010023	大为	d	2	2
M010023	惊奇	a	2	4
M010024	刚刚	d	2	4
M010024	出门	v	2	3
M010024	时候	n	2	5
M010024	发现	v	2	5
M010024	有人	r	2	3
M010024	自己	r	2	2
M010024	衣角	n	2	2
M010025	第一	m	2	4
M010025	在意	v	2	4
M010025	仍然	d	2	4
M010025	向前	v	2	5
M010025	回头	d	2	3
M010025	神情	n	2	4
M010025	显得	v	2	4
M010025	急切	a	2	4
M010025	什么	r	2	4
M010026	刚	d	1	2
M010026	开口	v	2	3
M010026	问	v	1	2
M010026	竖起	v	2	4
M010026	只	q	1	2
M010026	手指	n	2	3
M010026	叫	v	1	2
M010026	不要	d	2	3
M010026	出	v	1	2
M010026	声	ng	1	2
M010027	手	n	1	1
M010027	带到	v	2	5
M010027	一块	m	2	3
M010027	小	a	1	1
M010027	平地	n	2	3
M010027	其实	d	2	4
M010027	三	m	1	1
M010027	棵	q	1	2
M010027	树	n	1	2
M010027	中间	f	2	3
M010027	块	q	1	2
M010027	地方	n	2	3
M010027	高大	a	2	5
M010027	下面	f	2	2
M010027	全都	d	2	4
M010027	树荫	n	2	4
M010028	席地而坐	i	4	7
M010028	既	c	1	2
M010028	神秘	an	2	4
M010028	庄重	a	2	3
M010029	问道	v	2	4
M010029	吗	y	1	2
M010030	直接	ad	2	4
M010030	回答	v	2	4
M010030	而是	c	2	3
M010030	是不是	v	3	5
M010030	成	v	1	2
M010030	朋友	n	2	4
M010031	五	m	1	1
M010031	成年人	n	3	4
M010031	问起	v	2	4
M010031	多少	r	2	4
M010031	都会	d	2	4
M010031	滑稽	a	2	5
M010031	感觉	n	2	4
M010031	何况	c	2	4
M010031	个	q	1	2
M010031	病	n	1	2
M010031	说出	v	2	4
M010031	这种	r	2	4
M010031	看起来	v	3	5
M010031	正常	a	2	4
M010032	表示	v	2	3
M010032	任何	r	2	4
M010032	惊讶	a	2	4
M010032	同样	d	2	4
M010032	非常	d	2	3
M010032	认真	a	2	4
M010032	难道	d	2	4
M010032	疑问	n	2	4
M010033	为什么	r	3	5
M010033	不肯	v	2	3
M010033	帮	v	1	2
M010034	一时	t	2	3
M010034	明白	v	2	3
M010036	从来	d	2	3
M010036	提出	v	2	4
M010036	呀	y	1	2
M010037	吃惊	a	2	4
M010037	站	v	1	2
M010037	找	v	1	2
M010038	期望	v	2	5
M010038	能够	v	2	4
M010038	那个	r	2	4
M010038	失望	an	2	5
M010038	便道	n	2	4
M010038	父母	n	2	2
M010039	真的	d	2	4
M010040	猛然	d	2	4
M010040	间	f	1	2
M010040	醒悟	v	2	4
M010041	不再	d	2	3
M010041	个人	n	2	3
M010041	任何人	r	3	5
M010041	眼前	s	2	5
M010041	了解	v	2	3
M010041	身世	n	2	2
M010041	谜	n	1	2
M010042	心中	s	2	2
M010042	所	u	1	2
M010042	而	c	1	1
M010043	当时	t	2	4
M010043	绝对	d	2	4
M010043	可能	v	2	4
M010044	怎么	r	2	4
M010044	呢	y	1	2
M010045	慎重	a	2	3
M010045	其	r	1	2
M010045	两	m	1	1
M010045	所在	n	2	4
M010046	接着	c	2	4
M010046	惊	v	1	2
M010046	半天	m	2	3
M010047	相信	v	2	4
M010048	假话	n	2	4
M010049	信	v	1	2
M010049	可以	v	2	4
M010050	这时候	r	3	7
M010050	竟然	d	2	4
M010050	骇异	a	2	4
M010050	至极	v	2	4
M010050	根本	d	2	3
M010050	注意	v	2	4
M010050	后面	f	2	3
M010050	些	q	1	2
M010050	极为	d	2	3
M010050	重要	a	2	3
M010051	这些	r	2	4
M010051	不仅	c	2	3
M010051	听见	v	2	3
M010051	记住	v	2	4
M010051	讶异	v	2	4
M010051	引起	v	2	4
M010051	而已	y	2	2
M010052	想起	v	2	4
M010052	曾	d	1	2
M010052	提到	v	2	4
M010052	名	ng	1	2
M010052	到达	v	2	4
M010052	第四	m	2	4
M010053	奇特	a	2	4
M010053	醒来	v	2	3
M010053	亮	a	1	4
M010053	床	n	1	2
M010053	上	f	1	1
M010053	躺	v	1	2
M010053	奇异	a	2	4
M010053	冒	v	1	2
M010053	出来	v	2	3
M010055	莫名其妙	i	4	8
M010057	意识	v	2	4
M010057	名叫	v	2	4
M010057	前世	t	2	4
M010057	有关	vn	2	4
M010057	说不定	l	3	5
M010057	关系	n	2	4
M010057	转身	v	2	3
M010057	出去	v	2	4
M010057	好几	m	2	3
M010057	见到	v	2	3
M010058	昨天	t	2	4
M010058	小小的	z	3	4
M010059	住地	n	2	4
M010059	山上	s	2	2
M010059	大约	d	2	3
M010059	三百	m	2	3
M010059	米	q	1	1
M010059	大	a	1	1
M010059	坡度	n	2	4
M010059	清	tg	1	2
M010059	前面	f	2	4
M010059	远	a	1	2
M010060	百十	m	2	3
M010060	树林	n	2	4
M010060	钻	v	1	2
M010060	走向	v	2	4
M010061	有事	v	2	3
M010062	一面	d	2	2
M010062	领头	v	2	3
M010062	片	q	1	1
M010062	天地	n	2	4
M010063	显然	ad	2	4
M010063	正在	u	2	4
M010064	当即	d	2	4
M010064	愣	v	1	2
M010066	确然	d	2	4
M010066	甚至	d	2	4
M010066	身边	s	2	3
M010067	白	a	1	1
M010067	素心	n	2	3
M010067	念头	n	2	3
M010067	究竟	d	2	4
M010067	达到	v	2	4
M010067	程度	n	2	4
M010067	母亲	n	2	3
M010068	果然	d	2	3
M010068	摆	v	1	2
M010069	有点	d	2	4
M010070	无关	v	2	3
M010071	这么	r	2	4
M010071	只要	c	2	4
M010072	点头	v	2	3
M010073	于是	c	2	3
M010073	迅速	ad	2	4
M010073	问题	n	2	4
M010073	刚才	t	2	3
M010074	冲	p	1	2
M010074	感激	v	2	4
M010074	笑	v	1	2
M010074	高兴	a	2	6
M010074	认识	v	2	4
M010075	答非所问	l	4	7
M010075	信息	n	2	4
M010075	确	d	1	2
M010075	然	r	1	2
M010076	为了	p	2	2
M010076	证实	v	2	4
M010076	是否	v	2	4
M010076	别人	r	2	3
M020001	追击	v	2	4
M020001	劫匪	n	2	4
M020002	和平	n	2	3
M020002	安宁	an	2	4
M020002	小国	n	2	3
M020002	突然	ad	2	4
M020002	成为	v	2	3
M020002	世界	n	2	3
M020002	注目	v	2	3
M020002	焦点	n	2	4
M020003	感到	v	2	4
M020003	忧心忡忡	i	4	7
M020003	用	p	1	1
M020003	他	r	1	2
M020003	话说	vn	2	4
M020003	飞往	v	2	3
M020003	间谍	n	2	4
M020003	特务	n	2	4
M020003	比	p	1	1
M020003	游客	n	2	4
M020003	全世界	n	3	5
M020003	刺探	v	2	4
M020003	秘密	n	2	4
M020004	保安	b	2	4
M020004	部门	n	2	3
M020004	不得不	d	3	4
M020004	采取	v	2	4
M020004	严密	a	2	3
M020004	防卫	vn	2	4
M020004	措施	n	2	4
M020004	太空	s	2	4
M020004	潜艇	n	2	4
M020004	人物	n	2	3
M020004	更是	d	2	3
M020004	严加	vd	2	3
M020004	保卫	v	2	4
M020004	防不胜防	i	4	7
M020004	不幸	a	2	3
M020004	事件	n	2	3
M020004	接二连三	i	4	6
M020004	发生	v	2	4
M020005	这天	r	2	4
M020005	清晨	t	2	4
M020005	打开	v	2	4
M020005	送来	v	2	3
M020005	报纸	n	2	4
M020005	头版	n	2	3
M020005	头条	n	2	3
M020005	新闻	n	2	4
M020005	赫然	z	2	4
M020005	目	ng	1	1
M020005	大吃一惊	l	4	6
M020006	外交部	n	3	6
M020007	傍晚	t	2	4
M020007	外长	n	2	3
M020007	办公室	n	3	5
M020007	事先	d	2	3
M020007	暗藏	v	2	4
M020007	潜入	v	2	3
M020008	警惕性	n	3	6
M020008	差	a	1	2
M020008	大概	d	2	3
M020008	长期	b	2	3
M020008	环境	n	2	4
M020008	人们	n	2	3
M020008	放松	v	2	4
M020008	警惕	vn	2	4
M020008	门卫	n	2	3
M020008	出入	v	2	3
M020008	大意	a	2	3
M020008	窃贼	n	2	4
M020008	空子	n	2	3
M020009	此外	c	2	4
M020009	锁	v	1	2
M020009	结果	n	2	3
M020009	大摇大摆	i	4	6
M020009	登堂入室	i	4	7
M020009	撬	v	1	2
M020009	开	v	1	2
M020009	档案柜	n	3	6
M020009	目标	n	2	3
M020009	窃取	v	2	4
M020009	反应	vn	2	5
M020009	机密	n	2	4
M020009	文件	n	2	3
M020009	值	v	1	2
M020009	更	d	1	1
M020009	警卫	vn	2	4
M020009	人员	n	2	3
M020009	检查	v	2	4
M020009	所有	b	2	4
M020009	当	p	1	2
M020009	推	v	1	2
M020009	门	n	1	1
M020009	入时	a	2	3
M020009	藏	v	1	2
M020009	无声手枪	n	4	6
M020009	击毙	v	2	4
M020010	被窃	v	2	4
M020010	杀死	v	2	4
M020010	非同小可	i	4	6
M020011	预感	v	2	4
M020011	案件	n	2	4
M020011	背后	f	2	4
M020011	隐藏	v	2	4
M020011	复杂	a	2	4
M020011	政治	n	2	4
M020011	背景	n	2	4
M020012	匆匆	d	2	4
M020012	罢	v	1	2
M020012	妻子	n	2	3
M020012	一同	d	2	3
M020012	开车	v	2	3
M020012	赶到	v	2	4
M020012	火车站	n	3	4
M020012	吻	v	1	2
M020012	走进	v	2	4
M020012	站台	n	2	4
M020012	搭	v	1	2
M020012	正点	d	2	4
M020012	火车	n	2	2
M020013	奉命	vd	2	4
M020013	前往	v	2	5
M020013	地点	n	2	4
M020013	具体	a	2	4
M020014	使命	n	2	4
M020015	车厢	n	2	3
M020015	放下	v	2	3
M020015	招手	v	2	3
M020016	握握手	v	3	5
M020016	物理学家	n	4	8
M020016	身旁	s	2	3
M020016	空	a	1	2
M020016	座位	n	2	4
M020017	以为	v	2	3
M020017	你们	r	2	4
M020018	低声	d	2	4
M020018	耳语	v	2	3
M020018	道	q	1	2
M020019	同	p	1	2
M020019	悄悄	d	2	4
M020019	动身	v	2	3
M020020	会意	v	2	4
M020020	点点头	v	3	5
M020021	看来	v	2	3
M020021	闹	v	1	2
M020021	玩	u	1	2
M020022	片刻	m	2	3
M020022	不能	v	2	3
M020022	哪个	r	2	4
M020022	坏蛋	n	2	4
M020022	干	v	1	1
M020023	指	v	1	2
M020023	容易	a	2	4
M020023	线索	n	2	4
M020023	职业	n	2	3
M020023	老手	n	2	2
M020023	一无所获	i	4	6
M020023	关于	p	2	3
M020024	路上	s	2	3
M020024	说话	v	2	4
M020024	换	v	1	2
M020024	驶	vg	1	2
M020024	海边	s	2	4
M020024	偏僻	a	2	4
M020024	小站	n	2	3
M020024	下	v	1	1
M020024	车	n	1	1
M020025	车站	n	2	3
M020025	口	n	1	1
M020025	接	v	1	2
M020026	默默	d	2	4
M020026	跟随	v	2	4
M020026	官员	n	2	4
M020026	渔村	n	2	4
M020026	古旧	a	2	4
M020026	房子	n	2	3
M020026	旧房	n	2	4
M020026	后院	n	2	4
M020026	辆	q	1	2
M020026	汽车	n	2	3
M020027	上车	v	2	2
M020027	充当	v	2	4
M020027	司机	n	2	4
M020028	一会儿	m	3	4
M020028	开进	v	2	4
M020028	座	q	1	2
M020028	警戒	vn	2	4
M020028	森严	a	2	3
M020028	造船厂	n	3	6
M020028	四周	f	2	3
M020028	筑	v	1	2
M020028	高墙	n	2	6
M020029	下车	v	2	2
M020029	领	v	1	2
M020029	楼房	n	2	4
M020029	里里外外	n	4	8
M020029	全副	b	2	4
M020029	武装	n	2	4
M020030	楼梯	n	2	4
M020030	给	p	1	2
M020030	房间	n	2	4
M020030	房门	n	2	3
M020030	身材	n	2	3
M020030	中年人	n	3	3
M020030	转	v	1	2
M020030	身	ng	1	1
M020031	位	q	1	2
M020031	先生	n	2	3
M020031	船坞	n	2	5
M020031	经理	n	2	4
M020033	身穿	v	2	3
M020033	套	q	1	2
M020033	西服	n	2	3
M020033	胸前	s	2	5
M020033	挂	v	1	2
M020033	条	q	1	2
M020033	旧式	b	2	4
M020033	金	b	1	1
M020033	表链	n	2	4
M020033	手里	s	2	3
M020033	夹	v	1	1
M020033	雪茄	n	2	4
M020034	各位	r	2	4
M020034	吧	y	1	2
M020034	未来	t	2	2
M020034	希望	v	2	5
M020035	落地	v	2	4
M020035	玻璃窗	n	3	6
M020035	外	f	1	2
M020035	迷蒙	a	2	4
M020035	细雨	n	2	3
M020035	远处	s	2	4
M020035	隐约可见	l	4	7
M020035	古堡	n	2	4
M020035	名剧	n	2	4
M020035	王子	n	2	2
M020035	城堡	n	2	4
M020035	据说	v	2	4
M020035	以	p	1	2
M020035	它	r	1	2
M020035	原型	n	2	4
M020036	中央	n	2	2
M020036	停	v	1	2
M020036	艘	q	1	2
M020036	建造	v	2	4
M020036	船只	n	2	5
M020036	舷	ng	1	2
M020036	呈	v	1	2
M020036	圆形	n	2	4
M020036	船体	n	2	5
M020036	完全	ad	2	4
M020036	流线型	b	3	6
M020036	一般	a	2	3
M020036	不同	a	2	3
M020037	不通	a	2	3
M020037	船	n	1	3
M020037	怎	r	1	2
M020038	新式	a	2	4
M020038	汽垫船	n	3	7
M020039	不解	v	2	3
M020040	笑笑	v	2	4
M020040	炫耀	v	2	4
M020040	横渡	v	2	4
M020040	海峡	n	2	4
M020040	渡轮	n	2	4
M020040	还要	d	2	4
M020041	小时	n	2	3
M020041	不停	v	2	3
M020041	命名	v	2	4
M020041	号	n	1	2
M020042	顿	v	1	2
M020042	海图	n	2	4
M020042	航行	v	2	4
M020042	海洋	n	2	4
M020043	家伙	n	2	4
M020043	飞	v	1	1
M020044	顿时	d	2	4
M020044	这儿	r	2	3
M020044	目的	n	2	3
M020045	不错	a	2	3
M020045	月球	n	2	3
M020045	火星	n	2	3
M020045	或者	c	2	4
M020045	其他	r	2	4
M020045	星球	n	2	4
M020046	星期	n	2	4
M020046	以后	f	2	4
M020046	人类	n	2	3
M020046	真正	b	2	4
M020046	太空船	n	3	7
M020046	就要	d	2	4
M020046	举行	v	2	4
M020046	下水	v	2	2
M020046	典礼	n	2	4
M020047	大家	r	2	3
M020047	宣布	v	2	4
M020047	消息	n	2	4
M020047	政府	n	2	4
M020047	已	d	1	1
M020047	成立	v	2	3
M020047	新	a	1	2
M020047	本人	r	2	2
M020047	任命	v	2	4
M020047	部长	n	2	3
M020048	今天	t	2	4
M020048	由	p	1	1
M020048	空军	n	2	4
M020048	转调	v	2	4
M020048	指挥官	n	3	6
M020048	意见	n	2	3
M020048	如何	r	2	4
M020049	同意	v	2	4
M020050	眸子	n	2	3
M020050	闪	v	1	2
M020050	光	n	1	3
M020050	漂亮	a	2	6
M020050	迷	ng	1	2
M020051	快要	d	2	4
M020051	完工	v	2	3
M020051	正式	ad	2	4
M020051	办	v	1	1
M020051	妥	a	1	2
M020051	调	v	1	2
M020051	手续	n	2	3
M020052	陪同	vn	2	4
M020052	来到	v	2	3
M020052	登上	v	2	3
M020052	豪华	a	2	6
M020053	一道	d	2	3
M020053	上来	v	2	2
M020053	沿着	p	2	5
M020053	铺	v	1	2
M020053	地毯	n	2	4
M020053	过道	n	2	4
M020053	门口	s	2	2
M020054	先进	a	2	4
M020055	船长	n	2	4
M020055	室	n	1	2
M020055	标明	v	2	4
M020055	铜牌	n	2	4
M020056	不已	v	2	2
M020057	相当	d	2	4
M020057	宽敞	a	2	5
M020057	客厅	n	2	4
M020057	还有	v	2	4
M020057	里外	n	2	4
M020057	卧室	n	2	4
M020057	桌上	s	2	3
M020057	各种	r	2	4
M020057	仪器	n	2	4
M020057	通讯	n	2	4
M020057	机	ng	1	2
M020058	驾驶	v	2	4
M020058	不大	d	2	2
M020058	相同	a	2	4
M020058	飞机	n	2	3
M020060	机器	n	2	4
M020060	方面	n	2	2
M020060	安装	v	2	4
M020060	怎样	r	2	4
M020062	聚变	vn	2	4
M020062	发动机	n	3	7
M020062	运	v	1	2
M020062	调试	v	2	4
M020063	答道	v	2	4
M020063	装置	n	2	4
M020063	原子能	n	3	5
M020063	学院	n	2	4
M020063	里	f	1	2
M020063	装配	v	2	4
M020063	只有	c	2	4
M020063	才	d	1	1
M020064	高	ad	1	4
M020064	搭腔	v	2	4
M020064	东西	n	2	2
M020064	最	d	1	2
M020064	小心	a	2	2
M020064	大学	n	2	3
M020064	布置	v	2	4
M020067	以来	f	2	3
M020067	船上	s	2	4
M020068	弄	v	1	2
M020068	作	v	1	2
M020068	试验	vn	2	4
M020068	改进	vn	2	4
M020069	下列	b	2	3
M020069	舱	n	1	2
M020070	蓦然	d	2	4
M020070	勃然大怒	i	4	7
M020070	气急败坏	i	4	9
M020070	哪里	r	2	4
M020071	这里	r	2	4
M020071	应该	v	2	5
M020071	值班	vn	2	4
M020072	推开	v	2	4
M020072	舱门	n	2	3
M020072	紧	d	1	2
M020072	闭	v	1	2
M020072	无法	vd	2	3
M020073	里边	f	2	4
M020073	反锁	v	2	4
M020073	钥匙	n	2	4
M020074	情况	n	2	4
M020074	不妙	a	2	3
M020074	取	v	1	2
M020074	备用	vn	2	3
M020074	来不及	v	3	3
M020074	立即	d	2	3
M020074	拔	v	1	2
M020074	手枪	n	2	3
M020074	朝	tg	1	2
M020074	锁孔	n	2	4
M020074	枪	n	1	2
M020074	机舱	n	2	4
M020074	仍	d	1	2
M020074	打	v	1	2
M020074	里面	f	2	3
M020074	堵住	v	2	4
M020074	奋力	d	2	3
M020074	把门	v	2	3
M020074	只见	v	2	3
M020074	穿	v	1	2
M020074	蓝	a	1	2
M020074	制服	n	2	4
M020074	尸体	n	2	3
M020074	地上	s	2	3
M020075	教授	n	2	4
M020076	跳	v	1	2
M020076	传来	v	2	3
M020076	响	v	1	2
M020078	就地	d	2	4
M020078	滚	ng	1	2
M020078	过去	v	2	4
M020079	犹豫	an	2	4
M020079	未	d	1	1
M020079	动	v	1	2
M020079	闻	v	1	2
M020080	通向	v	2	4
M020080	气	n	1	3
M020080	内	f	1	1
M020080	关上	v	2	3
M020081	架	v	1	2
M020081	看见	v	2	3
M020081	武器	n	2	4
M020081	口袋	n	2	3
M020081	取出	v	2	4
M020081	步话机	n	3	6
M020082	全	d	1	2
M020082	金属	n	2	3
M020082	密封	vn	2	4
M020082	无线电波	n	4	6
M020082	传导	v	2	4
M020082	赶来	v	2	3
M020082	甲板	n	2	3
M020083	飞快	z	2	3
M020083	穿过	v	2	4
M020083	下达	v	2	3
M020083	紧急	a	2	4
M020083	命令	n	2	4
M020084	刹那间	t	3	6
M020084	灯	n	1	2
M020084	探照灯	n	3	6
M020084	吊	v	1	2
M020084	起重机	n	3	5
M020084	射灯	n	2	4
M020084	照耀	v	2	4
M020084	如同	v	2	4
M020084	白昼	n	2	3
M020085	警报	n	2	4
M020085	不绝于耳	l	4	5
M020085	海港	n	2	4
M020085	黑暗	a	2	3
M020085	水面	n	2	2
M020085	来回	vd	2	3
M020085	扫射	v	2	4
M020085	同时	c	2	4
M020085	警察	n	2	4
M020085	快艇	n	2	4
M020085	启动	v	2	4
M020086	这边	r	2	4
M020086	下船	v	2	4
M020086	拐	v	1	2
M020086	首	m	1	1
M020086	一侧	f	2	3
M020086	把	q	1	2
M020086	跑道	n	2	4
M020087	往	p	1	2
M020087	跑	v	1	2
M020087	肯定	v	2	4
M020088	开枪	v	2	4
M020088	那儿	r	2	3
M020088	持枪	v	2	4
M020088	掳	vg	1	2
M020088	误伤	v	2	5
M020089	报告	n	2	4
M020089	一边	d	2	3
M020089	边	k	1	2
M020089	口信	n	2	3
M020089	部下	n	2	3
M020089	转达	v	2	4
M020089	要求	v	2	3
M020089	务必	d	2	3
M020089	伤害	v	2	5
M020090	匪徒	n	2	4
M020090	堆	q	1	2
M020090	钢板	n	2	4
M020090	面向	v	2	3
M020090	射击	v	2	4
M020091	红光	n	2	5
M020091	击中	v	2	3
M020091	其余	r	2	4
M020091	还击	v	2	4
M020093	厉声	d	2	4
M020093	喊	v	1	2
M020093	射	v	1	2
M020093	那边	r	2	4
M020094	隐蔽	a	2	4
M020094	灯光	n	2	5
M020094	照	v	1	2
M020095	全身	n	2	3
M020095	黑色	n	2	2
M020095	衣服	n	2	3
M020095	蒙	v	1	2
M020095	头罩	n	2	3
M020095	男人	n	2	3
M020095	挡住	v	2	4
M020095	刺目	v	2	3
M020095	举起	v	2	4
M020095	方向	n	2	3
M020096	官	n	1	2
M020096	镇定	a	2	4
M020096	慢慢	d	2	4
M020096	瞄准	v	2	4
M020097	几乎	d	2	2
M020097	双方	n	2	3
M020097	黑衣	n	2	2
M020097	应声	v	2	5
M020097	手中	s	2	2
