sent_id	character	component_n	stroke_n
n01003012	乐	1	5
n01003012	部	3	10
n01003012	举	3	9
n01003012	行	3	6
n01003013	也	1	3
n01003013	许	3	6
n01003013	着	2	11
n01003013	装	3	12
n01003013	要	2	9
n01003013	求	1	7
n01003013	过	2	6
n01003013	于	1	3
n01003013	沉	3	7
n01003013	闷	2	7
n01004009	而	1	6
n01004009	不	1	4
n01004009	是	2	9
n01004009	把	2	7
n01004009	科	2	9
n01004009	学	2	8
n01004009	研	3	9
n01004009	究	3	7
n01004009	方	1	4
n01004009	法	3	8
n01004009	作	2	7
n01004009	为	1	4
n01004009	一	1	1
n01004009	个	2	3
n01004009	独	2	9
n01004009	立	1	5
n01004009	的	3	8
n01004009	章	2	11
n01004009	节	2	5
n01004009	来	1	7
n01004009	教	3	11
n01004009	授	3	11
n01004009	例	3	8
n01004009	如	2	6
n01004009	学	2	8
n01004009	生	1	5
n01004009	通	3	10
n01004009	过	2	6
n01004009	实	2	8
n01004009	际	2	7
n01004009	运	3	7
n01004009	用	1	5
n01004009	来	1	7
n01004009	学	2	8
n01004009	习	1	3
n01004009	科	2	9
n01004009	学	2	8
n01004009	课	2	10
n01004009	程	3	12
n01004009	的	3	8
n01004009	内	1	4
n01004009	容	2	9
n01004017	他	2	5
n01004017	们	2	5
n01004017	的	3	8
n01004017	成	2	6
n01004017	绩	3	11
n01004017	属	2	12
n01004017	于	1	3
n01004017	年	1	6
n01004017	级	2	6
n01004017	的	3	8
n01004017	全	2	6
n01004017	国	2	8
n01004017	平	1	5
n01004017	均	3	7
n01004017	水	1	4
n01004017	平	1	5
n01004017	且	1	5
n01004017	优	2	6
n01004017	于	1	3
n01004017	年	1	6
n01004017	级	2	6
n01004017	的	3	8
n01004017	全	2	6
n01004017	国	2	8
n01004017	平	1	5
n01004017	均	3	7
n01004017	水	1	4
n01004017	平	1	5
n01005023	相	2	9
n01005023	比	1	4
n01005023	之	1	3
n01005023	下	1	3
n01005023	于	1	3
n01005023	年	1	6
n01005023	开	2	4
n01005023	业	1	5
n01005023	的	3	8
n01005023	诺	4	10
n01005023	玛	2	7
n01005023	城	3	9
n01005023	际	2	7
n01005023	地	2	6
n01005023	铁	3	10
n01005023	站	3	10
n01005023	修	3	9
n01005023	建	2	8
n01005023	所	2	8
n01005023	耗	2	10
n01005023	成	2	6
n01005023	本	1	5
n01005023	为	1	4
n01005023	亿	2	3
n01005023	美	2	9
n01005023	元	2	4
n01005024	我	1	7
n01005024	们	2	5
n01005024	面	1	9
n01005024	临	2	9
n01005024	很	2	9
n01005024	多	2	6
n01005024	竞	3	10
n01005024	争	2	6
n01005024	而	1	6
n01005024	我	1	7
n01005024	们	2	5
n01005024	认	2	4
n01005024	为	1	4
n01005024	政	3	9
n01005024	权	2	6
n01005024	转	2	8
n01005024	移	3	11
n01005024	能	2	10
n01005024	对	2	5
n01005024	此	2	6
n01005024	局	2	7
n01005024	面	1	9
n01005024	有	2	6
n01005024	所	2	8
n01005024	帮	3	9
n01005024	助	2	7
n01005024	乔	3	6
n01005024	治	3	8
n01005024	城	3	9
n01005024	商	3	11
n01005024	业	1	5
n01005024	改	2	7
n01005024	善	3	12
n01005024	会	3	6
n01005024	主	2	5
n01005024	席	2	10
n01005024	乔	3	6
n01005024	斯	3	12
n01005024	顿	2	10
n01005024	雷	2	13
n01005024	说	3	9
n01005024	道	2	14
n01005031	根	2	10
n01005031	据	4	11
n01005031	可	2	5
n01005031	行	3	6
n01005031	性	2	8
n01005031	研	3	9
n01005031	究	3	7
n01005031	估	3	7
n01005031	计	2	4
n01005031	乘	1	10
n01005031	客	3	9
n01005031	乘	1	10
n01005031	坐	3	7
n01005031	缆	3	12
n01005031	车	1	4
n01005031	穿	3	9
n01005031	越	3	12
n01005031	波	2	8
n01005031	托	3	6
n01005031	马	1	3
n01005031	克	3	7
n01005031	河	3	8
n01005031	需	2	14
n01005031	时	2	7
n01005031	约	3	6
n01005031	四	1	5
n01005031	分	2	4
n01005031	钟	2	9
n01006011	一	1	1
n01006011	位	2	7
n01006011	目	1	5
n01006011	击	2	5
n01006011	者	2	8
n01006011	告	2	7
n01006011	诉	2	7
n01006011	警	5	19
n01006011	方	1	4
n01006011	被	2	10
n01006011	害	2	10
n01006011	人	1	2
n01006011	曾	3	12
n01006011	在	2	6
n01006011	四	1	5
n01006011	月	1	4
n01006011	袭	2	11
n01006011	击	2	5
n01006011	过	2	6
n01006011	嫌	3	13
n01006011	疑	2	17
n01006011	人	1	2
n01007012	游	3	12
n01007012	戏	2	6
n01007012	与	2	3
n01007012	我	1	7
n01007012	们	2	5
n01007012	的	3	8
n01007012	日	1	4
n01007012	常	2	11
n01007012	生	1	5
n01007012	活	2	9
n01007012	有	2	6
n01007012	相	2	9
n01007012	似	3	6
n01007012	之	1	3
n01007012	处	2	5
n01008017	这	2	7
n01008017	个	2	3
n01008017	比	1	4
n01008017	例	3	8
n01008017	多	2	6
n01008017	年	1	6
n01008017	来	1	7
n01008017	一	1	1
n01008017	直	2	8
n01008017	在	2	6
n01008017	稳	4	14
n01008017	步	2	7
n01008017	上	1	3
n01008017	升	2	4
n01008017	根	2	10
n01008017	据	4	11
n01008017	人	1	2
n01008017	口	1	3
n01008017	普	3	12
n01008017	查	3	9
n01008017	局	2	7
n01008017	数	3	13
n01008017	据	4	11
n01008017	显	2	9
n01008017	示	1	5
n01008017	年	1	6
n01008017	选	3	9
n01008017	举	3	9
n01008017	日	1	4
n01008017	之	1	3
n01008017	前	3	9
n01008017	所	2	8
n01008017	接	3	11
n01008017	收	2	6
n01008017	的	3	8
n01008017	投	3	7
n01008017	票	2	11
n01008017	只	2	5
n01008017	有	2	6
n01008017	总	4	9
n01008017	投	3	7
n01008017	票	2	11
n01008017	额	4	15
n01008017	的	3	8
n01008017	今	3	4
n01008017	年	1	6
n01008017	这	2	7
n01008017	个	2	3
n01008017	数	3	13
n01008017	字	2	6
n01008017	可	2	5
n01008017	能	2	10
n01008017	再	2	6
n01008017	次	2	6
n01008017	激	3	16
n01008017	增	4	15
n01009027	现	2	8
n01009027	在	2	6
n01009027	可	2	5
n01009027	能	2	10
n01009027	是	2	9
n01009027	一	1	1
n01009027	只	2	5
n01009027	寂	4	11
n01009027	寞	4	13
n01009027	的	3	8
n01009027	猪	3	11
n01009027	但	3	7
n01009027	他	2	5
n01009027	并	4	6
n01009027	不	1	4
n01009027	是	2	9
n01009027	一	1	1
n01009027	直	2	8
n01009027	都	3	10
n01009027	孤	2	8
n01009027	独	2	9
n01009054	我	1	7
n01009054	们	2	5
n01009054	已	1	3
n01009054	经	2	8
n01009054	要	2	9
n01009054	求	1	7
n01009054	其	2	8
n01009054	他	2	5
n01009054	国	2	8
n01009054	家	2	10
n01009054	用	1	5
n01009054	不	1	4
n01009054	同	2	6
n01009054	种	2	9
n01009054	群	3	13
n01009054	的	3	8
n01009054	动	3	6
n01009054	物	3	8
n01009054	包	2	5
n01009054	括	2	9
n01009054	猪	3	11
n01009054	来	1	7
n01009054	帮	3	9
n01009054	助	2	7
n01009054	我	1	7
n01009054	们	2	5
n01009054	扩	2	6
n01009054	充	3	6
n01009054	动	3	6
n01009054	物	3	8
n01009054	园	3	7
n01009054	萨	4	11
n01009054	奇	3	8
n01009054	布	2	5
n01009054	说	3	9
n01010042	潘	3	15
n01010042	沃	3	7
n01010042	尔	2	5
n01010042	卡	2	12
n01010042	先	2	6
n01010042	生	1	5
n01010042	说	3	9
n01010042	曾	3	12
n01010042	经	2	8
n01010042	有	2	6
n01010042	一	1	1
n01010042	段	3	9
n01010042	时	2	7
n01010042	刻	4	8
n01010042	他	2	5
n01010042	们	2	5
n01010042	觉	2	9
n01010042	得	2	11
n01010042	自	1	6
n01010042	己	1	3
n01010042	应	3	7
n01010042	该	4	8
n01010042	离	2	10
n01010042	开	2	4
n01010042	那	2	6
n01010042	幢	4	15
n01010042	大	1	3
n01010042	楼	3	13
n01011004	她	2	6
n01011004	还	2	7
n01011004	被	2	10
n01011004	指	3	9
n01011004	控	4	11
n01011004	试	3	8
n01011004	图	3	8
n01011004	杀	2	6
n01011004	死	2	6
n01011004	她	2	6
n01011004	两	1	7
n01011004	岁	2	6
n01011004	大	1	3
n01011004	的	3	8
n01011004	女	1	3
n01011004	儿	1	2
n01011011	警	5	19
n01011011	方	1	4
n01011011	表	2	8
n01011011	示	1	5
n01011011	她	2	6
n01011011	把	2	7
n01011011	儿	1	2
n01011011	子	1	3
n01011011	安	2	6
n01011011	德	2	15
n01011011	烈	3	10
n01011011	的	3	8
n01011011	脸	4	11
n01011011	按	3	9
n01011011	进	2	7
n01011011	客	3	9
n01011011	厅	2	4
n01011011	的	3	8
n01011011	床	2	7
n01011011	垫	3	9
n01011011	里	2	7
n01011011	杀	2	6
n01011011	死	2	6
n01011011	了	1	2
n01011011	他	2	5
n01011011	之	1	3
n01011011	后	2	6
n01011011	又	1	2
n01011011	试	3	8
n01011011	图	3	8
n01011011	用	1	5
n01011011	同	2	6
n01011011	样	2	10
n01011011	的	3	8
n01011011	方	1	4
n01011011	式	2	6
n01011011	杀	2	6
n01011011	死	2	6
n01011011	女	1	3
n01011011	儿	1	2
n01011011	安	2	6
n01011011	吉	2	6
n01011011	尔	2	5
n01011017	不	1	4
n01011017	管	3	14
n01011017	哪	3	9
n01011017	种	2	9
n01011017	情	2	11
n01011017	况	3	7
n01011017	我	1	7
n01011017	都	3	10
n01011017	要	2	9
n01011017	坐	3	7
n01011017	牢	2	7
n01011017	希	3	7
n01011017	望	3	11
n01011017	这	2	7
n01011017	么	2	3
n01011017	做	4	11
n01011017	是	2	9
n01011017	值	3	10
n01011017	得	2	11
n01011017	的	3	8
n01012003	其	2	8
n01012003	中	1	4
n01012003	一	1	1
n01012003	个	2	3
n01012003	雅	2	12
n01012003	兹	2	9
n01012003	迪	2	8
n01012003	女	1	3
n01012003	人	1	2
n01012003	开	2	4
n01012003	始	3	8
n01012003	哭	3	10
n01012003	泣	2	8
n01012003	随	4	11
n01012003	后	2	6
n01012003	她	2	6
n01012003	的	3	8
n01012003	一	1	1
n01012003	个	2	3
n01012003	朋	2	8
n01012003	友	2	4
n01012003	也	1	3
n01012003	开	2	4
n01012003	始	3	8
n01012003	哭	3	10
n01012003	泣	2	8
n01013005	奥	2	12
n01013005	斯	3	12
n01013005	本	1	5
n01013005	先	2	6
n01013005	生	1	5
n01013005	在	2	6
n01013005	七	1	2
n01013005	月	1	4
n01013005	被	2	10
n01013005	解	2	13
n01013005	雇	2	12
n01013005	后	2	6
n01013005	与	2	3
n01013005	一	1	1
n01013005	个	2	3
n01013005	美	2	9
n01013005	国	2	8
n01013005	音	1	9
n01013005	箱	3	15
n01013005	代	2	5
n01013005	理	3	11
n01013005	机	2	6
n01013005	构	3	8
n01013005	签	4	13
n01013005	订	2	4
n01013005	了	1	2
n01013005	协	2	6
n01013005	议	2	5
n01014003	迈	2	6
n01014003	克	3	7
n01014003	尔	2	5
n01014003	法	3	8
n01014003	伦	3	6
n01014003	说	3	9
n01014003	切	2	4
n01014003	断	3	11
n01014003	第	3	11
n01014003	一	1	1
n01014003	根	2	10
n01014003	钢	3	9
n01014003	材	2	7
n01014003	的	3	8
n01014003	那	2	6
n01014003	一	1	1
n01014003	天	2	4
n01014003	保	3	9
n01014003	证	3	7
n01014003	了	1	2
n01014003	新	3	12
n01014003	投	3	7
n01014003	资	3	10
n01014003	和	2	8
n01014003	上	1	3
n01014003	百	2	6
n01014003	个	2	3
n01014003	技	3	7
n01014003	术	2	5
n01014003	工	1	3
n01014003	作	2	7
n01014003	的	3	8
n01014003	安	2	6
n01014003	全	2	6
n01014003	该	4	8
n01014003	效	3	10
n01014003	应	3	7
n01014003	可	2	5
n01014003	持	3	9
n01014003	续	4	11
n01014003	到	3	8
n01014003	年	1	6
n01014012	为	1	4
n01014012	了	1	2
n01014012	保	3	9
n01014012	全	2	6
n01014012	克	3	7
n01014012	莱	2	10
n01014012	德	2	15
n01014012	造	3	10
n01014012	船	3	11
n01014012	产	2	6
n01014012	业	1	5
n01014012	新	3	12
n01014012	皇	2	9
n01014012	家	2	10
n01014012	海	3	10
n01014012	军	2	6
n01014012	在	2	6
n01014012	年	1	6
n01014012	苏	2	7
n01014012	格	3	10
n01014012	兰	3	5
n01014012	独	2	9
n01014012	立	1	5
n01014012	公	2	4
n01014012	投	3	7
n01014012	之	1	3
n01014012	前	3	9
n01014012	许	3	6
n01014012	下	1	3
n01014012	下	1	3
n01014012	达	2	6
n01014012	订	2	4
n01014012	单	3	8
n01014012	的	3	8
n01014012	承	1	8
n01014012	诺	4	10
n01015033	显	2	9
n01015033	而	1	6
n01015033	易	3	8
n01015033	见	1	4
n01015033	的	3	8
n01015033	是	2	9
n01015033	名	2	6
n01015033	人	1	2
n01015033	的	3	8
n01015033	名	2	6
n01015033	字	2	6
n01015033	最	3	12
n01015033	开	2	4
n01015033	始	3	8
n01015033	是	2	9
n01015033	相	2	9
n01015033	当	2	6
n01015033	罕	2	7
n01015033	见	1	4
n01015033	的	3	8
n01015036	而	1	6
n01015036	直	2	8
n01015036	至	2	6
n01015036	年	1	6
n01015036	观	2	6
n01015036	其	2	8
n01015036	也	1	3
n01015036	许	3	6
n01015036	还	2	7
n01015036	有	2	6
n01015036	奈	2	8
n01015036	特	3	10
n01015036	利	2	7
n01015036	的	3	8
n01015036	常	2	11
n01015036	见	1	4
n01015036	程	3	12
n01015036	度	2	9
n01015036	其	2	8
n01015036	是	2	9
n01015036	前	3	9
n01015036	名	2	6
n01015036	常	2	11
n01015036	用	1	5
n01015036	名	2	6
n01015036	字	2	6
n01015036	之	1	3
n01015036	一	1	1
n01015036	名	2	6
n01015036	为	1	4
n01015036	凯	3	8
n01015036	拉	2	8
n01015036	的	3	8
n01015036	婴	3	11
n01015036	儿	1	2
n01015036	是	2	9
n01015036	名	2	6
n01015036	为	1	4
n01015036	奇	3	8
n01015036	尔	2	5
n01015036	拉	2	8
n01015036	的	3	8
n01015036	婴	3	11
n01015036	儿	1	2
n01015036	的	3	8
n01015036	三	1	3
n01015036	倍	3	10
n01015036	多	2	6
n01016014	这	2	7
n01016014	家	2	10
n01016014	韩	2	12
n01016014	国	2	8
n01016014	公	2	4
n01016014	司	2	5
n01016014	最	3	12
n01016014	初	2	7
n01016014	以	2	4
n01016014	为	1	4
n01016014	电	1	5
n01016014	池	2	6
n01016014	故	3	9
n01016014	障	3	13
n01016014	是	2	9
n01016014	罪	2	13
n01016014	魁	2	13
n01016014	祸	3	11
n01016014	首	1	9
n01016014	因	2	6
n01016014	而	1	6
n01016014	替	2	12
n01016014	代	2	5
n01016014	自	1	6
n01016014	己	1	3
n01016014	的	3	8
n01016014	组	2	8
n01016014	件	2	6
n01016014	改	2	7
n01016014	用	1	5
n01016014	第	3	11
n01016014	三	1	3
n01016014	方	1	4
n01016014	电	1	5
n01016014	源	3	13
n01016014	单	3	8
n01016014	元	2	4
n01016019	一	1	1
n01016019	些	3	8
n01016019	分	2	4
n01016019	析	2	8
n01016019	家	2	10
n01016019	认	2	4
n01016019	为	1	4
n01016019	华	3	6
n01016019	为	1	4
n01016019	最	3	12
n01016019	有	2	6
n01016019	可	2	5
n01016019	能	2	10
n01016019	从	2	4
n01016019	三	1	3
n01016019	星	2	9
n01016019	的	3	8
n01016019	挫	4	10
n01016019	折	2	7
n01016019	中	1	4
n01016019	受	2	8
n01016019	益	2	10
n01016032	手	1	4
n01016032	机	2	6
n01016032	缺	2	10
n01016032	少	2	4
n01016032	一	1	1
n01016032	个	2	3
n01016032	像	3	13
n01016032	谷	1	7
n01016032	歌	5	14
n01016032	助	2	7
n01016032	手	1	4
n01016032	或	2	8
n01016032	苹	2	8
n01016032	果	1	8
n01016032	的	3	8
n01016032	那	2	6
n01016032	样	2	10
n01016032	的	3	8
n01016032	人	1	2
n01016032	工	1	3
n01016032	智	3	12
n01016032	能	2	10
n01016032	界	3	9
n01016032	面	1	9
n01017005	但	3	7
n01017005	有	2	6
n01017005	旅	2	10
n01017005	行	3	6
n01017005	专	1	4
n01017005	家	2	10
n01017005	警	5	19
n01017005	告	2	7
n01017005	说	3	9
n01017005	飞	1	3
n01017005	机	2	6
n01017005	飞	1	3
n01017005	行	3	6
n01017005	时	2	7
n01017005	配	2	10
n01017005	置	3	13
n01017005	的	3	8
n01017005	空	3	8
n01017005	中	1	4
n01017005	网	1	6
n01017005	络	3	9
n01017005	往	3	8
n01017005	往	3	8
n01017005	不	1	4
n01017005	可	2	5
n01017005	靠	3	15
n01017005	而	1	6
n01017005	且	1	5
n01017005	不	1	4
n01017005	太	2	4
n01017005	可	2	5
n01017005	能	2	10
n01017005	影	5	15
n01017005	响	3	9
n01017005	旅	2	10
n01017005	客	3	9
n01017005	对	2	5
n01017005	航	3	10
n01017005	空	3	8
n01017005	公	2	4
n01017005	司	2	5
n01017005	的	3	8
n01017005	选	3	9
n01017005	择	2	8
n01017008	但	3	7
n01017008	可	2	5
n01017008	能	2	10
n01017008	英	2	8
n01017008	国	2	8
n01017008	航	3	10
n01017008	空	3	8
n01017008	和	2	8
n01017008	国	2	8
n01017008	际	2	7
n01017008	航	3	10
n01017008	空	3	8
n01017008	集	2	12
n01017008	团	2	6
n01017008	已	1	3
n01017008	经	2	8
n01017008	破	2	10
n01017008	解	2	13
n01017008	了	1	2
n01017008	它	2	5
n01017008	并	4	6
n01017008	可	2	5
n01017008	提	3	12
n01017008	供	3	8
n01017008	一	1	1
n01017008	些	3	8
n01017008	大	1	3
n01017008	致	3	10
n01017008	上	1	3
n01017008	可	2	5
n01017008	靠	3	15
n01017008	的	3	8
n01017008	信	2	9
n01017008	息	2	10
n01017010	该	4	8
n01017010	公	2	4
n01017010	司	2	5
n01017010	向	2	6
n01017010	表	2	8
n01017010	示	1	5
n01017010	是	2	9
n01017010	否	2	7
n01017010	向	2	6
n01017010	乘	1	10
n01017010	客	3	9
n01017010	收	2	6
n01017010	取	2	8
n01017010	使	2	8
n01017010	用	1	5
n01017010	费	2	9
n01017010	应	3	7
n01017010	该	4	8
n01017010	由	1	5
n01017010	航	3	10
n01017010	空	3	8
n01017010	公	2	4
n01017010	司	2	5
n01017010	自	1	6
n01017010	行	3	6
n01017010	决	2	6
n01017010	定	2	8
n01017013	大	1	3
n01017013	多	2	6
n01017013	数	3	13
n01017013	人	1	2
n01017013	会	3	6
n01017013	认	2	4
n01017013	为	1	4
n01017013	机	2	6
n01017013	场	2	6
n01017013	比	1	4
n01017013	能	2	10
n01017013	在	2	6
n01017013	飞	1	3
n01017013	机	2	6
n01017013	上	1	3
n01017013	发	3	5
n01017013	电	1	5
n01017013	子	1	3
n01017013	邮	2	7
n01017013	件	2	6
n01017013	这	2	7
n01017013	件	2	6
n01017013	事	1	8
n01017013	更	1	7
n01017013	加	2	5
n01017013	有	2	6
n01017013	用	1	5
n01018024	它	2	5
n01018024	有	2	6
n01018024	时	2	7
n01018024	候	3	10
n01018024	看	2	9
n01018024	起	3	10
n01018024	来	1	7
n01018024	像	3	13
n01018024	超	4	12
n01018024	能	2	10
n01018024	力	1	2
n01018040	该	4	8
n01018040	方	1	4
n01018040	案	3	10
n01018040	通	3	10
n01018040	过	2	6
n01018040	赞	5	16
n01018040	助	2	7
n01018040	和	2	8
n01018040	广	1	3
n01018040	告	2	7
n01018040	来	1	7
n01018040	盈	3	9
n01018040	利	2	7
n01019004	这	2	7
n01019004	项	2	9
n01019004	为	1	4
n01019004	期	3	12
n01019004	周	2	8
n01019004	的	3	8
n01019004	课	2	10
n01019004	程	3	12
n01019004	已	1	3
n01019004	经	2	8
n01019004	被	2	10
n01019004	英	2	8
n01019004	国	2	8
n01019004	情	2	11
n01019004	报	2	7
n01019004	机	2	6
n01019004	构	3	8
n01019004	认	2	4
n01019004	证	3	7
n01019004	了	1	2
n01019005	但	3	7
n01019005	是	2	9
n01019005	一	1	1
n01019005	些	3	8
n01019005	安	2	6
n01019005	全	2	6
n01019005	专	1	4
n01019005	家	2	10
n01019005	对	2	5
n01019005	该	4	8
n01019005	课	2	10
n01019005	程	3	12
n01019005	的	3	8
n01019005	设	3	6
n01019005	立	1	5
n01019005	及	1	3
n01019005	其	2	8
n01019005	背	3	9
n01019005	后	2	6
n01019005	的	3	8
n01019005	意	2	13
n01019005	图	3	8
n01019005	提	3	12
n01019005	出	2	5
n01019005	了	1	2
n01019005	质	3	8
n01019005	疑	2	17
n01020004	此	2	6
n01020004	前	3	9
n01020004	只	2	5
n01020004	有	2	6
n01020004	博	3	12
n01020004	客	3	9
n01020004	撰	5	15
n01020004	稿	5	15
n01020004	人	1	2
n01020004	见	1	4
n01020004	过	2	6
