sent_id	word_char	character_token_n	stroke_n
n01002042	巨额	2	19
n01002042	银行	2	17
n01002042	帐户	2	11
n01002042	使	1	8
n01002042	政府	2	17
n01002042	支出	2	9
n01002042	的	1	8
n01002042	突破	2	19
n01002042	了	1	2
n01002042	新上限	3	23
n01002058	她	1	6
n01002058	的	1	8
n01002058	所言	2	15
n01002058	所行	2	14
n01002058	简直	2	21
n01002058	令	1	5
n01002058	人	1	2
n01002058	难以置信	4	36
n01003007	最高	2	22
n01003007	限额	2	23
n01003007	为	1	4
n01003007	每人	2	9
n01003007	美	1	9
n01003007	元	1	4
n01003010	在	1	6
n01003010	十	1	2
n01003010	月	1	4
n01003010	初	1	7
n01003010	政权	2	15
n01003010	转移	2	19
n01003010	团队	2	10
n01003010	在	1	6
n01003010	同	1	6
n01003010	一	1	1
n01003010	场地	2	12
n01003010	会见	2	10
n01003010	了	1	2
n01003010	技术	2	12
n01003010	团队	2	10
n01003010	的	1	8
n01003010	说客	2	18
n01003010	代表	2	13
n01003010	他们	2	10
n01003010	分别	2	11
n01003010	来	1	7
n01003010	自	1	6
n01003010	公司	2	9
n01003010	美国	2	17
n01003010	电影	2	20
n01003010	协会	2	12
n01003010	美国	2	17
n01003010	消费	2	19
n01003010	科技	2	16
n01003010	协会	2	12
n01003010	及	1	3
n01003010	其他	2	13
n01003010	团体	2	13
n01003012	这	1	7
n01003012	次	1	6
n01003012	集会	2	18
n01003012	原本	2	15
n01003012	定	1	8
n01003012	在	1	6
n01003012	几	1	2
n01003012	个	1	3
n01003012	街区	2	16
n01003012	之外	2	8
n01003012	的	1	8
n01003012	街	1	12
n01003012	上	1	3
n01003012	华盛顿	3	27
n01003012	的	1	8
n01003012	私人	2	9
n01003012	大都会	3	19
n01003012	俱乐部	3	25
n01003012	举行	2	15
n01003013	也许	2	9
n01003013	着装	2	23
n01003013	要求	2	16
n01003013	过	1	6
n01003013	于	1	3
n01003013	沉闷	2	14
n01004009	而	1	6
n01004009	不是	2	13
n01004009	把	1	7
n01004009	科学	2	17
n01004009	研究	2	16
n01004009	方法	2	12
n01004009	作	1	7
n01004009	为	1	4
n01004009	一	1	1
n01004009	个	1	3
n01004009	独立	2	14
n01004009	的	1	8
n01004009	章节	2	16
n01004009	来	1	7
n01004009	教授	2	22
n01004009	例如	2	14
n01004009	学生	2	13
n01004009	通过	2	16
n01004009	实际	2	15
n01004009	运用	2	12
n01004009	来	1	7
n01004009	学习	2	11
n01004009	科学	2	17
n01004009	课程	2	22
n01004009	的	1	8
n01004009	内容	2	13
n01004017	他们	2	10
n01004017	的	1	8
n01004017	成绩	2	17
n01004017	属	1	12
n01004017	于	1	3
n01004017	年级	2	12
n01004017	的	1	8
n01004017	全国	2	14
n01004017	平均	2	12
n01004017	水平	2	9
n01004017	且	1	5
n01004017	优	1	6
n01004017	于	1	3
n01004017	年级	2	12
n01004017	的	1	8
n01004017	全国	2	14
n01004017	平均	2	12
n01004017	水平	2	9
n01005023	相比	2	13
n01005023	之下	2	6
n01005023	于	1	3
n01005023	年	1	6
n01005023	开业	2	9
n01005023	的	1	8
n01005023	诺玛	2	17
n01005023	城际	2	16
n01005023	地铁站	3	26
n01005023	修建	2	17
n01005023	所	1	8
n01005023	耗	1	10
n01005023	成本	2	11
n01005023	为	1	4
n01005023	美	1	9
n01005023	元	1	4
n01005024	我们	2	12
n01005024	面临	2	18
n01005024	很多	2	15
n01005024	竞争	2	16
n01005024	而	1	6
n01005024	我们	2	12
n01005024	认为	2	8
n01005024	政权	2	15
n01005024	转移	2	19
n01005024	能	1	10
n01005024	对	1	5
n01005024	此	1	6
n01005024	局面	2	16
n01005024	有	1	6
n01005024	所	1	8
n01005024	帮助	2	16
n01005024	乔治城	3	23
n01005024	商业	2	16
n01005024	改善会	3	25
n01005024	主席	2	15
n01005024	乔	1	6
n01005024	斯顿雷	3	35
n01005024	说道	2	23
n01005031	根据	2	21
n01005031	可行性	3	19
n01005031	研究	2	16
n01005031	估计	2	11
n01005031	乘客	2	19
n01005031	乘坐	2	17
n01005031	缆车	2	16
n01005031	穿越	2	21
n01005031	波托马克河	5	32
n01005031	需时	2	21
n01005031	约	1	6
n01005031	四	1	5
n01005031	分钟	2	13
n01006011	一	1	1
n01006011	位	1	7
n01006011	目击者	3	18
n01006011	告诉	2	14
n01006011	警方	2	23
n01006011	被	1	10
n01006011	害人	2	12
n01006011	曾	1	12
n01006011	在	1	6
n01006011	四	1	5
n01006011	月	1	4
n01006011	袭击	2	16
n01006011	过	1	6
n01006011	嫌疑人	3	32
n01007012	游戏	2	18
n01007012	与	1	3
n01007012	我们	2	12
n01007012	的	1	8
n01007012	日常	2	15
n01007012	生活	2	14
n01007012	有	1	6
n01007012	相似	2	15
n01007012	之	1	3
n01007012	处	1	5
n01008017	这	1	7
n01008017	个	1	3
n01008017	比例	2	12
n01008017	多	1	6
n01008017	年	1	6
n01008017	来	1	7
n01008017	一直	2	9
n01008017	在	1	6
n01008017	稳步	2	21
n01008017	上升	2	7
n01008017	根据	2	21
n01008017	人口	2	5
n01008017	普查局	3	28
n01008017	数据	2	24
n01008017	显示	2	14
n01008017	年	1	6
n01008017	选举日	3	22
n01008017	之前	2	12
n01008017	所	1	8
n01008017	接收	2	17
n01008017	的	1	8
n01008017	投票	2	18
n01008017	只有	2	11
n01008017	总投票额	4	42
n01008017	的	1	8
n01008017	今年	2	10
n01008017	这	1	7
n01008017	个	1	3
n01008017	数字	2	19
n01008017	可能	2	15
n01008017	再次	2	12
n01008017	激增	2	31
n01009027	现在	2	14
n01009027	可能	2	15
n01009027	是	1	9
n01009027	一	1	1
n01009027	只	1	5
n01009027	寂寞	2	24
n01009027	的	1	8
n01009027	猪	1	11
n01009027	但	1	7
n01009027	他	1	5
n01009027	并	1	6
n01009027	不是	2	13
n01009027	一直	2	9
n01009027	都	1	10
n01009027	孤独	2	17
n01009054	我们	2	12
n01009054	已经	2	11
n01009054	要求	2	16
n01009054	其他	2	13
n01009054	国家	2	18
n01009054	用	1	5
n01009054	不同	2	10
n01009054	种群	2	22
n01009054	的	1	8
n01009054	动物	2	14
n01009054	包括	2	14
n01009054	猪	1	11
n01009054	来	1	7
n01009054	帮助	2	16
n01009054	我们	2	12
n01009054	扩充	2	12
n01009054	动物园	3	21
n01009054	萨奇布	3	24
n01009054	说	1	9
n01010042	潘	1	15
n01010042	沃尔卡	3	24
n01010042	先生	2	11
n01010042	说	1	9
n01010042	曾经	2	20
n01010042	有	1	6
n01010042	一	1	1
n01010042	段	1	9
n01010042	时刻	2	15
n01010042	他们	2	10
n01010042	觉得	2	20
n01010042	自己	2	9
n01010042	应该	2	15
n01010042	离开	2	14
n01010042	那	1	6
n01010042	幢	1	15
n01010042	大楼	2	16
n01011004	她	1	6
n01011004	还	1	7
n01011004	被	1	10
n01011004	指控	2	20
n01011004	试图	2	16
n01011004	杀死	2	12
n01011004	她	1	6
n01011004	两	1	7
n01011004	岁	1	6
n01011004	大	1	3
n01011004	的	1	8
n01011004	女儿	2	5
n01011011	警方	2	23
n01011011	表示	2	13
n01011011	她	1	6
n01011011	把	1	7
n01011011	儿子	2	5
n01011011	安德烈	3	31
n01011011	的	1	8
n01011011	脸	1	11
n01011011	按进	2	16
n01011011	客厅	2	13
n01011011	的	1	8
n01011011	床垫	2	16
n01011011	里	1	7
n01011011	杀死	2	12
n01011011	了	1	2
n01011011	他	1	5
n01011011	之后	2	9
n01011011	又	1	2
n01011011	试图	2	16
n01011011	用	1	5
n01011011	同样	2	16
n01011011	的	1	8
n01011011	方式	2	10
n01011011	杀死	2	12
n01011011	女儿	2	5
n01011011	安吉尔	3	17
n01011017	不管	2	18
n01011017	哪	1	9
n01011017	种	1	9
n01011017	情况	2	18
n01011017	我	1	7
n01011017	都	1	10
n01011017	要	1	9
n01011017	坐牢	2	14
n01011017	希望	2	18
n01011017	这么	2	10
n01011017	做	1	11
n01011017	是	1	9
n01011017	值得	2	21
n01011017	的	1	8
n01012003	其中	2	12
n01012003	一	1	1
n01012003	个	1	3
n01012003	雅兹迪	3	29
n01012003	女人	2	5
n01012003	开始	2	12
n01012003	哭泣	2	18
n01012003	随后	2	17
n01012003	她	1	6
n01012003	的	1	8
n01012003	一	1	1
n01012003	个	1	3
n01012003	朋友	2	12
n01012003	也	1	3
n01012003	开始	2	12
n01012003	哭泣	2	18
n01013005	奥斯本	3	29
n01013005	先生	2	11
n01013005	在	1	6
n01013005	七	1	2
n01013005	月	1	4
n01013005	被	1	10
n01013005	解雇	2	25
n01013005	后	1	6
n01013005	与	1	3
n01013005	一	1	1
n01013005	个	1	3
n01013005	美国	2	17
n01013005	音箱	2	24
n01013005	代理	2	16
n01013005	机构	2	14
n01013005	签订	2	17
n01013005	了	1	2
n01013005	协议	2	11
n01014003	迈克尔	3	18
n01014003	法伦	2	14
n01014003	说	1	9
n01014003	切断	2	15
n01014003	第一	2	12
n01014003	根	1	10
n01014003	钢材	2	16
n01014003	的	1	8
n01014003	那	1	6
n01014003	一	1	1
n01014003	天	1	4
n01014003	保证	2	16
n01014003	了	1	2
n01014003	新投资	3	29
n01014003	和	1	8
n01014003	上百	2	9
n01014003	个	1	3
n01014003	技术	2	12
n01014003	工作	2	10
n01014003	的	1	8
n01014003	安全	2	12
n01014003	该	1	8
n01014003	效应	2	17
n01014003	可	1	5
n01014003	持续	2	20
n01014003	到	1	8
n01014003	年	1	6
n01014012	为了	2	6
n01014012	保全	2	15
n01014012	克莱德	3	32
n01014012	造船	2	21
n01014012	产业	2	11
n01014012	新皇家	3	31
n01014012	海军	2	16
n01014012	在	1	6
n01014012	年	1	6
n01014012	苏格兰	3	22
n01014012	独立	2	14
n01014012	公投	2	11
n01014012	之前	2	12
n01014012	许下	2	9
n01014012	下达	2	9
n01014012	订单	2	12
n01014012	的	1	8
n01014012	承诺	2	18
n01015033	显而易见	4	27
n01015033	的	1	8
n01015033	是	1	9
n01015033	名人	2	8
n01015033	的	1	8
n01015033	名字	2	12
n01015033	最开始	3	24
n01015033	是	1	9
n01015033	相当	2	15
n01015033	罕见	2	11
n01015033	的	1	8
n01015036	而	1	6
n01015036	直至	2	14
n01015036	年	1	6
n01015036	观	1	6
n01015036	其	1	8
n01015036	也许	2	9
n01015036	还	1	7
n01015036	有	1	6
n01015036	奈特利	3	25
n01015036	的	1	8
n01015036	常见	2	15
n01015036	程度	2	21
n01015036	其	1	8
n01015036	是	1	9
n01015036	前	1	9
n01015036	名	1	6
n01015036	常用	2	16
n01015036	名字	2	12
n01015036	之	1	3
n01015036	一	1	1
n01015036	名	1	6
n01015036	为	1	4
n01015036	凯拉	2	16
n01015036	的	1	8
n01015036	婴儿	2	13
n01015036	是	1	9
n01015036	名	1	6
n01015036	为	1	4
n01015036	奇尔拉	3	21
n01015036	的	1	8
n01015036	婴儿	2	13
n01015036	的	1	8
n01015036	三	1	3
n01015036	倍	1	10
n01015036	多	1	6
n01016014	这	1	7
n01016014	家	1	10
n01016014	韩国	2	20
n01016014	公司	2	9
n01016014	最初	2	19
n01016014	以为	2	8
n01016014	电池	2	11
n01016014	故障	2	22
n01016014	是	1	9
n01016014	罪魁	2	26
n01016014	祸首	2	20
n01016014	因而	2	12
n01016014	替代	2	17
n01016014	自己	2	9
n01016014	的	1	8
n01016014	组件	2	14
n01016014	改用	2	12
n01016014	第三	2	14
n01016014	方	1	4
n01016014	电源	2	18
n01016014	单元	2	12
n01016019	一些	2	9
n01016019	分析家	3	22
n01016019	认为	2	8
n01016019	华为	2	10
n01016019	最	1	12
n01016019	有	1	6
n01016019	可能	2	15
n01016019	从	1	4
n01016019	三星	2	12
n01016019	的	1	8
n01016019	挫折	2	17
n01016019	中	1	4
n01016019	受益	2	18
n01016032	手机	2	10
n01016032	缺少	2	14
n01016032	一	1	1
n01016032	个	1	3
n01016032	像	1	13
n01016032	谷歌	2	21
n01016032	助手	2	11
n01016032	或	1	8
n01016032	苹果	2	16
n01016032	的	1	8
n01016032	那样	2	16
n01016032	的	1	8
n01016032	人工	2	5
n01016032	智能	2	22
n01016032	界面	2	18
n01017005	但	1	7
n01017005	有	1	6
n01017005	旅行	2	16
n01017005	专家	2	14
n01017005	警告	2	26
n01017005	说	1	9
n01017005	飞机	2	9
n01017005	飞行	2	9
n01017005	时	1	7
n01017005	配置	2	23
n01017005	的	1	8
n01017005	空中	2	12
n01017005	网络	2	15
n01017005	往往	2	16
n01017005	不	1	4
n01017005	可靠	2	20
n01017005	而且	2	11
n01017005	不	1	4
n01017005	太	1	4
n01017005	可能	2	15
n01017005	影响	2	24
n01017005	旅客	2	19
n01017005	对	1	5
n01017005	航空	2	18
n01017005	公司	2	9
n01017005	的	1	8
n01017005	选择	2	17
n01017008	但	1	7
n01017008	可能	2	15
n01017008	英国	2	16
n01017008	航空	2	18
n01017008	和	1	8
n01017008	国际	2	15
n01017008	航空	2	18
n01017008	集团	2	18
n01017008	已经	2	11
n01017008	破解	2	23
n01017008	了	1	2
n01017008	它	1	5
n01017008	并	1	6
n01017008	可	1	5
n01017008	提供	2	20
n01017008	一些	2	9
n01017008	大致	2	13
n01017008	上	1	3
n01017008	可靠	2	20
n01017008	的	1	8
n01017008	信息	2	19
n01017010	该	1	8
n01017010	公司	2	9
n01017010	向	1	6
n01017010	表示	2	13
n01017010	是否	2	16
n01017010	向	1	6
n01017010	乘客	2	19
n01017010	收取	2	14
n01017010	使用费	3	22
n01017010	应该	2	15
n01017010	由	1	5
n01017010	航空	2	18
n01017010	公司	2	9
n01017010	自行	2	12
n01017010	决定	2	14
n01017013	大	1	3
n01017013	多数	2	19
n01017013	人	1	2
n01017013	会	1	6
n01017013	认为	2	8
n01017013	机场	2	12
n01017013	比	1	4
n01017013	能	1	10
n01017013	在	1	6
n01017013	飞机	2	9
n01017013	上	1	3
n01017013	发	1	5
n01017013	电子	2	8
n01017013	邮件	2	13
n01017013	这	1	7
n01017013	件	1	6
n01017013	事	1	8
n01017013	更加	2	12
n01017013	有用	2	11
n01018024	它	1	5
n01018024	有	1	6
n01018024	时候	2	17
n01018024	看	1	9
n01018024	起来	2	17
n01018024	像	1	13
n01018024	超能力	3	24
n01018040	该	1	8
n01018040	方案	2	14
n01018040	通过	2	16
n01018040	赞助	2	23
n01018040	和	1	8
n01018040	广告	2	10
n01018040	来	1	7
n01018040	盈利	2	16
n01019004	这	1	7
n01019004	项	1	9
n01019004	为期	2	16
n01019004	周	1	8
n01019004	的	1	8
n01019004	课程	2	22
n01019004	已经	2	11
n01019004	被	1	10
n01019004	英国	2	16
n01019004	情报	2	18
n01019004	机构	2	14
n01019004	认证	2	11
n01019004	了	1	2
n01019005	但是	2	16
n01019005	一些	2	9
n01019005	安全	2	12
n01019005	专家	2	14
n01019005	对	1	5
n01019005	该	1	8
n01019005	课程	2	22
n01019005	的	1	8
n01019005	设立	2	11
n01019005	及	1	3
n01019005	其	1	8
n01019005	背后	2	15
n01019005	的	1	8
n01019005	意图	2	21
n01019005	提出	2	17
n01019005	了	1	2
n01019005	质疑	2	25
n01020004	此前	2	15
n01020004	只有	2	11
n01020004	博客	2	21
n01020004	撰稿人	3	32
n01020004	见	1	4
n01020004	过	1	6
n01020004	这些	2	15
n01020004	喷气机	3	22
n01020017	通常	2	21
n01020017	中国	2	12
n01020017	将	1	9
n01020017	在	1	6
n01020017	本周	2	13
n01020017	内	1	4
n01020017	展示	2	15
n01020017	许多	2	12
n01020017	其他	2	13
n01020017	军事	2	14
n01020017	硬件	2	18
n01020017	如	1	6
n01020017	歼击机	3	18
n01020017	和	1	8
n01020017	海上	2	13
n01020017	飞机	2	9
n01020017	等	1	12
n01020021	由于	2	8
n01020021	中国	2	12
n01020021	将	1	9
n01020021	在	1	6
n01020021	未来	2	12
n01020021	十	1	2
n01020021	年	1	6
n01020021	内	1	4
n01020021	成	1	6
n01020021	为	1	4
n01020021	全球	2	17
n01020021	最大	2	15
n01020021	的	1	8
n01020021	航空	2	18
n01020021	市场	2	11
n01020021	此次	2	12
n01020021	展会	2	16
n01020021	将	1	9
n01020021	是	1	9
n01020021	北京	2	13
n01020021	在	1	6
n01020021	民	1	5
n01020021	用	1	5
n01020021	航空	2	18
n01020021	以及	2	7
n01020021	国防	2	14
n01020021	方面	2	13
n01020021	展示	2	15
n01020021	野心	2	15
n01020021	的	1	8
n01020021	机会	2	12
n01021007	不幸	2	12
n01021007	的	1	8
n01021007	是	1	9
n01021007	再次	2	12
n01021007	证明	2	15
n01021007	了	1	2
n01021007	少数	2	17
n01021007	人	1	2
n01021007	替	1	12
n01021007	多数	2	19
n01021007	人	1	2
n01021007	毁坏	2	20
n01021007	了	1	2
n01021007	它	1	5
n01021007	黑客	2	21
n01021007	论坛	2	13
n01021007	的	1	8
n01021007	创始人	3	16
n01021007	杰西卡	3	26
n01021007	拉布罗卡	4	33
n01021007	在	1	6
n01021007	解释	2	25
n01021007	其	1	8
n01021007	关闭	2	12
n01021007	原因	2	16
n01021007	的	1	8
n01021007	一	1	1
n01021007	则	1	6
n01021007	消息	2	20
n01021007	中	1	4
n01021007	写道	2	19
n01021011	最新	2	24
n01021011	的	1	8
n01021011	事件	2	14
n01021011	很	1	9
n01021011	可能	2	15
n01021011	是	1	9
n01021011	指	1	9
n01021011	月	1	4
n01021011	日	1	4
n01021011	的	1	8
n01021011	攻击	2	12
n01021011	该	1	8
n01021011	攻击	2	12
n01021011	令	1	5
n01021011	热门	2	13
n01021011	网站	2	16
n01021011	例如	2	14
n01021011	和	1	8
n01021011	以及	2	7
n01021011	很多	2	15
n01021011	其他	2	13
n01021011	网站	2	16
n01021011	都	1	10
n01021011	挂	1	9
n01021011	了	1	2
n01021012	分析	2	12
n01021012	表明	2	16
n01021012	已经	2	11
n01021012	使用	2	13
n01021012	了	1	2
n01021012	大量	2	15
n01021012	的	1	8
n01021012	历史	2	9
n01021012	数据	2	24
n01021012	造成	2	16
n01021012	中断	2	15
n01022002	联合国	3	26
n01022002	回顾	2	16
n01022002	国家	2	18
n01022002	削减	2	20
n01022002	碳	1	14
n01022002	计划	2	10
n01022002	时	1	7
n01022002	说	1	9
n01022002	他们	2	10
n01022002	非常	2	19
n01022002	难	1	10
n01022002	以	1	4
n01022002	实现	2	16
n01022002	保持	2	18
n01022002	全球	2	17
n01022002	气温	2	16
n01022002	上升	2	7
n01022002	下	1	3
n01022002	所	1	8
n01022002	需要	2	23
n01022002	的	1	8
n01022002	水平	2	9
n01022005	许多	2	12
n01022005	科学家	3	27
n01022005	说	1	9
n01022005	目前	2	14
n01022005	需要	2	23
n01022005	去除	2	14
n01022005	空气	2	12
n01022005	中	1	4
n01022005	的	1	8
n01022005	碳	1	14
n01022005	的	1	8
n01022005	技术	2	12
n01022005	来	1	7
n01022005	满足	2	20
n01022005	巴黎	2	19
n01022005	的	1	8
n01022005	目标	2	14
n01022010	联合国	3	26
n01022010	环境	2	22
n01022010	规划署	3	27
n01022010	负责人	3	16
n01022010	埃里克	3	24
n01022010	索尔海姆	4	33
n01022010	说	1	9
n01022010	我们	2	12
n01022010	正	1	5
n01022010	朝着	2	23
n01022010	正确	2	17
n01022010	的	1	8
n01022010	方向	2	10
n01022010	前进	2	16
n01022010	巴黎	2	19
n01022010	协议	2	11
n01022010	提及	2	15
n01022010	将	1	9
n01022010	减缓	2	23
n01022010	气候	2	14
n01022010	变化	2	12
n01022010	近期	2	19
n01022010	的	1	8
n01022010	基加利	3	23
n01022010	修正案	3	24
n01022010	也	1	3
n01022010	提及	2	15
n01022010	减少	2	15
n01022010	氢氟碳化合物	6	50
n01022010	排放	2	19
n01022016	这	1	7
n01022016	方面	2	13
n01022016	的	1	8
n01022016	投资	2	17
n01022016	在	1	6
n01022016	年	1	6
n01022016	增长	2	19
n01022016	了	1	2
n01022016	至	1	6
n01022016	美	1	9
n01022016	元	1	4
n01022027	他们	2	10
n01022027	得到	2	19
n01022027	了	1	2
n01022027	巴黎	2	19
n01022027	协定	2	14
n01022027	这	1	7
n01022027	件	1	6
n01022027	事	1	8
n01022027	值得	2	21
n01022027	庆贺	2	15
n01022027	但	1	7
n01022027	目前	2	14
n01022027	他们	2	10
n01022027	的	1	8
n01022027	贡献	2	20
n01022027	从未	2	9
n01022027	达到	2	14
n01022027	了	1	2
n01022027	度	1	9
n01022027	的	1	8
n01022027	目标	2	14
n01023020	它	1	5
n01023020	于	1	3
n01023020	至	1	6
n01023020	月	1	4
n01023020	在	1	6
n01023020	墨西哥	3	31
n01023020	海岸	2	19
n01023020	举行	2	15
n01023034	这	1	7
n01023034	将	1	9
n01023034	增加	2	20
n01023034	新限制	3	28
n01023034	在	1	6
n01023034	曾经	2	20
n01023034	发生	2	10
n01023034	在	1	6
n01023034	地球	2	17
n01023034	上	1	3
n01023034	并	1	6
n01023034	毁灭	2	18
n01023034	了	1	2
n01023034	许多	2	12
n01023034	物种	2	17
n01023034	不仅	2	8
n01023034	是	1	9
n01023034	恐龙	2	18
n01023034	自然	2	18
n01023034	环境	2	22
n01023034	变化	2	12
n01023034	上	1	3
n01023043	揭露	2	33
n01023043	这	1	7
n01023043	是	1	9
n01023043	个	1	3
n01023043	陨石	2	14
n01023043	材料	2	17
n01023043	的	1	8
n01023043	很	1	9
n01023043	可能	2	15
n01023043	是	1	9
n01023043	其中	2	12
n01023043	高含量	3	29
n01023043	的	1	8
n01023043	铱	1	11
n01023043	元素	2	14
n01024010	超过	2	18
n01024010	从	1	4
n01024010	地球	2	17
n01024010	种子	2	12
n01024010	长成	2	10
n01024010	的	1	8
n01024010	植物	2	20
n01024010	在	1	6
n01024010	天	1	4
n01024010	之后	2	9
n01024010	存活	2	15
n01024010	仅仅	2	8
n01024010	略	1	11
n01024010	高	1	10
n01024010	于	1	3
n01024010	从	1	4
n01024010	太空	2	12
n01024010	种子	2	12
n01024010	长成	2	10
n01024010	的	1	8
n01024010	植物	2	20
n01024010	刚刚	2	12
n01024010	超过	2	18
n01024013	从	1	4
n01024013	该	1	8
n01024013	实验	2	18
n01024013	的	1	8
n01024013	结果	2	17
n01024013	提供	2	20
n01024013	了	1	2
n01024013	进	1	7
n01024013	一	1	1
n01024013	步	1	7
n01024013	的	1	8
n01024013	支持	2	13
n01024013	火箭	2	19
n01024013	上	1	3
n01024013	的	1	8
n01024013	种子	2	12
n01024013	可以	2	9
n01024013	存储	2	18
n01024013	在	1	6
n01024013	国际	2	15
n01024013	空间站	3	25
n01024013	上	1	3
n01024013	并	1	6
n01024013	飞行	2	9
n01024013	六	1	4
n01024013	个	1	3
n01024013	月	1	4
n01024013	而	1	6
n01024013	不会	2	10
n01024013	对	1	5
n01024013	它们	2	10
n01024013	在	1	6
n01024013	地球	2	17
n01024013	上	1	3
n01024013	发芽	2	12
n01024013	生长	2	9
n01024013	的	1	8
n01024013	能力	2	12
n01024013	产生	2	11
n01024013	任何	2	13
n01024013	显著	2	20
n01024013	影响	2	24
n01024016	收集	2	18
n01024016	了	1	2
n01024016	在	1	6
n01024016	实验	2	18
n01024016	中	1	4
n01024016	的	1	8
n01024016	学生	2	13
n01024016	和	1	8
n01024016	老师们	3	17
n01024016	发来	2	12
n01024016	的	1	8
n01024016	意见	2	17
n01025025	她	1	6
n01025025	说	1	9
n01025025	购买	2	14
n01025025	和	1	8
n01025025	穿戴	2	26
n01025025	别人	2	9
n01025025	身体	2	14
n01025025	部位	2	17
n01025025	的	1	8
n01025025	想法	2	21
n01025025	仍旧	2	11
n01025025	让	1	5
n01025025	人	1	2
n01025025	感觉	2	22
n01025025	到	1	8
n01025025	恶心	2	14
n01025040	在	1	6
n01025040	中国	2	12
n01025040	毛发	2	9
n01025040	通常	2	21
n01025040	是	1	9
n01025040	放	1	8
n01025040	在	1	6
n01025040	化学浴	3	22
n01025040	彻	1	7
n01025040	中	1	4
n01025040	底	1	8
n01025040	去除	2	14
n01025040	角质层	3	22
n01025040	塔尔罗	3	25
n01025040	解释	2	25
n01025040	说	1	9
n01025045	纵观	2	13
n01025045	历史	2	9
n01025045	国际	2	15
n01025045	头发	2	10
n01025045	市场	2	11
n01025045	上	1	3
n01025045	一直	2	9
n01025045	有	1	6
n01025045	着	1	11
n01025045	政治	2	17
n01025045	层面	2	16
n01025045	的	1	8
n01025045	意义	2	16
n01025045	说	1	9
n01026004	帖子	2	11
n01026004	上	1	3
n01026004	写	1	5
n01026004	着	1	11
n01026004	我们	2	12
n01026004	今晚	2	15
n01026004	将	1	9
n01026004	使用	2	13
n01026004	高激光束	4	39
n01026004	进行	2	13
n01026004	处罚	2	14
n01026016	深圳市	3	22
n01026016	交警	2	25
n01026016	以前	2	13
n01026016	曾	1	12
n01026016	选用	2	14
n01026016	非	1	8
n01026016	常规	2	19
n01026016	处罚	2	14
n01027007	这些	2	15
n01027007	人	1	2
n01027007	是	1	9
n01027007	谁	1	10
n01027030	今年	2	10
n01027030	有关	2	12
n01027030	民主	2	10
n01027030	党	1	10
n01027030	的	1	8
n01027030	争论	2	12
n01027030	一直	2	9
